BRANCH|SERVICENM|TELL|ADDR|XCORD|YCORD
우성공업사|종합서비스|0312967100|경기도 수원시 권선구 매송고색로 779  고색동|126.991179|37.25085
권선점 기아오토큐|전문서비스|0312398272|경기도 수원시 권선구 세권로 217  권선동|127.029788|37.251929
광교종합서비스|종합서비스|0312148521|경기도 수원시 영통구  월드컵로150번길 42 (원천동 572번지)| | 
밀코 동수원서비스|종합서비스|0312118101|경기도 수원시 영통구 매영로 142  매탄동|127.060173|37.2633658
㈜수원중앙서비스기아오토큐|종합서비스|0312162900|경기도 수원시 영통구 신원로 271|127.062561|37.2568386
신동점|전문서비스|0312068572|경기도 수원시 영통구 영통로200번길 51 (영통동)|127.0615234|37.2417753
영통점 기아오토큐|전문서비스|0312050865|경기도 수원시 영통구 청명북로 92  영통동|127.0824203|37.2568141
파장점 기아오토큐|전문서비스|0312468585|경기도 수원시 장안구 경수대로 1101  파장동, 기아써비스|126.9939306|37.3071389
성대점 기아오토큐|전문서비스|0312926800|경기도 수원시 장안구 일월로66번길 2|126.9801025|37.2857073
화서점 기아오토큐|전문서비스|0312538825|경기도 수원시 장안구 장안로 86-1|127.0045623|37.2892487
이목점 기아오토큐|전문서비스|0312528146|경기도 수원시 장안구 장안로378번길 3  이목동|126.9871528|37.3117917
천천점 기아오토큐|전문서비스|0312695555|경기도 수원시 장안구 하률로56번길 15  천천동, 기아모터스|126.9821472|37.3001139
대야점 기아오토큐|전문서비스|0313128297|경기도 시흥시 대은로103번길 11  대야동|126.8005278|37.4434444
신천점 기아오토큐|전문서비스|0313115104|경기도 시흥시 두문로 76 (신천동)|126.7890167|37.4312475
기아시화서비스|종합서비스|0314348585|경기도 시흥시 마유로238번길 14  정왕동|126.7314605|37.3351773
정왕점 기아오토큐|전문서비스|0314348582|경기도 시흥시 봉우재로 15 101 정왕동, MOBIS부품대리점 거성상사|126.7452316|37.3419365
목감점 기아오토큐|전문서비스|0314858285|경기도 시흥시 수인로 2331-17 (목감동)|126.8639694|37.3842111
시흥시청점 기아오토큐|전문서비스|0313110541|경기도 시흥시 시청로68번길 12 (장현동 545-4) 장현동|126.8032455|37.3783093
시흥스마트기아오토큐|종합서비스|0314848585|경기도 시흥시 시화벤처로 360 (정왕동, MTV산단내)|126.7180252|37.3116146
하중점 기아오토큐|전문서비스|0314048581|경기도 시흥시 연성로29번길 64-1  하중동|126.805525|37.3929722
선부점 기아오토큐|전문서비스|0314861417|경기도 안산시 단원구 선부로 77  선부동|126.805762|37.338374
성곡점 기아오토큐|전문서비스|0314958885|경기도 안산시 단원구 성곡로 176, 나동 129호(성곡동, 타원타크라지식산업센타)|126.7633514|37.3226235
초지점 기아오토큐|전문서비스|0314391155|경기도 안산시 단원구 원당2길 15  초지동|126.8172028|37.3123306
와동점 기아오토큐|전문서비스|0314861288|경기도 안산시 단원구 화정천동로 440  와동|126.8207972|37.3406583
사동남부점 기아오토큐|전문서비스|0314179985|경기도 안산시 상록구 석호로 203  사동|126.85555|37.292364
안산사동자동차공업사|종합서비스|0314082031|경기도 안산시 상록구 선진로 30  사동|126.848891|37.27649
월피점 기아오토큐|전문서비스|0314855858|경기도 안산시 상록구 안산천서로 181  월피동|126.845625|37.3286972
사동점 기아오토큐|전문서비스|0314168580|경기도 안산시 상록구 용신로 236  사동|126.850426|37.300399
안성IC점|전문서비스|0316541838|경기도 안성시 공도읍 공도로 17|127.0243306|37.2641722
공도점 기아오토큐|전문서비스|0316915857|경기도 안성시 공도읍 방축안말길 9-13 (마정리)|127.2063369|37.0072293
기아안성서비스|종합서비스|0316732007|경기도 안성시 중앙로 215 (신건지동 7) 신건지동|127.2548828|37.0107463
비산점 기아오토큐|전문서비스|0314458889|경기도 안양시 동안구 경수대로 841  비산동|126.9435417|37.3909833
영광자동차㈜|종합서비스|0314291141|경기도 안양시 동안구 경수대로797번길 41|126.9468307|37.3824064
대산자동차공업|종합서비스|0314228585|경기도 안양시 동안구 시민대로 333  관양동|126.9694556|37.3933889
평촌써비스|종합서비스|0314238585|경기도 안양시 동안구 시민대로393번길 21(관양동)|126.9746194|37.393225
군포자동차정비|종합서비스|0314591230|경기도 안양시 동안구 엘에스로 95  (호계동)|126.952485|37.367771
안양서부점 기아오토큐|전문서비스|0314697224|경기도 안양시 만안구 냉천로 60  안양동|126.9289627|37.3840855
오토월드|종합서비스|0314468585|경기도 안양시 만안구 만안로 72|126.9352874|37.3868454
박달점 기아오토큐|전문서비스|0314645524|경기도 안양시 만안구 박달로567번길 5  안양동|126.9177322|37.4002173
광적점 기아오토큐|전문서비스|0318770444|경기도 양주시 광적면 삼일로29번길 219  |126.9826889|37.8253556
덕정점 기아오토큐|전문서비스|0318578280|경기도 양주시 독바위로 31  덕정동|127.0650333|37.8358972
대성공업|종합서비스|0318794036|경기도 양주시 백석읍 부흥로 1204번길 33|127.0124417|37.7885167
고읍점|전문서비스|0318418880|경기도 양주시 부흥로 1838 (광사동)| | 
우성자동차공업사|종합서비스|0318218580|경기도 양주시 삼숭로 153|127.098291|37.803309
덕계점 기아오토큐|전문서비스|0318648580|경기도 양주시 평화로 1351  덕계동|127.048152|37.808398
㈜양주자동차정비공업사|종합서비스|0318584937|경기도 양주시 평화로 1617|127.055888|37.830733
㈜양서이레종합서비스|종합서비스|0317729995|경기도 양평군 양서면 두물머리길20번길 7| | 
양평점 기아오토큐|전문서비스|0317728572|경기도 양평군 양평읍 남북로 107-8|127.5041046|37.4892963
양평기아자동차서비스|종합서비스|0317758111|경기도 양평군 양평읍 중앙로111번길 30  |127.505166|37.492978
여주모터스|종합서비스|0318856699|경기도 여주시 세종로 327 (교동)|127.6401214|37.2657654
여주남부점|전문서비스|0318815151|경기도 여주시 여양로 48  홍문동|127.6432342|37.2882046
전곡점 기아오토큐|전문서비스|0318328500|경기도 연천군 전곡읍 평화로698번길 92  |127.066786|38.030287
고현점 기아오토큐|전문서비스|0316646401|경기도 오산시  남부대로 513 ( 고현동 188 )|127.089658|37.128642
오산점 기아오토큐|전문서비스|0313738585|경기도 오산시 경기대로 300  오산동, 기아자동차Q써비스|127.07605|37.14885
금성자동차공업사|종합서비스|0313768585|경기도 오산시 내삼미로 9  수청동, 금성공업사|127.069653|37.160518
동백자동차|종합서비스|0312876000|경기도 용인시 기흥구  동백죽전대로527번길 98-29|127.1439971|37.2806882
신갈점 기아오토큐|전문서비스|0312870002|경기도 용인시 기흥구 신갈로115(신갈동)|127.1076431|37.2741671
마북점 기아오토큐|전문서비스|0312840004|경기도 용인시 기흥구 용구대로 2440  마북동, 두부요일|127.1084442|37.3008926
수지김서비스|종합서비스|0312658255|경기도 용인시 기흥구 용구대로2469번길 74  보정동, 기아자동차서비스|127.1073608|37.3104972
수원서비스센터|직영서비스센터|0312148585|경기도 용인시 기흥구 중부대로 27 (영덕동)|127.0747472|37.2656639
동백점 기아오토큐|전문서비스|0316938581|경기도 용인시 기흥구 평촌1로8번길 11-6  동백동|127.1547393|37.2826909
기흥점 기아오토큐|전문서비스|0312171141|경기도 용인시 기흥구 흥덕2로 1  영덕동|127.075325|37.2651609
수지모터스|종합서비스|0318969200|경기도 용인시 수지구 수지로 112  성복동|127.0808639|37.3089402
상현점 기아오토큐|전문서비스|0318961336|경기도 용인시 수지구 수지로 6  상현동|127.0768966|37.3009109
수지자동차|종합서비스|0312624234|경기도 용인시 수지구 풍덕천로190번길 15-4  풍덕천동, 수지자동차서비스|127.1047058|37.3221778
대청자동차정비|종합서비스|0313322346|경기도 용인시 처인구 경안천로 214-5  고림동, 대청공업사|127.2208557|37.2475393
남동점 기아오토큐|전문서비스|0313351877|경기도 용인시 처인구 백옥대로 1021 , 12-9 남동, 용인삼성렉카|127.2124938|37.2240499
용인기아자동차공업사|종합서비스|0313381250|경기도 용인시 처인구 양지면 양지로 91  용인기아자동차QService|127.2803955|37.2311938
포곡점 기아오토큐|전문서비스|0313338022|경기도 용인시 처인구 포곡읍 포곡로 163  KIAQ서비스|127.2240905|37.2697159
의왕서비스센터|직영서비스센터|0314658585|경기도 의왕시 경수대로 249  고천동|126.9754943|37.3456184
월암점 기아오토큐|전문서비스|0313468585|경기도 의왕시 월암동 612-1|126.9576873|37.3019367
금오점 기아오토큐|전문서비스|0318477810|경기도 의정부시 금오로 26-10|127.0703735|37.7508548
낙양점 기아오토큐|전문서비스|0318512555|경기도 의정부시 용민로 319|127.1065521|37.7503907
민락점 기아오토큐|전문서비스|0318512290|경기도 의정부시 용민로92번길 6  용현동, 기아모터스|127.0902056|37.7350472
주)의정부기아자동차|종합서비스|0318774973|경기도 의정부시 입석로 43-10길(가능동),의정부기아자동차서비스|127.0233001|37.7522713
호원남부점기아오토큐|전문서비스|0318758582|경기도 의정부시 평화로 306 (호원동)|127.049591|37.716387
호원점 기아오토큐|전문서비스|0318558572|경기도 의정부시 호동로 42  호원동|127.0429687|37.7271395
신진자동차서비스|종합서비스|0316378333|경기도 이천시 갈산로 100|127.4658279|37.2854508
진리점 기아오토큐|전문서비스|0316318585|경기도 이천시 경충대로 2485  진리동|127.4569028|37.268375
장호원점 기아오토큐|전문서비스|0316427775|경기도 이천시 장호원읍 장감로 17-1  |127.6265167|37.1131556
북파주기아정비센터|종합서비스|0319474900|경기도 파주시 광탄면 혜음로 1190 (신산리 348-5)|126.8470077|37.7850295
교하북부점 기아오토큐|전문서비스|0319451227|경기도 파주시 당하길 31  당하동, 기아자동차큐서비스|126.7526528|37.7434833
운정점 기아오토큐|전문서비스|0319411515|경기도 파주시 동패샘길 255|121.46893055555556|40.17226388888889
문산점 기아오토큐|전문서비스|0319522488|경기도 파주시 문산읍 독산로 15|126.7825222|37.85505
신성자동차정비공장|종합서비스|0319537788|경기도 파주시 문산읍 문향로84번길 6  신성자동차정비공장|126.7887878|37.8559068
금촌점기아오토큐|전문서비스|0319419401|경기도 파주시 쇠재1길 45  금릉동, 기아Motors|126.7824917|37.7481694
신화모터스|종합서비스|0319419112|경기도 파주시 쌀뚜기길 4-13  문발동|126.7014923|37.7203985
파주정비서비스|종합서비스|0319758585|경기도 파주시 월롱면 통일로 686  (주)기쁜|126.7932556|37.7679444
평택서비스 기아오토큐|종합서비스|0316541221|경기도 평택시 경기대로 713 (지제동)|127.073822|37.0100991
비전점|전문서비스|0316542752|경기도 평택시 비전2로 77 (비전동)|127.1170272|36.9994443
서정점 기아오토큐|전문서비스|0316658585|경기도 평택시 서정남로 149  서정동|127.058181|37.057962
지산점|전문서비스|0316117400|경기도 평택시 송탄공원로 88 (지산동)|127.0615639|37.0724889
안중점㈜|전문서비스|0316813595|경기도 평택시 안중읍 안현로서9길 109| | 
㈜대한공업사|종합서비스|0316527777|경기도 평택시 평남로 200-11|127.084011|36.994177
포승점 기아오토큐|전문서비스|0316843232|경기도 평택시 포승읍 운정길 6|126.8937778|36.9831528
포천모터스|종합서비스|0315445355|경기도 포천시 가산면 가산로267번길 4|127.1824264|37.8409962
영동자동차공업사|종합서비스|0315338495|경기도 포천시 영북면 호국로 3574  |127.2732772|38.0531091
포천점 기아오토큐|전문서비스|0315369447|경기도 포천시 호국로 1293 (자작동)|127.1860427|37.8726736
하남종합서비스㈜|종합서비스|0317962601|경기도 하남시 신장동 563번지|127.2106933|37.5387602
미사점 기아오토큐|전문서비스|0317925438|경기도 하남시 신평로 166 (신장동)|127.2134857|37.5442677
덕풍점 기아오토큐|전문서비스|0317918836|경기도 하남시 역말로24번길 39 (덕풍동)|127.20507|37.531105
신장점 기아오토큐|전문서비스|0317928572|경기도 하남시 천현로 32 (천현동)|127.218133|37.53373
남양점㈜|전문서비스|0313578563|경기도 화성시 남양읍 화성로 1115| | 
동탄리베라점|전문서비스|0313752612|경기도 화성시 동탄대로14길 5-63 (오산동)|127.26984|37.014707
동탄동부서비스|종합서비스|0313737000|경기도 화성시 동탄면 경기동로 477-3 ( 장지리 811-10외 7필지 )|127.1249237|37.14968
동탄점 기아오토큐|전문서비스|03180038575|경기도 화성시 동탄하나3길 8 , 능동|127.0640945|37.211258
봉담점 기아오토큐|전문서비스|0312210773|경기도 화성시 봉담읍 최루백로 256  |126.966952|37.19879
화성현대서비스|종합서비스|0313566200|경기도 화성시 송산면 송산로 84  |126.731086|37.214805
화성상용서비스|종합서비스|03180580200|경기도 화성시 양감면 암소고개로 255-18(요당리 583-5)|126.915924|37.073863
장안모터스|종합서비스|0313583900|경기도 화성시 장안면 장안로 300 (독정리 763-18) |126.830102|37.082412
동탄한백점 기아오토큐|전문서비스|03180038285|경기도 화성시 지산2길 3-12, 3-14|127.1154022|37.2033448
향남서비스 주식회사|종합서비스|03180595471|경기도 화성시 팔탄면 덕우공단1길 126  |126.9288635|37.1529955
㈜중앙고속|종합서비스|0313768288|경기도 화성시 풀무골로 1|127.125353|37.203055
신향남점 기아오토큐|전문서비스|0313530570|경기도 화성시 향남읍 행정죽전로2길 25 401호 (행정리)|126.9272308|37.1214097
기아동탄서비스|종합서비스|0312388585|경기도 화성시 효행로 1205-9 (기산동 23-1, 기아오토큐)|127.0570068|37.215294
병점점 기아오토큐|전문서비스|0312338572|경기도 화성시 효행로971번길 5  진안동|127.0361111|37.2079528
장평점 기아오토큐|전문서비스|0556358585|경남 거제시 거제대로 4943-3|128.5988006|34.8853067
하대점|전문서비스|0557577676|경남 진주시 하대동 71-18|128.123291|35.1817848
중동점 기아오토큐|전문서비스|0552833370|경남 창원시 의창구 남산로115번길73|128.6263885|35.2568874
합천자동차정비공장|종합서비스|0559332223|경남 합천군 대양면 정양리 122|128.166384|35.552649
협성자동차공업사|종합서비스|0547762383|경북 경주시 황성동 56-3|129.224461|35.870476
산동점 기아오토큐|전문서비스|0544710800|경북 구미시 산동면 첨단기업1로 32 (봉산리 380-6)|128.4429168|36.1376636
상모점 기아오토큐|전문서비스|0544651321|경북 구미시 임은동 806-10번지|128.3554611|36.0857756
봉화점 기아오토큐|전문서비스|0546741500|경북 봉화군 봉화읍 내성리 416-3|128.73617|36.887939
안계점|전문서비스|0548614641|경북 의성군 안계면 용기5리 980-10|128.434141|36.388326
대도점 기아오토큐|전문서비스|0542748272|경북 포항시 남구 포스코대로 399(대도동)|129.3687057|36.0120896
옥포점 기아오토큐|전문서비스|0556882369|경상남도 거제시 거제대로 3796 (옥포동)|128.6891056|34.8914556
고현점 기아오토큐|전문서비스|0556378583|경상남도 거제시 계룡로7길 8  고현동|128.624777|34.875386
㈜해남정비공업사|종합서비스|0556372100|경상남도 거제시 고현로 107  고현동|128.629085|34.883749
거창점 기아오토큐|전문서비스|0559425561|경상남도 거창군 거창읍 공수들7길 14  기아자동차|127.902668|35.682832
남한정비|종합서비스|0559437700|경상남도 거창군 거창읍 밤티재로 1262|127.9345944|35.6648972
고성점 기아오토큐|전문서비스|0556738285|경상남도 고성군 고성읍 남해안대로 2562  |128.346881|34.953925
동상점 기아오토큐|전문서비스|0553258515|경상남도 김해시 가야로 491 (동상동)|128.890634|35.234761
외동점 기아오토큐|전문서비스|0553268797|경상남도 김해시 금관대로 1184 외 1필지 외동, 기아AUTO외동점|128.8548972|35.2297528
지내점 기아오토큐|전문서비스|0553119300|경상남도 김해시 김해대로 2719 (지내동)|128.9260406|35.2251673
주식회사 신부기산업|종합서비스|0553214141|경상남도 김해시 김해대로2567번길 30  어방동, 기아자동차정비공장|128.9102325|35.2280004
율하점 기아오토큐|전문서비스|0553231242|경상남도 김해시 율하3로7번길 48  율하동|128.8128662|35.1664712
장유점 기아오토큐|전문서비스|0553138285|경상남도 김해시 장유로301번길 22-8  무계동, 기아큐서비스|128.8177417|35.1983778
서김해서비스 기아오토큐|종합서비스|0553378572|경상남도 김해시 주촌면 서부로1499번길 10 (주촌면)|128.8213424|35.2290201
진영점 기아오토큐|전문서비스|0553455393|경상남도 김해시 진영읍 진영로 324|128.7505187|35.2984197
남해점 기아오토큐|전문서비스|0558633989|경상남도 남해군 남해읍 남해대로 2879 (차산리 764-8.10)|127.8956833|34.8464556
삼문점 기아오토큐|전문서비스|0553568261|경상남도 밀양시 삼문중앙로4길 8  삼문동|128.7565536|35.4802535
향촌점 기아오토큐|전문서비스|0558322741|경상남도 사천시 남일로 135  향촌동, 기아오토큐향촌점|128.0935668|34.9283411
사천점 기아오토큐|전문서비스|0558538585|경상남도 사천시 사천읍 수양로 79|128.094051|35.083369
삼천포종합정비㈜|종합서비스|0558337610|경상남도 사천시 삼천포대교로 577  좌룡동, 자동차관련시설|128.0796778|34.9478972
산청1급정비공업사|종합서비스|0559737676|경상남도 산청군 산청읍 친환경로2720번길 91  현대자동차서비스센타|127.8885269|35.4112934
북정점 기아오토큐|전문서비스|0553674337|경상남도 양산시 공단로 57 (북정동 916-3) 북정동|129.0428314|35.3522616
중부점 기아오토큐|전문서비스|0553858511|경상남도 양산시 서일동1길 48  중부동, 카클리닉|129.0368806|35.3391667
삼호점 기아오토큐|전문서비스|0553668285|경상남도 양산시 서창로 130  삼호동, 기아자동차(정비)|129.1705222|35.4088806
금성자동차정비|종합서비스|0553888282|경상남도 양산시 외산길 21-14  덕계동, 정비소|129.1584778|35.3704056
남부점 기아오토큐|전문서비스|0553878585|경상남도 양산시 중앙우회로 27  남부동, 기아자동차서비스남부점|129.0422056|35.3369139
웅상정비센터|종합서비스|0553648285|경상남도 양산시 평산중앙3길 7 (평산동)|129.1548028|35.3800528
칠암점 기아오토큐|전문서비스|0557592185|경상남도 진주시 강남로167번길 10-1  칠암동|128.0966033|35.1799225
안전종합정비㈜|종합서비스|0557572029|경상남도 진주시 공단로 174 (상평동)|128.121017|35.172126
동방자동차정비공업사|종합서비스|0557572626|경상남도 진주시 돗골로58번길7 (상평동)|128.115509|35.1705255
이현점 기아오토큐|전문서비스|0557438588|경상남도 진주시 신안로163번길 3  이현동|128.068833|35.188284
평거점 기아오토큐|전문서비스|0557477448|경상남도 진주시 진양호로 149-1  평거동|128.057532|35.166237
대영기공사|종합서비스|0557576666|경상남도 진주시 큰들로 34  상평동|128.108952|35.167649
남지점 기아오토큐|전문서비스|0555260009|경상남도 창녕군 남지읍 박진로 1750  |128.4816333|35.3925083
신성종합정비|종합서비스|0555368686|경상남도 창녕군 영산면 영산도천로 440|128.52248|35.43991
창녕점 기아오토큐|전문서비스|0555328519|경상남도 창녕군 창녕읍 창녕대로 100  |128.499504|35.532294
해운점 기아오토큐|전문서비스|0552228251|경상남도 창원시 마산합포구 월영동11길 11 46-11 해운동, 기아자동차큐서비스해운점|128.5671944|35.177725
회원점 기아오토큐|전문서비스|0552241170|경상남도 창원시 마산회원구 3·15대로 566 (회원동 166-2) 회원동|128.5750732|35.2214243
내서점 기아오토큐|전문서비스|0552328523|경상남도 창원시 마산회원구 내서읍 중리공단로 110 1279,1280-1 기아모터스|128.5120667|35.2375917
경남모터스주식회사|종합서비스|0552515200|경상남도 창원시 마산회원구 내서읍 중리공단로 143  |128.5132751|35.241183
양덕점 기아오토큐|전문서비스|0552920450|경상남도 창원시 마산회원구 합포로 295 ( 양덕동 150-6 ) 양덕동|128.5893583|35.2204194
사파점 기아오토큐|전문서비스|0552813293|경상남도 창원시 성산구 비음로4번길 37-10 (사파동 9) 사파동|128.701893|35.222903
상남점 기아오토큐|전문서비스|0552889201|경상남도 창원시 성산구 상남로58번길 9  상남동|128.682312|35.2157947
지원정비공업사|종합서비스|0552381500|경상남도 창원시 의창구 무역로503번길 5-26 3-3 팔용동, 현대,기아자동차 지원정비|128.640305|35.224248
사림점 기아오토큐|전문서비스|0552610202|경상남도 창원시 의창구 사림로 51 ( 사림동 105-19 ) 사림동|128.6805111|35.2440917
팔용점 기아오토큐|전문서비스|0552961604|경상남도 창원시 의창구 사화로10번길 26 (팔용동 150-10) 팔용동|128.6093417|35.2522917
1급청솔모터스|종합서비스|0552655900|경상남도 창원시 의창구 차상로150번길 46 (팔용동 14-3) 팔용동|128.6398083|35.2317806
창원서비스센터|직영서비스센터|0552738585|경상남도 창원시 의창구 창원대로 504 (대원동)|128.6522472|35.2249417
진해경남모터스|종합서비스|0555471970|경상남도 창원시 진해구 진해대로1114번길 15  장천동|128.7105694|35.1268111
풍호점 기아오토큐|전문서비스|0555454973|경상남도 창원시 진해구 충장로 525 (풍호동 750-38) 풍호동|128.7036743|35.1395259
광도점 기아오토큐|전문서비스|0556487474|경상남도 통영시 광도면 남해안대로 1045|128.416957|34.883335
신세계종합자동차정비|종합서비스|0556482626|경상남도 통영시 광도면 죽림2로 14-36|128.4156799|34.8761845
하동점 기아오토큐|전문서비스|0558840884|경상남도 하동군 하동읍 화심길 23  KIA MOTORS 큐서비스|127.7401444|35.0785389
가야점 기아오토큐|전문서비스|0555858001|경상남도 함안군 가야읍 말산로 104  기아자동차Q서비스|128.4201444|35.2713528
함안에프쓰리자동차종합정비|종합서비스|0555829712|경상남도 함안군 군북면 월촌로 232  투투정비|128.2989807|35.2966246
칠원점 기아오토큐|전문서비스|0555861401|경상남도 함안군 칠원면 삼칠로 151  기아자동차카클리닉|128.519902|35.306349
함양점 기아오토큐|전문서비스|0559640310|경상남도 함양군 함양읍 함양로 1272  기아자동차|127.736727|35.52768
합천점 기아오토큐|전문서비스|0559328484|경상남도 합천군 합천읍 옥산로 134|128.1722717|35.5643256
중앙점 기아오토큐|전문서비스|0538118572|경상북도 경산시 경안로 164  중방동|128.740258|35.818951
경산기아서비스|종합서비스|0538111000|경상북도 경산시 압량면 대학로 511|128.7690963|35.8499597
중방점 기아오토큐|전문서비스|0538128572|경상북도 경산시 중방로 58  중방동|128.742761|35.826836
진량점 기아오토큐|전문서비스|0538528252|경상북도 경산시 진량읍 낙산1길 52-2 (신상리 1220-2)|128.8200378|35.8736261
성건점 기아오토큐|전문서비스|0547748285|경상북도 경주시 북문로 8  성건동|129.205366|35.846852
외동점 기아오토큐|전문서비스|0547769271|경상북도 경주시 외동읍 산업로 2213 (입실리 1344-74)|129.3258056|35.7067457
황성점 기아오토큐|전문서비스|0547732500|경상북도 경주시 용담로 24-41  황성동|129.2226933|35.8580077
동천점 기아오토큐|전문서비스|0547758572|경상북도 경주시 탈해로52번길 18  동천동|129.23272|35.846102
구미자동차정비공장|종합서비스|0544575858|경상북도 구미시 선기로3길 44  남통동|128.318889|36.124861
원평점 기아오토큐|전문서비스|0544513544|경상북도 구미시 송원서로2길 65  원평동|128.35228|36.119145
남구미모터스|종합서비스|0544628500|경상북도 구미시 왕산로5길 7  임은동|128.3695373|36.0844079
인동점|전문서비스|0544754754|경상북도 구미시 인동남길 94, 96 (진평동)|128.428969|36.095265
지산점 기아오토큐|전문서비스|0544658572|경상북도 구미시 지산1길 39  지산동|128.344215|36.128601
덕곡점|전문서비스|0544367788|경상북도 김천시 무실1길 14, (덕곡동) (덕곡동)| | 
김천자동차|종합서비스|0544393638|경상북도 김천시 양금로 206  황금동|128.125649|36.109327
백옥점 기아오토큐|전문서비스|0544304596|경상북도 김천시 영남대로 1342  백옥동|128.085319|36.121619
문경자동차(합)|종합서비스|0545536000|경상북도 문경시 영신로 89  점촌동|128.211112|36.589849
점촌점 기아오토큐|전문서비스|0545565109|경상북도 문경시 중앙10길 10  점촌동|128.205116|36.595423
신봉점 기아오토큐|전문서비스|0545360145|경상북도 상주시 경상대로 2743  신봉동|128.154467|36.38937
성주점 기아오토큐|전문서비스|054931710|경상북도 성주군 성주읍 성밖숲길 154|128.2942472|35.9146389
용상점 기아오토큐|전문서비스|0548231811|경상북도 안동시 경동로 1091 (용상동 470) 용상동|128.774475|36.5477969
안동종합서비스 기아오토큐㈜|종합서비스|0548410001|경상북도 안동시 경북대로 770, 안동종합서비스 기아오토큐 주식회사 (이천동)| | 
옥동점 기아오토큐|전문서비스|0548419700|경상북도 안동시 옥동3길 51  옥동|128.705348|36.558704
화성자동차정비|종합서비스|0547333366|경상북도 영덕군 영덕읍 영덕로 299|129.3767056|36.4177333
영주점 기아오토큐|전문서비스|0546355710|경상북도 영주시 신재로 21 (신재로 21) 가흥동|128.617956|36.824863
화룡점 기아오토큐|전문서비스|0543311227|경상북도 영천시 천문로 493  화룡동|128.924805|35.975932
예천점 기아오토큐|전문서비스|0546553636|경상북도 예천군 예천읍 충효로 135  기아자동차서비스|128.442745|36.644144
죽변점 기아오토큐|전문서비스|0547835194|경상북도 울진군 죽변면 죽변북로 123  기아모토스죽변점|129.4140611|37.0624972
의성점|전문서비스|0548348582|경상북도 의성군 의성읍 경북대로 5804, 기아오토큐 의성점|128.6840944|36.3508722
청도점 기아오토큐|전문서비스|0543738225|경상북도 청도군 청도읍 청화로 275|128.752938|35.632392
1급진보정비공장|종합서비스|0548745300|경상북도 청송군 진보면 영양로 34-35  |129.083628|36.538874
진보점 기아오토큐|전문서비스|0548748285|경상북도 청송군 진보면 진보로 70  |129.041531|36.527539
석적점 기아오토큐|전문서비스|0549747585|경상북도 칠곡군 석적읍 석적로 919| | 
왜관점 기아오토큐|전문서비스|0549724371|경상북도 칠곡군 왜관읍 전원4길 19  |128.40301|35.978046
청림점 기아오토큐|전문서비스|0542919077|경상북도 포항시 남구 동해안로 6051  청림동|129.40547|35.992076
오천점|전문서비스|0542921163|경상북도 포항시 남구 오천읍 철강로 795|129.408636|35.957058
삼일이알씨|종합서비스|0542853030|경상북도 포항시 남구 철강로 159  장흥동, 삼일E.R.C.|129.36284|35.985609
이동점 기아오토큐|전문서비스|0542778285|경상북도 포항시 남구 포스코대로 100  이동|129.3389167|36.0220944
대잠점|전문서비스|0542822833|경상북도 포항시 남구 희망대로 719|129.3541183|36.0066249
학산점 기아오토큐|전문서비스|0542448285|경상북도 포항시 북구 아호로 70  학산동|129.372298|36.055094
포항서비스센터|직영서비스센터|0542408585|경상북도 포항시 북구 중앙로 185 (죽도동)|129.3686218|36.0266461
흥해점 기아오토큐|전문서비스|0542626661|경상북도 포항시 북구 흥해읍 동해대로 1471|129.346085|36.101712
양덕종합모터스|종합서비스|0542533651|경상북도 포항시 북구 흥해읍 삼흥로502번길 40|129.3736572|36.1005763
아성자동차정비공장|종합서비스|0542613700|경상북도 포항시 북구 흥해읍 새마을로394번길 28|129.322723|36.042387
봉선점 기아오토큐|전문서비스|0626718572|광주 남구 제석로 91|126.909011|35.119897
광주 광산서비스 주식회사|종합서비스|0629438584|광주광역시 광산구 무진대로 278-6  우산동|126.8123779|35.1578741
소촌점 기아오토큐|전문서비스|0629438587|광주광역시 광산구 소촌로 52  소촌동|126.795997|35.145791
송정점 기아오토큐|전문서비스|0629438287|광주광역시 광산구 송정로 43  송정동|126.7979861|35.1324389
신창점 기아오토큐|전문서비스|0629598283|광주광역시 광산구 신창로36번길 42  신창동|126.841362|35.18616
흑석점 기아오토큐|전문서비스|0629551410|광주광역시 광산구 용아로 428  흑석동|126.807349|35.178231
기아오토큐 월계점㈜|전문서비스|0629736633|광주광역시 광산구 첨단중앙로124번길 16(월계동)|126.8450472|35.2132472
주월점|전문서비스|0623838872|광주광역시 남구 금화로374번안길 11 (주월동)|126.874116|35.144524
진월점 기아오토큐|전문서비스|0626548582|광주광역시 남구 서문대로 737-3  진월동, 기아자동차Q서비스 진월점|126.8994111|35.1216889
㈜금호오토마스터|종합서비스|0626740675|광주광역시 남구 송암로 78| | 
남광주서비스|종합서비스|0626726655|광주광역시 남구 송암로24번나길 7, 남광주서비스센터 (송하동)|126.8823242|35.1079217
중흥점 기아오토큐|전문서비스|0625288589|광주광역시 북구 무등로 285  중흥동|126.91672|35.160005
용봉점 기아오토큐|전문서비스|0625114100|광주광역시 북구 비엔날레로 192  용봉동|126.900126|35.179792
일곡점 기아오토큐|전문서비스|0625738572|광주광역시 북구 설죽로471번길 9  삼각동|126.900509|35.197823
동광주서비스㈜|종합서비스|0622518587|광주광역시 북구 오문로 228 (문흥동 81-3) 문흥동|126.9316556|35.1865583
