##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|SINCE|WEBSITE@@작은도서관
그림이있는작은도서관|||경기도 안산시 단원구 광덕동로 78, (고잔동, 네오빌주공아파트) 상가 B01||사립|2016|
그림하우스 작은도서관|||경기도 성남시 중원구 희망로335번길 14-12, (상대원동) 지하1층||사립|2016|
근로복지작은도서관|||경기도 안산시 단원구 선부광장로 47, (선부동) 2층 근로복지작은도서관||공립|2005|
글마루작은도서관|||경기도 양주시 삼숭로38번길 78-12(양주자이2단지아파트) 관리동||사립|2010|
글마루작은도서관|||경기 부천시 소사구 경인옛로 38번길 41 디딤돌문화센터 1층||공립|2013|
글벗작은도서관|||경기도 양주시 평화로 1476-24, (덕계동, 범양아파트2단지) 206동 필로티||사립|2012|
글빛도서관|||경기도 의왕시 포일세거리로 96(포일숲속마을아파트) 복지동 2층||사립|2014|
글샘작은도서관|||경기 수원시 영통구 하동 광교중앙로247||사립|2013|
글향기 작은도서관|||경기 화성시 반송동 101번지 시범다은 롯데대동다숲캐슬 아파트||사립|2010|
글향기 작은도서관|||경기 성남시 분당구 백현동 백현동 판교역로 100번지 백현마을 6단지||사립|2011|
글향기도서관|||경기 파주시 동패동 한울로 100||사립|2012|
글향기도서관|||경기도 고양시 일산서구 가좌로50번길 9 바울의 교회 1층||사립|2008|
글향기작은도서관|||경기도 수원시 영통구 중부대로448번길 28, (원천동, 수원 원천2단지 주공아파트) 관리사무소2층||사립|2016|
금곡동 새마을문고|||경기도 수원시 권선구 금곡로196번길 20, (금곡동) 금곡동 주민센터2층||사립|2016|
금곡작은도서관|||경기 파주시 법원읍 술이홀로 1315||공립|2010|
금곡푸른꿈작은도서관|||경기도 남양주시 석실로 724, (금곡동)||공립|2009|
금광2동 작은도서관|||경기 성남시 중원구 금광2동 광명로 345번지||공립|2009|
금정작은도서관|||경기도 군포시 금산로 35, (금정동)||공립|2003|
금화작은도서관|||경기도 용인시 기흥구 금화로58번길 10, (상갈동, 금화마을주공4단지아파트) 관리동 2층||사립|2005|
기아행복마루작은도서관|||경기도 화성시 우정읍 기아자동차로 559,  기아카렌스센터 4층||공립|2010|
길벗작은도서관|||경기 부천시 원미구 도당동 276-4 부성상가 2층||사립|2007|
길벗작은도서관|||경기도 시흥시 은행로 134 539-10(2층)||사립|2012|
꽃담|||경기 화성시 기안동 기안동 349우림그린빌리지관리동2층||사립|2009|
꽃동산 작은도서관|||경기도 화성시 우정읍 한말길 63-8,  화산리 572-6||사립|2005|
꽃메도서관|||경기도 용인시 수지구 죽전로 87, (죽전동, 꽃메마을현대홈타운4차3단지아파트) 440동 지하1층||사립|2005|
꽃우물 작은도서관|||경기 안산시 단원구 화정동 꽃우물길 112-14||사립|2008|
꽃초롱|||경기도 화성시 봉담읍 와우로34번길 30, (쌍용스윗닷홈아파트) 관리동 2층||사립|2010|
꽃피는도서관|||경기 안성시 공도읍 서동대로 4422-12 사랑의교회 내||사립|2012|
꿈|||경기도 안양시 만안구 소곡로 16, (안양동) 일심비젼교회 1층||사립|2015|
꿈&휴 작은도서관|||경기도 성남시 중원구 성남대로 1000, (여수동, 센트럴타운 3단지) 센트럴타운 커뮤니티센터내||사립|2013|
꿈과희망이되는 작은도서관|||경기도 화성시 병점3로 157 (병점동, 안화동마을주공8단지) 태안8단지||사립|2015|
꿈그린작은도서관|||경기도 남양주시 별내4로 8, (별내동, 한화꿈에그린아파트) 내||사립|2013|
꿈꾸는 달팽이 작은도서관|||경기도 하남시 하남대로 788, (신장동) 보문빌딩||사립|2013|
꿈꾸는 에코 작은도서관|||경기 하남시 신장동 560번지 에코타운 303동 지하||사립|2006|
꿈꾸는 작은도서관|||경기도 용인시 기흥구 흥덕중앙로105번길 24, (영덕동, 흥덕마을10단지동원로얄듀크아파트) 관리동 1층||사립|2011|
꿈꾸는 작은도서관|||경기도 안산시 상록구 구룡로 35 3층||사립|2014|
꿈꾸는나무 작은도서관|||경기도 광명시 하안로 198(동양2차아파트) 관리사무소 3층 (소하동, 동양2차아파트)||사립|2013|
꿈꾸는도서관|||경기도 화성시 병점2로 78, (병점동, 느치미마을주공4단지) 주공4단지 관리사무소1층||사립|2005|
꿈꾸는문고|||경기도 연천군 군중로 371-21(연천한사랑교회) 한사랑교회||사립|2007|
꿈꾸는북라이크작은도서관|||경기도 용인시 기흥구 신구로42번길 15, (구갈동, 우림아파트) 상가2층, 201호||사립|2016|
꿈꾸는새싹도서관|||경기 부천시 오정구 오정동 139-1 원종종합사회복지관 3층||공립|2002|
꿈꾸는작은도서관|||경기도 구리시 이문안로 128(새롬프라자9차) 405호||사립|2014|
꿈꾸는작은도서관|||경기도 이천시 향교로24번길 29, (창전동) .||사립|2015|
꿈꾸는작은도서관|||경기 파주시 교하읍 운정1길 101, 주안에행복한교회||사립|2008|
꿈꾸는책방작은도서관|||경기도 시흥시 정왕대로143번길 8, (정왕동, 주공5단지아파트) 관리동||사립|2016|
꿈나래문고 작은도서관|||경기도 화성시 병점동로 23(구봉마을우남퍼스트빌1차아파트) 105동 로비층(5~6라인)||사립|2013|
꿈나무|||경기 안양시 만안구 안양2동 안양로 411-1 2층||사립|2001|
꿈나무가족도서관|||경기 부천시 소사구 괴안동 108-1 역곡3동사무소 4층||공립|2003|
꿈나무작은도서관|||경기 시흥시 정왕동 1800-8||공립|2008|
꿈나무작은도서관|||경기 화성시 향남읍 발안리 우림아파트 관리동 1층||사립|2009|
꿈너비 작은도서관|||경기 성남시 분당구 삼평동 동판교로 212 봇들마을 6단지||사립|2013|
꿈누리 작은도서관|||경기 화성시 반월동 반월동 870 현대4단지아파트||사립|2010|
꿈누리도서관|||경기도 용인시 수지구 광교마을로 2, (상현동, 광교경남아너스빌)||사립|2012|
꿈동이 작은도서관|||경기도 고양시 일산동구 중앙로 1129, (장항동, 호수마을1단지아파트) 대우로얄마트 서관 2007호||사립|2016|
꿈드림작은도서관|||경기 군포시 용호1로 21번길14 군포시근로자종합복지관||공립|2011|
꿈드림작은도서관|||경기도 양주시 고암길 200(중흥에스클래스아파트) 관리사무실 윗층||사립|2013|
꿈마루|||경기도 안양시 동안구 흥안대로 390, (평촌동) 별관 7층 꿈마루도서관||사립|2011|
꿈마루도서관|||경기도 용인시 기흥구 서천서로 27, (서천동, 서천마을 1단지) 주민복지시설(107동) 1층||사립|2014|
꿈마을작은도서관|||경기도 광주시 도곡길 22 14 3층||사립|2014|
꿈마을작은도서관|||경기도 군포시 삼성로 41, (부곡동, 삼성마을6단지) 관리동 B2층||사립|2015|
꿈모리작은도서관|||경기 양주시 삼숭동 삼숭로 38번길 115(자이아파트 6단지)||사립|2009|
꿈모아도서관|||경기도 용인시 기흥구 동백8로 90, (동백동, 백현마을모아미래도아파트) 관리동 ( 2409동 )||사립|2008|
꿈밀림도서관|||경기 오산시 외삼미동 53-1 동양빌딩 4층||사립|2007|
꿈바라기 작은도서관|||경기도 안산시 단원구 와동로 77 4층||사립|2014|
꿈빛작은도서관|||경기도 시흥시 금오로 383, (과림동) 2층||공립|2015|
꿈샘도서관|||경기도 용인시 기흥구 동백8로131번길 20, (동백동, 백현마을주공9단지아파트) 관리동 2층||사립|2007|
꿈샘작은도서관|||경기 시흥시 은행동 49-1 대우3차1단지 아파트관리동||사립|2013|
꿈아이행복작은도서관|||경기도 파주시 쇠재안길 41, (금릉동) 꿈아이행복작은도서관||사립|2016|
꿈에그린 도서관|||경기 오산시  수청동 수목원로 430 꿈에그린13단지 관리사무소||사립|2011|
꿈에그린 도서관|||경기도 김포시 사우중로 100, (사우동) 김포시종합사회복지관 2층||사립|2011|
꿈을 키우는 작은도서관|||경기도 안산시 상록구 영화5길 15, (사동) 2층||공립|2009|
꿈을찾는 작은영어도서관|||경기도 광명시 오리로396번길 7 1층||사립|2014|
꿈이 열리는 작은도서관|||경기도 광명시 안양천로 121 (하안동, 신광교회)||사립|2011|
꿈이 있는 숲 도서관|||경기도 고양시 덕양구 서정마을2로 6(서정마을1단지아파트) 서정마을1단지 아파트 110동 1층||사립|2014|
꿈이 자라는 작은 행복도서관|||경기도 김포시 하성면 봉성로 31,  삼보교회 내||사립|2015|
꿈이안 작은도서관|||경기도 남양주시 화도읍 수레로 1178, (이안남양주아파트)||사립|2011|
꿈이있는 작은도서관|||경기도 부천시 부천로470번길 57, (오정동) 초석교회 1층||사립|2015|
꿈이자라는 땅|||경기도 용인시 수지구 용구대로2771번길 70, (죽전동) 상가동 지하1층||사립|2005|
꿈이자라는도서관|||경기도 용인시 기흥구 동백평촌로 15, (동백동, 호수마을계룡리슈빌아파트) 관리소 옆||사립|2008|
꿈이지|||경기도 군포시 산본로 322(군포시청소년수련관) 꿈이지 작은도서관||공립|2010|
꿈자람 작은도서관|||경기도 하남시 덕풍남로 11, (덕풍동, 하남풍산아이파크1단지) 내||사립|2009|
꿈자람도서관|||경기 광주시 탄벌동 경남아너스빌 1단지 관리동 1층||사립|2012|
꿈자람터작은도서관|||경기도 파주시 광탄면 장지산로 70,  진지동교회||사립|2016|
꿈쟁이 작은도서관(하북작은도서관에서 명칭변경)|||경기 평택시 진위면 가곡길 79||사립|2007|
꿈쟁이도서관|||경기 군포시 당동 용호1로16번길1||사립|2009|
꿈쟁이사립문고|||경기 화성시 기안동기안동 344 기안감리교회||사립|2004|
꿈크리 작은도서관|||경기도 광명시 소하로 189(신촌휴먼시아2단지아파트) 관리동 2층||사립|2011|
꿈터|||경기 안양시 동안구 비산1동 비산로 12 비산1동 주민센터 5층||사립|1994|
꿈터작은도서관|||경기도 용인시 수지구 광교중앙로 302, (상현동) 블루스퀘어 602호||사립|2014|
꿈트리 작은도서관|||경기도 성남시 분당구 불정로 381, (서현동) (서현동) 효자촌동진프라자 504호||사립|2015|
꿈하늘도서관|||경기도 오산시 여계산로 21, (금암동, 금암마을휴먼시아데시앙6단지아파트) 금암마을휴먼시아데시앙 6단지||사립|2015|
꿈화도작은도서관|||경기도 남양주시 화도읍 소래비로 30-39,  꿈이룸순복음교회||사립|2016|
나누미|||경기 안양시 만안구 안양2동 안양로 384번길50 안양2동주민센터 3층||사립|1991|
나누미작은도서관|||경기도 의정부시 누원로 52, (장암동, 수락리버시티2단지아파트) 2단지 관리동(207동) 1층||사립|2012|
나눔도서관|||경기 수원시 영통구 매탄동 매영로 42-1, 지하1층||사립|2011|
나눔작은도서관|||경기도 의정부시 금신로 384, (금오동) 413-3 삼풍빌딩 208호||사립|2011|
나란다 도서관|||경기도 수원시 팔달구 정조로 775 신성빌딩 4층||사립|2012|
나루꿈에그린 작은도서관|||경기 화성시 반송동 200 나루마을 한화끔에그린아파트||사립|2012|
나무숲 작은도서관|||경기도 부천시 원미로 186-1, (원미동) 2층||사립|2014|
나무와열매문고|||경기도 고양시 일산동구 중산로 231(장로교회) 1층||사립|2006|
나무터작은도서관|||경기 수원시 권선구 금곡동 금곡로140번길 29, 호매실휴먼시아8단지 관리동 2층||사립|2012|
나침반 작은도서관|||경기도 성남시 중원구 광명로 188(원창빌딩) 지하1층||사립|2014|
낙원작은도서관|||경기도 남양주시 화도읍 녹촌로199번길 15-2,  .||사립|2015|
남부작은도서관|||경기도 안성시 미양면 보체길 9,  남부교회||사립|2014|
남사면작은도서관|||경기도 용인시 처인구 남사면 내기로 6,  복지회관 2층||공립|1995|
내방새|||경기도 안양시 동안구 경수대로665번길 11, (호계동) 호계2동주민센터내||사립|1991|
내손e편한세상 도서관|||경기 의왕시 내손동 내손로 88-13 주민공동시설 지하1층||사립|2013|
내손책고운도서관|||경기 의왕시 내손1동 갈미로 71 내손1동주민센터 4층||공립|2008|
내촌작은도서관|||경기 포천시 내촌면 내촌로70||공립|2012|
넓은세상 작은도서관|||경기도 광명시 가림로 38(고층주공아파트) 관리동||사립|1995|
넝쿨 어린이 작은도서관|||경기도 광명시 가림로201번안길 6-40 (철산동)||사립|2003|
넥슨작은책방 작은도서관|||경기도 성남시 분당구 판교로256번길 7 (주) 넥슨||사립|2014|
노란문작은도서관|||경기도 여주시 세종로45번길 39, (홍문동) 모범빌딩 2층||사립|2016|
노루목작은도서관|||경기도 군포시 고산로724번길 13, (산본동) (주민센터2층)||공립|2012|
녹양동작은도서관|||경기도 의정부시 진등로 21(녹양동주민센터) 녹양동작은도서관||공립|2001|
놀러와|||경기 화성시 능동 능동 동탄숲속로 95 숲속마을 광명메이루즈아파트||사립|2011|
농심작은도서관|||경기 군포시 농심로 35||사립|2013|
