##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|SINCE|WEBSITE@@작은도서관
동양작은도서관|||경기도 이천시 증신로 309, (송정동, 동양아파트) 동양아파트내 동양작은도서관||사립|2005|
동원작은도서관|||경기도 여주시 세종로 173-69, (홍문동, 동원아파트) 경로당 2층||사립|2015|
동원작은도서관|||경기도 남양주시 호평로 93, (호평동, 동원로얄듀크아파트) 동원로얄듀크APT1705-B1||사립|2010|
동일하이빌 작은도서관|||경기도 화성시 봉담읍 동화길 82, (동화마을동일하이빌아파트) 관리동||사립|2016|
동천작은도서관|||경기도 용인시 수지구 동천로 27, (동천동) 동천교회 3층||사립|2011|
동탄2모아미래도 작은도서관|||경기도 화성시 동탄청계로 303-33, (청계동, 모아미래도아파트) 동탄2모아미래도 작은도서관||사립|2015|
동탄상록 작은도서관|||경기도 화성시 동탄원천로 315-18, (능동, 동탄능동마을상록예가아파트) 동탄상록 작은도서관||사립|2016|
동탄파라곤 북카페 작은도서관|||경기도 화성시 동탄반석로 172(동탄 파라곤) 동탄파라곤 북카페 작은도서관||사립|2014|
동화나무도서관|||경기도 군포시 고산로 263, (당동) 평생학습원 5층||공립|2001|
될성푸른나무 작은도서관|||경기도 성남시 분당구 정자일로 55(분당두산위브아파트) 두산위브 103동 1층||사립|2014|
두견마을도서관|||경기도 수원시 장안구 수성로245번길 21(두견마을 영남,우방,한솔아파트) 관리사무소2층||사립|2007|
두드림도서관|||경기 평택시 합정동 907-7||사립|2012|
두드림작은도서관|||경기도 시흥시 시흥대로1073번길 4-7(맑은피아노) 3층||사립|2014|
두란노|||경기 안양시 만안구 안양7동 덕천로 128번길5||사립|2009|
두란노작은도서관|||경기도 시흥시 봉우재로175번길 19, (정왕동) 두란노교회||사립|2016|
두루미 작은도서관|||경기도 화성시 조암동로 58(한라비발디) 두루미 작은도서관||사립|2014|
두산 위브 어린이 도서관|||경기도 화성시 영통로50번길 27, (반월동, 반달마을두산위브아파트) 880||사립|2009|
두산책마을작은도서관|||경기도 화성시 병점서로 8(남수원두산아파트) 관리동 2층||사립|2002|
뒷동네도서관|||경기도 의왕시 오리나무로 28, (내손동) 103호||사립|2014|
드림 작은도서관|||경기도 성남시 수정구 제일로 195, (태평동) 3층||사립|2016|
드림랜드 작은도서관|||경기 성남시 수정구 양지동 산성대로 613||사립|2012|
드림작은도서관|||경기도 남양주시 화도읍 수레로 1163-15,  1층||사립|2016|
디딤돌작은도서관|||경기도 안성시 공도읍 마정강변길 45-2,  디딤돌작은도서관||사립|2016|
디사이플스 인문학도서관|||경기도 평택시 현신7길 21-4 1층||사립|2014|
디자인시티블루밍도서관|||경기도 안성시 공도읍 공도로 142, (디자인시티블루밍) 관리사무소||사립|2014|
뜰안에작은나무 작은도서관|||경기 부천시 원미구 역곡동 지붕로 122-1||사립|2013|
래미안 새마을작은도서관|||경기도 수원시 장안구 천천로21번길 33, (정자동, 청솔마을주공아파트) 관리동2층||사립|2005|
래미안금광 작은도서관|||경기 성남시 중원구 금광2동 금광2동 황송로 77번지 래미안 금광A||사립|2007|
래미안도서관글샘|||경기도 용인시 기흥구 용구대로2394번길 27, (마북동, 삼성래미안1차아파트) 관리동 1층||사립|2013|
래미안부천중동아파트작은도서관|||경기도 부천시 신흥로276번길 15, (중동, 래미안부천중동) 래미안부천중동아파트||사립|2016|
래미안휴레스트문고|||경기도 고양시 덕양구 호국로834번길 55-7(래미안휴레스트아파트) 860관리소||사립|2010|
럭키|||경기 안양시 만안구 석수2동  석수로 40번길 10동 지하||사립|1992|
로뎀나무도서관|||경기도 오산시 동부대로 453, (원동) 4층 로뎀나무 작은도서관||사립|2015|
로뎀나무문고|||경기도 수원시 장안구 대평로39번길 8(꽃뫼노을마을 대동아파트) (정자동, 양문교회)||사립|2004|
롯데캐슬 작은도서관|||경기도 성남시 중원구 희망로 415(롯데캐슬) 중앙동||사립|2014|
롯데캐슬에코 북카페|||경기도 용인시 기흥구 동백죽전대로527번길 80, (중동, 신동백롯데캐슬에코1단지) 110동 PIT층||사립|2014|
롯데캐슬작은도서관|||경기 화성시 석우동 석우동 55 예당마을 롯데캐슬아파트 커뮤니티센터||사립|2010|
리버팰리스작은도서관|||경기도 파주시 문산읍 당동1로 52, (파주한양수자인 리버팰리스 아파트) 커뮤니티센터 1층||사립|2016|
리슈빌도서관(세솔책방)|||경기도 고양시 덕양구 동세로 125(삼송마을 15단지 계룡리슈빌) 관리사무소 1층||사립|2014|
리슈빌작은도서관|||경기도 화성시 동탄대로시범길 236(시범계룡리슈빌아파트) 리슈빌아파트 관리사무소2f||사립|2015|
마루 작은도서관|||경기도 고양시 덕양구 의장로 122, (도내동) 원프라자 501호 은혜마루교회||사립|2016|
마루아라 작은도서관|||경기도 성남시 분당구 동판교로 91(백현마을4단지) 커뮤니티센터||사립|2014|
마루작은도서관|||경기도 파주시 파평면 장마루로 207-2,  장파2리 마을회관||사립|2016|
마북e편한세상 작은도서관|||경기도 용인시 기흥구 마북로 210, (마북동, 교동마을 마북 e편한세상) 주민공동시설 2층||사립|2012|
마상공원 작은도서관|||경기도 고양시 덕양구 원당로69번길 46, (주교동) 조교동, 마상공원 내 주차장 옆||공립|2016|
마송휴먼시아 10단지 작은도서관|||경기 김포시 통진읍 마송1로 134-25||사립|2012|
마을 작은도서관|||경기도 성남시 수정구 탄리로96번길 11, (태평동) -||사립|2016|
마을도서관 나무|||경기도 의정부시 시민로 226-1, (신곡동) 마을도서관 나무||사립|2008|
마을숲작은도서관|||경기도 안산시 단원구 삼일로 449, (와동) 2층||사립|2015|
마중 작은도서관|||경기도 안양시 동안구 동편로 120, 120 (관양동, 동편마을아파트) 마중 작은도서관||사립|2015|
만세작은도서관|||경기도 화성시 평3길 20-1 3층||사립|2015|
말하는 영어도서관|||경기도 수원시 팔달구 세류로75번길 29, (매산로3가) 순복음제자교회 지하1층||사립|2016|
맑은누리도서관|||경기도 오산시 수목원로 615(잔다리마을1단지아파트) 맑은누리도서관||사립|2014|
맑은샘 작은도서관|||경기도 광명시 새터로 96-7 물댄동산교회 1층 (광명동)||사립|2012|
맑은샘도서관|||경기도 의정부시 오목로 21-1, (용현동) 의정부교회||사립|2011|
맑은샘문고|||경기 화성시 남양동 남양동 1156-8 은혜의 동산교회||사립|2006|
맑은샘문고|||경기 구리시 교문1동 739-2||사립|2007|
맑은책내음|||경기도 안양시 동안구 평촌대로180번길 28, (평촌동, 향촌롯데아파트) 관리사무소내||사립|1998|
매교동 새마을문고|||경기도 수원시 팔달구 효원로89번길 60, (매교동) 주민센터2층||사립|1995|
매산동 새마을문고|||경기도 수원시 팔달구 매산로 41, (매산로2가) 주민센터2층||사립|1989|
매탄1동 새마을문고|||경기도 수원시 영통구 인계로189번길 119, (매탄동) 주민센터2층||사립|1995|
매탄2동 새마을문고|||경기도 수원시 영통구 매영로39번길 9, (매탄동) 주민센터1층||사립|1987|
매탄3동 새마을문고|||경기도 수원시 영통구 동탄원천로881번길 76, (매탄동) 주민센터3층||사립|1989|
매탄4동 새마을문고|||경기도 수원시 영통구 산남로 26-4, (매탄동) 주민센터3층||사립|1995|
매화작은도서관|||경기 의왕시 오전로 208 지하 1층||사립|2007|
맹꽁이책방|||경기도 시흥시 하상로 14-9, (하상동)||사립|2009|
맹호병영작은도서관|||경기도 양주시 광적면 삼일로 299-12,  5726부대||사립|2015|
먹갓교회문고|||경기도 남양주시 화도읍 먹갓로37번길 16-16,||사립|2005|
메가박스 어린이도서관|||경기도 고양시 일산동구 중앙로 1036(베스트 고양터미널) 6층||사립|2013|
메가키즈박스도서관|||경기도 수원시 영통구 봉영로 1579(그랜드백화점) 6층(영통동, 롯데쇼핑플라자)||사립|2013|
메타하나두리 작은도서관|||경기도 화성시 동탄중앙로 200(메타폴리스) 메타하나두리 작은도서관||사립|2014|
명가병영작은도서관|||경기도 양주시 평화로1267번길 3, (산북동) 86정비대대||사립|2015|
명성작은도서관|||경기도 양주시 평화로1399번길 62(명성아파트) 은혜와진리교회 내 201동||사립|1995|
명저읽는작은도서관|||경기도 안산시 상록구 성호로 126, (일동) 2층||사립|2016|
명품작은도서관|||경기 여주시 산북면 양자산길 3||사립|2006|
명학마을|||경기도 안양시 만안구 명학로 66-14 산소망교회||사립|2013|
모두어린이작은도서관|||경기도 안산시 단원구 원본로 15 2층||공립|2011|
모란작은도서관|||경기 의왕시 모란길 5 관리사무소 1층||사립|2000|
모산작은도서관|||경기도 용인시 처인구 모현면 모산로 36-4,  2층||사립|2016|
모세 작은도서관|||경기도 남양주시 와부읍 덕소로 270, (한강우성아파트) 한강우성아파트 A상가 301호||사립|2016|
모아재도서관|||경기도 수원시 권선구 덕영대로 1142 (세류동) 네오에스티엠빌딩 4층||사립|2015|
목감영어도서관|||경기 시흥시 목감동 242-1||사립|2013|
무등실작은도서관|||경기도 연천군 왕징면 왕산로 44,  왕징면주민복지문화센터 2층||공립|2014|
무럭무럭도서관|||경기 화성시 병점동 259-15 304호||사립|2009|
무지개 작은도서관|||경기도 화성시 역골동로 75 103호||사립|2014|
무지개꿈문고|||경기도 남양주시 호평로 118, (호평동, 효성백년가약아파트) 무지개꿈문고||사립|2006|
무지개도서관|||경기 오산시 청호동 청호로23-22||공립|2009|
무지개도서관|||경기 파주시 동패동 한울로 101||사립|2012|
무지개뜨는언덕 작은도서관|||경기 성남시 수정구 수진동 제일로 138번길 1||사립|2013|
무지개작은도서관|||경기도 부천시 원미구 부일로 563(옹진 수산업협동조합) 2층 무지개작은도서관||공립|2014|
무지개작은도서관|||경기 오산시 오산동 시장길 6-1번지 3층 302호||사립|2013|
무지개작은도서관|||경기도 평택시 무지개공원2길 1, (비전동) 183-1||사립|2013|
문발리도서관|||경기 파주시 문발동 문발로 240-12||사립|2012|
문촌7단지도서관|||경기도 고양시 일산서구 킨텍스로 344(문촌마을7단지) 문촌마을 7단지 관리사무소 1층||사립|2007|
물댄동산작은도서관|||경기도 안산시 상록구 도매시장로 37, (이동) 4층||사립|2016|
물푸레 작은도서관|||경기 성남시 중원구 금광1동 금광1동 희망로 400번길 48번지||사립|2007|
물푸레6단지도서관|||경기도 용인시 기흥구 구성로 475, (청덕동, 휴먼시아물푸레마을6단지아파트)||사립|2010|
물푸레도서관|||경기도 용인시 기흥구 구성3로 65, (청덕동, 휴먼시아물푸레마을3단지아파트) 관리사무소 앞||사립|2009|
물푸레마을 새빛 도서관|||경기도 용인시 기흥구 구성로448번길 3-12, (청덕동) 새빛중앙교회 1층||사립|2013|
미네르바 작은도서관|||경기도 파주시 가온로 67, (목동동, 해솔마을5단지 삼부르네상스아파트) 해솔마을 5단지 삼부르네상스||사립|2016|
미라클차일드어린이영어도서관|||경기도 용인시 기흥구 구성로 50, (마북동) 그리스도의 대사들 교회 1층||사립|2007|
미사12단지푸른숲 작은도서관|||경기도 하남시 미사강변동로 177, (망월동, 미사강변도시12단지) 내||사립|2016|
미사강변파밀리에 작은도서관|||경기도 하남시 아리수로 589, (망월동, 미사강변파밀리에) 주민복지관||사립|2016|
미사마루 작은도서관|||경기도 하남시 미사강변한강로 110, (선동, 미사강변도시9단지) 내||사립|2016|
미소지움작은도서관|||경기 부천시 원미구 상동 라일락마을 신성미소지움||사립|2009|
민들레 작은도서관|||경기 부천시 원미구 원미동 원미로124번길 33-19||사립|2006|
민들레 작은도서관|||경기도 성남시 중원구 광명로110번길 12-2, (성남동) (성남동)||사립|2015|
민들레문고|||경기도 남양주시 청학로114번길 34(주공아파트) 청학주공7단지 관리사무소 2층||사립|2006|
민들레작은도서관|||경기 시흥시 정왕4동 1878-11||공립|2008|
민들레작은도서관|||경기 수원시 팔달구 화서1동 수성로244번길 25, 위브하늘채아파트 상가 203-206호||사립|2009|
민들레작은도서관|||경기도 안산시 상록구 항가울로 27, (사동) 2층||사립|2016|
민들레홀씨작은도서관|||경기 부천시 원미구 상동 상동로 117번길 48||공립|2006|
민락센트럴작은도서관|||경기도 의정부시 송양로 75, (민락동, 민락센트럴) 민락센트럴아파트 관리동 1층 (민락동 891)||사립|2015|
민락이편한 작은도서관|||경기도 의정부시 오목로 117, (민락동, 민락e-편한세상) (민락동, 민락이편한세상)||사립|2016|
민락푸르지오 푸른도서관|||경기도 의정부시 송양로 46, (낙양동, 의정부 민락 푸르지오) (낙양동, 민락푸르지오)||사립|2016|
민통선도서관|||경기 김포시 월곶면 용강리 335-11 민통선평화교회 내||사립|2010|
믿음 작은도서관|||경기도 성남시 수정구 제일로 244, (태평동, 경원대역동부센트레빌) -||사립|2016|
밀물병영작은도서관|||경기도 양주시 율정로247번길 49||사립|2013|
바다마을작은도서관|||경기도 시흥시 월곶중앙로14번길 9, (월곶동, 월곶4차풍림아이원아파트) 관리동 2층||사립|2016|
바른샘도서관|||경기도 용인시 기흥구 서천로128번길 12, (서천동, 서천마을휴먼시아  2단지) 관리사무소||사립|2012|
바른생협바로미도서관|||경기 수원시 영통구 영통동 청명북로7번길 16-15||사립|2010|
박달1동 작은도서관|||경기도 안양시 만안구 양화로127번길 9(박달1동주민센터) 4층||공립|1998|
반다리작은도서관|||경기도 화성시 영통로61번길 32 (반월동) 반달문화복지센터||사립|2015|
반달작은도서관|||경기도 화성시 영통로27번길 35(신영통현대3차아파트) 신영통현대3단지아파트 관리동||사립|2010|
반도유보라 작은도서관|||경기도 김포시 김포한강1로 9(고창마을반도유보라아파트) 1642번지 반도유보라아파트 공동편의시설내||사립|2010|
반디작은도서관|||경기도 고양시 덕양구 토당로78번길 7-20 1층||사립|2008|
반딧불 작은도서관|||경기도 가평군 설악면 묵안로 170-46, 반딧불평생학습마을 마을회관||사립|2015|
반딧불 작은도서관(팔탄)|||경기 화성시 팔탄면 팔탄면 노하리 124번지||사립|2008|
반딧불도서관|||경기도 고양시 덕양구 행신로279번길 24-12 236 빛무리교회 2층||사립|2012|
반딧불이도서관|||경기도 용인시 수지구 신봉1로 28, (신봉동, 서홍마을효성화운트빌아파트) 403동 1층||사립|2005|
반딧불이작은도서관|||경기도 양주시 삼숭로38번길 78-30(양주자이1단지아파트) 104동 1층||사립|2005|
반딧불작은도서관|||경기도 안산시 단원구 도일로 60-34, (신길동, 휴먼시아) 휴먼시아아파트||사립|2015|
반석도서관|||경기도 시흥시 매화1로 22-3, (매화동) 239-1||사립|2008|
반올림 작은도서관|||경기도 화성시 동탄문화센터로 39(시범다은마을포스코더샵아파트) 반올림 작은도서관||사립|2012|
반월햇빛작은도서관|||경기 안산시 상록구 팔곡일동 264-6 2층||공립|2008|
반지마을 작은도서관|||경기도 평택시 이충로 38, (이충동, 반지마을주공아파트) 관리동 1호||사립|2015|
발안마을작은도서관|||경기 화성시 향남읍 향남읍 발안리 295번지 발안마을 주공아파트||사립|2011|
밝은빛 음악 영어 작은도서관|||경기도 광명시 소하로 13(안디옥교회) 1층 및 3층 (소하동, 밝은빛 교회)||사립|2013|
밝은빛 작은도서관|||경기도 광명시 오리로 801(e편한세상센트레빌아파트) 301동 뒤||사립|2011|
밤밭 새마을작은도서관|||경기도 수원시 장안구 서부로2181번길 55, (율전동) 3층||사립|1997|
밤토실어린이작은도서관|||경기도 용인시 수지구 고기로 433, (고기동)||사립|2015|
밥상머리북카페|||경기도 군포시 청백리길 6(군포시청) 1층 로비||공립|2011|
배움과 나눔작은도서관|||경기도 고양시 일산서구 대산로 113, (주엽동) 백마상가 403호||사립|2013|
백남준 라이브러리|||경기도 용인시 기흥구 백남준로 10, (상갈동) 1층||사립|2011|
백마작은도서관|||경기 고양시 일산동구 풍동 풍동 사서함 1101-1 (사단영내)||사립|2010|
백사작은도서관|||경기 이천시 백사면 현방리66번길 13||공립|2012|
백석한승작은도서관|||경기도 양주시 권율로 1455-15(백석 한승아파트) 관리동 2층||사립|2003|
백암면 작은도서관|||경기도 용인시 처인구 백암면 백암로 191-1,  복지회관||공립|2009|
백합 작은도서관|||경기도 고양시 일산서구 현중로 29(탄현마을2단지) 삼익상가 201호||사립|2014|
백합작은도서관|||경기 의왕시 오전로 179 관리소 지하1층||사립|1998|
백현3단지 작은도서관|||경기도 성남시 분당구 동판교로 92, (백현동, 백현마을3단지) (백현동) 백현마을 3단지||사립|2015|
버들치도서관|||경기도 용인시 수지구 성복2로 220, (성복동, 버들치마을 힐스테이트3차) 관리동 1층||사립|2011|
범박휴먼시아2단지 작은도서관|||경기도 부천시 소사구 양지남로68번길 25, (범박동, 범박휴먼시아2단지) 234-1||사립|2012|
벧엘문고|||경기도 고양시 덕양구 마상로113번길 75(신진빌딩) 신진빌딩3층||사립|2009|
벽산|||경기도 안양시 만안구 양화로135번길 45(박달벽산아파트) 벽산아파트 관리동 2층||사립|2014|
벽산 주민도서관|||경기도 남양주시 와부읍 덕소로 177, (벽산아파트) 벽산아파트 관리사무소 지하 1층||사립|2016|
벽산도서관|||경기도 용인시 기흥구 연원로42번길 6, (마북동) 관리동 3층||사립|2012|
별가람작은도서관|||경기도 남양주시 덕송3로 7, (별내동, 별가람마을아파트) 관리사무소 2층||사립|2014|
별꽃 작은도서관|||경기도 하남시 산곡동로106번길 19, (하산곡동) 내||사립|2016|
별내KCC스위첸작은도서관|||경기도 남양주시 별내5로 81, (별내동, 남양주 별내 스위첸 아파트) 커뮤니티센터 내||사립|2015|
별내리슈빌작은도서관|||경기도 남양주시 별내5로 119, (별내동, 남양주별내 리슈빌) 커뮤니티센터 내||사립|2014|
별내모아미래도작은도서관|||경기도 남양주시 불암로 336, (별내동, 별사랑마을 모아미래도 아파트) 커뮤니티센터 1층||사립|2015|
별내칸타빌작은도서관|||경기도 남양주시 순화궁로 384, (별내동, 대원 칸타빌) 커뮤니티센터 지하 1층||사립|2014|
별방작은도서관|||경기 파주시 교하읍 미래로 422, 한라비발디 112동 지하1층||사립|2010|
별빛 작은도서관|||경기도 고양시 일산서구 주화로 165, (대화동) 하늘빛광성교회 1층||사립|2016|
별빛도서관|||경기 가평군 가평읍 사서함 567-20||사립|2013|
별빛마을작은도서관|||경기도 남양주시 별내5로 22, (별내동, 별빛마을3단지) 주민공동시설 1층||사립|2015|
별양4단지 새마을문고|||경기 과천시 별양동 주공4단지 삼호상가내 (4층)||사립|1993|
별양6단지새마을문고|||경기 과천시 별양동 별양로110||사립|1983|
보들리안도서관|||경기도 광주시 회안대로 637-36, (탄벌동, 경남아너스빌 2단지)  지하1층 관리동||사립|2012|
보라매어린이작은도서관|||경기도 안산시 상록구 충장로 294, (이동) 2층||사립|2009|
보라미 작은도서관(교도소)|||경기 안양시 동안구 호계3동 안양교도소||사립|1983|
보람무지개 작은도서관|||경기도 성남시 분당구 동판교로 59(자유퍼스트프라자1) 동판교로 59 자유퍼스트프라자1관 7층||사립|2011|
보름산 미술관 작은도서관|||경기도 김포시 수기로 100-78 보름산미술관내||사립|2009|
보리수작은도서관|||경기도 의정부시 용민로 99, (민락동) 송산노인복지관 3층 (민락동 736-2)||사립|2015|
보물창고|||경기도 안양시 동안구 귀인로 213, (평촌동, 향촌현대5차아파트) 관리사무소내||사립|1994|
보성아파트 희망도서실|||경기 시흥시 정왕4동 1877-5||사립|2008|
보정꿈에그린작은도서관|||경기도 용인시 기흥구 구교동로 17, (보정동, 용인보정 꿈에그린아파트) 101동 지하3층||사립|2015|
복된교회드림센터작은도서관|||경기도 부천시 부천로90번길 8, (원미동) 드림센터 2층||사립|2000|
복된교회문고|||경기 시흥시 논곡동 244-3||사립|2000|
복사꽃작은도서관|||경기도 부천시 소사구 은성로 110-1, (소사본동, 소사주공2단지아파트) 관리사무소||사립|2015|
복사꽃필무렵작은도서관|||경기도 부천시 소사구 심곡로9번길 54(심곡본1동주민센터) 3층 심곡종합사회복지관 복사꽃필무렵작은도서관||공립|2002|
본오1동작은도서관|||경기 안산시 상록구 본오동 920번지 1층||공립|2012|
본오3동 만화작은도서관|||경기 안산시 상록구 본오3동 1130번지 장수경로당 2층||공립|2008|
봄싹도서관|||경기 파주시 아동동 송화로 13||사립|2003|
봉담그대가3단지 작은도서관|||경기도 화성시 봉담읍 와우로15번길 10, (봉담그대가3단지아파트) 302동 B1층||사립|2016|
봉담아이파크도서관|||경기 화성시 봉담읍 봉담읍 와우리 34번길11 봉담아이파크아파트 커뮤니티센터||사립|2010|
봉암작은도서관|||경기도 양주시 봉암길 33(봉암리 마을회관) 2층||공립|2007|
봉우작은도서관|||경기도 양주시 고암길 341(봉우마을주공5단지)   관리사무실2층||사립|2005|
부곡글고운도서관|||경기 의왕시 부곡시장길 75 부곡동주민센터 4층||공립|2006|
부광복지문고|||경기 수원시 장안구 정자동 장안로269번길 20(정자동)||사립|2007|
부영도서관|||경기도 안성시 공도읍 만수로 31, (안성부영아파트) 관리사무소 2층||공립|2001|
부천비전 작은도서관|||경기 부천시 오정구 고강동 원종로 107번길||사립|2009|
부천여월휴먼시아4단지아파트 작은도서관|||경기도 부천시 길주로561번길 124, (여월동, 여월휴먼시아4단지아파트) 관리동||사립|2016|
북내작은도서관|||경기도 여주시 북내면 여강로 337-38,||공립|2015|
북스토리|||경기도 남양주시 금강로 1530-14(진접하우스토리아파트) 내||사립|2012|
북스토리 작은도서관|||경기도 광명시 신촌로 49(신촌휴먼시아) 106동  1층||사립|2011|
북적북적 책마을 작은도서관|||경기도 화성시 남양읍 역골중앙로41번길 7,  북적북적 책마을 작은도서관||사립|2016|
북카페 토기장이의 집|||경기 오산시 금암동 수청로 201 센타프라자 603호||사립|2010|
분당구미어린이 작은도서관|||경기 성남시 분당구 구미동 구미동 미금일로 90번길 36-5 더프라자 2층||사립|2005|
브라운스톤흥선도서관|||경기도 의정부시 호국로1142번길 22, (가능동, 브라운스톤흥선아파트) 호국로 1142번길 22 브라운스톤흥선아파트 106동 1층||사립|2011|
블루밍도서관|||경기도 고양시 일산서구 가좌2로 22(가좌마을6단지아파트) 가좌마을6단지||사립|2011|
블루밍독서의집 새마을문고|||경기도 고양시 일산서구 가좌2로 53(가좌마을3단지아파트) 가좌마을3단지아파트 관리사무소 지하1층||사립|2007|
비봉작은도서관|||경기도 화성시 비봉면 양노로 103,  1층||공립|2016|
비산3동 주민센터|||경기 안양시 동안구 비산3동 매곡로 1||공립|2001|
비승병영도서관|||경기 이천시 대포동 사서함 867-2호 2850부대||사립|2009|
비전나무작은도서관|||경기 시흥시 정왕동 1876-3부성아파트 지하상가||사립|2013|
비전도서관|||경기도 고양시 일산서구 대화2로 137(대화마을6단지) 상가동3층 311~312||사립|2004|
비전작은도서관|||경기도 평택시 평택5로 185, (비전동) 819-2||공립|2011|
비전작은도서관|||경기도 양주시 백석읍 호명로 163,  삶의비전교회||사립|2016|
비전작은도서관|||경기 이천시 관고동 329-4||사립|2007|
비전眞작은도서관|||경기도 파주시 교하로 910(해오름스퀘어) 해오름스퀘어 502호||사립|2014|
비젼평화도서관|||경기 파주시 파주읍 주락길 62-1||사립|2009|
빛과소금작은도서관|||경기도 양주시 평화로1399번길 10 빛과소금교회||사립|2013|
빛나요 작은도서관|||경기도 파주시 독서울1길 39(문산선유3단지 휴먼시아) 관리사무소 1층||사립|2013|
쁘레네 작은도서관 별찌|||경기 화성시 반송동 65-12번지||사립|2012|
쁘레네 작은도서관 별찌|||경기도 광주시 파발로 107(남성빌딩) 4층||사립|2013|
쁘레네 작은도서관 별찌|||경기 수원시 장안구 정자동 정자천로173번길 21, 503호(정자동,투대일타운)||사립|2012|
쁘레네 작은도서관 별찌|||경기도 용인시 기흥구 관곡로 92, (구갈동) 504호||사립|2012|
쁘레네 작은도서관 별찌|||경기도 고양시 일산서구 주엽로 150(자유프라자) 자유프라자 905호||사립|2013|
쁘레네 작은도서관 별찌|||경기 군포시 당동 금당로 17번길 10 (당동)정마프라자 104호 작은도서관 별찌||사립|2012|
쁘레네별찌(정자) 작은도서관|||경기 성남시 분당구 정자동 대보프라자 503호||사립|2013|
쁘레네별찌(판교) 작은도서관|||경기 성남시 분당구 삼평동 판교로 376번지 마크시티퍼플 605호||사립|2013|
쁘레네작은도서관|||경기 이천시 증포동 157-5||사립|2012|
쁘레네작은도서관별찌|||경기도 구리시 건원대로 36, (인창동) 502-2||사립|2015|
사3동작은도서관|||경기도 안산시 상록구 해양로 8(사3동 주민센터) 4층 자료실||공립|2011|
사과나무꿈동산어린이|||경기 안양시 동안구 호계동 1103-10||사립|2004|
사동누리작은도서관|||경기도 이천시 대월면 경충대로2050번길 104, (사동리현대5차아파트) 관리동 지하 1층||사립|2009|
사동초등학교 도서관|||경기 동두천시 생연동 생연로 51||공립|2006|
사랑나눔 도서관|||경기 고양시 덕양구 행신동 행신로 192 8층||사립|2013|
사랑나무가족도서관|||경기도 부천시 원미구 계남로 336(부천근로자종합복지관) 1093번지 부천시근로자종합복지관 2층||공립|2004|
사랑나무작은도서관|||경기도 평택시 이충로 49-29(이충동 월프라자) 301호||사립|2013|
사랑마을작은도서관|||경기도 파주시 하우고개길 207, (야당동) 예수사랑마을교회||사립|2016|
사랑방작은도서관|||경기도 남양주시 가운로2길 55, (가운동) 메티스프라자 402호||사립|2015|
사랑샘도서관|||경기도 수원시 영통구 봉영로1517번길 27 (영통동, 벽적골9단지 주공아파트) 관리사무소||사립|2010|
사랑영어작은도서관|||경기도 하남시 더우개로 49, (신장동) 하남주사랑 교회 내||사립|2012|
사랑의 샘|||경기도 고양시 일산동구 숲속마을1로48번길 3 101호||사립|2011|
사랑이있는작은도서관|||경기 군포시 금당로 164번지 2층||사립|2007|
사랑작은도서관|||경기도 여주시 점동면 청안리길 43-8,||사립|2005|
사리현 작은도서관|||경기도 고양시 일산동구 공릉천로 68(동문아파트) 사리현동문굿모닝힐 관리사무소 2층||공립|2011|
사성 작은도서관|||경기도 광명시 사성로 121(철산1동 주민센터) B1||공립|2014|
사이좋은도서관|||경기도 수원시 영통구 광교마을로 156(광교마을40단지) 광교마을40단지 커뮤니티센터 2층||사립|2014|
사자병영작은도서관|||경기도 양주시 천보산로 7, (회암동) 제3283부대||사립|2015|
산들마을푸른숲 작은도서관|||경기도 성남시 중원구 여수울로 51, (여수동, 산들마을) 산들마을푸른숲작은도서관||사립|2016|
산들바람 작은도서관|||경기도 파주시 회동길 103(아이교육(주)) 1층||사립|2014|
산들바람작은도서관|||경기도 남양주시 와부읍 수레로1번길 8,  선플렉스 별관 4층 401호||사립|2014|
산북작은도서관|||경기 여주시 산북면 상품로 113 (산북복지회관 3층)||공립|2009|
산악도서관|||경기도 의정부시 망월로13번길 9(한국산악회회관) 3층||사립|2011|
산오름어린이|||경기도 안양시 동안구 관악대로373번길 17, (관양동) 17  성주빌딩 1층(관양동)||사립|2006|
살렘작은도서관|||경기 김포시 월곶면 포내리 118-52||사립|2009|
삼립식품작은도서관|||경기도 시흥시 공단1대로 101, (정왕동) (주)에스피씨삼립||공립|2013|
삼막골|||경기도 안양시 만안구 삼막로56번길 21 소망교회 2층||사립|2014|
삼미마을 19단지 지혜관|||경기도 오산시 오산대역로 232(삼미마을19단지아파트) 삼미마을 19단지 지혜관||사립|2014|
삼성마을 5단지 작은도서관|||경기 군포시 부곡동 번영로200번길 31||사립|2013|
삼성문고(새마을문고)|||경기 고양시 일산동구 마두동 755||사립|2006|
삼성산 작은도서관|||경기도 안양시 만안구 예술공원로103번길 17, 2층 (석수동) 삼성산 작은도서관||공립|2015|
삼성알밤문고|||경기 수원시 장안구 율전동 서부로 2065, 삼성아파트 1단지 관리동내||사립|2004|
삼죽작은도서관|||경기도 안성시 삼죽면 삼죽로 112,  삼죽복지회관 2층||공립|2010|
삼풍동작은도서관|||경기도 용인시 수지구 문인로 59, (풍덕천동, 동아.삼익.풍림아파트) 관리동 1층||사립|2013|
상대원3동 작은도서관|||경기 성남시 중원구 상대원3동 박석로 78번지||공립|2009|
상동비전 작은도서관|||경기도 화성시 병점동로 84-9(병점상동교회) 상동비전 작은도서관||사립|2014|
