##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@SC제일은행
SC제일은행|문정동지점|527544|1107484|SC제일은행||서울특별시 송파구 문정로 19|서울특별시 송파구 문정동 39-1|||||||SC제일은행 문정동지점|(문정동 39-1)|||40103
SC제일은행|반포지점|497240|1112177|SC제일은행||서울특별시 서초구 신반포로 45|서울특별시 서초구 반포본동 810|||||||SC제일은행 반포지점|(반포본동 810)|||40103
SC제일은행|반포서래지점|499581|1110448|SC제일은행||서울특별시 서초구 서래로 23|서울특별시 서초구 반포동 96-7|||||||SC제일은행 반포서래지점|(반포동 96-7)|||40103
SC제일은행|방배동지점|497531|1109816|SC제일은행||서울특별시 서초구 방배로 245|서울특별시 서초구 방배동 774-1|||||||SC제일은행 방배동지점|(방배동 774-1)|||40103
SC제일은행|방이역지점|527696|1113811|SC제일은행||서울특별시 송파구 마천로 39|서울특별시 송파구 방이동 207-8|||||||SC제일은행 방이역지점|(방이동 207-8)|||40103
SC제일은행|사당동지점|495871|1105059|SC제일은행||서울특별시 동작구 동작대로 13|서울특별시 동작구 사당동 1042-17|||||||SC제일은행 사당동지점|(사당동 1042-17)|||40103
SC제일은행|삼성타운점지점|505949|1110325|SC제일은행||서울 서초구 서초대로74길 11|서울 서초구 서초동 1320-10|||||||SC제일은행 삼성타운점지점|(서초동 1320-10)|||40103
SC제일은행|상계동지점|512798|1157010|SC제일은행||서울특별시 노원구 동일로 1528|서울특별시 노원구 상계동 649-8|||||||SC제일은행 상계동지점|(상계동 649-8)|||40103
SC제일은행|상도동지점|484927|1111319|SC제일은행||서울특별시 동작구 상도로 102|서울특별시 동작구 상도동 324-1|||||||SC제일은행 상도동지점|(상도동 324-1)|||40103
SC제일은행|서교동지점|482576|1126573|SC제일은행||서울특별시 마포구 양화로 133|서울특별시 마포구 서교동 353-1|||||||SC제일은행 서교동지점|(서교동 353-1)|||40103
SC제일은행|서소문지점|494230|1128661|SC제일은행||서울특별시 중구 서소문로 116|서울특별시 중구 서소문동 75-95|||||||SC제일은행 서소문지점|(서소문동 75-95)|||40103
SC제일은행|서울대역지점|489291|1106196|SC제일은행||서울특별시 관악구 남부순환로 1811|서울특별시 관악구 봉천10동 870-13|||||||SC제일은행 서울대역지점|(봉천10동 870-13)|||40103
SC제일은행|서초남지점|502572|1106467|SC제일은행||서울특별시 서초구 반포대로 25|서울특별시 서초구 서초동 1461-15|||||||SC제일은행 서초남지점|(서초동 1461-15)|||40103
SC제일은행|서초동지점|502292|1107756|SC제일은행||서울특별시 서초구 반포대로 76|서울특별시 서초구 서초동 1581-13|||||||SC제일은행 서초동지점|(서초동 1581-13)|||40103
SC제일은행|석관동지점|513191|1141365|SC제일은행||서울특별시 성북구 돌곶이로 48|서울특별시 성북구 석관동 301-30|||||||SC제일은행 석관동지점|(석관동 301-30)|||40103
SC제일은행|성수동지점|513895|1122563|SC제일은행||서울특별시 성동구 동일로 89|서울특별시 성동구 성수동2가 275-4|||||||SC제일은행 성수동지점|(성수동2가 275-4)|||40103
SC제일은행|송파지점|525281|1112662|SC제일은행||서울특별시 송파구 가락로 183|서울특별시 송파구 송파동 121|||||||SC제일은행 송파지점|(송파동 121)|||40103
SC제일은행|수유동지점|505043|1149050|SC제일은행||서울특별시 강북구 노해로 3|서울특별시 강북구 수유1동 45-1|||||||SC제일은행 수유동지점|(수유1동 45-1)|||40103
SC제일은행|신용두동지점|506721|1131690|SC제일은행||서울특별시 동대문구 천호대로 64|서울특별시 동대문구 용두동 249-1|||||||SC제일은행 신용두동지점|(용두동 249-1)|||40103
SC제일은행|압구정PB센터|507345|1119090|SC제일은행|||서울특별시 강남구 신사동 618-2|||||||SC제일은행 압구정PB센터||||40103
SC제일은행|압구정동지점|506114|1120205|SC제일은행||서울특별시 강남구 압구정로29길 68|서울특별시 강남구 압구정동 455|||||||SC제일은행 압구정동지점|(압구정동 455)|||40103
SC제일은행|압구정로데오지점|508706|1118333|SC제일은행||서울특별시 강남구 선릉로 823|서울특별시 강남구 신사동 665-1|||||||SC제일은행 압구정로데오지점|(신사동 665-1)|||40103
SC제일은행|양재남지점|510571|1104089|SC제일은행||서울특별시 서초구 논현로 39|서울특별시 서초구 양재동 288-5|||||||SC제일은행 양재남지점|(양재동 288-5)|||40103
SC제일은행|양재동지점|507276|1107296|SC제일은행||서울특별시 서초구 강남대로 251|서울특별시 서초구 서초동 1362-14|||||||SC제일은행 양재동지점|(서초동 1362-14)|||40103
SC제일은행|여의도지점|485251|1116528|SC제일은행||서울특별시 영등포구 국제금융로 106|서울특별시 영등포구 여의도동 53-1|||||||SC제일은행 여의도지점|(여의도동 53-1)|||40103
SC제일은행|여의도중부지점|484440|1117452|SC제일은행||서울특별시 영등포구 국제금융로 56|서울특별시 영등포구 여의도동 34-3|||||||SC제일은행 여의도중부지점|(여의도동 34-3)|||40103
SC제일은행|연신내지점|482432|1144039|SC제일은행||서울특별시 은평구 연서로 222|서울특별시 은평구 대조동 198-4|||||||SC제일은행 연신내지점|(대조동 198-4)|||40103
SC제일은행|연희동지점|484848|1130477|SC제일은행||서울특별시 서대문구 증가로 9|서울특별시 서대문구 연희동 133-1|||||||SC제일은행 연희동지점|(연희동 133-1)|||40103
SC제일은행|영등포지점|478932|1117343|SC제일은행||서울특별시 영등포구 영중로 61|서울특별시 영등포구 영등포동6가 8-1|||||||SC제일은행 영등포지점|(영등포동6가 8-1)|||40103
SC제일은행|영업부지점|496087|1130920|SC제일은행||서울특별시 종로구 종로 47|서울특별시 종로구 공평동 100|||||||SC제일은행 영업부지점|(공평동 100)|||40103
SC제일은행|용산지점|492796|1118985|SC제일은행||서울특별시 용산구 한강대로 92|서울특별시 용산구 한강로2가 191|||||||SC제일은행 용산지점|(한강로2가 191)|||40103
SC제일은행|우장산역지점|463714|1125301|SC제일은행||서울특별시 강서구 강서로 277||||||||SC제일은행 우장산역지점|( )|||40103
SC제일은행|월곡동지점|508039|1140769|SC제일은행||서울특별시 성북구 오패산로 49|서울특별시 성북구 하월곡동 70-202|||||||SC제일은행 월곡동지점|(하월곡동 70-202)|||40103
SC제일은행|은천로지점|486404|1107501|SC제일은행||서울특별시 관악구 은천로 27|서울특별시 관악구 봉천동 952-18|||||||SC제일은행 은천로지점|(봉천동 952-18)|||40103
SC제일은행|을지로지점|499019|1129663|SC제일은행||서울특별시 중구 을지로 158|서울특별시 중구 을지로4가 310-68|||||||SC제일은행 을지로지점|(을지로4가 310-68)|||40103
SC제일은행|응암동지점|482936|1139513|SC제일은행||서울특별시 은평구 은평로11길 11-2|서울특별시 은평구 녹번동 160-36|||||||SC제일은행 응암동지점|(녹번동 160-36)|||40103
SC제일은행|이마트/가든파이브/뱅크데스크지점|526145|1105541|SC제일은행||서울 송파구 충민로 10|서울 송파구 문정동 628|||||||SC제일은행 이마트/가든파이브/뱅크데스크지점|(문정동 628)|||40103
SC제일은행|이마트/성수/뱅크데스크지점|511793|1122352|SC제일은행||서울특별시 성동구 뚝섬로 379|서울특별시 성동구 성수동2가 333-16|||||||SC제일은행 이마트/성수/뱅크데스크지점|(성수동2가 333-16)|||40103
SC제일은행|이마트/양재/뱅크데스크지점|508268|1101211|SC제일은행||서울특별시 서초구 매헌로 16|서울특별시 서초구 양재동 21|||||||SC제일은행 이마트/양재/뱅크데스크지점|(양재동 21)|||40103
SC제일은행|이마트/월계/뱅크데스크지점|513746|1146430|SC제일은행||서울특별시 노원구 마들로 3길 15|서울특별시 노원구 월계동 333-1|||||||SC제일은행 이마트/월계/뱅크데스크지점|(월계동 333-1)|||40103
SC제일은행|이마트/청계천/뱅크데스크지점|504992|1131002|SC제일은행||서울특별시 중구 청계천로 400|서울특별시 중구 황학동 2545|||||||SC제일은행 이마트/청계천/뱅크데스크지점|(황학동 2545)|||40103
SC제일은행|이촌동지점|493849|1117157|SC제일은행||서울특별시 용산구 이촌로 223-13|서울특별시 용산구 이촌동 301-87|||||||SC제일은행 이촌동지점|(이촌동 301-87)|||40103
SC제일은행|자양서지점|516708|1120530|SC제일은행||서울특별시 광진구 뚝섬로 587|서울특별시 광진구 자양3동 580-13|||||||SC제일은행 자양서지점|(자양3동 580-13)|||40103
SC제일은행|잠실지점|522510|1116238|SC제일은행||서울특별시 송파구 올림픽로 35길 112|서울특별시 송파구 신천동 7|||||||SC제일은행 잠실지점|(신천동 7 장미아파트B상가 2층 );장미아파트B상가 2층|||40103
SC제일은행|잠실본동지점|518919|1112592|SC제일은행||서울특별시 송파구 백제고분로 170|서울특별시 송파구 잠실동 335-2|||||||SC제일은행 잠실본동지점|(잠실동 335-2)|||40103
SC제일은행|잠실서지점|516418|1113090|SC제일은행||서울특별시 송파구 올림픽로4길 48|서울특별시 송파구 잠실7동 101-1|||||||SC제일은행 잠실서지점|(잠실7동 101-1)|||40103
SC제일은행|잠원동지점|502609|1113604|SC제일은행||서울특별시 서초구 신반포로 257|서울특별시 서초구 잠원동 58-24|||||||SC제일은행 잠원동지점|(잠원동 58-24)|||40103
SC제일은행|장사동지점|498689|1130366|SC제일은행||서울특별시 종로구 청계천로 149|서울특별시 종로구 장사동 207-1|||||||SC제일은행 장사동지점|(장사동 207-1)|||40103
SC제일은행|장안동지점|516456|1131073|SC제일은행||서울특별시 동대문구 장안벗꽃로 107|서울특별시 동대문구 장안3동 336|||||||SC제일은행 장안동지점|(장안3동 336)|||40103
SC제일은행|제일지점|495527|1128029|SC제일은행||서울특별시 중구 남대문시장10길 2|서울특별시 중구 회현동 1가 204|||||||SC제일은행 제일지점|(회현동 1가 204 MESA);MESA|||40103
SC제일은행|중랑교지점|518726|1138026|SC제일은행||서울특별시 중랑구 망우로 291|서울특별시 중랑구 상봉동 100-17|||||||SC제일은행 중랑교지점|(상봉동 100-17)|||40103
SC제일은행|청담역지점|511375|1116012|SC제일은행||서울특별시 강남구 삼성로 640|서울특별시 강남구 삼성동 65-2|||||||SC제일은행 청담역지점|(삼성동 65-2)|||40103
SC제일은행|청량리지점|509881|1133646|SC제일은행||서울특별시 동대문구 홍릉로 3|서울특별시 동대문구 청량리동 744|||||||SC제일은행 청량리지점|(청량리동 744)|||40103
SC제일은행|테헤란로지점|509999|1112096|SC제일은행||서울특별시 강남구 테헤란로 314||||||||SC제일은행 테헤란로지점|( )|||40103
SC제일은행|트윈타워지점|484201|1118940|SC제일은행||서울특별시 영등포구 여의대로 128|서울특별시 영등포구 여의도동 20|||||||SC제일은행 트윈타워지점|(여의도동 20)|||40103
SC제일은행|한국은행출장소|495676|1128403|SC제일은행||서울특별시 중구 세종대로 67|서울특별시 중구 태평로2가 250|||||||SC제일은행 한국은행출장소|(태평로2가 250)|||40103
SC제일은행|합정동지점|480709|1125057|SC제일은행||서울특별시 마포구 월드컵로 1길 14||||||||SC제일은행 합정동지점|( )|||40103
SC제일은행|후암동지점|495046|1125132|SC제일은행||서울특별시 용산구 후암로 46|서울특별시 용산구 후암동 244-4|||||||SC제일은행 후암동지점|(후암동 244-4)|||40103
SC제일은행|훼밀리타운지점|525963|1108807|SC제일은행||서울특별시 송파구 중대로 24|서울특별시 송파구 문정동 150|||||||SC제일은행 훼밀리타운지점|(문정동 150)|||40103
SC제일은행|울산지점|1029154|573464|SC제일은행||울산광역시 남구 삼산로 243|울산광역시 남구 달동 1365-13|||||||SC제일은행 울산지점|(달동 1365-13)|||40103
SC제일은행|울산옥동점지점|1020337|572107|SC제일은행||울산광역시 남구 문수로 377|울산광역시 남구 옥동 1404-3|||||||SC제일은행 울산옥동점지점|(옥동 1404-3)|||40103
SC제일은행|검단지점|424194|1139791|SC제일은행||인천광역시 서구 완정로 179|인천광역시 서구 왕길동 638-4|||||||SC제일은행 검단지점|(왕길동 638-4)|||40103
SC제일은행|계산동지점|441765|1121921|SC제일은행||인천광역시 계양구 계산새로 71|인천광역시 계양구 계산동 1062|||||||SC제일은행 계산동지점|(계산동 1062)|||40103
SC제일은행|구월동지점|437996|1099049|SC제일은행||인천광역시 남동구 호구포로 818|인천광역시 남동구 구월동 1264|||||||SC제일은행 구월동지점|(구월동 1264)|||40103
SC제일은행|부평지점|438757|1110137|SC제일은행||인천광역시 부평구 부평대로 46|인천광역시 부평구 부평동 206-21|||||||SC제일은행 부평지점|(부평동 206-21)|||40103
SC제일은행|송도신도시지점|422676|1081315|SC제일은행||인천광역시 연수구 해돋이로 106|인천광역시 연수구 송도동 3-25|||||||SC제일은행 송도신도시지점|(송도동 3-25)|||40103
SC제일은행|연수동지점|431993|1088910|SC제일은행||인천광역시 연수구 원인재로 286|인천광역시 연수구 연수3동 532|||||||SC제일은행 연수동지점|(연수3동 532)|||40103
SC제일은행|이마트/계양/뱅크데스크지점|441813|1119949|SC제일은행||인천광역시 계양구 봉오대로 785|인천광역시 계양구 작전동 911-1|||||||SC제일은행 이마트/계양/뱅크데스크지점|(작전동 911-1)|||40103
SC제일은행|이마트/연수/뱅크데스크지점|429429|1084797|SC제일은행||인천광역시 연수구 경원대로 184|인천광역시 연수구 동춘동 926-9|||||||SC제일은행 이마트/연수/뱅크데스크지점|(동춘동 926-9)|||40103
SC제일은행|작전동지점|438793|1118641|SC제일은행||인천광역시 계양구 계양대로 28|인천광역시 계양구 작전2동 428-2|||||||SC제일은행 작전동지점|(작전2동 428-2)|||40103
SC제일은행|제물포지점|424157|1101971|SC제일은행||인천광역시 남구 경인로 132|인천광역시 남구 숭의동 58-22|||||||SC제일은행 제물포지점|(숭의동 58-22)|||40103
SC제일은행|군산지점|435819|685051|SC제일은행||전라북도 군산시 월명로 213|전라북도 군산시 수송동 820-5|||||||SC제일은행 군산지점|(수송동 820-5)|||40103
SC제일은행|남원지원출장소|587011|531600|SC제일은행||전라북도 남원시 용성로 59|전라북도 남원시 동충동 141|||||||SC제일은행 남원지원출장소|(동충동 141)|||40103
SC제일은행|목포지점|368881|364464|SC제일은행||전라남도 목포시 옥암로 83|전라남도 목포시 상동 868-2|||||||SC제일은행 목포지점|(상동 868-2)|||40103
SC제일은행|순천지점|610964|404460|SC제일은행||전라남도 순천시 장명로 17|전라남도 순천시 장천동 56-9|||||||SC제일은행 순천지점|(장천동 56-9)|||40103
SC제일은행|여천지점|652686|351506|SC제일은행||전라남도 여수시 망마로 40|전라남도 여수시 학동 85-23|||||||SC제일은행 여천지점|(학동 85-23)|||40103
SC제일은행|익산지점|488451|678533|SC제일은행||전라북도 익산시 중앙로1길 12|전라북도 익산시 중앙동1가 54|||||||SC제일은행 익산지점|(중앙동1가 54)|||40103
SC제일은행|전주지점|527066|649079|SC제일은행||전라북도 전주시 완산구 온고을로 28|전라북도 전주시 완산구 서신동 970-1|||||||SC제일은행 전주지점|(서신동 970-1)|||40103
SC제일은행|전주지방법원출장소|527149|650960|SC제일은행||전라북도 전주시 덕진구 사평로 25|전라북도 전주시 덕진구 덕진동1가 1416-1|||||||SC제일은행 전주지방법원출장소|(덕진동1가 1416-1)|||40103
SC제일은행|정읍지원출장소|468472|580276|SC제일은행||전라북도 정읍시 수성6로 29번 (수성동 990-5) |전라북도 정읍시 수성동 990-5|||||||SC제일은행 정읍지원출장소||||40103
SC제일은행|제주지점|390061|5689|SC제일은행||제주도 제주시 관덕로 67|제주도 제주시 일도1동 1476-11|||||||SC제일은행 제주지점|(일도1동 1476-11)|||40103
SC제일은행|제주지방법원출장소|392153|241|SC제일은행||제주도 제주시 남광북5길 3|제주도 제주시 이도2동 950-1|||||||SC제일은행 제주지방법원출장소|(이도2동 950-1)|||40103
SC제일은행|공주지점|527953|822450|SC제일은행||충청남도 공주시 웅진로 207|충청남도 공주시 산성동 175-5|||||||SC제일은행 공주지점|(산성동 175-5)|||40103
SC제일은행|공주지원출장소|526875|819312|SC제일은행||충청남도 공주시 한적2길 34-15|충청남도 공주시 금흥동 610-1|||||||SC제일은행 공주지원출장소|(금흥동 610-1)|||40103
SC제일은행|두정동지점|529743|926426|SC제일은행||충청남도 천안시 두정로 146|충청남도 천안시 두정동 698|||||||SC제일은행 두정동지점|(두정동 698)|||40103
SC제일은행|천안지점|535312|922760|SC제일은행||충청남도 천안시 터미널2로 16|충청남도 천안시 신부동 770|||||||SC제일은행 천안지점|(신부동 770)|||40103
SC제일은행|청주지점|609267|871762|SC제일은행||충청북도 청주시 상당구 상당로81번길 26|충청북도 청주시 상당구 북문로1가 165-2|||||||SC제일은행 청주지점|(북문로1가 165-2)|||40103
SC제일은행|청주터미널지점|596688|869053|SC제일은행||충청북도 청주시 흥덕구 풍산로 15|충청북도 청주시 흥덕구 가경동 1416-2|||||||SC제일은행 청주터미널지점|(가경동 1416-2)|||40103
SC제일은행|충주지점|705780|965950|SC제일은행||충청북도 충주시 사직산19길 26|충청북도 충주시 문화동 1018|||||||SC제일은행 충주지점|(문화동 1018)|||40103
SC제일은행|홍성지점|424981|862242|SC제일은행||충청남도 홍성군 조양로 135|충청남도 홍성군 홍성읍 오관리 188-1|||||||SC제일은행 홍성지점|(홍성읍 오관리 188-1)|||40103
SC제일은행|홍성지원출장소|421337|861880|SC제일은행||충청남도 홍성군 법원로 38|충청남도 홍성군 홍성읍 월산리 848|||||||SC제일은행 홍성지원출장소|(홍성읍 월산리 848)|||40103
