##NAME|SUBNAME|TELNUM|ID|NEWADDR|TYPE|TYPE2|ORGNAME|SOURCE2@@레드테이블
삼청칼국수|삼청칼국수||7170|서울 종로구 삼청동 62-13|한식|면/만두|삼청칼국수|레드테이블
라시갈몽마르트|라시갈몽마르트||8285|서울 용산구 이태원동 123-33|양식|프랑스식|라시갈몽마르트|레드테이블
롤링핀|롤링핀||95979|서울시 송파구 신천동 7-26|카페|베이커리,카페|롤링핀|레드테이블
카페포엠(신사점)|카페포엠(신사점)||44895|서울시 강남구 신사동 525-14|카페|베이커리|카페포엠(신사점)|레드테이블
미트프레쉬(강남점)|미트프레쉬(강남점)||45548|서울시 강남구 역삼1동 813-18|카페|베이커리|미트프레쉬(강남점)|레드테이블
호수집|호수집||5844|서울 중구 중림동 61-4|한식|닭/오리|호수집|레드테이블
치즈오타쿠김철수|치즈오타쿠김철수||72851|서울시 마포구 서교동 347-24 1F|주점|일반주점|치즈오타쿠김철수|레드테이블
프로간장새우|프로간장새우||44449|서울 강남구 논현동 166-4|한식|아구찜/해물찜/게장|프로간장새우|레드테이블
초계국수(코엑스몰점)|초계국수(코엑스몰점)||65686|서울 강남구 삼성동 159|한식|냉면/막국수/밀면|초계국수(코엑스몰점)|레드테이블
르방|르방||43900|서울시 마포구 상수동 72-1|카페|베이커리|르방|레드테이블
마리한정식|마리한정식||45679|서울 서대문구 대신동 85-3|한식|한정식|마리한정식|레드테이블
풀잎채|풀잎채||95792|서울시 서초구 방배동 444-3|양식|양식뷔페|풀잎채|레드테이블
삼백집(가로수길직영점)|삼백집(가로수길직영점)||44295|서울시 강남구 신사동 561-11|한식|찌개/전골|삼백집(가로수길직영점)|레드테이블
아날로그키친|아날로그키친||65592|서울 광진구 자양동 17-1|양식|퓨전요리|아날로그키친|레드테이블
슬로우가든(건대점)|슬로우가든(건대점)||24567|서울 광진구 자양동 227-7|양식|패밀리레스토랑|슬로우가든(건대점)|레드테이블
만푸쿠|만푸쿠||89000|서울시 송파구 송파동 52-1|일식|일반일식|만푸쿠|레드테이블
죽해수산|죽해수산||5912|서울 서대문구 창천동 62-3|한식|생선회|죽해수산|레드테이블
버거베이홍대점|버거베이홍대점||1827|서울 마포구 서교동 346-33|양식|패스트푸드|버거베이홍대점|레드테이블
안동찜닭|안동찜닭||14998|서울 강남구 역삼동 820-1|한식|닭/오리|안동찜닭|레드테이블
리더스나인(노원점)|리더스나인(노원점)||13445|서울 노원구 중계본동 364-3|양식|양식뷔페|리더스나인(노원점)|레드테이블
스시광|스시광||47087|서울시 마포구 서교동 329-9|주점|이자카야|스시광|레드테이블
진고개|진고개||42656|서울 중구 충무로3가 30-16|한식|갈비|진고개|레드테이블
빌라드샬롯(롯데월드몰점)|빌라드샬롯(롯데월드몰점)||65653|서울 송파구 신천동 29|양식|이탈리아식|빌라드샬롯(롯데월드몰점)|레드테이블
오모야|오모야||45|서울 강남구 역삼동 814-6|일식|라멘/우동/소바|오모야|레드테이블
로니로티|로니로티||94108|서울시 관악구 서원동 1640-1|양식|퓨전양식|로니로티|레드테이블
조우|조우||92440|서울시 강남구 도곡동 954-13|일식|일반일식|조우|레드테이블
미야오(대학로점)|미야오(대학로점)||22871|서울 종로구 명륜동4가 54-1|일식|카레/덮밥/도시락|미야오(대학로점)|레드테이블
제너럴닥터|제너럴닥터||46928|서울 마포구 서교동 362-1|카페|커피전문점|제너럴닥터|레드테이블
라카페갤러리|라카페갤러리||46126|서울시 종로구 부암동 44-5|카페|커피전문점|라카페갤러리|레드테이블
먹쉬돈나|먹쉬돈나||85639|서울시 성동구 행당동 168-78|한식|퓨전한식|먹쉬돈나|레드테이블
부아|부아||44835|서울시 용산구 이태원동 130-5|양식|아시아식|부아|레드테이블
조개창고|조개창고||44220|서울시 송파구 잠실동 191-1 3층|한식|해산물|조개창고|레드테이블
크레바스|크레바스||45622|서울 서대문구 창천동 13-4|양식|이탈리아식|크레바스|레드테이블
커피앤드에이|커피앤드에이||72519|서울시 마포구 서교동 376-11|카페|베이커리,카페|커피앤드에이|레드테이블
난장캠프|난장캠프||44021|서울특별시 강남구 신사동 519-26|주점|일반주점|난장캠프|레드테이블
미도리|미도리||79256|서울시 중구 남산동3가 13-20|일식|일식기타|미도리|레드테이블
스시마이우|스시마이우||66363|서울시 강남구 역삼동 697-45|일식,한식|생선회,스시/사시미|스시마이우|레드테이블
오레오스|오레오스||456|서울 노원구 상계동 723|양식|양식뷔페|오레오스|레드테이블
니시키|니시키||1510|서울 용산구 한남동 683-122 1F|일식|라멘/우동/소바|니시키|레드테이블
카카오봄|카카오봄||1793|서울 마포구 서교동 337-16|카페|커피전문점|카카오봄|레드테이블
뚜띠쿠치나(공덕점)|뚜띠쿠치나(공덕점)||49894|서울시 마포구 공덕동 249-36|양식|이탈리아식|뚜띠쿠치나(공덕점)|레드테이블
C27|C27||86427|서울시 강남구 신사동 545-12|카페|베이커리|C27|레드테이블
스가타모리|스가타모리||44793|서울 마포구 서교동 404-2|일식|스시/사시미|스가타모리|레드테이블
이화원|이화원||47045|서울 서대문구 연희동 189-8|중식|중식당|이화원|레드테이블
라그릴리아(광화문점)|라그릴리아(광화문점)||49673|서울시 종로구 서린동 149|양식|이탈리아식|라그릴리아(광화문점)|레드테이블
소년상회|소년상회||44070|서울 광진구 자양동 580-1|양식|이탈리아식|소년상회|레드테이블
소담애|소담애||71363|서울시 마포구 서교동 408-21|한식|한정식,족발/보쌈|소담애|레드테이블
뱃고동(강남점)|뱃고동(강남점)||5909|서울시 강남구 역삼동 619-26|한식|해산물|뱃고동(강남점)|레드테이블
후레쉬빌|후레쉬빌||47750|서울시 강남구 대치동 999|일식|돈까스|후레쉬빌|레드테이블
바나나그릴(이태원점)|바나나그릴(이태원점)||20360|서울 용산구 한남동 261-6|양식|햄버거|바나나그릴(이태원점)|레드테이블
히메시야|히메시야||71619|서울시 마포구 상수동 313-1|일식|일반일식,돈까스|히메시야|레드테이블
버터핑거팬케이크(강남역점)|버터핑거팬케이크(강남역점)||43632|서울시 서초구 서초동 1317|카페|베이커리|버터핑거팬케이크(강남역점)|레드테이블
25카츠|25카츠||91794|서울시 강남구 역삼동 619-2|일식|돈까스|25카츠|레드테이블
모던밥상|모던밥상||3849|서울 강남구 신사동 545-20|한식|찌개/전골|모던밥상|레드테이블
오엔|오엔||4470|서울 강남구 압구정동 380-2|양식|이탈리아식|오엔|레드테이블
하남돼지집|하남돼지집||92111|서울시 서초구 서초동 1308-24|한식|고기구이|하남돼지집|레드테이블
나고미앤겐로쿠|나고미앤겐로쿠||1756|서울 마포구 서교동 370-24|일식|라멘/우동/소바|나고미앤겐로쿠|레드테이블
에토네|에토네||17176|서울 마포구 서교동 334-14|카페|베이커리|에토네|레드테이블
모노치즈|모노치즈||72011|서울시 마포구 창전동 6-172|카페|베이커리,카페|모노치즈|레드테이블
오가와|오가와||16857|서울 종로구 당주동 5|중식|중식당|오가와|레드테이블
향미명동점|향미명동점||8063|서울 중구 명동2가 106|중식|중식당|향미명동점|레드테이블
한남북엇국|한남북엇국||1490|서울시 용산구 한남동 73-2|한식|찌개/전골|한남북엇국|레드테이블
아그라(코엑스몰점)|아그라(코엑스몰점)||65695|서울 강남구 삼성동 159|양식|아시아식|아그라(코엑스몰점)|레드테이블
오모리찌개(본점)|오모리찌개(본점)||3206|서울 송파구 석촌동 183-2|한식|김치찌개|오모리찌개(본점)|레드테이블
선릉역매운떡볶이|선릉역매운떡볶이||86513|서울시 강남구 대치동 898-4|한식|한식기타|선릉역매운떡볶이|레드테이블
대성갈비|대성갈비||31536|서울 성동구 성수동1가 668-21|한식|갈비|대성갈비|레드테이블
우통대창(왕십리점)|우통대창(왕십리점)||7544|서울 성동구 행당동 19-55|한식|양/대창/곱창|우통대창(왕십리점)|레드테이블
오구반점|오구반점||8012|서울 중구 을지로3가 5-9|중식|중식당|오구반점|레드테이블
푸치니가꿈꾸는작은정원|푸치니가꿈꾸는작은정원||3660|서울 마포구 서교동 400-3|양식|이탈리아식|푸치니가꿈꾸는작은정원|레드테이블
육회자매집|육회자매집||44505|서울시 종로구 종로4가 177|한식|소고기육회|육회자매집|레드테이블
와일드와사비|와일드와사비||46943|서울 마포구 서교동 362-6|일식|스시/사시미|와일드와사비|레드테이블
개화기요정|개화기요정||72741|서울시 마포구 서교동 401-5|주점|일반주점,이자카야|개화기요정|레드테이블
카페소스|카페소스||3777|서울 마포구 서교동 343-10|카페|커피전문점|카페소스|레드테이블
녹슨드럼통(신천직영점)|녹슨드럼통(신천직영점)||45654|서울시 송파구 잠실동 180-4|한식|삼겹살/돼지구이|녹슨드럼통(신천직영점)|레드테이블
고블앤고|고블앤고||45281|서울 강남구 신사동 628|양식|햄버거|고블앤고|레드테이블
비꼴로|비꼴로||8291|서울 중구 명동2가 2-6|양식|이탈리아식|비꼴로|레드테이블
완차이|완차이||17648|서울 서대문구 창천동 5-35|중식|중식당|완차이|레드테이블
육대장|육대장||81993|서울시 종로구 삼청동 106-10|한식|찌개/전골|육대장|레드테이블
라디오키친|라디오키친||71567|서울시 마포구 서교동 358-53|주점,한식|한식기타,클럽|라디오키친|레드테이블
바달비|바달비||2170|서울 관악구 신림동 1427-16|한식|한정식|바달비|레드테이블
타셴|타셴||11815|서울 종로구 동숭동 1-81|카페|테마카페|타셴|레드테이블
하노이의아침(서울역점)|하노이의아침(서울역점)||48498|서울 용산구 동자동 12|양식|아시아식|하노이의아침(서울역점)|레드테이블
