TYPE|TEXT|LCODE|COMPLETE_DATE
도로 : 고속국도|새만금 - 전주고속도로 2024-12-00 준공예정|403 663 1765|2024-12-01
시설|주한 미국대사관 - 2024년 말 예정|590 503 1363|2024-12-01
시설|다원복합센터 건립 2024년 12월 준공예정|421 555 7598|2024-12-01
도로 : 국도|율촌 제2산단 IC교 2024-12-00 준공예정|296 353 8271|2024-12-01
도로 : 고속국도|수도권제2순환고속도로 김포-파주 2024년 12월 예정|605 222 7612|2024-12-01
도로 : 국도|국도 58호선 무계-삼계 2024년 12월 예정|343 315 1554|2024-12-01
아파트|인천 시티오씨엘 3단지 - 2024.12 입주 예정|579 372 7812|2024-12-01
시설|인천 서구 검단경찰서 2024년 말 예정|595 752 8173|2024-12-30
시설|서산 중앙도서관 - 2024년 말 개관 예정|507 332 5693|2024-12-30
시설|전라북도 대표도서관 2024-12-00 준공예정|407 163 2309|2024-12-30
시설|의정부3동우체국 신축공사|611 073 2143|2024-12-30
도로 : 기타(도로관련)|율하하이패스IC |335 075 1308|2024-12-30
도로 : 일반도로|포항 한신공영 - 이인리 확장공사 2024-12 준공예정|429 885 6934|2024-12-31
시설|성호시장 현대화 (신혼희망타운 조성) - 2024년 말 예정|579 053 3180|2024-12-31
도로 : 일반도로|중앙사거리-완산오거리 3공구 2024-12-00 준공예정|419 905 2498|2024-12-31
도로 : 일반도로|함양 인삼죽염 항노화 지역특화농공단지|366 013 8515|2024-12-31
시설|불교문화유산보존센터 건립 - 2024.12 예정|586 173 7158|2024-12-31
도로 : 일반도로|함양울산고속도로 함양~창녕구간 - 2024.12 예정|378 054 0110|2024-12-31
시설|공도용두2지구 도시개발구역 - 2024.12 준공 예정|531 963 3306|2024-12-31
도로 : 고속국도|광주-완도 고속도로 1단계 (광주~강진 구간) 2024년 12월 예정|321 492 9884|2024-12-31
도로 : 일반도로|북문사거리-중앙사거리 2공구 2024-12-00 준공예정|420 275 2476|2024-12-31
아파트|화성장안반도유보라아파트 2021-12-00 착공예정|540 352 9644|2024-12-31
시설|하대원동 공영주차장 - 2024.12 예정|577 913 3044|2024-12-31
도로 : 일반도로|신탄진휴게소 하이패스 나들목 신설 - 2024.12 예정|469 333 6141|2024-12-31
