TYPE|TEXT|LCODE|COMPLETE_DATE
아파트|가경아이파크4단지 - 2022.03 입주 예정|490 073 6284|2022-03-01
시설|시흥시동물보호센터 - 2022-03-00 개소 예정|572 122 8849|2022-03-01
도로 : 일반도로|평택지제세교지구 일대 도로 2022 상반기 준공예정|533 873 2482|2022-03-01
시설|김포한강신도시현대썬앤빌더킹 2022-03-00|600 812 7527|2022-03-01
아파트|효창파크뷰데시앙아파트|590 843 1220|2022-03-01
아파트|창원성산반도유보라아이비파크아파트|339 335 0083|2022-03-01
시설|5호선 강일역 2021년 3월 예정 (일부 출구 2022년 개통 예정)|591 913 3525|2022-03-01
도로 : 일반도로|조치원읍동서연결도로 2022-03-00|488 083 4840|2022-03-01
시설|신일해피트리앤종로 - 2022.03 입주 예정|593 193 1502|2022-03-01
아파트|메가시티태왕아너스아파트-2022년3월예정|409 844 7682|2022-03-01
시설|태전중학교 2022.03 |572 773 4079|2022-03-01
시설|KTX 서대구역 2022년 3월 개통 예정|410 724 8254|2022-03-01
시설|음성 신재생에너지 산학캠퍼스 - 2022년 3월 개교 예정|522 043 7613|2022-03-01
시설|서울대입구역 더울림 메트로타워 오피스텔 2022-03-00|584 043 1136|2022-03-01
시설|남촌도림동 행정복지센터 증축 2022년 상반기 예정|578 382 8546|2022-03-01
시설|시흥대야역 4번출구 2022년 상반기 준공 예정|580 392 9396|2022-03-01
아파트|광교더샵레이크시티 2022년 3월 예정|561 063 2271|2022-03-01
시설|창릉신도시 더하이브 - 2022년 3월 예정|600 153 0251|2022-03-01
아파트|보문리슈빌하우트 - 2022.03 입주 예정|595 063 1837|2022-03-01
시설|검단1고등학교-2022년3월예정|595 122 8424|2022-03-01
도로 : 일반도로|홍천읍 남산교 입체교차로 설치예정 2022년 3월 예정|606 044 1224|2022-03-01
시설|동래구 청소년수련관 |338 725 4206|2022-03-01
시설|태봉국 테마파크 2022년 상반기 조성예정|673 043 4112|2022-03-01
아파트|율량금호어울림센트로아파트 - 2022.03 예정|495 413 6818|2022-03-01
시설|목감119안전센터 - 2022 상반기 개관예정|572 893 0086|2022-03-01
시설|대전 반려동물공원 2022년 3월 예정|473 243 5759|2022-03-01
시설|김포마산행정복지센터 신축 2022-03-00|601 222 7748|2022-03-01
아파트|금정역힐스테이트-2022년3월예정|571 913 1027|2022-03-01
시설|정자동 공영주차장 - 2022.03 완공 예정|571 793 2836|2022-03-01
시설|계수중학교 2022-03-00|582 362 9622|2022-03-01
시설|롯데월드어드벤처 부산 2022-03-00 개장예정|336 675 5563|2022-03-01
시설|포항북구청사  2022년 3월예정|428 355 7206|2022-03-01
시설|군산동산중학교 2022-03-01|418 332 8445|2022-03-01
아파트|힐스테이트 신방화역 - 2022년 3월 예정|592 962 9634|2022-03-01
시설|제주국립묘지-2022년상반기 개원|144 072 6175|2022-03-01
시설|서울시네마테크 - 준공 2022년 3월|592 633 1537|2022-03-01
시설|세종예술의전당 2022년 3월 개관|476 253 4509|2022-03-01
시설|순창 발효테마파크 2022년 상반기 준공예정|355 353 2826|2022-03-01
시설|청송소방서 신축 2022년 3월 준공 예정|469 255 3862|2022-03-01
시설|인공폭포상점가 주차장 - 2022년 상반기 완공 예정|626 253 9761|2022-03-01
시설|웅천자이 더 스위트 2022년 3월 예정|288 143 8915|2022-03-01
아파트|수성데시앙리버뷰아파트 - 2022.03 입주 예정|407 114 8996|2022-03-01
도로 : 일반도로|가남읍 111정거장 진입도로 확포장 2022-03-00 준공예정|553 113 7486|2022-03-01
시설|양산고등학교 2022년 예정|601 842 7646|2022-03-01
시설|김포 학교급식물류지원센터 2022.03 개관|605 132 7950|2022-03-01
시설|성남제1공단 근린공원 조성 2022-03-00 준공예정|579 793 3305|2022-03-01
시설|제천 하소 문화복합센터 2022-03-00 개관예정|546 834 4577|2022-03-01
아파트|인천영종A67블록아파트 - 2022.03 입주 예정|585 952 6958|2022-03-01
시설|왕곡동 야구장|567 603 1394|2022-03-01
시설|제주복합혁신센터 2022년 3월 준공예정|126 752 6389|2022-03-01
아파트|DMC센트럴자이|594 363 0574|2022-03-01
도로 : 일반도로|조암지구 연결도로 확포장공사 - 2022년 상반기 예정|540 622 9663|2022-03-01
아파트|더샵리비테르1차아파트|408 194 8914|2022-03-01
아파트|더샵리비테르2차아파트|408 374 8908|2022-03-01
시설|화천학생수영장 철거 후 복합커뮤니티센터 건립 - 2022년 상반기 준공예정|651 023 9278|2022-03-01
아파트|춘천센트럴타워푸르지오 2022년 3월 예정 |625 553 9407|2022-03-01
도로 : 일반도로|횡성읍 (구)영림서~ 마산리 국도6호선 간 도시계획도로 개설공사 - 2022 상반기 개통예정|584 994 2382|2022-03-01
아파트|분당지웰푸르지오-2022.03|572 913 2892|2022-03-01
시설|의정부지방검찰청남양주지청-2022년3월1일 개원예정|598 023 3442|2022-03-01
시설|서산 육아종합지원센터 |506 892 5804|2022-03-01
도로 : 일반도로|대구외곽순환고속도로 (안심-지천 구간) 2022년 상반기 개통 예정|414 664 9683|2022-03-01
시설|진주 장애인문화체육센터 - 2022년 상반기 완공 예정|335 734 3517|2022-03-01
아파트|남산자이하늘채-2022년3월예정|408 664 8642|2022-03-01
도로 : 국도|국도 31호선 방림-장평 1공구|582 494 7242|2022-03-01
아파트|행신파밀리에트라이하이 - 2022.03 입주예정|598 682 9811|2022-03-01
아파트|동대구역우방아이유쉘아파트-2022년03월예정|410 384 9171|2022-03-01
아파트|모종삼일파라뷰더스위트 - 2022.03 예정|508 883 1822|2022-03-01
아파트|포레나수지동천오피스텔 - 2022년3월예정|568 413 2632|2022-03-01
아파트|문성태완노블리안아파트 - 2022년 3월 입주 예정|440 984 6180|2022-03-01
시설|등촌두산위브-2022년3월예정|591 813 0049|2022-03-01
시설|신불당파크뷰오피스텔 2022년03월예정|511 683 2797|2022-03-01
시설|양평 리블렉스 리버타운 - 2022.03 준공 예정|599 053 5464|2022-03-01
아파트|김해 연지 푸르지오 -2022년3월|342 425 1780|2022-03-01
아파트|부평더샵아파트 - 2022.03 예정|583 182 8362|2022-03-01
아파트|태전경남아너스빌-2022년3월예정|573 953 4158|2022-03-01
시설|원주 복합체육센터 2022년 상반기|566 294 2309|2022-03-01
도로 : 국도|강남순환도시고속도로(8공구) 2단계 공사 - 2022-03-00 완공예정|582 033 2078|2022-03-01
아파트|철산롯데캐슬&SKVIEW클래스티지 - 2022년3월예정|583 503 0183|2022-03-01
시설|시민운동장 내 반다비체육센터 2022년 예정|510 984 8987|2022-03-01
도로 : 일반도로|대구외곽순환고속도로 (성서-지천 구간) 2022년 상반기 개통예정|412 214 7767|2022-03-01
아파트|검단디에트르더펠리체아파트-2022.03|594 762 8492|2022-03-01
도로 : 지방도|지방도314호선 확포장공사 (진위역~진위교차로 광역도로 9 구간)|542 883 2443|2022-03-01
시설|세종공립대안교육기관 - 2022.03 개교 예정|488 953 4691|2022-03-02
시설|가톨릭대학교 옴니버스파크 - 2022.03 개관 예정|585 473 1685|2022-03-02
시설|아름중학교 제2캠퍼스 - 2022.03 개교 예정|479 343 4243|2022-03-02
시설|광양햇살학교 - 2022.03 개교 예정|316 703 8308|2022-03-02
시설|해양3중학교 2022년 3월 예정|574 092 7511|2022-03-02
시설|봉담1고등학교 2022-03-00|555 413 1276|2022-03-02
시설|예산꿈빛학교 - 2022.03 개교 예정|501 112 8203|2022-03-02
시설|덕수고등학교 이전 2022-03-00|584 103 3209|2022-03-02
시설|한국에너지공과대학교 2022년 3월 개교|317 142 9508|2022-03-02
시설|거암초등학교 2022-03-00|584 293 3250|2022-03-02
시설|군산금빛초등학교 - 2022.03 개교 예정|421 402 8838|2022-03-02
시설|전주 만성중학교 2022-03-00|405 953 2390|2022-03-02
시설|부산대학교 부설 예술중고등특수학교 -  2022년 3월 개교|340 925 4080|2022-03-02
시설|부산 서명중학교(가칭) 신축 2022년 3월 예정|324 345 2242|2022-03-02
시설|동해특수학교 2022년 3월 개교예정|589 855 4413|2022-03-02
시설|광덕면문화센터 - 2022-02-00 예정|499 673 2836|2022-03-03
시설|성남소방서 - 2022년 2월 준공 예정|577 913 3102|2022-03-03
시설|시나브로복지관 - 2022-02-00 개관 예정|356 145 4830|2022-03-03
도로 : 일반도로|장흥-유치 도로시설 개량공사 - 2022.03 준공 예정|282 743 0564|2022-03-03
도로 : 일반도로|대전천 하상 임시도로 2021-09-30 착공예정|459 383 6249|2022-03-07
시설|정읍 시기 어울림 플랫폼 - 2022-02 입주 예정|376 583 0039|2022-03-19
도로 : 고속국도|수도권 제2순환고속도로 이천-오산 고속도로 2022-03-20 준공예정|558 803 3490|2022-03-20
도로 : 일반도로|세종 외곽순환도로 5생활권 구간 (금빛노을교) - 2022-03-22 준공예정|479 613 5278|2022-03-22
도로 : 국도|주상-한기리 국도건설공사 1공구 2022-03-23 준공예정|402 234 1586|2022-03-23
도로 : 일반도로|오창사거리 지하차도 2022-03-29 준공예정|503 683 6514|2022-03-29
시설|화성 에코팜랜드 동물보호시설- 2022-03-00 준공 예정|550 402 9327|2022-03-30
시설|역곡동 대림아파트 철거 확인|584 682 9591|2022-03-30
도로 : 일반도로|송정초등학교~신덕지하차도 2022년 착공 예정|329 882 9388|2022-03-30
시설|함안복합문학관 - 2022년 상반기 예정|346 414 6762|2022-03-30
도로 : 국도|국도 14호선 고성죽계-마산진전 1공구 2022-03말 준공예정|317 914 6156|2022-03-30
시설|와우리 공영주차장 - 2022 상반기 준공 예정|554 773 1379|2022-03-30
시설|해운대수목원 2022-04-00 조성예정|340 505 4650|2022-03-30
도로 : 일반도로|평촌산단 진입도로 2022년 3월 예정|451 033 5052|2022-03-30
시설|경기도청 신청사 2021-10월 준공 22년 상반기 이전예정|562 893 2205|2022-03-30
시설|솔라시도CC 골프장 주변 변화확인|282 922 5106|2022-03-30
시설|옛 포항역지구 도시개발구역|427 715 7122|2022-03-30
시설|부암동 공영주차장 |595 593 1226|2022-03-30
도로 : 일반도로|금광리-성황지구 도시계획도로 서부도로 2022-03 준공예정|308 883 8926|2022-03-30
도로 : 국도|국도 14호선 및 일반도로 실사요청|317 374 6150|2022-03-30
시설|KC월드카프라자 - 2022-03-00 준공 예정|338 514 8848|2022-03-30
시설|홍천군 장애인 체육센터 - 2022-03-00 준공예정|608 174 1437|2022-03-30
도로 : 일반도로|세종포천고속도로 오송지선 2022-03 준공예정|494 493 5148|2022-03-30
도로 : 일반도로|수통~방우 연결도로 - 일정 확인|428 153 8188|2022-03-30
도로 : 일반도로|울산 북구 송정지하차도 우회도로 2022-03 말 개통예정|380 815 7071|2022-03-30
시설|법원2일반산업단지 2022 상반기 개통 예정|622 783 0105|2022-03-30
시설|남원동부노인복지관 - 2022 상반기 준공 예정|361 653 6063|2022-03-30
시설|중흥2지구산업단지 2022-03-00 준공예정|296 633 9082|2022-03-30
도로 : 일반도로|장지동 파인타운 도로 확인요청|584 063 3118|2022-03-30
도로 : 일반도로|국도1호선-삼남대로간 도로개설 2022년 3월 예정|538 253 2560|2022-03-30
시설|백미힐링마당 - 2022-03-00 준공 예정|547 482 8193|2022-03-30
시설|지좌동 공영주차장 조성|436 594 3992|2022-03-30
시설|창1동주민센터 신축공사 - 2022.03 예정|601 723 2096|2022-03-31
시설|송정체육관 - 2022-03 말 예정|576 503 4417|2022-03-31
시설|국민해양안전관 2022-03-00 개관예정|247 592 2335|2022-03-31
도로 : 일반도로|남해고속도로 서부산휴게소 2022년 3월 준공 4월 운영 예정|332 645 2674|2022-03-31
도로 : 일반도로|하동 진교 산복도로-진교고 도로개설  2022 상반기 개통예정|319 474 1321|2022-03-31
도로 : 일반도로|하동 군선거관리위원회 진입로 2022 상반기 개통예정|322 823 9758|2022-03-31
시설|진해 자유연구지구 조성 (정기확인)|332 674 9628|2022-03-31
도로 : 일반도로|진주 10호광장 교통체계 변경 2022년 상반기 개통예정|334 394 3075|2022-03-31
시설|칠산서부동행정복지센터 - 2022-03-00 준공예정|339 545 1704|2022-03-31
시설|광명타워 (소하동제3노외주차장) - 2022.03 예정|579 993 0357|2022-03-31
시설|청양 가족문화센터  2022년 상반기 완공|472 672 9472|2022-03-31
도로 : 일반도로|반려동물테마파크 진입로 개설공사 - 2022-03-00 예정|557 823 8270|2022-03-31
시설|왕십리제2동청사 신축 - 2022-03-00 예정|592 383 1958|2022-03-31
시설|방배 13구역 재건축지구 2022년 상반기 철거예정|583 293 1524|2022-03-31
도로 : 일반도로|신답교-경주시계 2022년 3월 개통 예정|389 535 6825|2022-03-31
시설|복합혁신센터 - 2022년 3월 예정|335 004 3876|2022-03-31
시설|계양1동행정복지센터 - 2022-03-00 준공예정|594 002 8751|2022-03-31
시설|구리갈매 데니시스퀘어 - 2022.03 준공 예정|600 253 2955|2022-03-31
도로 : 주요간선|지산IC진출로-조선대학교 사범대 도로개설 - 2022-03-00 개통예정|331 453 0971|2022-03-31
시설|역삼문화공원 지하주차장|585 723 1948|2022-03-31
시설|아이푸드파크 일반산업단지 (정기확인)|597 732 7661|2022-03-31
시설|목포어울림도서관 - 2022.03 준공 예정|295 882 5099|2022-03-31
시설|구리전통시장 제2주차빌딩 - 2022년 3월 예정|596 463 3104|2022-03-31
도로 : 일반도로|[고객사제보] 여주시 대신면 일대 신규/변경 도로 실사 요청|576 263 7833|2022-03-31
시설|기박산성 역사공원 조성 예정 2022-03-00|387 745 7272|2022-03-31
시설|계양2동 실내체육관 - 2022-03-00 개관예정|591 262 8830|2022-03-31
도로 : 일반도로|[고객사제보] 여주시 대신면 일대 신규/변경 도로 실사 요청|558 573 8073|2022-03-31
시설|광명타워(하안철골주차장) - 2022.03 예정|581 543 0325|2022-03-31
시설|김해 병동일반산업단지 (정기확인)|347 235 1066|2022-03-31
시설|판테온스퀘어 - 2022.03 예정|596 043 3484|2022-03-31
도로 : 일반도로|도청신도시~국도28호선 개설 2022 상반기 개통 예정|486 024 7450|2022-03-31
도로 : 일반도로|밀양시 나노교 2022.03 개통 예정|367 155 0440|2022-03-31
시설|봉화군 주차타워 - 2022년 상반기 준공 예정|519 895 0430|2022-03-31
도로 : 일반도로|[고객사제보] 여주시 대신면 일대 신규/변경 도로 실사 요청|560 373 8409|2022-03-31
시설|4호선 복선전철 오남역 2022-03-19 개통예정|607 883 3694|2022-03-31
시설|울진군 죽변면사무소 이전 신축 - 2022.03 준공 예정|537 705 7711|2022-03-31
시설|기존 이천공설운동장 위치에 주차장 신축 - 2022년 3월 준공 예정|561 613 6385|2022-03-31
시설|진주남부어린이도서관 - 2022년 3월 개관 예정|333 314 3622|2022-03-31
시설|진천전통시장 주차타워|516 673 6505|2022-03-31
시설|남원 코스메틱 비즈니스센터 - 2022.03 준공 예정|357 683 5676|2022-03-31
시설|대덕 효자지구 2022년 철거 예정|464 533 6157|2022-03-31
시설|강동교통문화 복지센터 2021년 12월 예정|592 853 3486|2022-03-31
시설|봉화소방서 신축 2022.03 준공 예정|520 045 0147|2022-03-31
시설|르메르디앙호텔 2021년 2월 28일 영업 종료 - 주거시설 개발 예정|586 223 1920|2022-03-31
도로 : 일반도로|과천대로 통신부대사거리 사거리 폐쇄 및 이설|576 133 1464|2022-03-31
시설|부산수학문화관 - 2022.03 개관 예정|332 605 3786|2022-03-31
도로 : 일반도로|인천공항 터미널 전용도로 2022년 3월|582 572 5224|2022-03-31
시설|심석고 지하 공영주차장 2022-03월 말 준공예정|602 573 4931|2022-03-31
시설|KT통합미디어센터 2022-03-31 준공예정|601 992 9425|2022-03-31
시설|쉐라톤 서울 팔래스 강남호텔 - 2021.02.01 영업 종료 (해당 위치에 공동주택 개발 예정)|585 813 1644|2022-03-31
시설|성연유치원 2022-03-00 개원예정|513 872 5800|2022-03-31
도로 : 국도|국도 59호선 산청~삼장 국도건설공사(밤머리재터널) 2022년 상반기 개통 예정|357 834 0790|2022-03-31
시설|국가정보자원관리원 공주센터 - 2022.03 완공예정|481 213 2235|2022-03-31
시설|청계면행정복지센터 신청사 - 2022-03-00 준공예정|306 062 5454|2022-03-31
시설|관악구 장애인센터 - 2022.03 준공 예정|583 403 1090|2022-03-31
시설|조치원읍 제2복합커뮤니티센터 - 2022.03 준공 예정|487 973 4731|2022-03-31
시설|4호선 별내별가람역 - 2022-03-19 개통예정|603 833 2878|2022-03-31
시설|수운기념관 - 2022년 03월 준공예정|412 495 4831|2022-03-31
시설|4호선 진접역 - 2022-03-19 개통 예정|609 523 3817|2022-03-31
도로 : 일반도로|하동 군청 앞 대로 설치 2022 상반기 개통예정|322 943 9727|2022-03-31
시설|안산교육지원청 신축 - 2022.03 준공 예정|564 203 0046|2022-03-31
시설|부천 소사경찰서 - 2022.03 예정|582 302 9728|2022-03-31
시설|창원 해양경찰서 2022-03-00 예정|336 864 8630|2022-03-31
시설|평리6동행정복지센터 - 2022.03 준공 예정|410 344 8365|2022-03-31
시설|송도4동행정복지센터 - 2022-03 개관 예정|573 622 7624|2022-03-31
시설|옛 철도병원 부지 용산역사박물관 2022-상반기 준공예정|588 423 1255|2022-03-31
시설|JW메리어트 제주 2022 상반기 준공예정|125 852 6631|2022-03-31
아파트|음성 코아루 2022-03-31 준공예정|524 083 9173|2022-03-31
시설|군산 동부권 도서관 신축|421 262 8847|2022-03-31
시설|광명타워 (새마을시장주차장) 2022년 3월 예정|582 923 0009|2022-03-31
시설|김천 복합혁신센터 신축 2022년 3월 예정|436 874 4463|2022-03-31
시설|생활밀착형 국민체육센터 - 2022년 4월 예정|333 903 0407|2022-04-01
아파트|신천안한성필하우스에듀타운1단지아파트-2022년4월예정|511 313 3293|2022-04-01
아파트|월배삼정그린코아카운티-2022년4월예정|404 254 8055|2022-04-01
아파트|힐스테이트 비산파크뷰 - 2022.04 입주 예정|575 453 0915|2022-04-01
아파트|삼가동 힐스테이트 - 2022.04 준공 예정|557 083 3491|2022-04-01
시설|삼영빌딩 - 2022.04 준공 예정|460 623 5800|2022-04-01
아파트|신흥SKVIEW아파트-2022년4월예정|458 743 6403|2022-04-01
아파트|협성휴포레시그니처-2022년4월예정|584 223 0599|2022-04-01
시설|망포복합체육센터 2022-04-00|557 353 2179|2022-04-01
아파트|시흥장현A8블록신혼희망타운아파트 - 2022.04 예정|572 872 9434|2022-04-01
아파트|세종하늘채센트레빌M5BL-2022년4월예정|476 543 5105|2022-04-01
아파트|당진 아이파크 2022-04-00 입주예정|520 482 7733|2022-04-01
시설|석림동 가족센터 - 2022.04 준공 예정|506 912 5806|2022-04-01
아파트|울산문수로두산위브더제니스-2022.04|373 275 6532|2022-04-01
아파트|도원역서희스타힐스크루즈시티-2022년4월예정|582 102 7781|2022-04-01
아파트|신천안한성필하우스에듀타운2단지아파트-2022년4월예정|511 393 3321|2022-04-01
아파트|강원원주행구동골드클래스 -2022년4월|568 474 2125|2022-04-01
아파트|역삼센트럴아이파크 - 2022.04 입주 예정|585 743 2117|2022-04-01
아파트|우방아이유쉘메가시티2단지-2022년4월예정|555 653 1381|2022-04-01
시설|공관어린이집재건축 - 2022-04-00 준공 예정|374 285 6540|2022-04-01
시설|용인창의과학 도서관 2022년 4월 예정|567 373 2598|2022-04-01
아파트|화성우방아이유쉘메가시티1단지-2022년4월예정|555 453 1397|2022-04-01
도로 : 일반도로|슬도 진입로 도로개설 - 2022 예정|367 635 7890|2022-04-01
도로 : 일반도로|봄꽃 경관농업단지|313 454 5836|2022-04-01
아파트|남양주 별내 A25 신혼희망타운 - 2022.04 예정|603 753 2940|2022-04-01
도로 : 일반도로|천안 용곡-청수동간 눈들건널목 2022-04 준공예정|509 433 3234|2022-04-01
시설|시립청소년 음악창작센터 2022-04-00|586 842 9926|2022-04-01
시설|송도 AT센터 2022년 4월 예정|572 792 8006|2022-04-01
시설|중앙동 행정복지센터 - 2022년 4월 준공|557 073 3862|2022-04-01
시설|서면데시앙스튜디오-2022년4월예정|332 025 3853|2022-04-01
아파트|여수웅천마린파크애시앙1단지 - 2022년 4월 예정|288 133 9059|2022-04-01
도로 : 일반도로|용곡지하차도 (남부대로 지하차도) 2022-04-00 준공예정|508 443 3088|2022-04-01
시설|한국불교문화체험관 - 2022-04-00 준공예정|478 613 4732|2022-04-01
아파트|울산지안스로가 - 2022.04 예정|364 905 5329|2022-04-01
시설|칸타빌수유팰리스 - 2022.04 예정|601 043 1900|2022-04-01
아파트|여수웅천마린파크애시앙2단지 - 2022년 4월 예정|288 273 9072|2022-04-01
아파트|번영로 하늘채 센트럴파크 - 2022.04 준공 예정|372 505 6817|2022-04-01
시설|황금2동 행정복지센터 신축 이전 2022.04 예정|407 174 9162|2022-04-01
아파트|신만덕 베스티움 에코포레 -2022년4월|337 975 3678|2022-04-01
아파트|병점복합타운 A1 - 2022.04 입주 예정|553 553 1962|2022-04-01
도로 : 일반도로|팔탄우회도로 건설공사 2022-04-01 준공예정|537 613 0584|2022-04-01
아파트|세종한신더휴리저브2아파트-2022년4월예정|477 703 4382|2022-04-01
아파트|화성태안A1BL아파트 - 2022년 4월 예정|553 853 1625|2022-04-01
도로 : 일반도로|서판교터널 2022 전체차로 개통|572 073 2409|2022-04-01
아파트|더라움펜트하우스 오피스텔 - 2022.04|589 863 2372|2022-04-01
시설|청소년 도심숲속 힐링센터 - 2022.04 완공 예정|611 193 1971|2022-04-01
아파트|화성태안A2BL아파트 - 2022년 4월 예정|553 743 1652|2022-04-01
시설|청미천 공원골프장 조성|542 793 8460|2022-04-01
시설|오시리아 스위첸 마티에 - 2022.04 준공 예정|336 095 5539|2022-04-01
아파트|이안오션파크W - 2022.04 입주 예정|329 195 4093|2022-04-01
아파트|부산오션시티푸르지오-2022년4월예정|323 135 4123|2022-04-01
도로 : 일반도로|인천 문학터널 2022년 4월 무료 전환|578 362 8084|2022-04-01
도로 : 일반도로|문전교차로 지하차도 문현방향 2022-04-13 개통예정|331 765 3936|2022-04-13
시설|제천 제3일반산업단지 2022-04 중순 준공예정|547 464 3961|2022-04-15
도로 : 일반도로|상문도시계획도로(대로 3-9호선) 2022-04-26 개통예정|301 884 9433|2022-04-26
시설|온천3동 복합청사 - 2022년 4월 준공 예정|337 645 3932|2022-04-29
시설|한림리 복층주차장 - 2021.04 준공 예정|144 192 3686|2022-04-30
시설|강양우봉산업단지 1지구 - 준공 완료|359 795 6898|2022-04-30
시설|진도소방서 증축공사 2022-04 말 준공예정|258 732 3493|2022-04-30
시설|선학동행정복지센터 신축 2022-04-00|578 042 8381|2022-04-30
시설|서산 다목적실내체육관 - 2022.04 완공 예정|509 972 5550|2022-04-30
시설|남외도서관 2022-04-00 준공예정|377 205 6991|2022-04-30
시설|이마트트레이더스 동탄점 - 2022.04 준공 예정|552 593 2671|2022-04-30
시설|여주 팔도한마당 테마파크 2022년 4월 예정|558 103 8288|2022-04-30
시설|두정역 북부출입구 신설 및 두정1교 개량 공사 - 2022.04 예정|513 743 3231|2022-04-30
도로 : 일반도로|온천북교 개설공사 - 2022.04 개통 예정|462 513 5374|2022-04-30
시설|미사리버파크 - 2022.04 준공 예정|592 303 3689|2022-04-30
시설|보령머드테마파크 - 2022.04 준공 예정|457 702 6363|2022-04-30
도로 : 일반도로|화도IC 진입로 2022-04-00 추가 설치예정|600 533 4968|2022-04-30
시설|샹보르 영무파라드 지식산업센터 - 2022.04 준공 예정|601 392 7493|2022-04-30
시설|쿠팡 대구물류센터 |385 974 7091|2022-04-30
시설|목동깨비시장 공동주차장 및 공유센터 - 2022.04 예정|590 913 0152|2022-04-30
시설|염창동 한강G트리타워 - 2022년 4월 예정|590 963 0302|2022-04-30
시설|지곡면 행정복지센터 - 2022.04 준공 예정|516 962 5553|2022-04-30
도로 : 일반도로|안동 용정교 확장 2022-04-07 준공예정|483 285 0528|2022-04-30
도로 : 일반도로|금산교 확장공사 - 2022.04 준공 예정|338 654 3806|2022-04-30
시설|주안5동 행정복지센터 신축 - 2022.04 준공 예정|582 162 8239|2022-04-30
도로 : 일반도로|동작구 옛범진여객~솔밭로 입구 확장 2022-04-30 준공예정|584 043 1404|2022-04-30
시설|인창동 행정복지센터 신축공사 - 2022년 4월 예정|596 993 3081|2022-04-30
시설|호암직동행정복지센터 신축 - 2022.04 준공 예정|526 624 1707|2022-04-30
도로 : 일반도로|옥정지구교차로 부근 공사중도로|620 083 2523|2022-04-30
아파트|힐스테이트다사역-2022년5월예정|409 054 7348|2022-05-01
시설|여수 학동 코아루 시티코어 - 2022년 5월 예정|290 013 8811|2022-05-01
도로 : 일반도로|청도천변 강변도로 2022-05-00 준공예정|384 885 0529|2022-05-01
아파트|파주운정신도시중흥S클래스-2022년5월예정|608 902 8579|2022-05-01
시설|어울림 문화센터 2022년 완공|624 823 9501|2022-05-01
아파트|지제역더샵센트럴시티-2022년5월예정|534 123 2426|2022-05-01
시설|인천선학체육관 내 인천유나이티드FC 클럽하우스 건립 - 2022년 5월 예정|578 152 8406|2022-05-01
아파트|검단파라곤 1차 보타닉파크 - 2022.05 입주 예정|596 462 8454|2022-05-01
시설|업성CGV - 2022년 5월 예정|514 893 3100|2022-05-01
시설|한국농어촌공사 충남본부 2022년 5월 예정|494 522 8132|2022-05-01
아파트|힐스테이트광교산-2022년5월예정|567 663 2355|2022-05-01
시설|한강 의정부 고산 듀클래스 2022-05-00|610 423 2762|2022-05-01
아파트|현대힐스테이트이진베이시티-2022년5월예정|324 115 3480|2022-05-01
아파트|한내 시온 숲속의 아침뷰 - 2022년 5월 예정|308 114 9022|2022-05-01
도로 : 일반도로|검단일반산업단지 진입도로 개설공사 - 2022년 5월 준공예정 |415 405 5414|2022-05-01
시설|통진읍행정복지센터 - 2022.05 예정|605 862 7306|2022-05-01
시설|충주종합운동장 내 유소년 축구장조성공사 - 2022년5월 완공|527 144 1508|2022-05-01
시설|복대국민체육센터 - 2022.05 준공 예정|493 193 6295|2022-05-01
시설|김포시 제2보건소 신축 2022년 5월 예정|605 842 7311|2022-05-01
아파트|전주 태평 아이파크 - 2022.05 입주 예정|404 683 3091|2022-05-01
아파트|이편한세상 금산센터하임 2022-05-00 입주|435 763 6973|2022-05-01
아파트|월성삼정그린코아포레스트아파트-2022년5월예정|405 294 8086|2022-05-01
아파트|탕정지구지웰시티푸르지오2차아파트-2022년05월예정|508 473 2518|2022-05-01
아파트|모아엘가더수완아파트-2022년5월예정|335 202 9789|2022-05-01
시설|목동더샵리슈빌 - 2022.05 입주 예정|459 623 6094|2022-05-01
아파트|광주무등산골드클래스2차-2022년5월예정|329 063 0880|2022-05-01
도로 : 일반도로|황해경제자유구역 포승지구 조성사업 준공 |526 893 0218|2022-05-01
아파트|동대구역더샵센터시티아파트-2022년05월예정|410 384 9157|2022-05-01
도로 : 일반도로|국도 28호선 대련3리방면 신규도로 개설|429 615 6645|2022-05-01
도로 : 고속국도|경부고속도로 남사IC 2022-05-00 개통예정|543 373 2912|2022-05-01
시설|송도 브로드스퀘어 - 2022.05 준공 예정|575 092 7642|2022-05-01
시설|대한의사협회 - 2022.05 예정|587 933 1258|2022-05-01
아파트|힐스테이트명륜2차 - 2022년5월예정|338 765 4111|2022-05-01
아파트|공공임대 행복주택 - 2022.05 준공예정|486 164 7558|2022-05-01
시설|신림선 보라매공원역 - 2022-05-01 준공예정|584 963 0741|2022-05-01
시설|장흥고등학교 증축 2022-05월 준공예정|281 103 0715|2022-05-01
아파트|광교산더샵퍼스트파크 - 2022.05 입주 예정|563 903 1815|2022-05-01
시설|오송다목적체육관 - 2022.05 준공 예정|491 123 4993|2022-05-01
아파트|함평한국아델리움퍼스트 2022-05-00 입주예정|322 682 6521|2022-05-01
시설|JS496 - 2022.05 준공 예정|586 293 0666|2022-05-01
시설|청주밀레니엄타운 내 충북장애인회관 및 충북교통방송공사 신축 -  2022년 5월 예정|497 543 6805|2022-05-01
아파트|호반써밋검단2차 - 2022.05 입주 예정|594 692 8524|2022-05-01
