TYPE|TEXT|NID|LCODE|COMPLETE_DATE|LIMIT_DATE|RESULT|REQUEST_DATE|REVIEW_DATE|HEIGHT_LIMIT|WEIGHT_LIMIT|ROAD_WORK|TIME_ID|POI_CAT|POI_DATE|NET_CAT|NET_DATE|MAP_CAT|MAP_DATE|DATA_CHECK|SERVICE_CHECK|URL|CREATE_DATE|UPDATE_DATE|DEL_FLAG|CMMS_UPDATE_DATE
시설|강일119안전센터 - 2020.12.23 준공|11540|591 893 3562|2020-12-31|2020-12-08|완료|2021-01-25|2020-11-23|||||완료||완료|2020-12-02|완료| |Yes|Yes|http://www.dailiang.co.kr/news/articleView.html?idxno=204830|2020-05-21|2020-12-24|0|2021-12-23 09:08:50.537148|POLYGON ((971666.172645418 1950961.89953091, 971661.172645418 1950920.89953091, 971718.672645418 1950906.89953091, 971732.172645418 1950953.89953091, 971666.172645418 1950961.89953091))
도로 : 일반도로|대전 과학벨트 진입도로 B 2020-12-00|7376|472 103 5562|2020-12-31|2020-11-24|완료|2021-01-04|2021-01-05|||||구축요청||완료|2020-07-02|구축요청| |Yes|Yes|https://www.calspia.go.kr/portal/stat/selectMolitRoadProjStatView.do?siteNo=C2017039|2019-05-08|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((988059.849537 1827804.017424, 987915.433041994 1827727.22655376, 988419.849537 1827452.017424, 988983.433041994 1826827.22655376, 989555.433041994 1826903.22655376, 989563.433041994 1826991.22655376, 989039.433041994 1826935.22655376, 988715.849537 1827404.017424, 988179.433041994 1827699.22655376, 988059.849537 1827804.017424))
도로 : 일반도로|반여삼어교 - 2020.12.31 개통|12467|338 215 4518|2020-12-31|2020-12-08|완료|2021-01-04|2021-01-05|||||구축요청||완료| |구축요청| |Yes|Yes|https://blog.naver.com/PostView.nhn?blogId=hudpr&logNo=222072248557|2020-11-02|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((1147635.01 1691687.58, 1147440.01 1691696.58, 1147386.01 1691339.58, 1147412.01 1691339.58, 1147460.01 1691661.58, 1147632.01 1691649.58, 1147635.01 1691687.58))
시설|삼척중앙시장 1주차장 주차타워 - 2020.11 준공 예정|11991|579 535 5006|2020-12-31|2020-11-17|완료|2021-01-04|2020-12-01|||||완료||완료|2020-12-10|완료| |Yes|Yes|fnnews.com/news/202007200855283242|2020-07-20|2020-12-24|0|2021-12-23 09:08:50.537148|POLYGON ((1147269.298007 1939548.856336, 1147269.548007 1939533.856336, 1147260.548007 1939531.356336, 1147266.798007 1939448.856336, 1147306.798007 1939452.356336, 1147304.548007 1939504.606336, 1147290.048007 1939507.106336, 1147288.548007 1939551.106336, 1147269.298007 1939548.856336))
시설|옥계첨단소재융합산업지구|12326|598 615 3613|2020-12-31|2020-11-24|완료|2021-11-15|2021-11-16|||||완료||완료| |구축요청| |Yes|Yes|https://blog.naver.com/cafer009175/221436953973|2020-10-12|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1134772.01 1958633.41, 1134944.01 1958567.41, 1135112.01 1958569.41, 1135182.01 1958485.41, 1135398.01 1958635.41, 1135386.01 1958669.41, 1135430.01 1958759.41, 1135544.01 1958807.41, 1135680.01 1958503.41, 1135934.01 1958331.41, 1136066.01 1958487.41, 1135864.01 1958633.41, 1135624.01 1958921.41, 1135558.01 1959045.41, 1135428.01 1958889.41, 1135282.01 1958939.41, 1135104.01 1958923.41, 1134984.01 1958869.41, 1134904.01 1958687.41, 1134772.01 1958633.41))
시설|충주 한스타워 - 2020.12 예정|12790|529 644 1645|2020-12-31|2021-01-12|완료|2021-02-01|2021-01-05|||||완료||완료|2021-01-14|구축요청| |Yes|Yes|https://blog.naver.com/wljj1987/222169122180|2020-12-21|2021-01-22|0|2021-12-23 09:08:50.537148|POLYGON ((1038064.94903039 1887053.4143207, 1038066.69903039 1887014.4143207, 1038102.44903039 1887018.6643207, 1038102.44903039 1887053.9143207, 1038064.94903039 1887053.4143207))
도로 : 국도|주포-오천 확포장공사 준공|9333|468 692 7140|2020-12-31|2021-01-26|완료|2021-01-18|2021-01-19|||||구축요청||완료|2020-12-30|구축요청| |Yes|Yes|https://www.calspia.go.kr/io/cm/selectIoCmConstructionTab01View.do?sptNo=C2016024|2019-10-11|2021-01-25|0|2021-12-23 09:08:50.537148|POLYGON ((913247.470628324 1827274.25177087, 913643.470628325 1827594.25177087, 913869.470628324 1827706.25177087, 914059.470628325 1827818.25177087, 914443.470628324 1827634.25177087, 914641.470628325 1827568.25177087, 914843.470628324 1827674.25177087, 915253.470628325 1827472.25177087, 915427.470628324 1827244.25177087, 915545.470628324 1826710.25177087, 915777.470628324 1826610.25177087, 915865.470628325 1826622.25177087, 916039.470628324 1826310.25177087, 916059.470628324 1825958.25177087, 916279.470628324 1825744.25177087, 916475.470628324 1825640.25177087, 916655.470628324 1825680.25177087, 917055.470628325 1825580.25177087, 917227.470628325 1825486.25177087, 917505.470628325 1825054.25177087, 917971.470628325 1824702.25177087, 918005.470628325 1824754.25177087, 917559.470628324 1825114.25177087, 917273.470628325 1825532.25177087, 917017.470628325 1825660.25177087, 916631.470628325 1825726.25177087, 916389.470628324 1825732.25177087, 916175.470628324 1825924.25177087, 916131.470628325 1826042.25177087, 916069.470628324 1826418.25177087, 915905.470628324 1826660.25177087, 915587.470628325 1826766.25177087, 915465.470628324 1827278.25177087, 915373.218156 1827475.081877, 914983.470628325 1827706.25177087, 914843.470628324 1827732.25177087, 914571.470628324 1827632.25177087, 914293.470628324 1827780.25177087, 914033.470628325 1827876.25177087, 913613.470628325 1827606.25177087, 913223.470628324 1827282.25177087, 913247.470628324 1827274.25177087))
아파트|안동운흥 A2블록 행복주택아파트 2021-01-00|10084|484 285 0306|2021-01-01|2020-12-15|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/kjskjskjs7329/221891992570|2020-02-03|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((1110027.20758038 1841095.32326549, 1109979.20758038 1841099.32326549, 1109994.70758038 1841032.82326549, 1110144.70758038 1841064.82326549, 1110141.70758038 1841083.32326549, 1110027.20758038 1841095.32326549))
시설|더펜트하우스수성-2021년 1월 입주 예정|7821|404 074 9100|2021-01-01|2020-12-02|완료|2021-01-25|2021-01-27|||||구축요청||구축요청||구축요청||||http://thepenthouse-suseong.co.kr/sub3/sub3_1.php|2019-05-27|2021-02-01|0|2021-12-23 09:08:50.537148|POLYGON ((1100961.02980229 1758740.01217106, 1100926.02980229 1758432.01217106, 1101073.02980229 1758398.01217106, 1101068.02980229 1758758.01217106, 1100961.02980229 1758740.01217106))
시설|수원 대유평지구 2021-00-00|8479|562 933 1543|2021-01-01|2020-12-02|완료|2021-07-12|2019-07-22|||||구축요청||구축요청||구축요청||||http://m.blog.daum.net/kieury/11301947|2019-07-17|2021-07-07|0|2021-12-23 09:08:50.537148|POLYGON ((954741.48276727 1921447.38901304, 954641.48276727 1921389.38901304, 954828.48276727 1920950.38901304, 955407.48276727 1921213.38901304, 955242.48276727 1921566.38901304, 954791.48276727 1921358.38901304, 954741.48276727 1921447.38901304))
시설|온천장역삼정그린코아더시티-2021년1월예정|8237|339 225 4116|2021-01-01|2020-12-02|완료|2021-02-01|2021-02-02|||||구축요청||구축요청||구축요청||||https://blog.naver.com/birdsilver9/221359025923|2019-07-08|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((1144017.02963252 1692596.26540923, 1144006.02963252 1692544.76540923, 1144041.52963252 1692530.26540923, 1144062.52963252 1692584.26540923, 1144017.02963252 1692596.26540923))
아파트|장성삼계아파트 - 2021.01 입주 예정|11340|343 512 7989|2021-01-01|2020-12-15|완료|2021-01-25|2021-01-25|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/ensuk3535/221783051870|2020-04-27|2021-02-01|0|2021-12-23 09:08:50.537148|POLYGON ((923831.312595917 1696165.25661816, 923805.312595917 1696065.25661816, 924037.812595917 1696111.25661816, 923970.812595917 1696208.25661816, 923831.312595917 1696165.25661816))
시설|남양주 북부 장애인 복지관 2021년 1월 예정|4688|611 643 3953|2021-01-01|2020-12-02|완료|2021-01-11|2021-01-11|||||구축요청||구축요청||구축요청||||http://www.kns.tv/news/articleView.html?idxno=510277|2018-12-28|2021-01-18|0|2021-12-23 09:08:50.537148|POLYGON ((974919.630325107 1971217.28179109, 974956.202931436 1971173.50300941, 974991.380325107 1971195.53179109, 975006.130325107 1971234.03179109, 974949.952931436 1971257.25300941, 974919.630325107 1971217.28179109))
시설|명지제나우스 2021년 2월 예정|5000|325 615 2236|2021-01-01|2020-12-02|완료|2021-01-18|2021-01-19|||||구축요청||구축요청||구축요청||||https://blog.naver.com/donga9608/222116287433|2019-01-16|2021-01-25|0|2021-12-23 09:08:50.537148|POLYGON ((1128360.06264529 1678388.48054654, 1128359.56264529 1678334.98054654, 1128447.06264529 1678327.73054654, 1128441.81264529 1678379.73054654, 1128360.06264529 1678388.48054654))
아파트|양주옥정대방노블랜드-2021년 1월예정|8361|620 213 2672|2021-01-01|2020-12-02|완료|2021-02-01|2021-02-01|||||구축요청||구축요청||구축요청||||http://mybuzz.speedgabia.com/yj/page_0404.jpg|2019-07-10|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((964384.65857271 1980227.72037234, 964374.115313152 1979916.34277341, 964717.825574722 1979914.2341215, 964718.528458692 1980147.5915997, 964384.65857271 1980227.72037234))
시설|서림마을행복주택 A블럭 2021년 1월 입주 예정|10426|333 123 0527|2021-01-01|2020-12-08|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/kjroomcom/220792934751|2020-03-03|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((945214.062039 1685353.252341, 945189.312039001 1685326.252341, 945221.062039001 1685278.252341, 945260.312039 1685319.002341, 945214.062039 1685353.252341))
아파트|래미안목동아델리체-2021년1월예정|8353|587 693 0019|2021-01-01|2020-12-15|완료|2021-02-08|2021-02-09|||||완료||완료| |완료| |Yes|Yes|http://raemian.co.kr/upload/editor/image/images/000169/02_overview.jpg|2019-07-10|2021-02-16|0|2021-12-23 09:08:50.537148|POLYGON ((942624.323872126 1946980.63694624, 942635.323872126 1946802.63694624, 942545.323872126 1946756.63694624, 942607.323872126 1946567.63694624, 942848.323872126 1946648.63694624, 942739.323872126 1946964.63694624, 942681.323872126 1947045.63694624, 942624.323872126 1946980.63694624))
시설|제주 테라시티더숨 - 2021.1 입주 예정|12585|146 452 5453|2021-01-01|2020-12-08|완료|2021-11-01|2021-11-03|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/juliatv/221543723817|2020-11-26|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((900385.995557257 1494058.03917774, 900387.745557257 1493998.53917774, 900453.745557257 1493994.03917774, 900451.245557257 1494063.78917774, 900385.995557257 1494058.03917774))
시설|울산병원 증축리모델링 2021년 예정|5475|374 665 6711|2021-01-01|2020-12-02|완료|2021-01-25|2020-01-14|||||구축요청||구축요청||구축요청||||http://www.iusm.co.kr/news/articleView.html?idxno=835349|2019-02-18|2021-01-21|0|2021-12-23 09:08:50.537148|POLYGON ((1165205.54710393 1729400.83363476, 1165233.42210393 1729302.83363476, 1165283.27980613 1729318.80476096, 1165249.42210393 1729412.70863476, 1165205.54710393 1729400.83363476))
아파트|포천송우1서희스타힐스 -2021년 4월|6559|622 093 3203|2021-01-01|2020-12-15|완료|2021-04-12|2021-04-12|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/hellogm11/221440630972|2019-03-25|2021-04-19|0|2021-12-23 09:08:50.537148|POLYGON ((968805.785161 1982109.329987, 968702.785161 1981929.329987, 968893.785161 1981838.829987, 969003.785161 1981870.829987, 969051.785161 1981998.829987, 968805.785161 1982109.329987))
아파트|노형벽강하이본타워7차 - 2021.01 입주예정|12586|152 042 6069|2021-01-01|2020-12-08|완료|2021-11-01|2021-11-02|||||완료||예정| |완료| |Yes|Yes|https://blog.naver.com/juliatv/221543723817|2020-11-26|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((905771.013958154 1499743.16003979, 905762.763958154 1499693.91003979, 905792.263958154 1499693.16003979, 905798.763958154 1499740.41003979, 905771.013958154 1499743.16003979))
아파트|진주일동미라주 -2021년1월|6484|335 494 3375|2021-01-01|2020-12-02|완료|2021-01-11|2021-01-14|||||구축요청||구축요청||구축요청||||https://land.naver.com/isale/complexDetail.nhn?isaleHscpNo=6016678&isaleNotifSeq=9019092|2019-03-22|2021-01-18|0|2021-12-23 09:08:50.537148|POLYGON ((1053493.687083 1687770.326931, 1053535.687083 1687669.326931, 1053604.187083 1687721.326931, 1053569.187083 1687803.826931, 1053493.687083 1687770.326931))
아파트|두산알프하임-2021년1월예정|3831|601 973 4378|2021-01-01|2020-12-15|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/imp7339/221073890484|2018-10-15|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((978217.931978 1961489.725432, 978089.931978 1961161.725432, 978143.931978 1961135.725432, 978309.931978 1961180.725432, 978379.931978 1961043.725432, 978464.931978 1961008.725432, 978543.931978 1961034.725432, 978692.931978 1961144.725432, 978549.931978 1961449.725432, 978405.931978 1961457.725432, 978288.931978 1961562.725432, 978216.931978 1961504.725432, 978216.931978 1961500.725432, 978217.931978 1961489.725432))
아파트|동탄역힐스테이트2차-2021년1월예정|8607|554 693 2624|2021-01-01|2020-12-15|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|http://blog.daum.net/_blog/BlogTypeView.do?blogid=0tZdZ&articleno=99&categoryId=4&regdt=20180904215552|2019-08-06|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((963938.211338 1912809.942303, 963877.211338 1912810.942303, 963824.211338 1912783.942303, 963798.711338 1912740.442303, 963791.711338 1912699.442303, 963879.711338 1912694.942303, 963938.211338 1912809.942303))
아파트|서림마을 행복주택 B블럭 -2021년 1월 입주 예정|6429|333 063 0536|2021-01-01|2020-12-08|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/kjroomcom/220792934751|2019-03-20|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((945222.246533726 1685276.9518254, 945346.728702057 1685174.89191099, 945376.109586508 1685265.35410785, 945266.317860402 1685321.02315208, 945222.246533726 1685276.9518254))
아파트|대방디엠시티더센텀 2021년 1월 예정|6572|554 383 2704|2021-01-01|2020-12-02|완료|2021-02-01|2021-02-01|||||구축요청||구축요청||구축요청||||http://www.dmcity-dt.co.kr/page_0402.html|2019-03-25|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((964424.961338 1912491.442303, 964430.961338 1912382.442303, 964583.961338 1912378.442303, 964616.461338 1912489.942303, 964424.961338 1912491.442303))
아파트|수원고등C1블록 행복주택 - 2021.01 입주|11321|561 123 1598|2021-01-01|2020-12-15|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://blog.naver.com/odsej/221731093975|2020-04-27|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((955428.43797269 1919425.79648095, 955417.18797269 1919411.29648095, 955432.68797269 1919376.79648095, 955522.18797269 1919388.29648095, 955520.93797269 1919433.79648095, 955428.43797269 1919425.79648095))
아파트|평촌어바인퍼스트-2021년1월예정|8477|571 973 1140|2021-01-01|2020-12-02|완료|2021-02-01|2021-02-02|||||구축요청||구축요청||구축요청||||http://www.kkapt.net/kes_board/view.php?mode=view&tbname=kkapt_40&no=113&offset=0&que=&ser=&category=&category_tbname=kkapt&category_parent=19&category_no=40|2019-07-17|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((951614.317017954 1930914.92327357, 951704.317017954 1930677.92327357, 951646.317017954 1930579.92327357, 951677.317017954 1930192.92327357, 951922.317017954 1930265.92327357, 951902.317017954 1930608.92327357, 951941.317017954 1930636.92327357, 951770.317017954 1930985.92327357, 951614.317017954 1930914.92327357))
아파트|다산자이아이비플레이스아파트-2021년1월예정|5704|599 433 3253|2021-01-01|2020-12-15|완료|2021-02-01|2021-02-01|||||완료||완료| |완료| |Yes|Yes|https://xi.co.kr/dasanivy/view?cmsMenuSeq=144|2019-02-26|2021-02-08|0|2021-12-23 09:08:50.537148|POLYGON ((969109.684583278 1958829.17501123, 969105.684583278 1958625.17501123, 969127.684583278 1958519.17501123, 969296.684583278 1958579.17501123, 969294.684583278 1958829.17501123, 969109.684583278 1958829.17501123))
도로 : 일반도로|광진교 남단 나들목 신설 - 2020.12 예정|11572|591 463 2968|2021-01-04|2020-12-05|완료|2021-01-04|2021-01-05|||||||구축요청||||||https://blog.naver.com/estate21/221172024437|2020-05-27|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((966742.91 1950566.67, 966731.41 1950524.67, 966841.41 1950483.67, 966857.91 1950540.67, 966742.91 1950566.67))
도로 : 일반도로|덕계시가지 도로정비 - 2020.12 까지|12428|356 225 4870|2021-01-04|2020-12-05|완료|2021-01-04|2021-01-05|||||||구축요청||||||http://www.gndomin.com/news/articleView.html?idxno=257177#0BNb|2020-10-27|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((1150293.63359 1710777.618405, 1150235.63359 1710311.618405, 1149863.63359 1709853.618405, 1149699.63359 1709485.618405, 1149729.63359 1709471.618405, 1149869.63359 1709815.618405, 1149953.63359 1709929.618405, 1150267.63359 1710305.618405, 1150317.63359 1710777.618405, 1150293.63359 1710777.618405))
도로 : 일반도로|조야초교 서편 도로건설공사(2단계) 2020년 12월 예정|10375|413 814 8653|2021-01-04|2020-12-05|완료|2021-01-04|2021-01-05|||||||구축요청||||||\\\\\\\\Ddss_nas05\\\\mapplan\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\조야초등학교 부근 도로 확인 요청(nid = 10375)|2020-02-28|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((1097036.942396 1768548.412809, 1096684.942396 1768410.912809, 1096688.442396 1768393.412809, 1097196.442396 1768529.412809, 1097118.442396 1768670.412809, 1097036.942396 1768548.412809))
시설|운남중학교 2021년 3월 예정|8780|436 834 4358|2021-01-04|2021-02-16|완료|2021-02-15|2021-02-22|||||완료||완료|2020-02-11|완료|2020-01-28|Yes|Yes||2019-08-29|2021-03-02|0|2021-12-23 09:08:50.537148|POLYGON ((1061101.41123986 1791918.56356541, 1061064.91123986 1791870.06356541, 1061071.41123986 1791778.56356541, 1061159.41123986 1791795.56356541, 1061157.41123986 1791920.56356541, 1061101.41123986 1791918.56356541))
시설|제천역 신축공사 - 2020-12-00|11850|545 524 4653|2021-01-04|2020-12-05|완료|2021-01-04|2020-12-07|||||구축요청||구축요청||구축요청||||https://newsis.com/view/?id=NISX20200622_0001068353&cID=10401&pID=10400|2020-06-23|2020-12-24|0|2021-12-23 09:08:50.537148|POLYGON ((1062701.08390018 1903564.7407851, 1062661.58390018 1903482.2407851, 1062800.58390018 1903433.2407851, 1062836.08390018 1903498.2407851, 1062701.08390018 1903564.7407851))
도로 : 일반도로|수산교차로 회전교차로 2020-12-00|9750|356 405 0199|2021-01-04|2020-12-05|완료|2021-01-04|2021-01-05|||||||구축요청||||||http://www.weeklyseoul.net/news/articleView.html?idxno=56799|2019-11-29|2021-01-11|0|2021-12-23 09:08:50.537148|POLYGON ((1110790.44 1709780.39, 1110767.44 1709763.39, 1110873.43 1709654.46, 1110884.93 1709679.96, 1110790.44 1709780.39))
