TYPE|TEXT|NID|LCODE|COMPLETE_DATE|LIMIT_DATE|RESULT|REQUEST_DATE|REVIEW_DATE|HEIGHT_LIMIT|WEIGHT_LIMIT|ROAD_WORK|TIME_ID|POI_CAT|POI_DATE|NET_CAT|NET_DATE|MAP_CAT|MAP_DATE|DATA_CHECK|SERVICE_CHECK|URL|CREATE_DATE|UPDATE_DATE|DEL_FLAG|CMMS_UPDATE_DATE
아파트|이안동해센트럴 - 2021.10|6884|588 545 4372|2021-10-01|2021-09-07|완료|2021-11-15|2021-11-16|||||완료||완료|2021-04-17|완료| |Yes|Yes|https://blog.naver.com/ipagua/221976523695|2019-04-03|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1141902.019288 1948730.310658, 1141871.519288 1948630.810658, 1141945.519288 1948592.310658, 1141982.019288 1948699.310658, 1141902.019288 1948730.310658))
아파트|동탄호수공원 계룡리슈빌위더스 2021년 10월예정|6183|549 473 2760|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료|2021-07-15|완료| |Yes|Yes|https://blog.naver.com/grace1009/222257561513|2019-03-13|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((964806.291508 1907492.805368, 964855.291508 1907321.805368, 965039.291508 1907222.805368, 965071.291508 1907498.805368, 964806.291508 1907492.805368))
아파트|김천 더테라스휴 - 2021.10 입주 예정|13306|443 534 3672|2021-10-01|2021-09-01|재조사|2021-12-27|2021-11-08|||||예정||완료|2021-05-14|완료| |Yes|Yes|https://blog.naver.com/mrsbok_2019/222261551487|2021-04-15|2021-11-24|0|2021-12-23 09:08:50.537148|POLYGON ((1055189.28434484 1798683.38764097, 1055346.28434484 1798483.88764097, 1055473.28434484 1798675.38764097, 1055488.28434484 1798869.38764097, 1055432.78434484 1798888.88764097, 1055189.28434484 1798683.38764097))
아파트|웅천 골드클래스 테라스힐 - 2021년 10월 예정|11451|288 763 9023|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-03|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/star6925550/221537344253|2020-05-14|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1016774.34918263 1639628.31331973, 1016769.34918263 1639627.31331973, 1016831.34918263 1639541.31331973, 1016930.34918263 1639517.31331973, 1016992.34918263 1639525.81331973, 1017082.84918263 1639608.81331973, 1017111.34918263 1639705.31331973, 1017006.34918263 1639704.31331973, 1016888.34918263 1639687.81331973, 1016774.34918263 1639628.31331973))
시설|신정동 공영주차장 - 2021.10 준공 예정|13200|587 983 0009|2021-10-01|2021-09-01|재조사|2021-12-27|2021-09-23|||||완료||구축요청| |완료| |Yes|Yes|https://www.news1.kr/articles/?4122974|2021-04-01|2021-11-24|0|2021-12-23 09:08:50.537148|POLYGON ((942602.978786089 1947110.3335209, 942597.728786089 1947039.8335209, 942615.228786089 1947036.8335209, 942647.228786089 1947074.3335209, 942602.978786089 1947110.3335209))
아파트|쌍문동시티프라디움 2021-10-00 입주예정|14076|601 593 1911|2021-10-01|2021-09-01|완료|2021-11-22|2021-11-22|0.0|0.0|||예정|2022-01-06|완료|2021-09-13|완료| |Yes|Yes|http://smpradium.co.kr/list.htm|2021-11-11|2021-11-29|0|2021-12-23 09:08:50.537148|POLYGON ((958201.619773845 1961005.940549, 958186.869773845 1960984.690549, 958273.119773845 1960890.190549, 958307.119773845 1960946.690549, 958201.619773845 1961005.940549))
아파트|화성비봉 A-1 행복주택 - 2021.10 입주 예정|12929|558 023 0284|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/jsd51345/222189164971|2021-01-19|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((944528.333732 1916379.616695, 944604.333732 1916230.116695, 944778.333732 1916283.616695, 944716.333732 1916325.616695, 944675.333732 1916418.616695, 944528.333732 1916379.616695))
시설|단국대병원 암센터 - 2021.11 개원 예정|7015|514 663 3491|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-02|||||예정||구축요청| |구축요청| |Yes|Yes|https://www.dkuh.co.kr/board5/bbs/board?bo_table=01_03_07&wr_id=1641|2019-04-10|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((970844.686673982 1871616.0164602, 970881.686673982 1871581.0164602, 970902.436673982 1871605.0164602, 970871.936673982 1871637.7664602, 970844.686673982 1871616.0164602))
시설|장승포동행정복지센터 신축 - 10월 준공|12364|301 335 0278|2021-10-01|2021-10-26|완료|2021-10-11|2021-10-13|||||구축요청||완료|2021-10-07|완료| |Yes|Yes|http://luris.molit.go.kr/web/actreg/mapboard/ArMapBoardView.jsp?seq=53222&pageNo=&zonenm=%B0%C5%C1%A6%20%B5%B5%BD%C3%B0%FC%B8%AE%B0%E8%C8%B9&startdt=&enddt=&chrgorg=&selSggCd=&select2=&select_3=&gosino=|2020-10-15|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((1112151.1985713 1653213.82268234, 1112155.4485713 1653184.69768234, 1112185.0735713 1653188.94768234, 1112183.8235713 1653215.94768234, 1112151.1985713 1653213.82268234))
시설|파주장단콩웰빙마루 - 2021-10월 초 준공 예정|11466|615 532 8237|2021-10-01|2021-09-21|완료|2021-10-04|2021-08-18|||||완료||구축요청| |구축요청| |Yes|Yes|http://www.pajumaru.com/?act=info.page&pcode=sub1_2|2020-05-15|2021-10-01|0|2021-12-23 09:08:50.537148|POLYGON ((928029.665946579 1975637.07698983, 928019.665946579 1975511.57698983, 928281.665946579 1975511.57698983, 928277.665946579 1975301.57698983, 928435.665946579 1975285.57698983, 928451.665946579 1975473.57698983, 928341.665946579 1975587.57698983, 928301.665946579 1975597.57698983, 928277.165946579 1975591.57698983, 928029.665946579 1975637.07698983))
시설|송산3동 공공복합청사 신축 - 2021년10월|6263|613 043 2851|2021-10-01|2021-09-01|완료|2021-12-06|2021-11-01|0.0|0.0|확포장||예정||완료|2021-10-01|구축요청| |Yes|Yes|http://www.nbntv.co.kr/news/articleView.html?idxno=913150|2019-03-14|2021-11-24|0|2021-12-23 09:08:50.537148|POLYGON ((965960.219253186 1972723.80890187, 965942.219253185 1972660.80890187, 965988.219253185 1972645.55890187, 966011.719253186 1972712.80890187, 965960.219253186 1972723.80890187))
시설|문수청소년문화의집 재건축 - 2021.09준공 예정|10622|375 335 6137|2021-10-01|2021-09-14|완료|2021-09-27|2021-07-13|||||예정||예정|2021-09-10|구축요청| |Yes|Yes|http://ujnews.co.kr/news/newsview.php?ncode=1065577021967327|2020-03-12|2021-10-01|0|2021-12-23 09:08:50.537148|POLYGON ((1160392.18241986 1729938.26087489, 1160393.86991986 1729927.88587489, 1160413.55741986 1729930.69837489, 1160412.74491986 1729940.57337489, 1160392.18241986 1729938.26087489))
아파트|보라매자이아파트-2021년10월예정|8246|585 543 0825|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-02|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://www.lafent.com/att_mtr/mtr/14846_01_190226113803.jpg|2019-07-09|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((949142.765776 1944521.899738, 949160.765776 1944455.399738, 949402.765776 1944509.399738, 949376.265776 1944586.399738, 949142.765776 1944521.899738))
시설|공덕1구역 (자이힐스테이트아파트) - 철거확인|11019|591 103 1162|2021-10-01|2021-09-21|완료|2022-01-10|2021-09-30|||||예정||예정|2021-09-17|구축요청| |Yes|Yes|https://newsis.com/view/?id=NISX20200319_0000961352&cID=14001&pID=14000|2020-03-30|2021-10-01|0|2021-12-23 09:08:50.537148|POLYGON ((952122.47 1950377.04, 952110.97 1950360.04, 952099.97 1950340.04, 952058.47 1950302.04, 952005.587235354 1950299.23670849, 951929.29 1950098.34, 952057.04 1950043.09, 952137.587235354 1950142.23670849, 952222.587235354 1950190.23670849, 952248.587235354 1950224.23670849, 952178.587235354 1950289.23670849, 952161.587235354 1950346.23670849, 952122.47 1950377.04))
아파트|세종중흥S-클래스센텀뷰-2021년10월예정|5037|477 113 4427|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료|2021-09-13|완료| |Yes|Yes|http://h9-sclass.com/html/sub3/sub2.html|2019-01-18|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((978377.608798513 1833148.90013781, 978367.608798513 1833080.90013781, 978374.608798513 1832985.90013781, 978492.608798513 1832960.90013781, 978647.608798513 1832930.90013781, 978471.608798513 1833102.90013781, 978377.608798513 1833148.90013781))
시설|금강보행교 2021년 10월 완공 예정|7375|476 003 4706|2021-10-01|2021-09-01|재조사|2021-12-27|2021-09-28|0.0|0.0|||예정||완료|2021-10-05|구축요청| |Yes|Yes|http://blog.naver.com/sejong_story/222004591181|2019-05-08|2021-12-02|0|2021-12-23 09:08:50.537148|POLYGON ((980635.537948 1831344.371666, 981299.537948 1831698.371666, 981531.537948 1832044.371666, 980829.537948 1832456.371666, 980593.537948 1832216.371666, 980263.537948 1831976.371666, 979947.537948 1831830.371666, 980635.537948 1831344.371666))
아파트|감일에코앤이편한세상아파트-2021년 10월예정|7833|586 183 3274|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||완료||완료|2021-02-26|완료| |Yes|Yes|https://blog.naver.com/sun00801/221523785984|2019-05-27|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((969247.043393753 1945195.09951009, 969173.147546686 1945049.18652393, 969402.349919791 1944975.29067686, 969481.255654794 1945087.38691945, 969247.043393753 1945195.09951009))
아파트|간성스위트엠센트럴-2021년 10월예정|9546|680 724 7583|2021-10-01|2021-09-14|완료|2021-11-15|2021-11-15|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/wocks1010/221582347249|2019-10-28|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1085300.7959139 2042595.38403051, 1085411.2959139 2042520.38403051, 1085432.2959139 2042540.38403051, 1085444.7959139 2042648.88403051, 1085425.7959139 2042652.88403051, 1085371.7959139 2042640.88403051, 1085300.7959139 2042595.38403051))
아파트|신내역힐데스하임참좋은-2021년10월예정|9543|597 573 2765|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||완료||완료|2020-02-28|완료| |Yes|Yes|https://blog.naver.com/mrbungae/221556431479|2019-10-28|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((965169.455281869 1956863.29893491, 965115.455281869 1956811.29893491, 965235.455281868 1956727.29893491, 965282.455281868 1956795.29893491, 965169.455281869 1956863.29893491))
아파트|상주미소지움더퍼스트-2021년10월예정|9545|469 444 4197|2021-10-01|2021-09-01|완료|2021-11-29|2021-12-01|0.0|0.0|||구축요청||구축요청||구축요청||||http://city.mh2you.com/wp-content/uploads/sites/5/2019/06/xdanzi_layout.jpg.pagespeed.ic.kqliWJD3Q0.webp|2019-10-28|2021-12-06|0|2021-12-23 09:08:50.537148|POLYGON ((1059442.93496547 1825373.08161075, 1059440.93496547 1825293.08161075, 1059625.43496547 1825290.08161075, 1059662.93496547 1825340.58161075, 1059625.93496547 1825362.08161075, 1059442.93496547 1825373.08161075))
아파트|전주에코시티데시앙14BL아파트 - 2021년 10월 예정|11452|410 743 3021|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/kwlsrud/221523213762|2020-05-14|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((966470.73686414 1765015.96630872, 966444.73686414 1764783.46630872, 966484.23686414 1764776.46630872, 966629.23686414 1764810.46630872, 966646.23686414 1764855.46630872, 966661.23686414 1764958.96630872, 966649.73686414 1765041.96630872, 966470.73686414 1765015.96630872))
아파트|동탄역예미지3차-2021년10월예정|8608|553 733 2675|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료| |완료| |Yes|Yes|https://blog.naver.com/noblegirl621/222316437263|2019-08-06|2021-11-12|0|2021-12-23 09:08:50.537148|POLYGON ((964179.70562487 1911827.05766384, 964179.70562487 1911716.13580654, 964377.830200181 1911720.321537, 964376.434956693 1911829.15052908, 964179.70562487 1911827.05766384))
시설|의정부경전철 고산역 - 2021년 9월 예정|12689|610 423 2655|2021-10-01|2021-09-21|완료|2021-09-13|2021-09-14|||||완료||구축요청| |구축요청| |Yes|Yes|https://blog.naver.com/realestateauction/222072518800|2020-12-10|2021-09-23|0|2021-12-23 09:08:50.537148|POLYGON ((964339.640874782 1970082.15623499, 964276.640874782 1969987.15623499, 964386.640874782 1969916.15623499, 964446.640874782 1970024.15623499, 964339.640874782 1970082.15623499))
아파트|화성비봉A-2 행복주택 - 2021.10 입주 예정|12930|557 953 0288|2021-10-01|2021-09-14|완료|2021-11-01|2021-11-01|||||예정||완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/highryuu/222167656008|2021-01-19|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((944601.833732 1916224.116695, 944641.833732 1916126.616695, 944733.333732 1916157.116695, 944785.333732 1916233.116695, 944778.333732 1916278.616695, 944601.833732 1916224.116695))
아파트|검단신도시한신더휴 -2021년9월|6629|595 362 8445|2021-10-04|2021-10-19|완료|2021-10-04|2021-10-05|||||구축요청||완료|2021-08-11|완료| |Yes|Yes|http://www.hs-thehue.com/ver01/constinfo/constinfo01_view02.asp?sCODE=2027500&DO=SUMMARY|2019-03-26|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((929781.682905727 1954878.17163503, 929777.085552229 1954621.48606478, 930004.654550339 1954676.65430674, 930016.914159665 1954817.63981399, 929781.682905727 1954878.17163503))
도로 : 일반도로|거창 일반산업단지 연결도로 2021-09 중순 개통|13939|387 744 1512|2021-10-04|2021-10-19|완료|2021-10-04|2021-10-05|||||해당없음||완료|2021-10-14|구축요청| |Yes|Yes|http://www.busan.com/view/busan/view.php?code=2021091515572490108|2021-09-28|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((1037421.484054 1741089.451847, 1037413.484054 1741084.701847, 1037417.64875972 1741060.78307716, 1037438.64875972 1741058.28307716, 1037468.64875972 1741070.28307716, 1037500.64875972 1741085.28307716, 1037539.14875972 1741115.78307716, 1037539.64875972 1741176.78307716, 1037541.64875972 1741208.28307716, 1037547.734054 1741222.701847, 1037568.734054 1741224.701847, 1037598.234054 1741250.201847, 1037620.234054 1741296.951847, 1037624.734054 1741323.701847, 1037643.234054 1741332.701847, 1037685.984054 1741376.951847, 1037688.234054 1741386.701847, 1037746.984054 1741460.701847, 1037762.734054 1741476.451847, 1037777.484054 1741501.451847, 1037837.984054 1741568.201847, 1037846.734054 1741582.951847, 1037859.234054 1741593.451847, 1037867.234054 1741605.451847, 1037867.09947313 1741644.26550937, 1037846.59947313 1741651.76550937, 1037857.234054 1741628.951847, 1037858.984054 1741611.201847, 1037853.734054 1741601.201847, 1037839.234054 1741590.201847, 1037828.484054 1741569.451847, 1037768.734054 1741506.951847, 1037754.984054 1741480.701847, 1037739.734054 1741464.201847, 1037682.734054 1741392.451847, 1037674.234054 1741380.201847, 1037636.984054 1741340.701847, 1037617.234054 1741329.701847, 1037608.484054 1741296.951847, 1037589.484054 1741251.451847, 1037565.984054 1741234.701847, 1037541.14875972 1741241.28307716, 1037648.14875972 1741898.28307716, 1037650.14875972 1741932.28307716, 1037630.14875972 1741945.28307716, 1037592.14875972 1741848.28307716, 1037509.14875972 1741228.28307716, 1037506.984054 1741197.951847, 1037487.984054 1741130.701847, 1037475.234054 1741109.451847, 1037445.984054 1741104.201847, 1037421.484054 1741089.451847))
도로 : 일반도로|교량 - (구)남한강교 보수공사로 인한 전면통제 확인 요청|13326|559 193 9005|2021-10-04|2021-09-04|완료|2021-10-04|2021-05-03|||||||구축요청||||||\\\\\\\\Ddss_nas05\\\\mapplan\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\(구)남한강교 보수공사로 인한 전면통제 확인 요청|2021-04-23|2021-09-30|0|2021-12-23 09:08:50.537148|POLYGON ((1015604.46405073 1917311.85265167, 1015604.46405073 1917295.85265167, 1015697.96405073 1917310.35265167, 1015779.96405073 1917314.35265167, 1016035.96405073 1917313.85265167, 1016292.96405073 1917308.35265167, 1016562.96405073 1917300.35265167, 1016562.96405073 1917309.85265167, 1016133.46405073 1917318.35265167, 1015688.46405073 1917320.85265167, 1015604.46405073 1917311.85265167))
아파트|시흥월곶역블루밍더마크 -2021년10월|6657|573 762 8805|2021-10-04|2021-10-19|완료|2021-11-01|2021-11-02|||||완료||완료|2021-10-06|구축요청| |Yes|Yes|https://land.naver.com/isale/complexDetail.nhn?isaleHscpNo=6021178&isaleNotifSeq=9023848|2019-03-26|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((932624.077676 1932564.625567, 932604.077676 1932539.625567, 932675.077676 1932502.125567, 932692.577676 1932535.125567, 932624.077676 1932564.625567))
도로 : 일반도로|제기동 정릉천동로 차선변경 2021-09-28|13940|594 633 2011|2021-10-04|2021-10-19|완료|2021-10-04|2021-10-05|||||해당없음||완료|2021-10-20|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\03.비정기실사요청\\\\3. 실사팀_참고자료\\\\2021_09\\\\0928\\\\R2021092801_컨텐츠구축3팀(실사팀 실사요청서).docx|2021-09-28|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((958998.332756278 1953721.00893544, 959013.582756278 1953717.75893544, 959047.832756278 1953863.75893544, 959052.832756278 1953863.25893544, 959045.582756278 1953887.50893544, 959026.582756278 1953868.00893544, 959030.832756278 1953866.50893544, 958998.332756278 1953721.00893544))
아파트|검단신도시유승한내들에듀파크아파트-2021년9월예정|8400|595 082 8446|2021-10-04|2021-10-19|완료|2021-10-04|2021-10-05|||||구축요청||완료|2021-08-11|완료| |Yes|Yes|https://gd.hndapt.co.kr/website/sub/sub2_3.jpg|2019-07-12|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((929790.29368993 1954597.28544163, 929796.29368993 1954306.28544163, 929942.29368993 1954265.28544163, 930001.29368993 1954648.28544163, 929790.29368993 1954597.28544163))
시설|세종 남부 경찰서 2021-10-05 신설예정|8527|475 663 4782|2021-10-05|2021-10-19|완료|2021-10-04|2021-10-05|||||구축요청||완료|2021-09-23|구축요청| |Yes|Yes|https://blog.naver.com/landlord900/222050059928|2019-07-23|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((981340.119367238 1831583.6104368, 981409.619367238 1831442.6104368, 981492.619367238 1831484.6104368, 981410.619367238 1831635.6104368, 981340.119367238 1831583.6104368))
시설|인천 소리공원 2021-07-16 조성|10394|572 792 7736|2021-10-06|2021-10-19|완료|2021-10-11||||||구축요청||완료|2021-10-07|구축요청| |Yes|Yes|http://www.kgnews.co.kr/news/articleView.html?idxno=576533|2020-03-02|2021-10-06|0|2021-12-23 09:08:50.537148|POLYGON ((923836.904609 1931683.942601, 923798.904609 1931644.942601, 923870.904609 1931514.442601, 923952.904609 1931642.942601, 923919.904609 1931691.942601, 923890.087824052 1931741.9072904, 923836.904609 1931683.942601))
시설|펙스코 2021-10월 개관|13968|413 514 9036|2021-10-07|2021-10-19|완료|2021-10-18||||||구축요청||구축요청| |구축요청| |Yes|Yes|https://www.nocutnews.co.kr/news/5632341|2021-10-07|2021-10-07|0|2021-12-23 09:08:50.537148|POLYGON ((1100371.428981 1768295.709083, 1100324.678981 1768271.959083, 1100355.678981 1768222.209083, 1100395.678981 1768244.959083, 1100396.928981 1768256.709083, 1100371.428981 1768295.709083))
시설|안양지구대 신청사 2021-10 이전|13966|574 543 0712|2021-10-07|2021-11-02|완료|2021-10-18|2021-10-19|||||완료||완료|2021-10-28|구축요청| |Yes|Yes|https://www.breaknews.com/837814|2021-10-07|2021-10-25|0|2021-12-23 09:08:50.537148|POLYGON ((948269.248667 1933244.507975, 948253.873667 1933216.257975, 948280.998667 1933199.757975, 948308.623667 1933229.007975, 948271.498667 1933248.507975, 948269.248667 1933244.507975))
도로 : 일반도로|금광아파트 ~ 성황지구 간 도시계획도로 - 2021-10-08 개통예정|11933|308 753 9022|2021-10-08|2021-10-26|완료|2022-03-14|2021-10-13|||||구축요청||완료|2021-06-11|구축요청| |Yes|Yes|\\\\\\\\Ddss_nas05\\\\mapplan\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\금광아파트 ~ 성황지구 간 도시계획도로 (nid = 11933)|2020-07-06|2021-10-27|0|2021-12-23 09:08:50.537148|POLYGON ((1017287.37 1660154.75, 1017288.37 1660259.75, 1017256.37 1660259.75, 1017254.37 1660152.75, 1017043.858879 1660252.817369, 1016941.858879 1660444.817369, 1016879.858879 1660426.817369, 1016849.858879 1660232.817369, 1016662.33834016 1660168.24682466, 1016607.33834016 1660163.24682466, 1016608.33834016 1660095.24682466, 1017289.37 1660116.75, 1017287.37 1660154.75))
시설|춘천 삼악산 케이블카 조성 2021-10-08 개장 예정|6191|625 303 9095|2021-10-08|2021-09-28|완료|2021-10-18|2021-10-18|||||완료||완료|2021-08-18|구축요청| |Yes|Yes|https://news.kbs.co.kr/news/view.do?ncd=5274820|2019-03-14|2021-10-25|0|2021-12-23 09:08:50.537148|POLYGON ((1016744.48758071 1985464.00270305, 1016760.48758071 1985268.00270305, 1016802.48758071 1984964.00270305, 1016986.48758071 1985008.00270305, 1016954.48758071 1985444.00270305, 1016744.48758071 1985464.00270305))
시설|당진 시민봉사센터 2021-09-00|9136|519 112 7498|2021-10-11|2021-09-11|완료|2021-10-11|2021-10-12|||||구축요청||구축요청||구축요청|||||2019-09-24|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((921349.95474808 1876533.29816468, 921352.95474808 1876448.79816468, 921471.20474808 1876459.04816468, 921474.70474808 1876543.54816468, 921349.95474808 1876533.29816468))
시설|담양일반산업단지|9106|352 653 1692|2021-10-11|2021-09-11|완료|2021-10-11|2021-10-13|||||구축요청||구축요청||구축요청||||https://www.damyang.go.kr/index.damyang?menuCd=DOM_000000107007006000|2019-09-23|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((954262.452758519 1705638.2795988, 954374.452758519 1704780.2795988, 956078.452758519 1705042.2795988, 956190.452758519 1705238.2795988, 956122.452758519 1705380.2795988, 955542.452758519 1705832.2795988, 954262.452758519 1705638.2795988))
도로 : 일반도로|곡교천캠핑장 진입도로 2021-10-05 개설완료|13962|509 763 1880|2021-10-11|2021-09-11|완료|2021-10-11|2021-10-13|||||||구축요청||||||http://www.jeonmae.co.kr/news/articleView.html?idxno=856841|2021-10-06|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((957391.175009 1866671.846946, 957428.425009 1866660.346946, 957464.675009 1866646.846946, 957504.425009 1866629.346946, 957565.675009 1866590.596946, 957575.925009 1866601.596946, 957584.925009 1866619.846946, 957567.925009 1866647.596946, 957568.175009 1866650.596946, 957574.425009 1866649.346946, 957567.425009 1866661.346946, 957554.425009 1866654.346946, 957560.675009 1866652.596946, 957558.925009 1866649.346946, 957534.425009 1866652.096946, 957522.675009 1866655.846946, 957517.425009 1866647.596946, 957512.675009 1866637.346946, 957430.675009 1866673.346946, 957401.675009 1866684.346946, 957396.675009 1866680.096946, 957391.175009 1866671.846946))
시설|박상진호수공원 공영주차장 2021-10-05 준공|13963|381 685 7244|2021-10-11|2021-10-26|완료|2021-10-11|2021-10-13|||||구축요청||예정|2021-10-22|예정| |Yes|Yes|https://www.bukgu.ulsan.kr/lay2/S1T1372C1890/contents.do|2021-10-06|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((1169522.265051 1736702.091401, 1169541.765051 1736520.091401, 1169611.765051 1736542.591401, 1169601.265051 1736716.091401, 1169519.265051 1736723.591401, 1169522.265051 1736702.091401))
아파트|e편한세상중문-2021년 10월 준공|9512|127 242 5474|2021-10-12|2021-10-12|완료|2021-11-01|2021-11-05|||||구축요청||완료|2020-11-26|완료| |Yes|Yes|https://www.dlcon-apt.co.kr/Cici_view01.action?commonMap.CD_BIZ_LND=181097|2019-10-28|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((900387.536905143 1474429.13418087, 900309.036905143 1474205.63418087, 900367.536905143 1474183.63418087, 900508.536905143 1474380.63418087, 900387.536905143 1474429.13418087))
도로 : 일반도로|난지섬 난지대교 - 2021-10-14 개통예정|11444|536 422 5613|2021-10-14|2021-09-14|완료|2021-09-20||0.0|0.0|확포장||해당없음||완료|2021-09-01|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\난지섬 난지대교 (nid = 11444 )|2020-05-14|2021-11-24|0|2021-12-23 09:08:50.537148|POLYGON ((905345.58830925 1895241.80735064, 905245.607808346 1895097.91186277, 906465.607808346 1893529.91186277, 907061.607808346 1893357.91186277, 907253.607808346 1893781.91186277, 906755.585171654 1894039.4187089, 906733.607808346 1894685.91186277, 906277.607808346 1894741.91186277, 905726.47072897 1895234.45870374, 905345.58830925 1895241.80735064))
시설|춘천 약사 8구역 재정비 도로개설사업(중로1-74) 2021-09 중순 개통예정|1510|626 113 9452|2021-10-15|2021-10-05|완료|2021-09-27|2021-09-28|||||해당없음||완료|2020-03-04|구축요청| |Yes|Yes|https://blog.naver.com/ayr7676/221709110852|2018-04-23|2021-10-05|0|2021-12-23 09:08:50.537148|POLYGON ((1019614.82956123 1985933.09097347, 1019635.82956123 1985912.59097347, 1019728.32956123 1986015.09097347, 1019800.70314582 1986047.0296124, 1019849.70314582 1986102.0296124, 1019923.32956123 1986137.09097347, 1019914.20314582 1986146.5296124, 1019702.70314582 1986035.5296124, 1019614.82956123 1985933.09097347))
도로 : 일반도로|동정리(소로2-81) 군계획도로  2021-10 말 준공|14010|443 114 0152|2021-10-20|2021-11-16|완료|2021-11-01|2021-11-01|||||해당없음||완료|2021-11-08|구축요청| |Yes|Yes|http://www.nbnnews.co.kr/news/articleView.html?idxno=625617|2021-10-22|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1025958.180253 1797814.706633, 1025967.180253 1797805.706633, 1026010.180253 1797837.706633, 1026102.180253 1797945.206633, 1026106.680253 1798003.706633, 1026054.180253 1798355.706633, 1026002.180253 1798425.706633, 1025973.180253 1798473.706633, 1025957.180253 1798465.706633, 1025985.180253 1798420.706633, 1026048.180253 1798353.706633, 1026067.680253 1798003.706633, 1026056.180253 1797966.206633, 1026036.680253 1797934.206633, 1026046.180253 1797911.706633, 1025994.180253 1797840.706633, 1025958.180253 1797814.706633))
도로 : 일반도로|송곡마을-대곡초 2차로 확포장 2021-10-21 준공|14012|342 944 4310|2021-10-21|2021-11-16|완료|2021-11-01|2021-11-02|||||구축요청||완료|2021-11-08|구축요청| |Yes|Yes|http://www.upinews.kr/newsView/upi202110210081|2021-10-22|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1061020.112584 1695062.047504, 1061008.112584 1695032.047504, 1061028.112584 1695019.047504, 1061052.112584 1695059.047504, 1061131.112584 1695152.547504, 1061132.362584 1695176.547504, 1061097.112584 1695207.047504, 1061108.112584 1695259.047504, 1061216.112584 1695330.047504, 1061362.112584 1695394.047504, 1061439.112584 1695492.047504, 1061497.112584 1695540.047504, 1061540.112584 1695636.047504, 1061527.112584 1695679.047504, 1061640.112584 1695927.047504, 1061612.112584 1695940.047504, 1061601.112584 1695908.047504, 1061490.112584 1695690.047504, 1061506.112584 1695639.047504, 1061465.112584 1695551.047504, 1061414.112584 1695506.047504, 1061343.112584 1695431.047504, 1061194.112584 1695352.047504, 1061084.112584 1695284.047504, 1061051.112584 1695214.047504, 1061036.362584 1695164.047504, 1061020.112584 1695062.047504))
