전통사찰 현황 (2018.12.31. 현재)|||||
번호|시도|사찰명|주소|소속 종단|
370|충북|문수암|충청북도 진천군 진천읍 지암리 267-1|조계종|
371|충북|영수사|충청북도 진천군 초평면 영구리 542|조계종|
372|충북|개심사|충청북도 괴산군 괴산읍 동부리 428-1|조계종|
373|충북|보광사|충청북도 괴산군 사리면 사담리 산2-30|태고종|
374|충북|백운사|충청북도 괴산군 사리면 소매리 산20|선학원|
375|충북|채운암|충청북도 괴산군 청천면 화양리 412|조계종|
376|충북|공림사|충청북도 괴산군 청천면 괴산로공림길 104|조계종|
377|충북|석천암|충청북도 괴산군 청천면 삼송리 산24|조계종|
378|충북|각연사|충청북도 괴산군 칠성면 태성리 38|조계종|
379|충북|대경사|충청북도 음성군 소이면 비산리 566|태고종|
380|충북|미타사|충청북도 음성군 소이면 비산리 874-2|조계종|
381|충북|수도사|충청북도 음성군 소이면 충도리 78|태고종|
382|충북|화암사|충청북도 음성군 원남면 덕정리 442-2|조계종|
383|충북|가섭사|충청북도 음성군 음성읍 용산리 산1-2|조계종|
384|충북|원통암|충청북도 단양군 대강면 황정리 산28|조계종|
385|충북|구인사|충청북도 단양군 영춘면 백자리 132-1|천태종|
386|충북|미륵대흥사|충청북도 단양군 대강면 황정산로 423|조계종|
387|충남|신원사|충청남도 공주시 계룡면 양화리 8|조계종|
388|충남|갑사|충청남도 공주시 계룡면 중장리 52|조계종|
389|충남|영은사|충청남도 공주시 금성동 11-3|조계종|
390|충남|동학사|충청남도 공주시 반포면 학봉리 789|조계종|
391|충남|마곡사|충청남도 공주시 사곡면 운암리 567|조계종|
392|충남|동혈사|충청남도 공주시 의당면 월곡리 271|조계종|
393|충남|신안사|충청남도 금산군 제원면 신안사로 970|조계종|
394|충남|태고사|충청남도 금산군 진산면 청림동로 440|태고종|
395|충남|보석사|충청남도 금산군 남이면 보석사1길 30|조계종|
396|충남|서대사|충청남도 금산군 추부면 서대동기길 120|조계종|
397|충남|영천암|충청남도 금산군 남이면 보석사1길 148|조계종|
398|충남|미륵사|충청남도 금산군 복수면 동구들길 163|선학원|
399|충남|용암사|충청남도 논산시 강경읍 강경로 66번길 28|조계종|
400|충남|관촉사|충청남도 논산시 관촉로 1번길 25|조계종|
401|충남|쌍계사|충청남도 논산시 양촌면 중산길 192|조계종|
402|충남|송불암|충청남도 논산시 연산면 연산1길 5-5|조계종|
403|충남|개태사|충청남도 논산시 연산면 계백로 2614-11|조계종|
404|충남|영랑사|충청남도 당진시 고대면 진관리 529번지 일원|조계종|
405|충남|영탑사|충청남도 당진시 면천면 성하리 560번지 일원|조계종|
406|충남|보덕사|충청남도 당진시 석문면 삼화리207-36번지 일원|조계종|
407|충남|윤창암|충청남도 보령시 남포면 창동1길 233-25|법륜종|
408|충남|중대암|충남 보령시 미산면 판미로 1178-39|조계종|
409|충남|금강암|충청남도 보령시 미산면 보령호로 1139-102|조계종|
410|충남|백운사|충청남도 보령시 성주면 심원계곡로 259-200|조계종|
411|충남|선림사|충청남도 보령시 오천면 충청수영로 521-64|조계종|
412|충남|금지암|충청남도 부여군 내산면 금지리 404-1|조계종|
413|충남|조왕사|충청남도 부여군 부여읍 동남리 20-3|조계종|
414|충남|고란사|충청남도 부여군 부여읍 쌍북리 산1|조계종|
415|충남|정각사|충청남도 부여군 석성면 정각리 354|조계종|
416|충남|무량사|충청남도 부여군 외산면 만수리 116|조계종|
417|충남|무진암|충청남도 부여군 외산면 만수리 124|조계종|
418|충남|대조사|충청남도 부여군 임천면 구교리 761|조계종|
419|충남|오덕사|충청남도 부여군 충화면 오덕리 284|조계종|
420|충남|화암사|충청남도 부여군 외산면 화성리 478-1|태고종|
421|충남|개심사|충청남도 서산시 운산면 개심사로 321-86|조계종|
422|충남|부석사|충청남도 서산시 부석면 부석사길 243|조계종|
423|충남|서광사|충청남도 서산시 부춘산1로 44(읍내동)|조계종|
424|충남|천장사|충청남도 서산시 고북면 고요동1길 93-98|조계종|
425|충남|망일사|충청남도 서산시 대산읍 망일산로 831-134|조계종|
426|충남|문수사|충청남도 서산시 운산면 문수골길 201|조계종|
427|충남|일락사|충청남도 서산시 해미면 일락골길 501|조계종|
428|충남|송덕암|충청남도 서산시 해미면 대곡리 602-1|태고종|
429|충남|죽사|충청남도 서산시 인지면 갓고개길 242-24|조계종|
430|충남|간월암|충청남도 서산시 부석면 간월도1길 119-29|조계종|
431|충남|영수암|충청남도 서천군 종천면 충서로 143번길|조계종|
432|충남|봉서사|충청남도 서천군 한산면 건지산길 122|조계종|
433|충남|봉곡사|충청남도 아산시 도송로632번길 138(유곡리)|조계종|
434|충남|용담사|충청남도 아산시 송악면 평촌리 산2-11|태고종|
435|충남|인취사|충청남도 아산시 서부남로790번길 20-52(읍내리)|조계종|
436|충남|세심사|충청남도 아산시 염치읍 산양리 221|조계종|
437|충남|오봉사|충청남도 아산시 설화산길 156(장존동)|조계종|
438|충남|대련사|충청남도 예산군 광시면 동산2길119|조계종|
439|충남|수덕사|충청남도 예산군 덕산면 수덕사안길 79|조계종|
440|충남|보덕사|충청남도 예산군 덕산면 가야산로 400-74|조계종|
441|충남|법륜사|충청남도 예산군 삽교읍 도청대로 835-45|법륜종|
442|충남|화암사|충청남도 예산군 심앙면 용궁1길 21-29|조계종|
443|충남|향천사|충청남도 예산군 예산읍 향천사로 117-20|조계종|
444|충남|광덕사|충청남도 천안시 동남구 광덕면 광덕사길 30|조계종|
445|충남|은석사|충청남도 천안시 동남구 북면 은지리 산1-1|조계종|
446|충남|만일사|충청남도 천안시 서북구 성거읍 천흥4길 503|조계종|
447|충남|성불사|충청남도 천안시 동남구 성불사길 144|조계종|
448|충남|장곡사|충청남도 청양군 대치면 장곡길 241|조계종|
449|충남|정혜사 |충청남도 청양군 장평면 상지길 165-10|선학원|
450|충남|봉정사|충청남도 청양군 비봉면 신원리 산113|조계종|
451|충남|태국사|충청남도 태안군 근흥면 정죽리 1078|조계종|
452|충남|태을암|충청남도 태안군 태안읍 동문리 817-1|조계종|
453|충남|흥주사|충청남도 태안군 태안읍 상옥리 1154|조계종|
454|충남|고산사|충청남도 홍성군 결성면 만해로127번길 35-99(무량리492)|조계종|
455|충남|정암사|충청남도 홍성군 광천읍 오서길625(담산리883-4)|조계종|
456|충남|석련사|충청남도 홍성군 구항면 구성북로160번길 76(오봉리171-2)|조계종|
457|충남|내원사|충청남도 홍성군 장곡면 장곡길438번길 435(광성리 966)|조계종|
458|충남|산혜암|충청남도 홍성군 홍성읍 홍덕서로185-22(월산리625-13)|조계종|
459|충남|용봉사|충청남도 홍성군 홍북읍 용봉산1길 109(신경리 510-24)|조계종|
460|충남|구절암|충청남도 홍성군 구항면 거북로218번길 163(지정리570-1)|태고종|
461|전북|문수사|전라북도 고창군 고수면 칠성길 135|조계종|
462|전북|상원사|전라북도 고창군 고창읍 상원사길 214|조계종|
463|전북|용화사|전라북도 고창군 대산면 연화길 88-56|태고종|
464|전북|소요사|전라북도 고창군 부안면 질마재로 226-236|태고종|
465|전북|도솔암|전라북도 고창군 아산면 도솔길 294|조계종|
466|전북|석상암|전라북도 고창군 아산면 선운사로 242-73|조계종|
467|전북|선운사|전라북도 고창군 아산면 선운사로 250|조계종|
468|전북|참당암|전라북도 고창군 아산면 도솔길 194-77|조계종|
469|전북|지장암|전라북도 군산시 개정면 원아산2길 135|태고종|
470|전북|불주사|전라북도 군산시 나포면 군둔길 226|조계종|
471|전북|운심사|전라북도 군산시 대야면 남흥길 90-28|태고종|
472|전북|상주사|전라북도 군산시 서수면 함안로 544|조계종|
473|전북|성흥사|전라북도 군산시 성산면 둔덕리 산26-5|태고종|
474|전북|은적사|전라북도 군산시 설림3길 49(소룡동)|조계종|
475|전북|보천사|전라북도 군산시 서수면 내무장길 249|조계종|
476|전북|혜봉사|전라북도 김제시 금구면 양시로 142-13|태고종|
477|전북|학선암|전라북도 김제시 금산면 구성3길 522|조계종|
478|전북|금산사|전라북도 김제시 금산면 모악15길 1|조계종|
479|전북|청룡사|전라북도 김제시 금산면 모악15길 80-122|조계종|
480|전북|쌍룡사|전라북도 김제시 금산면 금산사1길 70-11|태고종|
481|전북|귀신사|전라북도 김제시 금산면 청도6길 40|조계종|
482|전북|조앙사|전라북도 김제시 만경읍 화포3길 63-12|태고종|
483|전북|성모암|전라북도 김제시 만경읍 화포3길 54-9|진묵대사유적진흥회|
484|전북|원각사|전라북도 김제시 사정거리1길 20(요촌동)|태고종|
485|전북|용봉사|전라북도 김제시 용지면 봉의로 205|태고종|
486|전북|망해사|전라북도 김제시 진봉면 심포10길 94|조계종|
487|전북|청운사|전라북도 김제시 청하면 청공로 185-80|태고종|
488|전북|문수사|전라북도 김제시 황산5길 158 (황산동)|조계종|
489|전북|흥복사|전라북도 김제시 승반길 103 (흥사동)|조계종|
490|전북|미륵암|전라북도 남원시 노송로 1188-5(노암동)|태고종|
491|전북|선원사|전라북도 남원시 용성로 151(도통동)|조계종|
492|전북|선국사|전라북도 남원시 산성길 239(산곡동)|조계종|
493|전북|실상사|전라북도 남원시 산내면 입석길 94-129|조계종|
494|전북|귀정사|전라북도 남원시 산동면 대상2길 246|조계종|
495|전북|창덕암|전라북도 남원시 산동면 중절길 108|태고종|
496|전북|승련사|전라북도 남원시 산동면 요천로 2675-90|선학원|
497|전북|심경암|전라북도 남원시 탑골길 71(신촌동)|관음종|
498|전북|덕음암|전라북도 남원시 소리길 122-24(어현동)|조계종|
499|전북|대복사|전라북도 남원시 대복사길 61(왕정동)|조계종|
500|전북|연화사|전라북도 남원시 이백면 응령길 168|태고종|
501|전북|용담사|전라북도 남원시 주천면 원천로 165-26|태고종|
502|전북|관음사|전라북도 남원시 보절면 관음사길 82|태고종|
503|전북|극락암|전라북도 남원시 양림길 58-42(어현동)|조계종|
504|전북|백련사|전라북도 남원시 인월면 인월중군길 550|조계종|
505|전북|향산사|전라북도 무주군 무주읍 향한로 27-2|선학원|
506|전북|북고사|전라북도 무주군 무주읍 북고사길 67|조계종|
507|전북|백련사|전라북도 무주군 설천면 백련사길 580|조계종|
508|전북|원통사|전라북도 무주군 안성면 원통사로 676|조계종|
509|전북|안국사|전라북도 무주군 적상면 산성로 1050|조계종|
510|전북|월명암|전라북도 부안군 변산면 내변산로 236-180|조계종|
511|전북|성황사|전라북도 부안군 부안읍 서림공원길 92|조계종|
512|전북|개암사|전라북도 부안군 상서면 개암로 248|조계종|
513|전북|내원암|전라북도 부안군 위도면 내원암길 42|조계종|
514|전북|내소사|전라북도 부안군 진서면 내소사로 243|조계종|
515|전북|용화사|전라북도 부안군 행안면 미륵골길 43|태고종|
516|전북|실상사|전라북도 부안군 변산면 실상길 122|조계종|
517|전북|만일사|전라북도 순창군 구림면 안심길 103-134|조계종|
518|전북|구암사|전라북도 순창군 복흥면 봉덕길 131-144|조계종|
519|전북|대모암|전라북도 순창군 순창읍 장류로 197-22|조계종|
520|전북|실상암|전라북도 순창군 순창읍 금산로 56|조계종|
521|전북|강천사|전라북도 순창군 팔덕면 강천산길 270|조계종|
522|전북|일광사|전라북도 순창군 적성면 담순로 2168-33|태고종|
523|전북|화암사|전라북도 완주군 경천면 화암사길 271|조계종|
524|전북|대원사|전라북도 완주군 구이면 모악산길 243|조계종|
525|전북|학림사|전라북도 완주군 봉동읍 추동로 231|조계종|
526|전북|정수사|전라북도 완주군 상관면 정수사길 18|조계종|
527|전북|위봉사|전라북도 완주군 소양면 위봉길 53|조계종|
528|전북|송광사|전라북도 완주군 소양면 송광수만로 255-16|조계종|
529|전북|원등사|전라북도 완주군 소양면 원등산길 386|조계종|
530|전북|봉서사|전라북도 완주군 용진읍 봉서안길 313|태고종|
531|전북|안심사|전라북도 완주군 운주면 안심길 372|조계종|
532|전북|사자암|전라북도 익산시 금마면 구룡길 57-125|조계종|
533|전북|심곡사|전라북도 익산시 낭산면 장암길 113|조계종|
534|전북|석불사|전라북도 익산시 삼기면 진북로 273|화엄종|
535|전북|태봉사|전라북도 익산시 삼기면 진북로 347-23|태고종|
536|전북|남원사|전라북도 익산시 여산면 서촌1길 34-3|조계종|
537|전북|백운사|전라북도 익산시 여산면 천호산길 155-23|조계종|
538|전북|문수사|전라북도 익산시 여산면 천호산길 140|조계종|
539|전북|자명사|전라북도 익산시 용안면 을동길 76-12|조계종|
540|전북|숭림사|전라북도 익산시 웅포면 백제로 495-57|조계종|
541|전북|상이암|전라북도 임실군 성수면 성수산길 658|조계종|
542|전북|신흥사|전라북도 임실군 관촌면 상월로 889-19|조계종|
543|전북|해월암|전라북도 임실군 오수면 오수8길 49-30|조계종|
544|전북|죽림암|전라북도 임실군 임실읍 호반로 79-53|조계종|
545|전북|원흥사|전라북도 장수군 산서면 원흥길 15-8|태고종|
546|전북|영월암|전라북도 장수군 산서면 봉서로 182-1|조계종|
547|전북|미륵암|전라북도 장수군 산서면 초장길 51-54|태고종|
548|전북|성관사|전라북도 장수군 장계면 장무로 492-8|조계종|
549|전북|팔성사|전라북도 장수군 장수읍 비행기로 1455-94|조계종|
550|전북|신광사|전라북도 장수군 천천면 신광길 31|조계종|
551|전북|서고사|전라북도 전주시 덕진구 정여립로 1010-90|조계종|
552|전북|일출암|전라북도 전주시 덕진구 왜망실1길 120|태고종|
553|전북|약수암|전라북도 전주시 덕진구 도당산로 46-10|태고종|
554|전북|선린사|전라북도 전주시 덕진구 한배미6길 55|태고종|
555|전북|실상사|전라북도 전주시 덕진구 어은로 89-11|태고종|
556|전북|승암사|전라북도 전주시 완산구 바람쐬는길 47-13|태고종|
557|전북|동고사|전라북도 전주시 완산구 낙수정2길 103-100|태고종|
558|전북|남고사|전라북도 전주시 완산구 남고산성1길 53-88|조계종|
559|전북|불정사|전라북도 전주시 완산구 남고산성1길 53-140|태고종|
560|전북|학소암|전라북도 전주시 완산구 평화7길 49-67|조계종|
561|전북|정혜사|전라북도 전주시 완산구 외칠봉1길 36|보문종|
562|전북|유선사|전라북도 정읍시 고부면 영원로 644-224|조계종|
563|전북|법인사|전라북도 정읍시 상신경1길 97|태고종|
564|전북|내장사|전라북도 정읍시 내장산로 1253|조계종|
565|전북|남산사|전라북도 정읍시 북면 정신로 183-64|태고종|
566|전북|보림사|전라북도 정읍시 북면 보림1길 497|조계종|
567|전북|일광사|전라북도 정읍시 성황산길 50|태고종|
568|전북|정혜사|전라북도 정읍시 죽림 2길 28|태고종|
569|전북|정토사|전라북도 정읍시 정우면 정신로 832-20|조계종|
570|전북|석탄사|전라북도 정읍시 칠보면 허궁실 2길 186-125|심우회|
571|전북|다천사|전라북도 정읍시 태인면 태흥1길 59|태고종|
572|전북|보흥사|전라북도 진안군 마령면 원강정1길 16-133|태고종|
573|전북|금당사|전라북도 진안군 마령면 마이산남로 217|조계종|
574|전북|은수사|전라북도 진안군 마령면 마이산남로 406|조계종|
575|전북|탑사|전라북도 진안군 마령면 마이산남로 367|태고종|
576|전북|옥천암|전라북도 진안군 용담면 주용로 227-164|조계종|
577|전북|천황사|전라북도 진안군 정천면 수암길 54|조계종|
578|전북|고림사|전라북도 진안군 진안읍 상역로 174-96|조계종|
579|전남|고성사|전라남도 강진군 강진읍 남성리 산4|조계종|
580|전남|옥련사|전라남도 강진군 강진읍 덕남리 484-24|조계종|
581|전남|금곡사|전라남도 강진군 군동면 파산리 1012-2|태고종|
582|전남|화방사|전라남도 강진군 군동면 화산리 544|조계종|
583|전남|정수사|전라남도 강진군 대구면 용운리 26|조계종|
584|전남|백련사|전라남도 강진군 도암면 만덕리 246|조계종|
585|전남|무위사|전라남도 강진군 성전면 월하리 1174|조계종|
586|전남|송광암|전라남도 고흥군 금산면 어전리 산74|조계종|
587|전남|흥덕사|전라남도 고흥군 동강면 장덕리 699-2|조계종|
588|전남|수도암|전라남도 고흥군 두원면 운곡길 204|조계종|
589|전남|봉래사|전라남도 고흥군 봉래면 신금리 산66|조계종|
590|전남|능가사|전라남도 고흥군 점암면 팔봉길 21|조계종|
591|전남|금탑사|전라남도 고흥군 포두면 금탑로 842|조계종|
592|전남|서산사|전라남도 곡성군 곡성읍 교촌리 184-1|조계종|
593|전남|도림사|전라남도 곡성군 곡성읍 월봉리 327|조계종|
594|전남|관음사|전라남도 곡성군 오산면 신세리 2|조계종|
595|전남|수도암|전라남도 곡성군 옥과면 설옥 613|조계종|
596|전남|태안사|전라남도 곡성군 죽곡면 원달리 20|조계종|
597|전남|성륜사|전라남도 곡성군 옥과면 미술관로 287|조계종|
598|전남|보광사|전라남도 광양시 광양읍 서북4길 30|조계종|
599|전남|백운사|전라남도 광양시 옥룡면 백운사길 352|조계종|
600|전남|천은사|전라남도 구례군 광의면 방광리 70|조계종|
601|전남|화엄사|전라남도 구례군 마산면 황전리 12|조계종|
602|전남|사성암|전라남도 구례군 문척면 죽마리 산4|조계종|
603|전남|연곡사|전라남도 구례군 토지면 내동리 산54-1|조계종|
604|전남|다보사|전라남도 나주시 경현동 629|조계종|
605|전남|죽림사|전라남도 나주시 남평읍 풍림리 산1|조계종|
606|전남|태평사|전라남도 나주시 노안면 영평리 산37-1|태고종|
607|전남|불회사|전라남도 나주시 다도면 마산리 999|조계종|
608|전남|문성암|전라남도 나주시 다도면 암정리 899-2|조계종|
609|전남|운흥사|전라남도 나주시 다도면 암정리 972|조계종|
610|전남|복암사|전라남도 나주시 다시면 가운리 419|조계종|
611|전남|심향사|전라남도 나주시 대호동 825|조계종|
612|전남|미륵사|전라남도 나주시 봉황면 철천리 산124|조계종|
613|전남|보광사|전라남도 담양군 금성면 외추리 산171-2|조계종|
614|전남|용화사|전라남도 담양군 담양읍 남산리106|태고종|
615|전남|용추사|전라남도 담양군 용면 용연리833|조계종|
616|전남|보리암|전라남도 담양군 용면 월계리 산81-1|조계종|
617|전남|용흥사|전라남도 담양군 월산면 용흥리 574|조계종|
618|전남|달성사|전라남도 목포시 유달로 173|조계종|
619|전남|법천사|전라남도 무안군 몽탄면 달산리 산144-4|조계종|
620|전남|약사사|전라남도 무안군 무안읍 성동리 842-9|법화종|
621|전남|도덕사|전라남도 무안군 무안읍 성암리 135-14|조계종|
622|전남|원갑사|전라남도 무안군 해제면 산길리 676|조계종|
623|전남|대원사|전라남도 보성군 문덕면 죽산리 831번지|조계종|
624|전남|송광사포교당|전라남도 보성군 벌교읍 벌교리 208|조계종|
625|전남|일월사|전라남도 보성군 율어면 유신리 553|조계종|
626|전남|금둔사|전라남도 순천시 낙안면 상송리 산25|태고종|
627|전남|동화사|전라남도 순천시 별량면 대룡리 282|조계종|
628|전남|도선암|전라남도 순천시 상사면 비촌리 705|태고종|
629|전남|정혜사|전라남도 순천시 서면 청소리 716|조계종|
630|전남|향림사|전라남도 순천시 석현동 230  |태고종|
631|전남|송광사|전라남도 순천시 송광면 신평리 12|조계종|
632|전남|선암사|전라남도 순천시 승주읍 죽학리 802|조계종/태고종|
633|전남|흥륜사|전라남도 순천시 조곡동 278-2|조계종|
634|전남|금산사|전라남도 신안군 압해읍 가룡길 130|법륜종|
635|전남|서산사|전라남도 신안군 비금면 서산길 260|선각종|
636|전남|일심사|전라남도 신안군 지도읍 읍내길 67-13|태고종|
637|전남|석천사|전라남도 여수시 충민사길 62|조계종|
638|전남|은적사|전라남도 여수시 돌산읍 돌산로 1168-58|조계종|
639|전남|향일암|전라남도 여수시 돌산읍 향일암로 60|조계종|
640|전남|한산사|전라남도 여수시 구봉산길 114|조계종|
641|전남|흥국사|전라남도 여수시 흥국사길 160|조계종|
642|전남|용문사|전라남도 여수시 화양면 용문사길 91|조계종|
643|전남|연흥사|전라남도 영광군 군남면 육창로 2|조계종|
644|전남|불갑사|전라남도 영광군 불갑면 모악리 8|조계종|
645|전남|도갑사|전라남도 영암군 군서면 도갑사로 306|조계종|
646|전남|천황사|전라남도 영암군 영암읍 천황사로 280-82|법화종|
647|전남|학서암|전라남도 완도군 생일면 유서리 산 89-1|조계종|
648|전남|신흥사|전라남도 완도군 완도읍 군내리 168|조계종|
649|전남|백양사|전라남도 장성군 북하면 약수리 26|조계종|
650|전남|천관사|전라남도 장흥군 관산읍 농안리 740|조계종|
651|전남|보림사|전라남도 장흥군 유치면 봉덕리 45|조계종|
652|전남|신흥사|전라남도 장흥군 장흥읍 연산리 89-8|조계종|
653|전남|쌍계사|전라남도 진도군 의신면 운림산방로 299-30|조계종|
654|전남|용천사|전라남도 함평군 해보면 용천사길 209|조계종|
655|전남|보광사|전라남도 함평읍 한재골길 26-32|조계종|
656|전남|은적사|전라남도 해남군 마산면 은적사길 404|조계종|
657|전남|성도사|전라남도 해남군 북평면 백도로 543 산 49-6|원효종|
658|전남|태영사|전라남도 해남군 북평면 천태산길 191|조계종|
659|전남|성도암|전라남도 해남군 북평면 동해리 689|태고종|
660|전남|대흥사|전라남도 해남군 삼산면 대흥사길 400|조계종|
661|전남|미황사|전라남도 해남군 송지면 미황사길 164|조계종|
662|전남|진흥사|전라남도 해남군 현산면 입제길 442|태고종|
663|전남|서동사|전라남도 해남군 화원면 절골길 244|조계종|
664|전남|도장사|전라남도 해남군 황산면 내산길 143|조계종|
665|전남|유마사|전라남도 화순군 남면 유마리 321|조계종|
666|전남|운주사|전라남도 화순군 도암면 대초리 20|조계종|
667|전남|규봉암|전라남도 화순군 이서면 영평리 산897|조계종|
668|전남|쌍봉사|전라남도 화순군 이양면 증리 741|조계종|
669|전남|개천사|전라남도 화순군 춘양면 가동리 산480|조계종|
670|전남|만연사|전라남도 화순군 화순읍 동구리 179|조계종|
671|전남|옴천사|전라남도 강진군 옴천면 개산리 391|선각종|
672|전남|죽림정사|전라남도 구례군 용방면 죽정리 824|조계종|
673|전남|백련사|전라남도 구례군 용방면 죽정리 825|조계종|
674|전남|법흥사|전라남도 영암군 금정면 연지길 121|조계종|
675|경북|경흥사|경상북도 경산시 남천면?모골길 196-55|조계종|
676|경북|하양포교당|경상북도 경산시 하양읍?도리3길 12|조계종|
677|경북|보문사
(구 경산포교당)|경상북도 경산시 장산로26길 20 (삼북동)|조계종|
678|경북|안흥사|경상북도 경산시 남매로 86 (상방동) |조계종|
679|경북|불굴사|경상북도 경산시 와촌면?불굴사길 205|조계종|
680|경북|원효암|경상북도 경산시 와촌면?갓바위로 386-73|조계종|
681|경북|선본사|경상북도 경산시 와촌면?갓바위로 699|조계종|
682|경북|천성암|경상북도 경산시 와촌면 갓바위로 216-111|법화종|
683|경북|반룡사|경상북도 경산시 용성면?용전1길 60|조계종|
684|경북|제석사|경상북도 경산시 자인면 북사안길 18|조계종|
685|경북|혜광사|경상북도 경산시 장산로24길 7 (삼북동)|영화종|
686|경북|환성사|경상북도 경산시 하양읍?환성로 392-30|조계종|
687|경북|골굴사|경상북도 경주시 양북면 기림로 101-5|조계종|
688|경북|금정사|경상북도 경주시 서면 천촌원당길 232|조계종|
689|경북|기림사|경상북도 경주시 양북면 기림로 437-4|조계종|
690|경북|도덕암|경상북도 경주시 안강읍 옥산서원길 403-177|조계종|
691|경북|망월사|경상북도 경주시 포석로 682-17(배동)|원효종|
692|경북|백율사|경상북도 경주시 산업로 4214-110(동천동)|조계종|
693|경북|보덕암|경상북도 경주시 양남면 국구암길 222|조계종|
694|경북|보리사|경상북도 경주시 갯마을길 41-30(배반동)|조계종|
695|경북|분황사|경상북도 경주시 분황로 94-11(구황동)|조계종|
696|경북|불국사|경상북도 경주시 불국로 385(진현동)|조계종|
697|경북|석굴암|경상북도 경주시 불국로 873-243(진현동)|조계종|
698|경북|연지암|경상북도 경주시 외동읍 활성길 133-3|조계종|
699|경북|주사암|경상북도 경주시 서면 도계서오길 251-355|조계종|
700|경북|천룡사|경상북도 경주시 내남면 백운대길 101-309|대각회|
701|경북|천룡사|경상북도 경주시 서면 백운대길 101-388|조계종|
702|경북|관음사|경상북도 고령군 고령읍 주산순환길 147 |조계종|
703|경북|반룡사|경상북도 고령군 쌍림면 반룡사길 87|조계종|
704|경북|대둔사|경상북도 구미시 옥성면 산촌옥관로 691-78|조계종|
705|경북|도리사|경상북도 구미시 해평면 도리사로 526|조계종|
706|경북|보천사|경상북도 구미시 해평면 해평4로 86|조계종|
707|경북|수다사|경상북도 구미시 무을면 수다사길183|조계종|
708|경북|약사암|경상북도 구미시 금오산로 433-3|조계종|
709|경북|원각사|경상북도 구미시 선산읍 선주로9길 7-15|조계종|
710|경북|죽장사
(구 서황사)|경상북도 구미시 선산읍 죽장2길 90|무소속|
711|경북|해운사|경상북도 구미시 금오산로 434-1|조계종|
712|경북|신흥암|경상북도 군위군 우보면 고산길 262|조계종|
713|경북|압곡사|경상북도 군위군 고로면 현리낙전길 836-144|조계종|
714|경북|지보사|경상북도 군위군  군위읍 상곡길 233|조계종|
715|경북|인각사|경상북도 군위군 고로면 삼국유사로 250|조계종|
716|경북|법주사|경상북도 군위군 소보면 달산3길 215|조계종|
717|경북|수태사|경상북도 군위군 의흥면 지호2길 202|조계종|
718|경북|석굴암
(구 제2석굴암)|경상북도 군위군 부계면 남산4길 24|조계종|
719|경북|계림사|경상북도 김천시 개령면 동부1길 212|조계종|
720|경북|신흥사|경상북도 김천시 농소면 연명2길 257-212|조계종|
721|경북|고방사|경상북도 김천시 농소면 벽봉로 1444-143|조계종|
722|경북|봉곡사|경상북도 김천시 대덕면 조룡길 1224-5|조계종|
723|경북|직지사|경상북도 김천시 대항면 직지사길 95|조계종|
724|경북|용화사|경상북도 김천시 봉산면 봉산1로 160|조계종|
725|경북|청암사|경상북도 김천시 증산면 평촌2길 335-48|조계종|
726|경북|구화사|경상북도 김천시 구화산길 329|조계종|
727|경북|봉암사|경상북도 문경시 가은읍 원북길 313|조계종|
728|경북|원적사|경상북도 문경시 농암면 우복동길 212-33|조계종|
729|경북|심원사|경상북도 문경시 농암면 청화로 380-101|조계종|
730|경북|혜국사|경상북도 문경시 문경읍 새재로 1052-220|조계종|
731|경북|운암사|경상북도 문경시 불정길 149-123|조계종|
732|경북|김용사|경상북도 문경시 산북면 김용길 372|조계종|
733|경북|대승사|경상북도 문경시 산북면 대승사길 283|조계종|
734|경북|청량사|경상북도 봉화군 명호면 청량산길 199-152|조계종|
735|경북|축서사|경상북도 봉화군 물야면 월계길 739|조계종|
736|경북|지림사|경상북도 봉화군 물야면 문수로 449-66 |무소속|
737|경북|천성사|경상북도 봉화군 봉성면 꿀덩이길 93|태고종|
738|경북|홍제암|경상북도 봉화군 소천면 홍점길 295-85 |조계종|
739|경북|각화사|경상북도 봉화군 춘양면 각화산길 251 |조계종|
740|경북|남장사|경상북도 상주시 남장1길 259-22 (남장동)|조계종|
741|경북|북장사|경상북도 상주시 내서면 북장1길 317 |조계종|
742|경북|동해사|경상북도 상주시 서곡3길 173 (서곡동) |조계종|
743|경북|상락사|경상북도 상주시 서성4길 19 (서성동)|조계종|
744|경북|연수암|경상북도 상주시 연원7길 127 (연원동) |조계종|
745|경북|광덕사|경상북도 상주시 외남면 구서2길 138|법화종|
746|경북|황령사|경상북도 상주시 은척면 성주로 225 |조계종|
747|경북|청룡사|경상북도 상주시 중동면 갱다불길 39-43 |법화종|
748|경북|용흥사|경상북도 상주시 지천1길 223-35(지천동)|조계종|
749|경북|갑장사|경상북도 상주시 지천1길 215-187 (지천동)|조계종|
750|경북|용화사|경상북도 상주시 함창읍 증촌2길 10-13 |조계종|
751|경북|신흥사|경상북도 상주시 화북면 중벌2길 32|조계종|
752|경북|청계사|경상북도 상주시 화서면 하송3길 213|법화종|
753|경북|극락암|경상북도 상주시 모서면 쇠실길 46 |조계종|
754|경북|임정사|경상북도 성주군 성주읍 성주읍5길 24-35|태고종|
755|경북|감응사|경상북도 성주군 월항면 대산1길 234|조계종|
756|경북|선석사|경상북도 성주군 월항면 세종대왕자태실로 616-33|조계종|
757|경북|심원사|경상북도 성주군 수륜면 가야산식물원길 17-56|조계종|
