##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@지역재래시장
야로시장||128.1685959|35.7061243|지역재래시장||경상남도 합천군 야로면 야로시장길 7-5||공설시장;소형시장(점포 100개 미만);||||||야로시장||||90302
양곡종합상가||128.6283471|35.2008463|지역재래시장||경상남도 창원시 성산구 신촌로 102||법인시장;소형시장(점포 100개 미만);||||||양곡종합상가||||90302
양덕중앙시장||128.5842545|35.2325958|지역재래시장||경상남도 창원시 회원구 양덕북10길 23||공동시장;소형시장(점포 100개 미만);||||||양덕중앙시장||||90302
양산남부시장||129.0372093|35.3428094|지역재래시장||경상남도 양산시 중앙로 133||법인시장;중형시장(점포 100~499개);||||||양산남부시장||||90302
양산남부시장상가||129.0364265|35.3431027|지역재래시장||경상남도 양산시 장터3길 7||공동시장;중형시장(점포 100~499개);||||||양산남부시장상가||||90302
양산북부시장||129.041206|35.3504483|지역재래시장||경상남도 양산시 중앙로 232||법인시장;중형시장(점포 100~499개);||||||양산북부시장||||90302
역전통합시장||128.5733922|35.2288149|지역재래시장||경상남도 창운시 회원구 석전동15길 23||법인시장;소형시장(점포 100개 미만);||||||역전통합시장||||90302
영산시장||128.5326191|35.4568927|지역재래시장||경상남도 창녕군 영산면 신영산로 56||공동시장;소형시장(점포 100개 미만);||||||영산시장||||90302
영오시장||128.2379764|35.1089619|지역재래시장||경상남도 고성군 영오면 영산리 영회로 527-9||공설시장;소형시장(점포 100개 미만);||||||영오시장||||90302
오동동상점가||128.577546|35.207282|지역재래시장||경상남도 창원시 마산합포구 오동북19길 13||중대형시장(점포 500~999개);||||||오동동상점가||||90302
옥수시장||128.7308945|34.875337|지역재래시장||경상남도 거제시 옥수로2길 10||공동시장;소형시장(점포 100개 미만);||||||옥수시장||||90302
옥종공설시장||127.8799706|35.1819887|지역재래시장||경상남도 하동군 옥종면 옥종사장길 5||공설시장;소형시장(점포 100개 미만);||||||옥종공설시장||||90302
옥포국제시장||128.6892598|34.8939681|지역재래시장||경상남도 거제시 옥포대첩로3길 8||공동시장;소형시장(점포 100개 미만);||||||옥포국제시장||||90302
옥포중앙시장||128.6892598|34.8939681|지역재래시장||경상남도 거제시 옥포로 215||공동시장;소형시장(점포 100개 미만);||||||옥포중앙시장||||90302
옥현상가||128.6899102|34.8969104|지역재래시장||경상남도 거제시 옥포로 250||공동시장;소형시장(점포 100개 미만);||||||옥현상가||||90302
완사시장||127.9763668|35.1312056|지역재래시장||경상남도 사천시 완사2길 12||공설시장;소형시장(점포 100개 미만);||||||완사시장||||90302
외동전통시장||128.8660224|35.2329342|지역재래시장||경상남도 김해시 내외중앙로 33||공동시장;중형시장(점포 100~499개);||||||외동전통시장||||90302
웅천시장||128.7506832|35.1109693|지역재래시장||경상남도 창원시 진해구 웅천중로56번길 8||공설시장;소형시장(점포 100개 미만);||||||웅천시장||||90302
월영대시장||||지역재래시장||경상남도 창원시 마산합포구 월영남1길 13||개인시장;중형시장(점포 100~499개);||||||월영대시장||||90302
의령시장||128.261658|35.3221896|지역재래시장||경상남도 의령군 의령읍 의병로20길 19-2||공동시장;소형시장(점포 100개 미만);||||||의령시장||||90302
이동시장||127.953728|34.8013006|지역재래시장||경상남도 남해군 이동면 무림로 63번길 9||공설시장;소형시장(점포 100개 미만);|||||이동공설시장|이동시장||||90302
이방정기시장||128.3830665|35.6013998|지역재래시장||경상남도 창녕군 이방면 이방대학로 35-1||공동시장;소형시장(점포 100개 미만);||||||이방정기시장||||90302
이현종합상가||128.0661857|35.191889|지역재래시장||경상남도 진주시 신안로 165||법인시장;중형시장(점포 100~499개);||||||이현종합상가||||90302
일반성상가||128.1076213|35.1799817|지역재래시장||경상남도 진주시 동부로1993번길 27||공설시장;중형시장(점포 100~499개);|||||일반성시장|일반성상가||||90302
자유시장||128.1103683|35.1801616|지역재래시장||경상남도 진주시 도동천로 95||법인시장;중형시장(점포 100~499개);||||||자유시장||||90302
장유전통시장||128.8147995|35.200597|지역재래시장||경상남도 김해시 장유로 287-22||공설시장;중형시장(점포 100~499개);|||||장유중앙시장|장유전통시장||||90302
장평종합시장||128.6210824|34.8806427|지역재래시장||경상남도 거제시장평로 37||공동시장;소형시장(점포 100개 미만);||||||장평종합시장||||90302
정우상가||||지역재래시장||경상남도 창원시 원이대로 587||소형시장(점포 100개 미만);||||||정우상가||||90302
정우새어시장||128.5787349|35.2041025|지역재래시장||경상남도 창원시 마산합포구 어시장7길 126||공동시장;소형시장(점포 100개 미만);||||||정우새어시장||||90302
중앙시장||128.6760965|35.2272023|지역재래시장||경상남도 창원시 성산구 외동반림로 126길 50||공동시장;소형시장(점포 100개 미만);|||||창원중앙시장|중앙시장||||90302
지귀상가||||지역재래시장||경상남도 창원시 의창구 창이대로 197번길 10-6||소형시장(점포 100개 미만);||||||지귀상가||||90302
지귀시장||||지역재래시장||경상남도 창원시 의창구 창이대로 205번길 8-3||법인시장;소형시장(점포 100개 미만);||||||지귀시장||||90302
진교공설시장||127.9041099|35.0269532|지역재래시장||경상남도 하동군 진교면 선창길 24||공설시장;소형시장(점포 100개 미만);||||||진교공설시장||||90302
진동시장||128.4880167|35.1135327|지역재래시장||경상남도 창원시 마산합포구 진동시장길 43-7||공설시장;소형시장(점포 100개 미만);||||||진동시장||||90302
진동전통시장||||지역재래시장||경상남도 창원시 마산합포구 진동면 진동시장길 62||공설시장;소형시장(점포 100개 미만);||||||진동전통시장||||90302
진례전통시장||128.7489411|35.2488498|지역재래시장||경상남도 김해시 진례면 송현로 6-1||공설시장;소형시장(점포 100개 미만);||||||진례전통시장||||90302
진영전통시장||128.7304349|35.3020227|지역재래시장||경상남도 김해시 진영읍 진영로160번길 13-8||공설시장;소형시장(점포 100개 미만);||||||진영전통시장||||90302
진주동성상가||128.089372|35.1808379|지역재래시장||경상남도 진주시 진주대로 901||법인시장;중형시장(점포 100~499개);||||||진주동성상가||||90302
진주장대시장||128.0872506|35.1950496|지역재래시장||경상남도 진주시 진양호로 569번길 12||법인시장;중형시장(점포 100~499개);||||||진주장대시장||||90302
진주중앙상점가||||지역재래시장||경상남도 진주시 촉석로 202번길 4-2||중형시장(점포 100~499개);||||||진주중앙상점가||||90302
진주중앙시장||128.0848961|35.1938894|지역재래시장||경상남도 진주시 촉석로 202번길 4-2||법인시장;중대형시장(점포 500~999개);||||||진주중앙시장||||90302
진주중앙지하도상가/에나몰||128.0849426|35.1932493|지역재래시장||경상남도 진주시 진주대로 1035지하상가 ||소형시장(점포 100개 미만);||||||진주중앙지하도상가 에나몰||||90302
진주청과상점가||||지역재래시장||경상남도 진주시 촉석로 226번길 3||중형시장(점포 100~499개);||||||진주청과상점가||||90302
진해중부시장||128.6815901|35.154853|지역재래시장||경상남도 창원시 진해구 중초로 20||법인시장;소형시장(점포 100개 미만);||||||진해중부시장||||90302
진해중앙시장||128.6657918|35.1503003|지역재래시장||경상남도 창원시 진해구 벚꽃로 60번길 19-4||법인시장;중형시장(점포 100~499개);||||||진해중앙시장||||90302
창녕상설시장||128.4973418|35.5403133|지역재래시장||경상남도 창녕군 창녕읍 시장길 66||공동시장;소형시장(점포 100개 미만);||||||창녕상설시장||||90302
창녕시장||128.4972659|35.5410473|지역재래시장||경상남도 창녕군 창녕읍 시장길 100||공설시장;중형시장(점포 100~499개);||||||창녕시장||||90302
창동통합상가||128.5747129|35.2061011|지역재래시장||경상남도 창원시 마산합포구 창동거리길 32||중형시장(점포 100~499개);||||||창동통합상가||||90302
창원기계공구상가||128.6410912|35.2337684|지역재래시장||경상남도 창원시 의창구 창원대로 400||공동시장;중형시장(점포 100~499개);||||||창원기계공구상가||||90302
창원도계부부시장||128.6371547|35.2572105|지역재래시장||경상남도 창원시 의창구 원이대로 69번길 20||공동시장;소형시장(점포 100개 미만);||||||창원도계부부시장||||90302
창원캔버라상가||||지역재래시장||경상남도 창원시 성산구 중앙대로61번길 4||법인시장;소형시장(점포 100개 미만);||||||창원캔버라상가||||90302
창원코아상가||128.6794931|35.2204651|지역재래시장||경상남도 창원시 성산구 상남로 71||공동시장;중형시장(점포 100~499개);||||||창원코아상가||||90302
천전시장||128.0883259|35.1850754|지역재래시장||경상남도 진주시 진주대로 952-1||법인시장;소형시장(점포 100개 미만);||||||천전시장||||90302
초계시장||128.1657995|35.5665758|지역재래시장||경상남도 합천군 초계중앙로 61||공설시장;소형시장(점포 100개 미만);||||||초계시장||||90302
칠원공설시장||128.5198988|35.3056818|지역재래시장||경상남도 함안군 칠원면 서남3길 14||공설시장;소형시장(점포 100개 미만);||||||칠원공설시장||||90302
코오롱타운상가||128.5076437|35.2467652|지역재래시장||경상남도 창원시 회원구 내서읍 호원로 361-2||공동시장;소형시장(점포 100개 미만);||||||코오롱타운상가||||90302
토월복합상가시장||128.6919337|35.2280395|지역재래시장||경상남도 창원시 의창구 신월로 42||공동시장;중형시장(점포 100~499개);||||||토월복합상가시장||||90302
통영중앙전통시장||128.4246463|34.8452911|지역재래시장||경상남도 통영시 중앙시장1길 14-16||법인시장;중형시장(점포 100~499개);||||||통영중앙전통시장||||90302
평거한보하이타운||128.0592987|35.1726145|지역재래시장||경상남도 진주시 순환로 553번길 7||법인시장;소형시장(점포 100개 미만);||||||평거한보하이타운||||90302
한라프라자||128.6210824|34.8806427|지역재래시장||경상남도 거제시 거제중앙로 1906||공동시장;소형시장(점포 100개 미만);||||||한라프라자|(고현동)|||90302
함양토종약초시장||127.8137474|35.6259844|지역재래시장||경상남도 함양군 안의면 약초시장길 27||공설시장;소형시장(점포 100개 미만);||||||함양토종약초시장||||90302
합성대로상가||||지역재래시장||경상남도 창원시 회원구 3·15대로 747의1 ||공동시장;소형시장(점포 100개 미만);||||||합성대로상가||||90302
합성동상가||128.5834815|35.2377205|지역재래시장||경상남도 창원시 회원구 합성옛길 136||법인시장;소형시장(점포 100개 미만);||||||합성동상가||||90302
합성옛길시장||128.5797119|35.2209314|지역재래시장||경상남도 창원시 마산 회원구 합성옛길 77||법인시장;소형시장(점포 100개 미만);||||||합성옛길시장||||90302
합천시장||128.1609048|35.5685918|지역재래시장||경상남도 합첩군 합천읍 옥산로 53||법인시장;중형시장(점포 100~499개);||||||합천시장||||90302
회성종합시장||128.5593943|35.232853|지역재래시장||경상남도 창원시 마산 회원구 회성동 시장1길 16||법인시장;소형시장(점포 100개 미만);||||||회성종합시장||||90302
회원프라자||||지역재래시장||경상남도 거제시 고현로11길 18||법인시장;중형시장(점포 100~499개);||||||회원프라자||||90302
횡천공설시장||127.8107462|35.1089639|지역재래시장||경상남도 하동군 횡천면 문화2길 24||공설시장;소형시장(점포 100개 미만);|||||횡천시장|횡천공설시장||||90302
(유)중앙시장||128.1971671|36.5936574|지역재래시장||경상북도 문경시 중앙로 87||법인시장;소형시장(점포 100개 미만);||||||(유)중앙시장||||90302
가은아자개시장||128.0605164|36.6454557|지역재래시장||경상북도 문경시 가은읍 가은5길 7||공설시장;소형시장(점포 100개 미만);||||||가은아자개시장||||90302
감포시장||129.5024883|35.8044164|지역재래시장||경상북도 경주시 감포로 115||공설시장;소형시장(점포 100개 미만);||||||감포시장||||90302
건천시장||129.104845|35.8482943|지역재래시장||경상북도 경주시 건천읍 내서로 1131-1||공동시장;소형시장(점포 100개 미만);||||||건천시장||||90302
경산시중앙상점가||128.7359255|35.8227494|지역재래시장||경상북도 경산시 중앙로16길 7||소형시장(점포 100개 미만);||||||경산시중앙상점가||||90302
경주성동공설시장||129.2163579|35.8453317|지역재래시장||경상북도 경주시 원효로 281번길 1||공설시장;중대형시장(점포 500~999개);||||||경주성동공설시장||||90302
경주중심상가시장||129.213518|35.8436958|지역재래시장||경상북도 경주시 태종로 791번길 16||공동시장;중형시장(점포 100~499개);||||||경주중심상가시장||||90302
구담공설시장||128.4643897|36.5416844|지역재래시장||경상북도 안동시 풍천면 섬마길 7-9||공설시장;소형시장(점포 100개 미만);||||||구담공설시장||||90302
구룡포시장||129.5540203|35.990309|지역재래시장||경상북도 포항시 남구 구룡포읍 호미로221번길 15||공설시장;중형시장(점포 100~499개);||||||구룡포시장||||90302
구미공단종합시장||128.371541|36.1208014|지역재래시장||경상북도 구미시 수출대로3길 107||법인시장;소형시장(점포 100개 미만);||||||구미공단종합시장||||90302
구미새마을중앙시장||128.3306812|36.1312913|지역재래시장||경상북도 구미시 중앙로9길 11||법인시장;중형시장(점포 100~499개);||||||구미새마을중앙시장||||90302
구미파크시장||128.3243365|36.1472984|지역재래시장|||경상북도 구미시 도량동 77|법인시장;소형시장(점포 100개 미만);||||||구미파크시장||||90302
군위전통시장||128.5727702|36.2428355|지역재래시장||경상북도 군위군 군위읍 중앙6길 4-1||공설시장;소형시장(점포 100개 미만);||||||군위전통시장||||90302
그린종합시장||129.3808784|36.0673119|지역재래시장||경상북도 포항시 북구 용두산길 39||공동시장;소형시장(점포 100개 미만);||||||그린종합시장||||90302
금성시장||128.6845098|36.2529866|지역재래시장||경상북도 의성군 금성면 탑리길 56-1||공설시장;소형시장(점포 100개 미만);||||||금성시장||||90302
금오시장||128.3405483|36.125901|지역재래시장||경상북도 구미시 금오시장로 13||법인시장;중형시장(점포 100~499개);||||||금오시장||||90302
금호공설시장||128.873518|35.9317523|지역재래시장||경상북도 영천시 금호읍 금호로 101||공설시장;소형시장(점포 100개 미만);||||||금호공설시장||||90302
기계시장||129.2082782|36.0700603|지역재래시장||경상북도 포항시 북구 기계면 새마을발상지길 7||공설시장;소형시장(점포 100개 미만);||||||기계시장||||90302
남정시장||129.3728611|36.2855491|지역재래시장||경상북도 영덕군 남정면 진불1길 31-3||공설시장;소형시장(점포 100개 미만);||||||남정시장||||90302
다인정기시장||128.3556253|36.4503174|지역재래시장||경상북도 의성군 다인면 다인장길 21-4||공설시장;소형시장(점포 100개 미만);||||||다인정기시장||||90302
단촌정기시장||128.6970053|36.3526576|지역재래시장||경상북도 의성군 단촌면 장터길 15||공설시장;소형시장(점포 100개 미만);||||||단촌정기시장||||90302
도평시장||129.0535452|36.2932374|지역재래시장||경상북도 청송군 현동면 도평2길 21||공설시장;소형시장(점포 100개 미만);||||||도평시장||||90302
동곡공설시장||128.8910304|35.6921097|지역재래시장||경상북도 청도군 금천면 금천로 41-2||공설시장;소형시장(점포 100개 미만);||||||동곡공설시장||||90302
두호1시장||129.3693532|36.0617556|지역재래시장||경상북도 포항시 북구 창흥로 11||공동시장;소형시장(점포 100개 미만);||||||두호1시장||||90302
매화시장||129.3806066|36.9103237|지역재래시장||경상북도 울진군 원남면 매화2길 33||공설시장;소형시장(점포 100개 미만);||||||매화시장||||90302
문경시장||128.1867972|36.586148|지역재래시장||경상북도 문경시 문경읍 문희로 41-15||공설시장;소형시장(점포 100개 미만);||||||문경시장||||90302
봉화상설시장||128.7357412|36.8899002|지역재래시장||경상북도 봉화군 봉화읍 신시장1길 4||법인시장;중형시장(점포 100~499개);||||||봉화상설시장||||90302
부남시장||129.0646348|36.346566|지역재래시장||경상북도 청송군 부남면 대전로 142||공설시장;소형시장(점포 100개 미만);||||||부남시장||||90302
북문시장||128.72969|36.5667165|지역재래시장||경상북도 안동시 북문옥정길 25||공동시장;소형시장(점포 100개 미만);||||||북문시장||||90302
북부상가시장||129.2247477|35.8561719|지역재래시장||경상북도 경주시 금성로 396번길 7||공동시장;중형시장(점포 100~499개);||||||북부상가시장||||90302
북정로중심상가시장||129.2151785|35.8422473|지역재래시장||경상북도 경주시 북정로 15||공동시장;중형시장(점포 100~499개);||||||북정로중심상가시장||||90302
불국사상가시장||129.3275642|35.7859924|지역재래시장||경상북도 경주시 진현로1길 59-5||공설시장;중형시장(점포 100~499개);||||||불국사상가시장||||90302
불국시장||129.3011219|35.775505|지역재래시장||경상북도 경주시 불국로 장터길 24||공설시장;소형시장(점포 100개 미만);||||||불국시장||||90302
산내시장||129.0464143|35.75792|지역재래시장||경상북도 경주시 산내면 의곡중앙길 27||공설시장;소형시장(점포 100개 미만);||||||산내시장||||90302
상주중앙시장||128.1597306|36.4140614|지역재래시장||경상북도 상주시 남성로 35||공설시장;중형시장(점포 100~499개);||||||상주중앙시장||||90302
서면시장||129.0483093|35.8948195|지역재래시장||경상북도 경주시 서면 내서로 401-5||공동시장;소형시장(점포 100개 미만);||||||서면시장||||90302
선비골전통시장||128.6232859|36.8248833|지역재래시장||경상북도 영주시 중앙로 83번길 40||법인시장;중형시장(점포 100~499개);||||||선비골전통시장||||90302
신광시장||129.2616424|36.1298504|지역재래시장||경상북도 포항시 북구 신광면 토성길25번길 10-5||공설시장;소형시장(점포 100개 미만);||||||신광시장||||90302
신녕공설시장||128.7874286|36.0419102|지역재래시장||경상북도 영천시 신녕면 본관시장길 3||공설시장;소형시장(점포 100개 미만);||||||신녕공설시장||||90302
안계공설시장||128.4383293|36.3844014|지역재래시장||경상북도 의성군 안계면 안계시장길 14-11||공설시장;중형시장(점포 100~499개);||||||안계공설시장||||90302
안덕시장||128.9586194|36.2882124|지역재래시장||경상북도 청송군 안덕면 명당2길 ||공설시장;소형시장(점포 100개 미만);||||||안덕시장||||90302
안동남서상점가||||지역재래시장||경상북도 안동시 번영길 45||소형시장(점포 100개 미만);||||||안동남서상점가||||90302
안동서부시장||128.7151397|36.5646427|지역재래시장||경상북도 안동시 대안로 22||공동시장;중형시장(점포 100~499개);||||||안동서부시장||||90302
안동중앙문화의거리상점가||128.7316468|36.5649553|지역재래시장||경상북도 안동시 문화광장길 40-14||소형시장(점포 100개 미만);||||||안동중앙문화의거리상점가||||90302
약목시장||128.3666134|36.0328285|지역재래시장||경상북도 칠곡군 약목로1길 5-2||공설시장;소형시장(점포 100개 미만);||||||약목시장||||90302
양남시장||129.4638551|35.6758285|지역재래시장||경상북도 경주시 해변공원길 73||공설시장;소형시장(점포 100개 미만);||||||양남시장||||90302
양북시장||129.4410399|35.7907208|지역재래시장||경상북도 경주시 양북면 감은로 58-30||공설시장;소형시장(점포 100개 미만);||||||양북시장||||90302
양학시장||129.3498592|36.0273209|지역재래시장||경상북도 포항시북구 양학로 40||공동시장;소형시장(점포 100개 미만);||||||양학시장||||90302
연일전통시장||129.3488327|35.9957307|지역재래시장||경상북도 포항시 남구 연일읍 연일로 159번길 46||공동시장;중형시장(점포 100~499개);||||||연일전통시장||||90302
영남시장||129.4492812|35.9878775|지역재래시장||경상북도 포항시 남구 동해면 일월로 150||공동시장;소형시장(점포 100개 미만);||||||영남시장||||90302
영주골목시장||128.6224882|36.8245099|지역재래시장||경상북도 영주시 구성로 360번길 15-1||공동시장;소형시장(점포 100개 미만);||||||영주골목시장||||90302
영주공설시장||128.626441|36.8227724|지역재래시장||경상북도 영주시 구성로 330번길 30||공설시장;중형시장(점포 100~499개);||||||영주공설시장||||90302
영주문화시장||128.6234751|36.8240181|지역재래시장||경상북도 영주시 중앙로 83번길 32||공동시장;중형시장(점포 100~499개);||||||영주문화시장||||90302
영주종합시장||128.6221499|36.8133236|지역재래시장||경상북도 영주시 선비로79번길 40-12||법인시장;소형시장(점포 100개 미만);||||||영주종합시장||||90302
영주중앙시장||128.6205678|36.8257357|지역재래시장||경상북도 영주시 영주로 192번길 10-1||공동시장;소형시장(점포 100개 미만);||||||영주중앙시장||||90302
영해만세시장||129.4074696|36.5402927|지역재래시장||경상북도 영덕군 영해면 예주시장5길 21||공설시장;중형시장(점포 100~499개);||||||영해만세시장||||90302
예천맛고을시장||128.4509758|36.6553215|지역재래시장||경상북도 예천군 맛고을길 57||개인시장;소형시장(점포 100개 미만);||||||예천맛고을시장||||90302
예천상설시장||128.4562061|36.6561168|지역재래시장||경상북도 예천군 예천읍 상설시장2길 3-1||법인시장;소형시장(점포 100개 미만);||||||예천상설시장||||90302
예천중앙시장||128.4562061|36.6561168|지역재래시장||경상북도 예천군 예천읍 시장로 127||공설시장;소형시장(점포 100개 미만);||||||예천중앙시장||||90302
오천삼광시장||127.7573249|34.8015173|지역재래시장||대구광역시 남구 중앙대로48길 36||공동시장;소형시장(점포 100개 미만);||||||오천삼광시장||||90302
오천시장||129.418224|35.965827|지역재래시장||경상북도 포항시 남구 오천읍 해병로 307번길 26-3||공설시장;소형시장(점포 100개 미만);||||||오천시장||||90302
온혜공설시장||128.8324532|36.7476735|지역재래시장||경상북도 안동시 도산면 퇴계로 2608||공설시장;소형시장(점포 100개 미만);||||||온혜공설시장||||90302
옹천사설시장||||지역재래시장||경상북도 안동시 옹천시장길 1596||공설시장;소형시장(점포 100개 미만);||||||옹천사설시장||||90302
왜관시장||128.3981051|35.9937783|지역재래시장||경상북도 칠곡군 왜관읍 시장2길 9||법인시장;중형시장(점포 100~499개);||||||왜관시장||||90302
외동시장||129.3259202|35.7149867|지역재래시장||경상북도 경주시 외동읍 입실시장길 8-6||공설시장;소형시장(점포 100개 미만);||||||외동시장||||90302
용상공설시장||128.750158|36.559461|지역재래시장||경상북도 안동시 경동로 862||공설시장;소형시장(점포 100개 미만);||||||용상공설시장||||90302
용흥시장||||지역재래시장||경상북도 포항시 북구 대안길 56||공동시장;소형시장(점포 100개 미만);||||||용흥시장||||90302
울진시장||129.4019602|36.99139|지역재래시장||경상북도 울진군 울진읍 읍내2길 13-6||공설시장;중형시장(점포 100~499개);||||||울진시장||||90302
은척시장||128.0715209|36.5317061|지역재래시장||경상북도 상주시 은척면 봉중1길 16-1||공설시장;소형시장(점포 100개 미만);||||||은척시장||||90302
의성염매시장||128.6962858|36.3503173|지역재래시장||경상북도 의성군 의성읍 염매시장길 5||공동시장;소형시장(점포 100개 미만);||||||의성염매시장||||90302
의흥시장||128.7164739|36.1741629|지역재래시장||경상북도 군위군 의흥면 읍내5길 7||공설시장;소형시장(점포 100개 미만);||||||의흥시장||||90302
이서공설시장||128.6626515|35.6700812|지역재래시장||경상북도 청도군 이서면 학산1길 51||공설시장;소형시장(점포 100개 미만);||||||이서공설시장||||90302
인동시장||128.4212444|36.1084037|지역재래시장||경상북도 구미시 인동중앙로5길 16-3||법인시장;소형시장(점포 100개 미만);||||||인동시장||||90302
장량시장||129.377261|36.065415|지역재래시장||경상북도 포항시 북구 성실로 12||공동시장;소형시장(점포 100개 미만);||||||장량시장||||90302
장성종합시장||||지역재래시장||경상북도 포항시 북구 성실로 16||공동시장;소형시장(점포 100개 미만);||||||장성종합시장||||90302
죽변시장||129.422318|37.0590026|지역재래시장||경상북도 울진군 죽변면 죽변중앙로 168-14||공설시장;소형시장(점포 100개 미만);||||||죽변시장||||90302
중앙상가||129.3644782|36.0384118|지역재래시장||경상북도 포항시 북구 중앙상가길 64||공동시장;중형시장(점포 100~499개);||||||중앙상가||||90302
중앙시장||||지역재래시장||경상북도 포항시 북구 양학천로 29||공동시장;소형시장(점포 100개 미만);||||||중앙시장||||90302
중앙시장||128.1981671|36.5944218|지역재래시장||경상북도 문경시 중앙시장길 32-10||공설시장;중형시장(점포 100~499개);||||||중앙시장||||90302
진보시장||129.0474592|36.5279448|지역재래시장||경상북도 청송군 진보면 진안남2길 9-1||공설시장;중형시장(점포 100~499개);||||||진보시장||||90302
척산시장||129.4516055|36.7975787|지역재래시장||경상북도 울진군 기성면 척산길 46||공설시장;소형시장(점포 100개 미만);||||||척산시장||||90302
천지공설시장||128.8926054|36.4582839|지역재래시장||경상북도 안동시 길안면 천지길 43||공동시장;소형시장(점포 100개 미만);||||||천지공설시장||||90302
청송시장||129.0520817|36.4352253|지역재래시장||경상북도 청송군 청송읍 현충로 106||공설시장;소형시장(점포 100개 미만);||||||청송시장||||90302
청하시장||129.3398209|36.1969393|지역재래시장||경상북도 포항시 북구 청하면 청하로 200번길 10-1||공설시장;소형시장(점포 100개 미만);||||||청하시장||||90302
충효상점가||||지역재래시장||경상북도 경주시 충효녹지길 108-9||소형시장(점포 100개 미만);||||||충효상점가||||90302
큰동해시장||129.3714895|36.0260381|지역재래시장||경상북도 포항시 남구 중앙로146번길 30||공동시장;중형시장(점포 100~499개);||||||큰동해시장||||90302
평해시장||129.4529751|36.7298694|지역재래시장||경상북도 울진군 평해읍 평해6길 12||공설시장;소형시장(점포 100개 미만);||||||평해시장||||90302
포항운하송림시장||129.376309|36.0282035|지역재래시장||경상북도 포항시 남구 운하로36번길 7||공동시장;소형시장(점포 100개 미만);||||||포항운하송림시장||||90302
풍기중앙시장||128.5280218|36.8706798|지역재래시장||경상북도 영주시 풍기읍 동성로 73||법인시장;소형시장(점포 100개 미만);||||||풍기중앙시장||||90302
풍물시장||128.1606291|36.4128312|지역재래시장||경상북도 상주시 풍물시장길 16||공동시장;소형시장(점포 100개 미만);||||||풍물시장||||90302
풍산공설시장||128.5748749|36.5784042|지역재래시장||경상북도 안동시 풍산읍 하리들길 7-1||공설시장;소형시장(점포 100개 미만);||||||풍산공설시장||||90302
풍양시장||128.2998584|36.509396|지역재래시장||경상북도 예천군 풍양면 낙상2길 37-13||법인시장;소형시장(점포 100개 미만);||||||풍양시장||||90302
한라종합시장||||지역재래시장||경상북도 포항시 북구 대안길 57||공동시장;소형시장(점포 100개 미만);||||||한라종합시장||||90302
함창시장||128.1800553|36.5677185|지역재래시장||경상북도 상주시 함창읍 함창시장길 4514||공설시장;소형시장(점포 100개 미만);||||||함창시장||||90302
해도5(형산)시장||129.3664919|36.012702|지역재래시장||경상북도 포항시 남구 문예로 70번길 23||공동시장;소형시장(점포 100개 미만);||||||해도5(형산)시장||||90302
해평공설시장||128.3921226|36.1954214|지역재래시장||경상북도 구미시 해평면 해평시장3길 ||공설시장;소형시장(점포 100개 미만);||||||해평공설시장||||90302
형곡시장프라자||128.3342797|36.1129077|지역재래시장||경상북도 구미시 형곡서로 121||법인시장;중형시장(점포 100~499개);||||||형곡시장프라자||||90302
화령시장||127.9530057|36.4447716|지역재래시장||경상북도 상주시 화서면 화령남6길 7||공설시장;소형시장(점포 100개 미만);||||||화령시장||||90302
화목시장||128.897309|36.2753472|지역재래시장||경상북도 청송군 현서면 구산북로 57-1||공설시장;소형시장(점포 100개 미만);||||||화목시장||||90302
황성상점가||129.1800702|35.8446205|지역재래시장||경상북도 경주시 황성로 1번길 23-69||소형시장(점포 100개 미만);||||||황성상점가||||90302
효자시장||129.3279719|36.0075128|지역재래시장||경상북도 포항시 남구 효자동길10번길 13||공동시장;중형시장(점포 100~499개);||||||효자시장||||90302
후생시장||128.6230597|36.8269798|지역재래시장||경상북도 영주시 번영로 173번길 30||공동시장;소형시장(점포 100개 미만);||||||후생시장||||90302
후포시장||129.4438226|36.6779104|지역재래시장||경상북도 울진군 후포면 울진대게로 21||공설시장;소형시장(점포 100개 미만);||||||후포시장||||90302
흥부시장||129.3752301|37.1036944|지역재래시장||경상북도 울진군 북면 장터길 104||공설시장;소형시장(점포 100개 미만);||||||흥부시장||||90302
흥해시장||129.3483346|36.1106238|지역재래시장||경상북도 포항시 북구흥해읍 흥해로 74번길 6||공설시장;중형시장(점포 100~499개);||||||흥해시장||||90302
1913송정역시장||126.7919928|35.1363748|지역재래시장||광주광역시 광산구 송정로 8번길 33||공동시장;소형시장(점포 100개 미만);|||||송정역전매일시장|1913송정역시장||||90302
건축자재의거리||126.9130029|35.1662717|지역재래시장||광주광역시 북구 독립로 327||중형시장(점포 100~499개);||||||건축자재의거리||||90302
광주양동시장||126.9021342|35.1538613|지역재래시장||광주광역시 서구 천변좌로 262||법인시장;중형시장(점포 100~499개);||||||광주양동시장||||90302
금남로지하상가||126.9184465|35.1480615|지역재래시장||광주광역시 동구 서석로 56||중형시장(점포 100~499개);||||||금남로지하상가|금남로지하상가|||90302
금남지하도상가||||지역재래시장|||광주광역시 동구 금남로1가 12-7|중형시장(점포 100~499개);||||||금남지하도상가|금남로지하상가|||90302
