##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@레드테이블
명동교자||||레드테이블|||서울 중구 명동2가 25-2|||||||명동교자||||
팔색삼겹살|신촌본점|||레드테이블|||서울 마포구 노고산동 107-111|||||||팔색삼겹살(신촌본점)||||
일마지오||||레드테이블|||서울 중구 을지로2가 199-46|||||||일마지오|충일빌딩 3층|||
수카라||||레드테이블|||서울 마포구 서교동 327-9|||||||수카라||||
한끼야끼||||레드테이블|||서울시 마포구 서교동 408-27|||||||한끼야끼||||
코요테살룬||||레드테이블|||서울 마포구 서교동 408-7|||||||코요테살룬|창성빌딩 2층|||
유노추보||||레드테이블|||서울시 강남구 신사동 524-14|||||||유노추보|영진빌딩 1층|||
니뽕내뽕|건대본점|||레드테이블|||서울 광진구 자양동 5-13|||||||니뽕내뽕(건대본점)||||
스모키살룬||||레드테이블|||서울 용산구 이태원동 123-5|||||||스모키살룬||||
콩불|홍대점|||레드테이블|||서울시 마포구 서교동 345-1|||||||콩불(홍대점)||||
오쁘띠베르||||레드테이블||서울 종로구 지하문로5가길 24||||||||오쁘띠베르||||
뉴욕뉴욕||||레드테이블|||서울 마포구 서교동 358-118|||||||뉴욕뉴욕||||
박명수족발의명수||||레드테이블|||서울 마포구 서교동 408-6|||||||박명수족발의명수|1층|||
족발중심|홍대점|||레드테이블|||서울시 마포구 서교동 409-19|||||||족발중심(홍대점)||||
오헤야||||레드테이블|||서울 강남구 신사동 525-5|||||||오헤야||||
란주라미엔|명동점|||레드테이블|||서울 중구 충무로1가 25-9|||||||란주라미엔(명동점)||||
타볼로24||||레드테이블|||서울시 종로구 종로6가 289-3|||||||타볼로24||||
부자피자|신사점|||레드테이블|||서울시 강남구 신사동 534-12|||||||부자피자(신사점)||||
레이브릭스||||레드테이블|||서울시 강남구 신사동 555-13|||||||레이브릭스||||
이태리총각||||레드테이블||서울 종로구 지하문로9길 11||||||||이태리총각||||
메콩타이|강남역점|||레드테이블|||서울 서초구 서초동 1317-13|||||||메콩타이(강남역점)||||
아그라|명동점|||레드테이블|||서울시 중구 명동 52-13|||||||아그라(명동점)||||
플로라|화동점|||레드테이블|||서울 종로구 화동 138-14|||||||플로라(화동점)||||
먹쉬돈나|명동점|||레드테이블|||서울시 중구 명동1가 59-25|||||||먹쉬돈나(명동점)||||
순희네빈대떡||||레드테이블|||서울 종로구 종로5가 138-9|||||||순희네빈대떡||||
쿠킹메이트||||레드테이블|||서울시 마포구 서교동 358-58|||||||쿠킹메이트||||
와인코르크||||레드테이블|||서울시 강남구 역삼동 817-30|||||||와인코르크||||
노다보울||||레드테이블|||서울 강남구 신사동 535-23|||||||노다보울||||
마노디셰프|강남점|||레드테이블||서울 강남구 테헤란로 110||||||||마노디셰프(강남점)|캠브리지빌딩 지하1층|||
드미엘||||레드테이블|||서울 종로구 삼청동 140|||||||드미엘||||
구슬함박||||레드테이블|||서울시 영등포구 영등포동4가 442|||||||구슬함박||||
스시인스시||||레드테이블|||서울시 마포구 동교동 163-9|||||||스시인스시||||
창신육회||||레드테이블|||서울 종로구 종로4가 165-3|||||||창신육회||||
딘타이펑|타임스퀘어점|||레드테이블|||서울시 영등포구 영등포동4가 442|||||||딘타이펑(타임스퀘어점)||||
경성팥집옥루몽||||레드테이블|||서울 마포구 서교동 402-18|||||||경성팥집옥루몽||||
틈새라면|본점|||레드테이블|||서울 중구 명동2가 4-1|||||||틈새라면(본점)||||
메이비||||레드테이블|||서울 구로구 구로동 1124-49|||||||메이비||||
스시웨이|노원점|||레드테이블|||서울 노원구 상계동 749|||||||스시웨이(노원점)||||
키세키|홍대본점|||레드테이블|||서울 마포구 서교동 346-18|||||||키세키(홍대본점)||||
도리키친||||레드테이블||서울 용산구 보광로59길 25||||||||도리키친||||
로봇김밥|이태원점|||레드테이블|||서울시 용산구 이태원동 563|||||||로봇김밥(이태원점)||||
오리페코||||레드테이블|||서울 마포구 서교동 358-103|||||||오리페코||||
카페부라노||||레드테이블|||서울 마포구 동교동 201-16|||||||카페부라노||||
슈아브||||레드테이블|||서울 마포구 서교동 342-1|||||||슈아브||||
해신|구로점|||레드테이블|||서울 관악구 신림동 1655-17|||||||해신(구로점)||||
빌라드스파이시||||레드테이블|||서울 강남구 신사동 541-10|||||||빌라드스파이시||||
마노디셰프명동점||||레드테이블|||서울 중구 명동2가 50-14|||||||마노디셰프명동점||||
샤이바나|광화문점|||레드테이블|||서울시 중구 태평로1가 84|||||||샤이바나(광화문점)||||
츄로101||||레드테이블|||서울시 마포구 서교동 346-1|||||||츄로101||||
드라이작||||레드테이블||서울 마포구 와우산로29바길 25||||||||드라이작||||
고수닭갈비|강남점|||레드테이블|||서울시 강남구 역삼동 635-11|||||||고수닭갈비(강남점)||||
멘야산다이메||||레드테이블|||서울시 용산구 이태원1동 126-17|||||||멘야산다이메|1F|||
갓덴스시|강남점|||레드테이블|||서울 강남구 역삼동 822-4|||||||갓덴스시(강남점)||||
더플레이스|광화문점|||레드테이블|||서울 종로구 신문로1가 2|||||||더플레이스(광화문점)||||
더베이커스테이블||||레드테이블|||서울시 용산구 이태원동 568|||||||더베이커스테이블||||
애슐리||||레드테이블|||서울시 영등포구 당산동5가 16-7|||||||애슐리|당산NC Ladies 백화점 6층|||
타코벨|이태원점|||레드테이블|||서울 용산구 이태원동 127-27|||||||타코벨(이태원점)||||
학림다방||||레드테이블|||서울 종로구 명륜4가 94-2|||||||학림다방||||
오월의종||||레드테이블|||서울 용산구 한남동 737-2|||||||오월의종||||
원조호수삼계탕||||레드테이블|||서울 영등포구 신길동 342-325|||||||원조호수삼계탕||||
파스타그라피||||레드테이블|||서울 마포구 서교동 402-10|||||||파스타그라피||||
이뜰||||레드테이블|||서울 마포구 서교동 344-15|||||||이뜰||||
송|현대백화점무역센터점|||레드테이블|||서울시 강남구 삼성동 159-7|||||||송(현대백화점무역센터점)||||
PETRA||||레드테이블|||서울 용산구 이태원동 552|||||||PETRA||||
스페인클럽|이태원점|||레드테이블|||서울시 용산구 한남동 736-8|||||||스페인클럽(이태원점)||||
파샤||||레드테이블|||서울 서초구 서초동 1317-31|||||||파샤||||
팔러||||레드테이블|||서울시 용산구 한남동 729-74|||||||팔러||||
크리스탈제이드|명동점|||레드테이블|||서울 중구 명동2가 83-5|||||||크리스탈제이드(명동점)||||
잇푸도|신사점|||레드테이블|||서울 강남구 신사동 645|||||||잇푸도(신사점)||||
펌킨테리어||||레드테이블|||서울시 강남구 신사동 545-8|||||||펌킨테리어||||
세븐스프링스|광화문점|||레드테이블||서울 종로구 신문로 1가 226||||||||세븐스프링스(광화문점)|지하2층|||
탐라도야지||||레드테이블|||서울 서초구 서초3동 1566-8|||||||탐라도야지||||
조박집||||레드테이블|||서울 마포구 용강동 40-1|||||||조박집||||
고메이494||||레드테이블|||서울 강남구 압구정동 494|||||||고메이494||||
달|역삼점|||레드테이블|||서울 강남구 역삼동 737|||||||달(역삼점)||||
머노까머나|대학로점|||레드테이블|||서울 종로구 명륜동4가 187|||||||머노까머나(대학로점)||||
월향|1호점|||레드테이블|||서울 마포구 서교동 335-5|||||||월향(1호점)||||
스쿨푸드||||레드테이블|||서울시 마포구 서교동 361-10|||||||스쿨푸드||||
닥터로빈|명동점|||레드테이블|||서울 중구 명동2가 83-5|||||||닥터로빈(명동점)||||
쿡앤하임||||레드테이블|||서울 종로구 삼청동 63-28|||||||쿡앤하임||||
마가렛리버||||레드테이블|||서울시 마포구 합정동 412-1|||||||마가렛리버||||
올댓재즈||||레드테이블|||서울 용산구 이태원동 112-4|||||||올댓재즈||||
고등어블루스|신촌점|||레드테이블|||서울 서대문구 창천동 72-1|||||||고등어블루스(신촌점)||||
그릴파이브타코|홍대점|||레드테이블|||서울 마포구 서교동 409-8|||||||그릴파이브타코(홍대점)||||
반짝반짝빛나는||||레드테이블|||서울 종로구 관훈동 6|||||||반짝반짝빛나는||||
문타로||||레드테이블|||서울 용산구 한남동 683-124|||||||문타로||||
멘무샤|경방타임스퀘어점|||레드테이블|||서울 영등포구 영등포동4가 441-10|||||||멘무샤(경방타임스퀘어점)||||
카롱카롱||||레드테이블||서울 용산구 회나무로35길 16||||||||카롱카롱||||
코다차야||||레드테이블|||서울특별시 서초구 방배동 450-17|||||||코다차야||||
훌리오|종로점|||레드테이블|||서울 종로구 관철동 11-14|||||||훌리오(종로점)||||
신마포갈매기||||레드테이블|||서울시 마포구 대흥동 152-1|||||||신마포갈매기||||
오톤스테이션|강남역점|||레드테이블|||서울 강남구 역삼동 617-3|||||||오톤스테이션(강남역점)||||
사보텐||||레드테이블|||서울시 서초구 서초동 1320-10|||||||사보텐||||
메이빌|본점|||레드테이블|||서울 광진구 화양동 48-25|||||||메이빌(본점)||||
을지면옥||||레드테이블|||서울 중구 입정동 161|||||||을지면옥||||
카페마마스|시청점|||레드테이블|||서울 중구 순화동 6-17|||||||카페마마스(시청점)||||
심슨탕|홍대본점|||레드테이블|||서울 마포구 서교동 355-21|||||||심슨탕(홍대본점)||||
멜로우||||레드테이블|||서울 마포구 서교동 368-7|||||||멜로우||||
빈브라더스||||레드테이블|||서울시 마포구 합정동 368-3|||||||빈브라더스||||
돈부리모노||||레드테이블|||서울시 서대문구 창천동 5-95|||||||돈부리모노|2층|||
한신포차|홍대점|||레드테이블|||서울 마포구 서교동 407-23|||||||한신포차(홍대점)||||
마루가메제면||||레드테이블|||서울시 마포구 동교동 163-7|||||||마루가메제면||||
나인로드피제리아||||레드테이블|||서울시 서초구 서초동 1316-30|||||||나인로드피제리아||||
꼼보포차||||레드테이블|||서울시 마포구 서교동 369-41|||||||꼼보포차||||
스시오||||레드테이블|||서울 마포구 서교동 358-8|||||||스시오||||
레드브릭||||레드테이블|||서울 서초구 반포동 72-8|||||||레드브릭||||
와플하우스||||레드테이블|||서울 용산구 청파동3가 29|||||||와플하우스||||
마포본가||||레드테이블|||서울 서초구 방배동 451-9|||||||마포본가||||
엘레나가든|청량리점|||레드테이블|||서울시 동대문구 전농동 620-69|||||||엘레나가든(청량리점)|롯데플라자 청량리점 4층|||
탑클라우드||||레드테이블|||서울 종로구 종로2가 1-1|||||||탑클라우드||||
레이디엠||||레드테이블|||서울시 강남구 논현동 37-19|||||||레이디엠||||
곱||||레드테이블|||서울 영등포구 문래동3가 55-5|||||||곱||||
더달달||||레드테이블|||서울 강남구 역삼동 618-7|||||||더달달||||
창신동매운족발|왕십리1호점|||레드테이블|||서울 종로구 창신동 142-29|||||||창신동매운족발(왕십리1호점)||||
호미빙||||레드테이블|||서울시 마포구 동교동 163-7|||||||호미빙||||
리틀파파|홍대역점|||레드테이블|||서울시 마포구 서교동 335-19|||||||리틀파파(홍대역점)||||
멘야산다이메||||레드테이블|||서울시 광진구 화양동 48-23|||||||멘야산다이메||||
호무랑||||레드테이블|||서울 강남구 청담동 4-1|||||||호무랑||||
르알래스카||||레드테이블||서울 강남구 압구정로 165||||||||르알래스카||||
미미네|서교점|||레드테이블||서울 마포구 잔다리로2길 24||||||||미미네(서교점)||||
라빠에야||||레드테이블|||서울 마포구 서교동 345-3|||||||라빠에야||||
르브런쉭|여의도IFC점|||레드테이블|||서울시 영등포구 여의도동 23|||||||르브런쉭(여의도IFC점)||||
기욤|청담본점|||레드테이블|||서울 강남구 청담동 88-37|||||||기욤(청담본점)||||
카네마야제면소||||레드테이블|||서울시 마포구 서교동 360-10|||||||카네마야제면소||||
스파카나폴리||||레드테이블|||서울 마포구 합정동 413-2|||||||스파카나폴리||||
마이누들||||레드테이블|||서울 용산구 이태원동 119-8|||||||마이누들||||
산호||||레드테이블|||서울 강남구 신사동 525-7|||||||산호||||
엘가||||레드테이블|||서울시 관악구 신림동 1641-23|||||||엘가||||
모스버거|명동중앙점|||레드테이블|||서울시 중구 을지로2가 199-8|||||||모스버거(명동중앙점)||||
로봇김밥|압구정로데오점|||레드테이블|||서울시 강남구 신사동 663-20|||||||로봇김밥(압구정로데오점)|1층|||
퓨어아레나||||레드테이블|||서울 종로구 신문로2가 1-128|||||||퓨어아레나||||
야바이||||레드테이블|||서울 서대문구 창천동 53-20|||||||야바이||||
씨네드쉐프|압구정점|||레드테이블|||서울 강남구 신사동 602|||||||씨네드쉐프(압구정점)||||
설레임삼겹살||||레드테이블|||서울 서대문구 창천동 57-40|||||||설레임삼겹살||||
헤르지아||||레드테이블|||서울 중구 예장동 8-98|||||||헤르지아||||
오월의종||||레드테이블|||서울시 용산구 한남동 745-11|||||||오월의종||||
매드포갈릭|사당점|||레드테이블|||서울 서초구 방배동 444-3|||||||매드포갈릭(사당점)|파스텔시티 2층|||
구루메(홍대)||||레드테이블|||서울시 마포구 상수동 313-2|||||||구루메(홍대)||||
궁||||레드테이블|||서울 종로구 관훈동 30-11|||||||궁||||
사모님돈가스||||레드테이블|||서울시 마포구 상수동 92-2|||||||사모님돈가스||||
까올리포차나|이태원점|||레드테이블|||서울시 용산구 이태원2동 706|||||||까올리포차나(이태원점)||||
차알||||레드테이블|||서울 강남구 신사동 525-15|||||||차알||||
청수정||||레드테이블|||서울 종로구 삼청동 88-23|||||||청수정||||
오늘한점|구로디지털역점|||레드테이블|||서울 구로구 구로동 1124-36|||||||오늘한점(구로디지털역점)||||
루이||||레드테이블|||서울 중구 태평로1가 61-21|||||||루이||||
마키노차야|역삼점|||레드테이블|||서울 강남구 역삼동 824-24|||||||마키노차야(역삼점)||||
라세느|잠실점|||레드테이블|||서울 송파구 잠실동 40-1|||||||라세느(잠실점)||||
텟팬||||레드테이블|||서울 마포구 서교동 409-1|||||||텟팬||||
달고나||||레드테이블|||서울 마포구 상수동 328-14|||||||달고나||||
아조또|홍대본점|||레드테이블|||서울시 마포구 서교동 366-19|||||||아조또(홍대본점)||||
코푸플레이트||||레드테이블|||서울시 마포구 서교동 408-22|||||||코푸플레이트||||
올반||||레드테이블|||서울시 영등포구 여의도동 45-21|||||||올반||||
리북집||||레드테이블|||서울 강남구 논현동 163-3|||||||리북집||||
프랑스에다녀온붕어빵||||레드테이블|||서울시 마포구 서교동 364-19|||||||프랑스에다녀온붕어빵||||
한성문고|가로수길점|||레드테이블|||서울 강남구 신사동 542-3|||||||한성문고(가로수길점)||||
천진포자면관/만두관||||레드테이블|||서울 종로구 소격동 148-2|||||||천진포자면관 만두관||||
강수곱창||||레드테이블|||서울 마포구 서교동 365-5|||||||강수곱창||||
라그릴리아|SPC스퀘어점|||레드테이블|||서울시 강남구 역삼동 831-23|||||||라그릴리아(SPC스퀘어점)||||
가루||||레드테이블|||서울시 은평구 역촌동 78-44|||||||가루||||
클럽에스프레소||||레드테이블|||서울 종로구 부암동 257-1|||||||클럽에스프레소||||
영춘옥||||레드테이블|||서울 종로구 돈의동 131|||||||영춘옥||||
타코칠리칠리|가로수길점|||레드테이블|||서울 강남구 신사동 535-9|||||||타코칠리칠리(가로수길점)||||
오뗄두스||||레드테이블|||서울 서초구 반포동 93-5|||||||오뗄두스||||
브릭오븐||||레드테이블|||서울시 강남구 역삼동 617-4|||||||브릭오븐||||
코발트||||레드테이블|||서울시 강남구 신사동 521-20|||||||코발트||||
토라비||||레드테이블|||서울 마포구 서교동 347-12|||||||토라비||||
눈나무집설목헌삼청동점||||레드테이블|||서울 종로구 삼청동 12-5|||||||눈나무집설목헌삼청동점||||
이찌고야|명동본점|||레드테이블|||서울시 중구 명동1가 34-1|||||||이찌고야(명동본점)||||
필동면옥||||레드테이블|||서울 중구 필동3가 1-5|||||||필동면옥||||
아그라|이태원점|||레드테이블|||서울 용산구 이태원동 172-2|||||||아그라(이태원점)|덕흥빌딩 지하1층|||
팔색삼겹살|대학로점|||레드테이블|||서울시 종로구 동숭동 1-65|||||||팔색삼겹살(대학로점)||||
지아니스나폴리|가로수길점|||레드테이블|||서울시 강남구 신사동 541-6|||||||지아니스나폴리(가로수길점)||||
버거헌터|여의도IFC점|||레드테이블|||서울시 영등포구 여의도동 23|||||||버거헌터(여의도IFC점)||||
유다|서래마을점|||레드테이블|||서울 서초구 반포동 74-1|||||||유다(서래마을점)||||
차이나팩토리|목동점|||레드테이블|||서울 양천구 목동 917-1|||||||차이나팩토리(목동점)||||
스파이스테이블|이태원점|||레드테이블|||서울 용산구 이태원동 123-1|||||||스파이스테이블(이태원점)||||
풍년쌀농산||||레드테이블|||서울 종로구 화동 85|||||||풍년쌀농산||||
압구정볶는커피||||레드테이블|||서울시 강남구 청담동 21-17|||||||압구정볶는커피||||
명우관||||레드테이블|||서울 영등포구 여의도동 43-4|||||||명우관|롯데캐슬 지하106호|||
어글리스토브|강남역점|||레드테이블||서울 강남구 강남대로98길 20||||||||어글리스토브(강남역점)||||
셰막|가로수길점|||레드테이블|||서울시 강남구 신사동 517-30|||||||셰막(가로수길점)||||
부추곱창||||레드테이블|||서울 관악구 신림동 1433-32|||||||부추곱창||||
목란||||레드테이블|||서울 서대문구 연희동 132-28|||||||목란||||
복성각||||레드테이블|||서울 서대문구 창천동 31-8|||||||복성각||||
고양이부엌|강남점|||레드테이블|||서울시 서초구 서초동 1317-3|||||||고양이부엌(강남점)||||
소프트리||||레드테이블|||서울특별시 강남구 신사동 551-3|||||||소프트리||||
스토브||||레드테이블|||서울 서초구 반포동 88-1|||||||스토브||||
자그마치||||레드테이블||서울 성동구 성수이로 88||||||||자그마치||||
롱브레드|명동롯데점|||레드테이블|||서울시 중구 남대문로2가 123|||||||롱브레드(명동롯데점)||||
마루가메제면|강남점|||레드테이블|||서울시 강남구 역삼동 817|||||||마루가메제면(강남점)||||
여로집||||레드테이블|||서울 영등포구 영등포동3가 15-1|||||||여로집||||
더페이머스램||||레드테이블|||서울시 마포구 동교동 203-30|||||||더페이머스램||||
장꼬방||||레드테이블|||서울시 서초구 서초동 1316|||||||장꼬방||||
쌍판댁양념갈비||||레드테이블|||서울 서대문구 창천동 53-7|||||||쌍판댁양념갈비||||
원대구탕||||레드테이블|||서울 용산구 한강로1가 142-4|||||||원대구탕||||
미나미야마|서울역점|||레드테이블|||서울시 중구 중림동 325-1|||||||미나미야마(서울역점)||||
대성이네신촌||||레드테이블|||서울 서대문구 창천동 62-26|||||||대성이네신촌||||
구이가|건대점|||레드테이블|||서울 광진구 화양동 8-11|||||||구이가(건대점)||||
브루클린더버거조인트|본점|||레드테이블|||서울 서초구 반포동 551-32|||||||브루클린더버거조인트(본점)||||
스테파니카페||||레드테이블|||서울 강남구 신사동 563-2|||||||스테파니카페||||
바우하우스||||레드테이블|||서울 마포구 서교동 405-13|||||||바우하우스||||
지구당||||레드테이블|||서울 관악구 봉천동 1598-21|||||||지구당||||
오리엔탈스푼|강남역점|||레드테이블|||서울시 강남구 역삼동 812-15|||||||오리엔탈스푼(강남역점)||||
코다차야||||레드테이블|||서울 강남구 신사동 548-4|||||||코다차야||||
로운샤브샤브||||레드테이블|||서울시 마포구 동교동 159-12|||||||로운샤브샤브||||
쿠킹메이트|강남점|||레드테이블|||서울시 강남구 역삼동 812-13|||||||쿠킹메이트(강남점)||||
밀피유||||레드테이블|||서울시 중구 명동2가 2-2|||||||밀피유||||
오장동흥남집||||레드테이블|||서울 중구 오장동 101-7|||||||오장동흥남집||||
서울서둘째로잘하는집||||레드테이블|||서울 종로구 삼청동 28-21|||||||서울서둘째로잘하는집||||
창신동매운족발||||레드테이블|||서울시 성북구 석관동 131-10|||||||창신동매운족발||||
카페마마스|청계천점|||레드테이블|||서울 중구 수하동 67|||||||카페마마스(청계천점)||||
에반스라운지||||레드테이블|||서울시 마포구 서교동 401-3|||||||에반스라운지||||
창고43||||레드테이블|||서울 영등포구 여의도동 36-2|||||||창고43||||
더플라잉팬레드|서초점|||레드테이블|||서울시 서초구 서초동 1317-23|||||||더플라잉팬레드(서초점)||||
아브라소812||||레드테이블|||서울 강남구 역삼동 812|||||||아브라소812|지하1층|||
명화원||||레드테이블|||서울 용산구 한강로1가 14-28|||||||명화원||||
톰볼라||||레드테이블|||서울 서초구 반포동 106-8|||||||톰볼라||||
모두랑||||레드테이블|||서울 성북구 동선동1가 85-89|||||||모두랑||||
올리아키친앤그로서리||||레드테이블|||서울 용산구 이태원동 4-4|||||||올리아키친앤그로서리||||
판다킹||||레드테이블|||서울 용산구 이태원1동 112-2|||||||판다킹||||
젠하이드어웨이|홍대점|||레드테이블|||서울 마포구 서교동 408-3|||||||젠하이드어웨이(홍대점)||||
매운대||||레드테이블|||서울 강남구 신사동 655-4|||||||매운대||||
가온길|강남점|||레드테이블|||서울시 강남구 역삼동 813-11|||||||가온길(강남점)|1층|||
육병장||||레드테이블|||서울 송파구 잠실동 190-10|||||||육병장||||
종로불돼지||||레드테이블||서울 종로구 청계천로 67||||||||종로불돼지||||
엘킨더블랙|신촌점|||레드테이블|||서울시 서대문구 창천동 18-5|||||||엘킨더블랙(신촌점)|3층|||
독도쭈꾸미||||레드테이블|||서울 강동구 암사2동 512|||||||독도쭈꾸미||||
칠백집||||레드테이블|||서울 성북구 동선동2가 57|||||||칠백집||||
소담애|강남역점|||레드테이블|||서울 강남구 역삼동 619-5|||||||소담애(강남역점)||||
두대문집||||레드테이블|||서울 종로구 관훈동 64|||||||두대문집||||
코푸플레이트|명동점|||레드테이블|||서울 중구 을지로2가 199-50|||||||코푸플레이트(명동점)||||
호미불닭발||||레드테이블|||서울 강남구 역삼동 812-3|||||||호미불닭발||||
스시메이진||||레드테이블|||서울시 서초구 서초동 1307|||||||스시메이진|성우빌리지 2F|||
왕타이||||레드테이블|||서울 용산구 이태원동 176-2|||||||왕타이||||
지유가오카||||레드테이블|||서울시 강남구 신사동 661-18|||||||지유가오카||||
뱅센느||||레드테이블|||서울 서대문구 연희동 129-1|||||||뱅센느||||
아벡누|가로수길점|||레드테이블||서울 강남구 논현로151길 55||||||||아벡누(가로수길점)|2층|||
유라쿠||||레드테이블|||서울 은평구 대조동 198-27|||||||유라쿠||||
또보겠지떡볶이집||||레드테이블|||서울시 마포구 서교동 366-14|||||||또보겠지떡볶이집||||
심슨탕|명동점|||레드테이블|||서울시 중구 명동2가 2-3|||||||심슨탕(명동점)||||
대포찜닭||||레드테이블|||서울시 종로구 동숭동 1-83|||||||대포찜닭|3층|||
모로미||||레드테이블|||서울 강남구 청담동 118-1|||||||모로미||||
찬양집||||레드테이블|||서울 종로구 돈의동 27|||||||찬양집||||
모단걸응접실||||레드테이블|||서울시 강남구 신사동 539-1|||||||모단걸응접실|지하1층|||
갈스시||||레드테이블|||서울 마포구 염리동 173-29|||||||갈스시||||
코푸플레이트|종로점|||레드테이블|||서울시 종로구 관철동 15-1|||||||코푸플레이트(종로점)||||
그란구스또||||레드테이블|||서울 강남구 대치동 962-11|||||||그란구스또||||
타이오키드||||레드테이블|||서울 용산구 한남동 736-9|||||||타이오키드||||
애드빙||||레드테이블|||서울시 강남구 신사동 545-2|||||||애드빙||||
퍼블리칸바이츠합정||||레드테이블|||서울 마포구 합정동 362-12|||||||퍼블리칸바이츠합정||||
셰막|강남역점|||레드테이블|||서울시 강남구 역삼동 814-5|||||||셰막(강남역점)||||
델쿠마라||||레드테이블|||서울시 양천구 목동 961|||||||델쿠마라|B1F (하이페리온2차 지하1층)|||
민가다헌||||레드테이블|||서울 종로구 경운동 66-7|||||||민가다헌||||
바다파스타||||레드테이블||서울 마포구 연남로1길 37||||||||바다파스타|호산나빌|||
모모스테이크|건대점|||레드테이블|||서울시 광진구 화양동 3-43|||||||모모스테이크(건대점)||||
오베이||||레드테이블|||서울시 용산구 이태원동 564|||||||오베이||||
하루에||||레드테이블|||서울 서대문구 대현동 53-23|||||||하루에||||
형제갈비||||레드테이블|||서울 서대문구 창천동 31-35|||||||형제갈비||||
리틀파파포||||레드테이블|||서울시 마포구 합정동 413-15|||||||리틀파파포||||
니뽕내뽕|압구정점|||레드테이블|||서울시 강남구 신사동 642-8|||||||니뽕내뽕(압구정점)||||
달식탁|가로수길점|||레드테이블|||서울 강남구 신사동 541-11|||||||달식탁(가로수길점)||||
아마센||||레드테이블|||서울 광진구 화양동 3-33|||||||아마센||||
사이드쇼||||레드테이블|||서울시 마포구 상수동 93-110|||||||사이드쇼||||
면채반||||레드테이블|||서울 마포구 서교동 403-11|||||||면채반||||
맛찬들왕소금구이||||레드테이블|||서울특별시 강서구 가양동 1453|||||||맛찬들왕소금구이||||
리틀사이공||||레드테이블|||서울시 강서구 방화동 886|||||||리틀사이공|롯데몰 김포공항 지하2층|||
퀸스타운||||레드테이블|||서울 종로구 동숭동 1-98|||||||퀸스타운||||
테이크아웃드로잉|한남동점|||레드테이블|||서울 용산구 한남동 683-139|||||||테이크아웃드로잉(한남동점)||||
달새는달만생각한다||||레드테이블|||서울 종로구 관훈동 60|||||||달새는달만생각한다||||
오뗄두스||||레드테이블|||서울시 중구 태평로1가 84|||||||오뗄두스|파이낸스 빌딩 B2F|||
빈로이||||레드테이블|||서울 서초구 서초동 1321-8|||||||빈로이||||
화동||||레드테이블|||서울시 마포구 서교동 358-53|||||||화동||||
스시래||||레드테이블||서울 동대문구 경희대로4길 76||||||||스시래||||
신사소곱창||||레드테이블|||서울시 광진구 화양동 10-8|||||||신사소곱창|1층|||
펭귄마카롱||||레드테이블|||서울시 종로구 명륜2가 32|||||||펭귄마카롱|1층|||
산들해|반포동점|||레드테이블|||서울 서초구 반포동 18-3|||||||산들해(반포동점)||||
아리가또맘마|홍대점|||레드테이블|||서울 마포구 상수동 317-2|||||||아리가또맘마(홍대점)|1층|||
마시찜|건대스타시티점|||레드테이블||서울 광진구 능동로 92||||||||마시찜(건대스타시티점)|스타시티 롯데백화점3층|||
치즈보스코|합정점|||레드테이블|||서울시 마포구 서교동 396-21|||||||치즈보스코(합정점)||||
일미락|목동점|||레드테이블|||서울시 양천구 목동 406-126|||||||일미락(목동점)||||
일마지오|여의도점|||레드테이블|||서울 영등포구 여의도동 44-21|||||||일마지오(여의도점)||||
호메오||||레드테이블||서울 마포구 와우산로29가길 80||||||||호메오||||
박용석스시||||레드테이블|||서울시 마포구 서교동 333-1|||||||박용석스시||||
알쌈꼬꼬|신촌점|||레드테이블|||서울 서대문구 창천동 29-70|||||||알쌈꼬꼬(신촌점)||||
크래프트한스||||레드테이블|||서울시 용산구 이태원동 118-72|||||||크래프트한스||||
쿠킨스테이크|홍대점|||레드테이블|||서울 마포구 동교동 164-1|||||||쿠킨스테이크(홍대점)|두영빌딩 2층|||
매운대|강남역점|||레드테이블|||서울 강남구 역삼동 812|||||||매운대(강남역점)||||
니지신촌점||||레드테이블|||서울 서대문구 창천동 31-82|||||||니지신촌점||||
하시엔다||||레드테이블|||서울시 용산구 이태원동 128-15|||||||하시엔다||||
벨리노|성북점|||레드테이블|||서울 성북구 성북동 350-5|||||||벨리노(성북점)||||
레스쁘아||||레드테이블|||서울 강남구 청담동 91-5|||||||레스쁘아||||
밀크카우|강남점|||레드테이블|||서울시 강남구 역삼동 812-18|||||||밀크카우(강남점)||||
몬스터랩||||레드테이블|||서울시 마포구 서교동 368-1|||||||몬스터랩||||
가온길|혜화점|||레드테이블|||서울시 종로구 혜화동 135|||||||가온길(혜화점)||||
한잔의추억(한추)||||레드테이블|||서울 강남구 신사동 549-9|||||||한잔의추억(한추)||||
다락||||레드테이블|||서울 마포구 상수동 86-55|||||||다락|2층|||
동아냉면||||레드테이블|||서울 마포구 동교동 164-20|||||||동아냉면||||
매운대||||레드테이블|||서울시 종로구 혜화동 195|||||||매운대|1층|||
제이에스키친||||레드테이블|||서울 강남구 역삼동 619-1|||||||제이에스키친||||
보노보노|삼성동점|||레드테이블|||서울 강남구 대치동 942-10|||||||보노보노(삼성동점)||||
그린클라우드||||레드테이블|||서울시 마포구 창전동 6-4|||||||그린클라우드||||
