##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@CGV
CGV|창원더시티|128.6538243|35.2403642|CGV|1544-1122|경남 창원시 의창구 원이대로 320|경남 창원시 의창구 대원동 121|6관/1178석||||||CGV창원더시티|(대원동);더시티세븐|||100208
CGV|통영|128.4255755|34.8572464|CGV|1544-1122|경상남도 통영시 원문로 27|경상남도 통영시 북신동 698-1|6관/735석||||||CGV통영|5층 (북신동);월드 GV-ZONE 5층|||100208
CGV|포항|129.3485104|36.0127576|CGV|1544-1122|경상북도 포항시 남구 중흥로 77|경상북도 포항시 남구 상도동 582|7관/1361석||||||CGV포항|7층 (상도동);밸류플러스 7F|||100208
CGV|광양|127.722652|34.935442|CGV|1544-1122|전라남도 광양시 금호로 26|전라남도 광양시 금호동 624-12|4관/670석||||||CGV광양|몰오브광양 2~3F;2층 몰오브광양|||100208
CGV|광양/엘에프스퀘어|127.566398|34.963919|CGV|1544-1122|전라남도 광양시 광양읍 순광로 466|전라남도 광양시 광양읍 덕례리 707|7관/1204석||||||CGV광양 엘에프스퀘어|LF스퀘어 3층 가든동 CGV광양 엘에프스퀘어;LF스퀘어 3층 가든동 CGV광양 엘에프스퀘어|||100208
CGV|광주금남로|126.91465979999998|35.1468586|CGV|1544-1122|광주광역시 동구 중앙로 160번길 16-7|광주광역시 동구 불로동 1-21|9관/955석||||||CGV광주금남로|부로타워 2층;부로타워 2층|||100208
CGV|광주상무|126.8510088|35.1542924|CGV|1544-1122|광주광역시 서구 시청로 67|광주광역시 서구 치평동 1218-1|10관/1610석||||||CGV광주상무|(치평동,6층);프리미엄아울렛 6층|||100208
CGV|광주용봉|126.9120743|35.1826198|CGV|1544-1122|광주광역시 북구 문화소통로 170|광주광역시 북구 용봉동 17-1|10관/1465석||||||CGV광주용봉|(용봉동);하미스포렉스|||100208
CGV|광주첨단|126.8504650|35.2165013|CGV|1544-1122|광주광역시 광산구 임방울대로826번길 , 2층 (쌍암동) |광주광역시 광산구 쌍암동 첨단지구 내 롯데마트 옆 |9관/1219석||||||CGV광주첨단||||100208
CGV|광주충장로|126.9125511|35.1493817|CGV|1544-1122|광주 광역시 동구 중앙로 163||5관/719석||||||CGV광주충장로|NC웨이브 11층;NC웨이브 11층|||100208
CGV|광주터미널|126.8803429|35.1608732|CGV|1544-1122|광주광역시 서구 무진대로 904|광주광역시 서구 광천동 49-1|11관/2073석||||||CGV광주터미널|2층~6층 (광천동);유스퀘어 2~6층|||100208
CGV|광주하남|126.80653400000006|35.178293|CGV|1544-1122||광주광역시 광산구 하남동 832|6관/835석||||||CGV광주하남|테라스 56 피크닉몰 2층광주광역시 광산구 용아로400번길 30 테라스 56 피크닉몰 2층|||100208
CGV|군산|126.705450|35.964298|CGV|1544-1122|전라북도 군산시 백토로 166|전라북도 군산시 나운동 124-4|5관/975석||||||CGV군산|3층 (나운동)|||100208
CGV|나주|126.793206|35.023913|CGV|1544-1122|전라남도 나주시 상야4길 16-16|전라남도 나주시 빛가람동 203-3|6관/665석||||||CGV나주|(빛가람동);T.C.C타워 4층|||100208
CGV|목포|126.4198751|34.8026561|CGV|1544-1122|전라남도 목포시 교육로 63|전라남도 목포시 상동 892|5관/978석||||||CGV목포|(상동)|||100208
CGV|목포평화광장|126.43336260000001|34.7991449|CGV|1544-1122||전라남도 목포시 상동 1129-6|8관/1300석||||||CGV목포평화광장|5층전라남도 목포시 원형동로 53 5층|||100208
CGV|서전주|127.106405|35.816825|CGV|1544-1122|전주시 완산구 홍산로 260|전주시 완산구 효자동3가 1531-2|5관/720석||||||CGV서전주|엠스퀘어 6층;엠스퀘어 6층|||100208
CGV|순천|127.48619557|34.9509810|CGV|1544-1122|전라남도 순천시 장명로 22|전라남도 순천시 장천동 54-1|8관/1188석||||||CGV순천|2층~6층 (장천동);2층~6층 (순천시청바로옆)|||100208
CGV|순천신대|127.552502|34.925794|CGV|1544-1122|전라남도 순천시 해룡면 해광로 199|전라남도 순천시 해룡면 신대리 2139|9관/1449석||||||CGV순천신대||||100208
CGV|여수웅천|127.678776|34.7487478|CGV|1544-1122|전라남도 여수시 웅천로 19-35|전라남도 여수시 웅천동 1720-3|8관/1123석||||||CGV여수웅천|(웅천동) 2층~8층;2층~8층|||100208
CGV|익산|126.9736558|35.9582506|CGV|1544-1122|전라북도 익산시 무왕로 1052|전라북도 익산시 영등동 149-1|9관/1325석||||||CGV익산|3층~5층 (영등동);아오아 본건물 3~5층|||100208
CGV|전주고사|127.1420480|35.8203737|CGV|1544-1122|전라북도 전주시 완산구 전주객사3길 72|전라북도 전주시 완산구 고사동 355-1|8관/1271석||||||CGV전주고사|(고사동)|||100208
CGV|전주효자|127.1158987|35.8070509|CGV|1544-1122|||7관/1795석||||||CGV전주효자|Mall of Hyoja 2층;(Mall of Hyoja 2층)|||100208
CGV|정읍|126.8495564|35.5698873|CGV|1544-1122|전라북도 정읍시 중앙1길 1|전라북도 정읍시 수성동 525-1|4관/565석||||||CGV정읍||||100208
CGV|제주|126.5272350|33.5002480|CGV|1544-1122|제주특별자치도 제주시 서광로 288|제주특별자치도 제주시 이도2동 메카플러스 2~7층 |8관/894석||||||CGV제주|2층~7층 (이도2동)|||100208
CGV|제주노형|126.478375|33.485797|CGV|1544-1122|제주특별자치도 제주시 노형로 407|제주특별자치도 제주시 노형동 1288-5|6관/857석||||||CGV제주노형|노형타워5층;노형타워 5층|||100208
