##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@작은도서관
늘푸른상상력도서관||||작은도서관||경기도 가평군 가평읍 석봉로 122||||||||늘푸른상상력도서관||||200102
늘푸른세종작은도서관||||작은도서관||경기도 시흥시 함송로29번길 54||||||||늘푸른세종작은도서관|(세종1차아파트) 관리사무소2층|||200102
늘푸른자연학교작은도서관||||작은도서관||경기도 여주시 점동면 성주로 946||||||||늘푸른자연학교작은도서관|1층|||200102
늘푸른작은도서관||||작은도서관||경기도 구리시 벌말로80번길 100||||||||늘푸른작은도서관|(토평동) 토평동|||200102
늠내골실버작은도서관||||작은도서관||경기도 시흥시 장현능곡로 214||||||||늠내골실버작은도서관|시흥시노인종합복지관 3층|||200102
능동/주공2아파트/문고||||작은도서관|||경기 화성시 능동 1081|||||||능동 주공2아파트 문고||||200102
능실샘작은도서관||||작은도서관||경기 수원시 권선구 호매실동 호매실로165번길 70||||||||능실샘작은도서관|휴먼시아15단지 관리동|||200102
다문화작은도서관||||작은도서관||경기도 시흥시 공단1대로259번길 5||||||||다문화작은도서관|(정왕동)|||200102
다사랑도서관||||작은도서관||경기도 남양주시 오남읍 진건오남로615번길 32-21||||||||다사랑도서관|진건오남로 615번길 32-21|||200102
다사리도서관||||작은도서관||경기도 평택시 송탄로 90||||||||다사리도서관|(현대상가) 현대상가4층|||200102
다솜/작은도서관||||작은도서관||경기도 광명시 기아로 22||||||||다솜 작은도서관|(소하동) 3층|||200102
다우리/작은도서관||||작은도서관||경기도 광명시 소하로 161||||||||다우리 작은도서관|(소하동,휴먼시아6단지아파트) 605동 1층|||200102
다울누림/작은도서관||||작은도서관||경기도 김포시 김포한강3로 290-16||||||||다울누림 작은도서관|(장기동,고창마을이니스더원아파트) 이니스더원아파트 관리사무소|||200102
다은/우남/작은도서관||||작은도서관||경기도 화성시 동탄중앙로 171||||||||다은 우남 작은도서관|(반송동,동탄시범다은마을 우남퍼스트빌) 반송동 79 시범다은마을 우남퍼스트빌아파트 커뮤니티센터|||200102
단비작은도서관||||작은도서관||경기도 남양주시 진접읍 금강로 1831||||||||단비작은도서관|광릉지역아동센타내|||200102
달안동주민센타||||작은도서관||경기도 안양시 동안구 달안로 65||||||||달안동주민센타|(달안동주민센터) 민원실|||200102
달팽이||||작은도서관||경기 안양시 만안구 안양6동 수리산로 45번길 2층 ||||||||달팽이||||200102
당수샘어린이도서관||||작은도서관||경기도 수원시 권선구 당진로15번길 54||||||||당수샘어린이도서관|(당수동) 마이바움D동 B01호|||200102
당정동/벤티움/작은도서관||||작은도서관|||경기 군포시 당정동 522|||||||당정동 벤티움 작은도서관||||200102
당정문화도서관||||작은도서관||경기도 군포시 한세로56번길 12||||||||당정문화도서관|(당정동) 군포문화원|||200102
대곶작은도서관||||작은도서관||경기도 김포시 대곶면 율생중앙로36번길 19||||||||대곶작은도서관||||200102
대덕/작은도서관||||작은도서관||경기도 고양시 덕양구 덕은로 34||||||||대덕 작은도서관|(대덕동종합복지회관) 복지회관 1층|||200102
대명구름채문고||||작은도서관||경기 의왕시 포도원로 46||||||||대명구름채문고|203동 1층|||200102
대방열린작은도서관||||작은도서관||경기 파주시 야동동 평화로 280||||||||대방열린작은도서관|(대방아파트) 관리동 2층|||200102
대영교회문고||||작은도서관||경기 수원시 장안구 파장동 파장천로 87-20||||||||대영교회문고|대영교회|||200102
대우이안작은도서관||||작은도서관||경기 의왕시 부곡복지관길 41||||||||대우이안작은도서관|관리사무소 2층|||200102
대은/작은도서관||||작은도서관||경기 성남시 중원구 금광1동 금광1동 금상로 87번길 6-6||||||||대은 작은도서관||||200102
대임문고창조교실||||작은도서관||경기 수원시 팔달구 우만1동 월드컵로 311||||||||대임문고창조교실||||200102
대주작은도서관||||작은도서관|||경기 광주시 오포읍 양벌7리 355-1|||||||대주작은도서관|대주1차아파트 A블럭내|||200102
대추동이/작은도서관||||작은도서관||경기 수원시 장안구 조원동 송정로187번길 35-1||||||||대추동이 작은도서관||||200102
대추리솔부엉이도서관||||작은도서관||경기도 평택시 팽성읍 대추안길 5||||||||대추리솔부엉이도서관|대추리솔부엉이도서관|||200102
대화마을/작은도서관||||작은도서관||경기도 고양시 일산서구 대화1로 61||||||||대화마을 작은도서관|(대화마을5단지아파트) 대화마을 5단지 아파트 관리사무소 1층|||200102
더불어숲||||작은도서관|||경기 화성시 봉담읍 동화리 이원타워 10층 1002호 |||||||더불어숲||||200102
더빛ArkKids작은도서관||||작은도서관||경기도 용인시 기흥구 흥덕1로 97||||||||더빛ArkKids작은도서관|수다프라자 201호,304호|||200102
덕소도서관||||작은도서관||경기도 남양주시 와부읍 수레로27번안길 7||||||||덕소도서관|덕소지역아동센터|||200102
덕소현대아파트도서관||||작은도서관||경기도 남양주시 와부읍 덕소로 150||||||||덕소현대아파트도서관|(강변현대아파트) 강변현대아파트 관리사무소 2층|||200102
덕풍시장작은도서관||||작은도서관||경기도 하남시 수리북로 33||||||||덕풍시장작은도서관|(덕풍동)|||200102
데시앙도서관||||작은도서관||경기도 용인시 기흥구 동백8로 9||||||||데시앙도서관|(동백동,호수마을자연&데시앙아파트) 1706동 1층|||200102
도농롯데아파트독서실||||작은도서관||경기도 남양주시 미금로 24||||||||도농롯데아파트독서실|(도농동,롯데낙천대아파트) 433번지 롯데아파트단지 809동 지하|||200102
도덕파크/푸른솔/작은도서관||||작은도서관||경기도 광명시 가림일로 79||||||||도덕파크 푸른솔 작은도서관|(도덕파크타운) 관리동 2층|||200102
도란도란위브도서관||||작은도서관||경기 의왕시 포일동 흥안대로 434번길 86||||||||도란도란위브도서관|두산위브호수마을 2단지|||200102
도란도란작은도서관||||작은도서관||경기도 양주시 삼숭로38번길 55||||||||도란도란작은도서관|(양주자이3단지아파트) 관리동|||200102
도란도란작은도서관||||작은도서관||경기도 부천시 오정구 고리울로 79||||||||도란도란작은도서관|(고강동) 고강종합사회복지관 도란도란 작은도서관|||200102
도란도란책마을||||작은도서관||경기도 수원시 영통구 센트럴타운로 85||||||||도란도란책마을|(이의동,써밋플레이스 광교) 도란도란책마을|||200102
도래울2단지/작은도서관||||작은도서관||경기도 고양시 덕양구 도래울로 85||||||||도래울2단지 작은도서관|(도내동,엘에이치원흥도래울마을2단지) 원흥도래울2단지 아파트|||200102
도심광장/지혜의/등대||||작은도서관||경기도 동두천시 중앙로 268||||||||도심광장 지혜의 등대|(생연동) 중앙로 268|||200102
도창작은도서관||||작은도서관||경기도 시흥시 매화로 145||||||||도창작은도서관|(도창동,에이스아파트) 도창작은도서관|||200102
도척작은도서관||||작은도서관||경기 광주시 도척면 노곡로 20||||||||도척작은도서관|도척면사무소 3층|||200102
도촌동/작은도서관||||작은도서관||경기 성남시 중원구 도촌동 도촌북로 28||||||||도촌동 작은도서관||||200102
도토리마을작은도서관||||작은도서관||경기도 양주시 삼숭로58번길 111||||||||도토리마을작은도서관|(삼숭동) 상가동 203,204호|||200102
독수리/작은도서관||||작은도서관||경기도 성남시 분당구 동판교로 122||||||||독수리 작은도서관|(백현동,백현마을2단지아파트) 관리사무소 2층|||200102
독수리병영작은도서관||||작은도서관||경기도 양주시 율정로247번길 49||||||||독수리병영작은도서관|(율정동) 2392부대|||200102
동그라미||||작은도서관||경기도 안양시 동안구 동편로 110||||||||동그라미|(동편마을 아파트) 3단지)|||200102
동네/작은도서관||||작은도서관||경기도 성남시 수정구 탄리로 47||||||||동네 작은도서관|(수진동) 2층|||200102
동동도서관||||작은도서관||경기도 안산시 상록구 샘골로7길 5||||||||동동도서관|(본오동) 1층|||200102
동두천초등학교지혜의등대||||작은도서관||경기 동두천시 생연1동 평화로 2460번길 4||||||||동두천초등학교지혜의등대||||200102
동산마을22단지/백송도서관||||작은도서관||경기도 고양시 덕양구 세솔로 25||||||||동산마을22단지 백송도서관|(동산마을 22단지 호반베르디움) 지하커뮤니티센터내|||200102
동아에코빌도서관||||작은도서관||경기 의왕시 포일동 흥안대로 456번길 125||||||||동아에코빌도서관|관리동 2층|||200102
동안작은도서관||||작은도서관||경기도 양주시 고암길 275||||||||동안작은도서관|(동안마을주공3단지아파트) 관리사무동 지하1층|||200102
동양아파트새마을문고||||작은도서관||경기도 고양시 일산서구 고양대로 633||||||||동양아파트새마을문고|(동양아파트) 105동 104호|||200102
동양월드꿈나무도서관||||작은도서관||경기 파주시 와동동 가온로 245||||||||동양월드꿈나무도서관||||200102
동양작은도서관||||작은도서관||경기도 이천시 증신로 309||||||||동양작은도서관|(송정동,동양아파트) 동양아파트내 동양작은도서관|||200102
동원작은도서관||||작은도서관|||경기도 여주시 세종로 173-69|||||||동원작은도서관|(홍문동,동원아파트) 경로당 2층|||200102
동원작은도서관||||작은도서관||경기도 남양주시 호평로 93||||||||동원작은도서관|(호평동,동원로얄듀크아파트) 동원로얄듀크APT1705-B1|||200102
동일하이빌/작은도서관||||작은도서관||경기도 화성시 봉담읍 동화길 82||||||||동일하이빌 작은도서관|(동화마을동일하이빌아파트) 관리동|||200102
동천작은도서관||||작은도서관||경기도 용인시 수지구 동천로 27||||||||동천작은도서관|(동천동) 동천교회 3층|||200102
동탄2모아미래도/작은도서관||||작은도서관||경기도 화성시 동탄청계로 303-33||||||||동탄2모아미래도 작은도서관|(청계동,모아미래도아파트) 동탄2모아미래도 작은도서관|||200102
동탄상록/작은도서관||||작은도서관||경기도 화성시 동탄원천로 315-18||||||||동탄상록 작은도서관|(능동,동탄능동마을상록예가아파트) 동탄상록 작은도서관|||200102
동탄파라곤/북카페/작은도서관||||작은도서관||경기도 화성시 동탄반석로 172||||||||동탄파라곤 북카페 작은도서관|(동탄 파라곤) 동탄파라곤 북카페 작은도서관|||200102
동화나무도서관||||작은도서관||경기도 군포시 고산로 263||||||||동화나무도서관|(당동) 평생학습원 5층|||200102
될성푸른나무/작은도서관||||작은도서관||경기도 성남시 분당구 정자일로 55||||||||될성푸른나무 작은도서관|(분당두산위브아파트) 두산위브 103동 1층|||200102
두견마을도서관||||작은도서관||경기도 수원시 장안구 수성로245번길 21||||||||두견마을도서관|(두견마을 영남,우방,한솔아파트) 관리사무소2층|||200102
두드림도서관||||작은도서관|||경기 평택시 합정동 907-7|||||||두드림도서관||||200102
두드림작은도서관||||작은도서관||경기도 시흥시 시흥대로1073번길 4-7||||||||두드림작은도서관|(맑은피아노) 3층|||200102
두란노||||작은도서관||경기 안양시 만안구 안양7동 덕천로 128번길 5||||||||두란노||||200102
두란노작은도서관||||작은도서관||경기도 시흥시 봉우재로175번길 19||||||||두란노작은도서관|(정왕동) 두란노교회|||200102
두루미/작은도서관||||작은도서관||경기도 화성시 조암동로 58||||||||두루미 작은도서관|(한라비발디) 두루미 작은도서관|||200102
두산/위브/어린이/도서관||||작은도서관||경기도 화성시 영통로50번길 27||||||||두산 위브 어린이 도서관|(반월동,반달마을두산위브아파트) 880|||200102
두산책마을작은도서관||||작은도서관||경기도 화성시 병점서로 8||||||||두산책마을작은도서관|(남수원두산아파트) 관리동 2층|||200102
뒷동네도서관||||작은도서관||경기도 의왕시 오리나무로 28||||||||뒷동네도서관|(내손동) 103호|||200102
드림/작은도서관||||작은도서관||경기도 성남시 수정구 제일로 195||||||||드림 작은도서관|(태평동) 3층|||200102
드림랜드/작은도서관||||작은도서관||경기 성남시 수정구 양지동 산성대로 613||||||||드림랜드 작은도서관||||200102
드림작은도서관||||작은도서관||경기도 남양주시 화도읍 수레로 1163-15||||||||드림작은도서관|1층|||200102
디딤돌작은도서관||||작은도서관||경기도 안성시 공도읍 마정강변길 45-2||||||||디딤돌작은도서관|디딤돌작은도서관|||200102
디사이플스/인문학도서관||||작은도서관||경기도 평택시 현신7길 21-4||||||||디사이플스 인문학도서관|1층|||200102
디자인시티블루밍도서관||||작은도서관||경기도 안성시 공도읍 공도로 142||||||||디자인시티블루밍도서관|(디자인시티블루밍) 관리사무소|||200102
뜰안에작은나무/작은도서관||||작은도서관||경기 부천시 원미구 역곡동 지붕로 122-1||||||||뜰안에작은나무 작은도서관||||200102
래미안/새마을작은도서관||||작은도서관||경기도 수원시 장안구 천천로21번길 33||||||||래미안 새마을작은도서관|(정자동,청솔마을주공아파트) 관리동2층|||200102
래미안금광/작은도서관||||작은도서관||경기 성남시 중원구 금광2동 금광2동 황송로 77||||||||래미안금광 작은도서관|래미안 금광A|||200102
래미안도서관글샘||||작은도서관||경기도 용인시 기흥구 용구대로2394번길 27||||||||래미안도서관글샘|(마북동,삼성래미안1차아파트) 관리동 1층|||200102
래미안부천중동아파트작은도서관||||작은도서관||경기도 부천시 신흥로276번길 15||||||||래미안부천중동아파트작은도서관|(중동,래미안부천중동) 래미안부천중동아파트|||200102
래미안휴레스트문고||||작은도서관||경기도 고양시 덕양구 호국로834번길 55-7||||||||래미안휴레스트문고|(래미안휴레스트아파트) 860관리소|||200102
럭키||||작은도서관||경기 안양시 만안구 석수2동 석수로 40번길 10동 지하 ||||||||럭키||||200102
로뎀나무도서관||||작은도서관||경기도 오산시 동부대로 453||||||||로뎀나무도서관|(원동) 4층 로뎀나무 작은도서관|||200102
로뎀나무문고||||작은도서관||경기도 수원시 장안구 대평로39번길 8||||||||로뎀나무문고|(꽃뫼노을마을 대동아파트) (정자동,양문교회)|||200102
롯데캐슬/작은도서관||||작은도서관||경기도 성남시 중원구 희망로 415||||||||롯데캐슬 작은도서관|(롯데캐슬) 중앙동|||200102
롯데캐슬에코/북카페||||작은도서관||경기도 용인시 기흥구 동백죽전대로527번길 80||||||||롯데캐슬에코 북카페|(중동,신동백롯데캐슬에코1단지) 110동 PIT층|||200102
롯데캐슬작은도서관||||작은도서관|||경기 화성시 석우동 석우동 55|||||||롯데캐슬작은도서관|예당마을 롯데캐슬아파트 커뮤니티센터|||200102
리버팰리스작은도서관||||작은도서관||경기도 파주시 문산읍 당동1로 52||||||||리버팰리스작은도서관|(파주한양수자인 리버팰리스 아파트) 커뮤니티센터 1층|||200102
리슈빌도서관(세솔책방)||||작은도서관||경기도 고양시 덕양구 동세로 125||||||||리슈빌도서관(세솔책방)|(삼송마을 15단지 계룡리슈빌) 관리사무소 1층|||200102
리슈빌작은도서관||||작은도서관||경기도 화성시 동탄대로시범길 236||||||||리슈빌작은도서관|(시범계룡리슈빌아파트) 리슈빌아파트 관리사무소2f|||200102
마루/작은도서관||||작은도서관||경기도 고양시 덕양구 의장로 122||||||||마루 작은도서관|(도내동) 원프라자 501호 은혜마루교회|||200102
마루아라/작은도서관||||작은도서관||경기도 성남시 분당구 동판교로 91||||||||마루아라 작은도서관|(백현마을4단지) 커뮤니티센터|||200102
마루작은도서관||||작은도서관||경기도 파주시 파평면 장마루로 207-2||||||||마루작은도서관|장파2리 마을회관|||200102
마북e편한세상/작은도서관||||작은도서관||경기도 용인시 기흥구 마북로 210||||||||마북e편한세상 작은도서관|(마북동,교동마을 마북 e편한세상) 주민공동시설 2층|||200102
마상공원/작은도서관||||작은도서관||경기도 고양시 덕양구 원당로69번길 46||||||||마상공원 작은도서관|(주교동) 조교동,마상공원 내 주차장 옆|||200102
마송휴먼시아/10단지/작은도서관||||작은도서관||경기 김포시 통진읍 마송1로 134-25||||||||마송휴먼시아 10단지 작은도서관||||200102
마을/작은도서관||||작은도서관||경기도 성남시 수정구 탄리로96번길 11||||||||마을 작은도서관|(태평동) -|||200102
마을도서관/나무||||작은도서관||경기도 의정부시 시민로 226-1||||||||마을도서관 나무|(신곡동) 마을도서관 나무|||200102
마을숲작은도서관||||작은도서관||경기도 안산시 단원구 삼일로 449||||||||마을숲작은도서관|(와동) 2층|||200102
마중/작은도서관||||작은도서관||경기도 안양시 동안구 동편로 120||||||||마중 작은도서관|120 (관양동,동편마을아파트) 마중 작은도서관|||200102
만세작은도서관||||작은도서관||경기도 화성시 평3길 20-1||||||||만세작은도서관|3층|||200102
말하는/영어도서관||||작은도서관||경기도 수원시 팔달구 세류로75번길 29||||||||말하는 영어도서관|(매산로3가) 순복음제자교회 지하1층|||200102
맑은누리도서관||||작은도서관||경기도 오산시 수목원로 615||||||||맑은누리도서관|(잔다리마을1단지아파트) 맑은누리도서관|||200102
맑은샘/작은도서관||||작은도서관||경기도 광명시 새터로 96-7||||||||맑은샘 작은도서관|물댄동산교회 1층 (광명동)|||200102
맑은샘도서관||||작은도서관||경기도 의정부시 오목로 21-1||||||||맑은샘도서관|(용현동) 의정부교회|||200102
맑은샘문고||||작은도서관|||경기 화성시 남양동 남양동 1156-8|||||||맑은샘문고|은혜의 동산교회|||200102
맑은샘문고||||작은도서관|||경기 구리시 교문1동 739-2|||||||맑은샘문고||||200102
맑은책내음||||작은도서관||경기도 안양시 동안구 평촌대로180번길 28||||||||맑은책내음|(평촌동,향촌롯데아파트) 관리사무소내|||200102
매교동/새마을문고||||작은도서관||경기도 수원시 팔달구 효원로89번길 60||||||||매교동 새마을문고|(매교동) 주민센터2층|||200102
매산동/새마을문고||||작은도서관||경기도 수원시 팔달구 매산로 41||||||||매산동 새마을문고|(매산로2가) 주민센터2층|||200102
매탄1동/새마을문고||||작은도서관||경기도 수원시 영통구 인계로189번길 119||||||||매탄1동 새마을문고|(매탄동) 주민센터2층|||200102
매탄2동/새마을문고||||작은도서관||경기도 수원시 영통구 매영로39번길 9||||||||매탄2동 새마을문고|(매탄동) 주민센터1층|||200102
매탄3동/새마을문고||||작은도서관||경기도 수원시 영통구 동탄원천로881번길 76||||||||매탄3동 새마을문고|(매탄동) 주민센터3층|||200102
매탄4동/새마을문고||||작은도서관||경기도 수원시 영통구 산남로 26-4||||||||매탄4동 새마을문고|(매탄동) 주민센터3층|||200102
매화작은도서관||||작은도서관||경기 의왕시 오전로 208||||||||매화작은도서관|지하1층|||200102
맹꽁이책방||||작은도서관||경기도 시흥시 하상로 14-9||||||||맹꽁이책방|(하상동)|||200102
맹호병영작은도서관||||작은도서관||경기도 양주시 광적면 삼일로 299-12||||||||맹호병영작은도서관|5726부대|||200102
먹갓교회문고||||작은도서관||경기도 남양주시 화도읍 먹갓로37번길 16-16||||||||먹갓교회문고||||200102
메가박스/어린이도서관||||작은도서관||경기도 고양시 일산동구 중앙로 1036||||||||메가박스 어린이도서관|(베스트 고양터미널) 6층|||200102
메가키즈박스도서관||||작은도서관||경기도 수원시 영통구 봉영로 1579||||||||메가키즈박스도서관|(그랜드백화점) 6층 (영통동,롯데쇼핑플라자)|||200102
메타하나두리/작은도서관||||작은도서관||경기도 화성시 동탄중앙로 200||||||||메타하나두리 작은도서관|(메타폴리스) 메타하나두리 작은도서관|||200102
명가병영작은도서관||||작은도서관||경기도 양주시 평화로1267번길 3||||||||명가병영작은도서관|(산북동) 86정비대대|||200102
명성작은도서관||||작은도서관||경기도 양주시 평화로1399번길 62||||||||명성작은도서관|(명성아파트) 은혜와진리교회 내 201동|||200102
명저읽는작은도서관||||작은도서관||경기도 안산시 상록구 성호로 126||||||||명저읽는작은도서관|(일동) 2층|||200102
명품작은도서관||||작은도서관||경기 여주시 산북면 양자산길 3||||||||명품작은도서관||||200102
명학마을||||작은도서관||경기도 안양시 만안구 명학로 66-14||||||||명학마을|산소망교회|||200102
모두어린이작은도서관||||작은도서관||경기도 안산시 단원구 원본로 15||||||||모두어린이작은도서관|2층|||200102
모란작은도서관||||작은도서관||경기 의왕시 모란길 5||||||||모란작은도서관|관리사무소 1층|||200102
모산작은도서관||||작은도서관||경기도 용인시 처인구 모현면 모산로 36-4||||||||모산작은도서관|2층|||200102
모세/작은도서관||||작은도서관||경기도 남양주시 와부읍 덕소로 270||||||||모세 작은도서관|(한강우성아파트) 한강우성아파트 A상가 301호|||200102
모아재도서관||||작은도서관||경기도 수원시 권선구 덕영대로 1142||||||||모아재도서관|(세류동) 네오에스티엠빌딩 4층|||200102
목감영어도서관||||작은도서관|||경기 시흥시 목감동 242-1|||||||목감영어도서관||||200102
무등실작은도서관||||작은도서관||경기도 연천군 왕징면 왕산로 44||||||||무등실작은도서관|왕징면주민복지문화센터 2층|||200102
무럭무럭도서관||||작은도서관|||경기 화성시 병점동 259-15|||||||무럭무럭도서관|304호|||200102
무지개/작은도서관||||작은도서관||경기도 화성시 역골동로 75||||||||무지개 작은도서관|103호|||200102
무지개꿈문고||||작은도서관||경기도 남양주시 호평로 118||||||||무지개꿈문고|(호평동,효성백년가약아파트) 무지개꿈문고|||200102
무지개도서관||||작은도서관||경기 오산시 청호동 청호로 23-22||||||||무지개도서관||||200102
무지개도서관||||작은도서관||경기 파주시 동패동 한울로 101||||||||무지개도서관||||200102
무지개뜨는언덕/작은도서관||||작은도서관||경기 성남시 수정구 수진동 제일로 138번길 1||||||||무지개뜨는언덕 작은도서관||||200102
무지개작은도서관||||작은도서관||경기도 부천시 원미구 부일로 563||||||||무지개작은도서관|(옹진 수산업협동조합) 2층 무지개작은도서관|||200102
무지개작은도서관||||작은도서관||경기 오산시 오산동 시장길 6-1||||||||무지개작은도서관|3층 302호|||200102
무지개작은도서관||||작은도서관||경기도 평택시 무지개공원2길 1||||||||무지개작은도서관|(비전동) 183-1|||200102
문발리도서관||||작은도서관||경기 파주시 문발동 문발로 240-12||||||||문발리도서관||||200102
문촌7단지도서관||||작은도서관||경기도 고양시 일산서구 킨텍스로 344||||||||문촌7단지도서관|(문촌마을7단지) 문촌마을 7단지 관리사무소 1층|||200102
물댄동산작은도서관||||작은도서관||경기도 안산시 상록구 도매시장로 37||||||||물댄동산작은도서관|(이동) 4층|||200102
물푸레/작은도서관||||작은도서관||경기 성남시 중원구 금광1동 금광1동 희망로 400번길 48||||||||물푸레 작은도서관||||200102
물푸레6단지도서관||||작은도서관||경기도 용인시 기흥구 구성로 475||||||||물푸레6단지도서관|(청덕동,휴먼시아물푸레마을6단지아파트)|||200102
물푸레도서관||||작은도서관||경기도 용인시 기흥구 구성3로 65||||||||물푸레도서관|(청덕동,휴먼시아물푸레마을3단지아파트) 관리사무소 앞|||200102
물푸레마을/새빛/도서관||||작은도서관||경기도 용인시 기흥구 구성로448번길 3-12||||||||물푸레마을 새빛 도서관|(청덕동) 새빛중앙교회 1층|||200102
미네르바/작은도서관||||작은도서관||경기도 파주시 가온로 67||||||||미네르바 작은도서관|(목동동,해솔마을5단지 삼부르네상스아파트) 해솔마을 5단지 삼부르네상스|||200102
미라클차일드어린이영어도서관||||작은도서관||경기도 용인시 기흥구 구성로 50||||||||미라클차일드어린이영어도서관|(마북동) 그리스도의 대사들 교회 1층|||200102
미사12단지푸른숲/작은도서관||||작은도서관||경기도 하남시 미사강변동로 177||||||||미사12단지푸른숲 작은도서관|(망월동,미사강변도시12단지) 내|||200102
미사강변파밀리에/작은도서관||||작은도서관||경기도 하남시 아리수로 589||||||||미사강변파밀리에 작은도서관|(망월동,미사강변파밀리에) 주민복지관|||200102
미사마루/작은도서관||||작은도서관||경기도 하남시 미사강변한강로 110||||||||미사마루 작은도서관|(선동,미사강변도시9단지) 내|||200102
미소지움작은도서관||||작은도서관|||경기 부천시 원미구 상동 라일락마을 신성미소지움 |||||||미소지움작은도서관||||200102
민들레/작은도서관||||작은도서관||경기 부천시 원미구 원미동 원미로124번길 33-19||||||||민들레 작은도서관||||200102
민들레/작은도서관||||작은도서관||경기도 성남시 중원구 광명로110번길 12-2||||||||민들레 작은도서관|(성남동) (성남동)|||200102
민들레문고||||작은도서관||경기도 남양주시 청학로114번길 34||||||||민들레문고|(주공아파트) 청학주공7단지 관리사무소 2층|||200102
민들레작은도서관||||작은도서관|||경기 시흥시 정왕4동 1878-11|||||||민들레작은도서관||||200102
민들레작은도서관||||작은도서관||경기 수원시 팔달구 화서1동 수성로244번길 25||||||||민들레작은도서관|위브하늘채아파트 상가 203-206호|||200102
민들레작은도서관||||작은도서관||경기도 안산시 상록구 항가울로 27||||||||민들레작은도서관|(사동) 2층|||200102
민들레홀씨작은도서관||||작은도서관||경기 부천시 원미구 상동 상동로 117번길 48||||||||민들레홀씨작은도서관||||200102
민락센트럴작은도서관||||작은도서관||경기도 의정부시 송양로 75||||||||민락센트럴작은도서관|(민락동,민락센트럴) 민락센트럴아파트 관리동 1층 (민락동 891)|||200102
민락이편한/작은도서관||||작은도서관||경기도 의정부시 오목로 117||||||||민락이편한 작은도서관|(민락동,민락e-편한세상) (민락동,민락이편한세상)|||200102
민락푸르지오/푸른도서관||||작은도서관||경기도 의정부시 송양로 46||||||||민락푸르지오 푸른도서관|(낙양동,의정부 민락 푸르지오) (낙양동,민락푸르지오)|||200102
민통선도서관||||작은도서관|||경기 김포시 월곶면 용강리 335-11|||||||민통선도서관|민통선평화교회 내|||200102
믿음/작은도서관||||작은도서관||경기도 성남시 수정구 제일로 244||||||||믿음 작은도서관|(태평동,경원대역동부센트레빌) -|||200102
밀물병영작은도서관||||작은도서관||경기도 양주시 율정로247번길 49||||||||밀물병영작은도서관||||200102
바다마을작은도서관||||작은도서관||경기도 시흥시 월곶중앙로14번길 9||||||||바다마을작은도서관|(월곶동,월곶4차풍림아이원아파트) 관리동 2층|||200102
바른샘도서관||||작은도서관||경기도 용인시 기흥구 서천로128번길 12||||||||바른샘도서관|(서천동,서천마을휴먼시아 2단지) 관리사무소|||200102
바른생협바로미도서관||||작은도서관||경기 수원시 영통구 영통동 청명북로7번길 16-15||||||||바른생협바로미도서관||||200102
박달1동/작은도서관||||작은도서관||경기도 안양시 만안구 양화로127번길 9||||||||박달1동 작은도서관|(박달1동주민센터) 4층|||200102
반다리작은도서관||||작은도서관||경기도 화성시 영통로61번길 32||||||||반다리작은도서관|(반월동) 반달문화복지센터|||200102
반달작은도서관||||작은도서관||경기도 화성시 영통로27번길 35||||||||반달작은도서관|(신영통현대3차아파트) 신영통현대3단지아파트 관리동|||200102
반도유보라/작은도서관||||작은도서관||경기도 김포시 김포한강1로 9||||||||반도유보라 작은도서관|(고창마을반도유보라아파트) 1642번지 반도유보라아파트 공동편의시설내|||200102
반디작은도서관||||작은도서관||경기도 고양시 덕양구 토당로78번길 7-20||||||||반디작은도서관|1층|||200102
반딧불/작은도서관||||작은도서관||경기도 가평군 설악면 묵안로 170-46||||||||반딧불 작은도서관|반딧불평생학습마을 마을회관|||200102
반딧불/작은도서관(팔탄)||||작은도서관|||경기 화성시 팔탄면 팔탄면 노하리 124|||||||반딧불 작은도서관(팔탄)||||200102
반딧불도서관||||작은도서관||경기도 고양시 덕양구 행신로279번길 24-12||||||||반딧불도서관|236 빛무리교회 2층|||200102
반딧불이도서관||||작은도서관||경기도 용인시 수지구 신봉1로 28||||||||반딧불이도서관|(신봉동,서홍마을효성화운트빌아파트) 403동 1층|||200102
반딧불이작은도서관||||작은도서관||경기도 양주시 삼숭로38번길 78-30||||||||반딧불이작은도서관|(양주자이1단지아파트) 104동 1층|||200102
반딧불작은도서관||||작은도서관||경기도 안산시 단원구 도일로 60-34||||||||반딧불작은도서관|(신길동,휴먼시아) 휴먼시아아파트|||200102
반석도서관||||작은도서관||경기도 시흥시 매화1로 22-3||||||||반석도서관|(매화동) 239-1|||200102
반올림/작은도서관||||작은도서관||경기도 화성시 동탄문화센터로 39||||||||반올림 작은도서관|(시범다은마을포스코더샵아파트) 반올림 작은도서관|||200102
반월햇빛작은도서관||||작은도서관|||경기 안산시 상록구 팔곡일동 264-6|||||||반월햇빛작은도서관|2층|||200102
반지마을/작은도서관||||작은도서관||경기도 평택시 이충로 38||||||||반지마을 작은도서관|(이충동,반지마을주공아파트) 관리동 1호|||200102
발안마을작은도서관||||작은도서관|||경기 화성시 향남읍 향남읍 발안리 295|||||||발안마을작은도서관|발안마을 주공아파트|||200102
