##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@비영리법인
대한불교조계종선원수좌회||||비영리법인||경기도 양평군 용문면 상원사길 292||재단법인||||||대한불교조계종선원수좌회||||210104
한국기독교연합사업유지재단||||비영리법인||서울 종로구 대학로 19||재단법인||||NCCK||한국기독교연합사업유지재단(NCCK)||||210104
한국기독교청년회전국연맹유지재단||||비영리법인||서울 마포구 잔다리로 68||재단법인||||||한국기독교청년회전국연맹유지재단|(서교동)|||210104
기독교대한감리회유지재단||||비영리법인||서울 종로구 세종대로 149||재단법인||||||기독교대한감리회유지재단|감리회관 16층|||210104
세계기독교통일신령협회유지재단||||비영리법인||서울 마포구 마포대로 34||재단법인||||||세계기독교통일신령협회유지재단|도원빌딩 12층|||210104
한국기독교장로회총회유지재단||||비영리법인||서울 종로구 김상옥로 30||재단법인||||||한국기독교장로회총회유지재단|402호 (연지동)|||210104
대한예수교장로회총회유지재단||||비영리법인||서울 종로구 대학로3길 29||재단법인||||||대한예수교장로회총회유지재단||||210104
대한예수교장로회(합동측)/유지재단||||비영리법인||서울 강남구 영동대로 330||재단법인||||||대한예수교장로회(합동측)유지재단||||210104
대한예수교장로회(백석)/총회유지재단||||비영리법인||서울시 양천구 신정로 308||재단법인||||||대한예수교장로회(백석)총회유지재단||||210104
대한성서공회||||비영리법인||서울 서초구 남부순환로 2569||재단법인||||||대한성서공회||||210104
순복음선교회||||비영리법인||서울 영등포구 여의공원로 101||재단법인||||||순복음선교회||||210104
천주교서울대교구유지재단||||비영리법인||서울 중구 명동길 74||재단법인||||||천주교서울대교구유지재단||||210104
광주구천주교회유지재단||||비영리법인||광주 서구 상무대로 980||재단법인||||||광주구천주교회유지재단||||210104
대구구천주교회유지재단||||비영리법인||대구 중구 남산로4길 112||재단법인||||||대구구천주교회유지재단||||210104
천주교부산교구유지재단||||비영리법인||부산 수영구 수영로427번길 39||재단법인||||||천주교부산교구유지재단||||210104
인천교구천주교회유지재단||||비영리법인||인천 중구 우현로50번길 2||재단법인||||||인천교구천주교회유지재단||||210104
대전교구천주교회유지재단||||비영리법인||대전 동구 송촌남로11번길 86||재단법인||||||대전교구천주교회유지재단||||210104
천주교의정부교구유지재단||||비영리법인||경기도 의정부시 신흥로 261||재단법인||||||천주교의정부교구유지재단||||210104
춘천교구천주교회유지재단||||비영리법인||강원도 춘천시 공지로 300||재단법인||||||춘천교구천주교회유지재단||||210104
천주교원주교구유지재단||||비영리법인||강원도 원주시 원일로 28||재단법인||||||천주교원주교구유지재단||||210104
청주교구천주교회유지재단||||비영리법인||충북 청주시 상당구 주성로 135-35||재단법인||||||청주교구천주교회유지재단||||210104
전주구천주교회유지재단||||비영리법인||전북 전주시 완산구 기린대로 100||재단법인||||||전주구천주교회유지재단||||210104
제주구천주교회유지재단||||비영리법인||제주 제주시 관덕로8길 14||재단법인||||||제주구천주교회유지재단||||210104
천주교안동교구유지재단||||비영리법인||경북 안동시 마지락길 77||재단법인||||||천주교안동교구유지재단|(안기동)|||210104
마산교구천주교회유지재단||||비영리법인||경남 창원시 마산합포구 오동북16길 27||재단법인||||||마산교구천주교회유지재단||||210104
천주교군종교구유지재단||||비영리법인||서울 용산구 이태원로 22||재단법인||||||천주교군종교구유지재단||||210104
기독교대한성결교회유지재단||||비영리법인||서울 강남구 테헤란로64길 17||재단법인||||||기독교대한성결교회유지재단||||210104
성균관||||비영리법인||서울시 종로구 삼일대로 25-2||재단법인||||||성균관||||210104
원불교||||비영리법인||전라북도 익산시 익산대로 501||재단법인||||||원불교|(신용동)|||210104
천도교유지재단||||비영리법인||서울시 종로구 삼일대로 457||재단법인||||||천도교유지재단||||210104
대순진리회||||비영리법인||서울시 광진구 용마산로 8나길 37||재단법인||||||대순진리회||||210104
대종교유지재단||||비영리법인||서울시 서대문구 홍은 중앙로 3길 37||재단법인||||||대종교유지재단||||210104
국제마음훈련원||||비영리법인||전라북도 익산시 익산대로 501||재단법인||||||국제마음훈련원|(신용동)|||210104
따뜻한/재단||||비영리법인||서울 종로구 북촌로 11다길 26-2||재단법인||||||따뜻한 재단|(삼청동)|||210104
한국관광문화교류재단||||비영리법인|||서울시 용산구 서계동 219-1|재단법인||||||한국관광문화교류재단|창성빌딩 6층|||210104
2015광주하계유니버시아드대회/조직위원회||||비영리법인||광주광역시 동구 천변우로 369||특수법인||||||2015광주하계유니버시아드대회 조직위원회||||210104
국기원||||비영리법인||서울 강남구 테헤란로7길 32||특수법인||||||국기원||||210104
대한장애인체육회||||비영리법인|||서울시 송파구 방이동 88-2올림픽공원 벨로드롬 1층 |특수법인||||||대한장애인체육회||||210104
2018평창동계올림픽대회/및/동계패럴림픽대회조직위원회||||비영리법인||강원도 평창군 대관령면 올림픽로 108-27||특수법인||||||2018평창동계올림픽대회 및 동계패럴림픽대회조직위원회||||210104
한국관광협회중앙회||||비영리법인||서울시 종로구 인사동5길 14||특수법인||||||한국관광협회중앙회|한국관광협회중앙회빌딩 3층|||210104
아시아문화원||||비영리법인||광주시 동구 문화전당로 38||특수법인||||||아시아문화원|(국립아시아문화전당)|||210104
작은영화관/사회적협동조합||||비영리법인||서울시 금천구 가산디지털1로 119||특수법인||||||작은영화관 사회적협동조합|(가산동) SK트윈테크타워 B동 507호|||210104
게임물관리위원회||||비영리법인||부산 해운대구 센텀서로 39||특수법인||||||게임물관리위원회|영상산업센터 (우: 48058)|||210104
한국음반제작업협동조합||||비영리법인|||경기도 광명시 철산동 449-1|특수법인||||협동조합||한국음반제작업협동조합(협동조합)|(우: 14238)|||210104
한국저작권위원회||||비영리법인||경상남도 진주시 충의로 19||특수법인||||||한국저작권위원회|(LH공사)1,3,5층|||210104
뉴스통신진흥회||||비영리법인||마포구 마포대로 144태영빌딩11층 ||특수법인||||||뉴스통신진흥회||||210104
한국언론진흥재단||||비영리법인||세종대로 124프레스센터 12층~15층 ||특수법인||||||한국언론진흥재단||||210104
한국정기간행물협동조합||||비영리법인||영등포구 여의대방로 67길 11잡지회관 4층 ||특수법인||||||한국정기간행물협동조합||||210104
한국출판문화산업진흥원||||비영리법인||전라북도 전주시 덕진구 중동로 63||특수법인||||||한국출판문화산업진흥원|(장동)|||210104
한국문학번역원||||비영리법인||서울시 강남구 영동대로 112길 32||특수법인||||||한국문학번역원|(삼성동)|||210104
한국사진앨범인쇄협동조합연합회||||비영리법인||서울시 영등포구 국회대로55길 2||특수법인||||||한국사진앨범인쇄협동조합연합회|(영등포동 7가,해원빌딩302호)|||210104
한국제책공업협동조합||||비영리법인||경기도 고양시 일산동구 호수로 672||특수법인||||||한국제책공업협동조합|(대우메종빌딩 1105호|||210104
한국출판협동조합||||비영리법인||서울시 마포구 토정로 222||특수법인||||||한국출판협동조합|(신수동)|||210104
대한체육회||||비영리법인||서울시 송파구올림픽로 424올림픽회관 ||특수법인||||||대한체육회||||210104
서울올림픽기념국민체육진흥공단||||비영리법인||서울시 송파구 올림픽로 424||특수법인||||||서울올림픽기념국민체육진흥공단||||210104
한국도핑방지위원회||||비영리법인||서울시 강동구 강동대로 199||특수법인||||KADA||한국도핑방지위원회(KADA)|다성빌딩 301호|||210104
태권도진흥재단||||비영리법인||전북 무주군 설천면 무설로 1482||특수법인||||||태권도진흥재단||||210104
포뮬러원국제자동차경주대회조직위원회||||비영리법인||전남 무안군 삼향읍후광대로 242||특수법인||||||포뮬러원국제자동차경주대회조직위원회|전남개발공사빌딩 4층|||210104
세종학당재단||||비영리법인||서울 서초구 반포대로 22||특수법인||||||세종학당재단|서초평화빌딩11층|||210104
한국문화원연합회||||비영리법인||서울시 마포구 마포대로 49||특수법인||||||한국문화원연합회|성우빌딩 1202호|||210104
한국문화예술위원회||||비영리법인||전라남도나주시빛가람로 640||특수법인||||||한국문화예술위원회||||210104
예술의전당||||비영리법인||서초구 남부순환로 2406||특수법인||||||예술의전당|(우: 06757)|||210104
한국문화예술회관연합회||||비영리법인||서초구 남부순환로 2406||특수법인||||||한국문화예술회관연합회|예술의전당 오페라하우스4층 (우: 06757)|||210104
한국문화예술교육진흥원||||비영리법인||서울시 마포구성산로 128||특수법인||||||한국문화예술교육진흥원|(성산동 275-3)|||210104
한국콘텐츠진흥원||||비영리법인||전남 나주시 교육길 35||특수법인||||||한국콘텐츠진흥원||||210104
한국콘텐츠공제조합||||비영리법인||서울특별시 마포구 성암로 189||특수법인||||||한국콘텐츠공제조합|1608 (상암동,중소기업디엠씨타워)|||210104
영상물등급위원회||||비영리법인||부산시 해운대구 센텀서로 39||특수법인||||||영상물등급위원회|영상산업센터 3층 (우: 48058)|||210104
영화진흥위원회||||비영리법인||부산시 해운대구 센텀중앙로 55||특수법인||||||영화진흥위원회|(우동)경남정보대 센텀산학갬퍼스 13,14층 (우: 48058)|||210104
한국영상자료원||||비영리법인||서울시 마포구 월드컵북로 400||특수법인||||||한국영상자료원|(상암동 DMC 단지 1602) 문화콘텐츠센터 (우: 03925)|||210104
한국영상제작협동조합||||비영리법인||서울시 강남구 광평로 280||특수법인||||||한국영상제작협동조합|(수서동,로즈데일 오피스텔) 1907호|||210104
한빛문화재단(공익)||||비영리법인||서울시 종로구평창8길 3||공익재단법인||||||한빛문화재단(공익)|(03011)|||210104
청현문화장학재단||||비영리법인||서울 송파구 올림픽로 289||공익재단법인||||||청현문화장학재단||||210104
5.16민족상||||비영리법인||서울시 마포구 큰우물로 75||공익재단법인||||||5.16민족상|501호 (도화동 성지빌딩)|||210104
서재필기념회(공익)||||비영리법인||서울시 종로구 대학로8가길 56||공익재단법인||||||서재필기념회(공익)|(동숭동) 동승빌딩 301|||210104
책읽는사회문화재단||||비영리법인||종로구 동숭3길 40일석기념관 2층 ||공익재단법인||||||책읽는사회문화재단||||210104
한국도서관문화진흥원||||비영리법인||서울특별시서초구 서래로10길 9||공익재단법인||||||한국도서관문화진흥원|303호 (반포동,서래빌딩)|||210104
남농미술문화재단(공익)||||비영리법인||전남 목포시 남농로 119||공익재단법인||||||남농미술문화재단(공익)|(58699)|||210104
우호문화재단(공익)||||비영리법인||서울시 강남구테헤란로 333||공익재단법인||||||우호문화재단(공익)|(06150)|||210104
정일영/이태형박사기념사업회||||비영리법인||서울시 중구다산로 135||공익재단법인||||||정일영 이태형박사기념사업회|(04607)|||210104
석은미술문화재단||||비영리법인|||성북구 성북동 330-484|공익재단법인||||||석은미술문화재단|(우: 02822 )|||210104
유영국미술문화재단||||비영리법인|||강남구 삼성동 114-44|공익재단법인||||||유영국미술문화재단|벡스빌딩 6층 (우: 06153 )|||210104
한원미술관||||비영리법인|||서초구 서초동 1449-12|공익재단법인||||||한원미술관|(우: 06719)|||210104
한국공예/디자인문화진흥원||||비영리법인|||서울 종로구 안국동 148|공익재단법인||||||한국공예 디자인문화진흥원|해영회관|||210104
한국색채문화진흥재단||||비영리법인||||공익재단법인||||||한국색채문화진흥재단||||210104
세화문화재단||||비영리법인|||서초구 서초동 1425-1|공익재단법인||||||세화문화재단|(우: 137-070)|||210104
국립극장발전기금(공익)||||비영리법인|||중구 장충동2가 산14-67|공익재단법인||||||국립극장발전기금(공익)|(우: 110-392)|||210104
국립극단||||비영리법인|||용산구 서계동 1|공익재단법인||||||국립극단|(우:140-827)|||210104
대유문화재단(공익)||||비영리법인|||경기 광주시 쌍령동 8-1|공익재단법인||||||대유문화재단(공익)|(우: 12791)|||210104
백송미술문화재단||||비영리법인|||종로구 관훈동 197-9|공익재단법인||||||백송미술문화재단|(우: 03149)|||210104
LG상남언론재단||||비영리법인||영등포구 여의대로 128||공익재단법인||||||LG상남언론재단|LG트윈타워|||210104
더/작은/재단||||비영리법인||서울특별시 종로구 북촌로 67-7||공익재단법인||||||더 작은 재단|303호 (가회동,안국메트로)|||210104
윤이상평화재단||||비영리법인|||종로구 신문로1가 238|공익재단법인||||||윤이상평화재단|신문로빌딩 701 (우: 03182)|||210104
한국연극인복지재단||||비영리법인|||종로구 동숭동 1-43|공익재단법인||||||한국연극인복지재단|한석빌딩 1층 (우: 03086)|||210104
전문무용수지원센터||||비영리법인|||서대문구 창천동 20-25|공익재단법인||||||전문무용수지원센터|아트레온12층 (우: 03780)|||210104
국립합창단(공익)||||비영리법인|||서초구 서초동 700|공익재단법인||||||국립합창단(공익)|예술의전당내 (우: 137-718)|||210104
국립오페라단(공익)||||비영리법인|||서초구 서초동 700|공익재단법인||||||국립오페라단(공익)|예술의전당내 (우: 137-718)|||210104
서울예술단(공익)||||비영리법인|||서초구 서초동 700|공익재단법인||||||서울예술단(공익)|(우: 137-070)|||210104
코리안심포니오케스트라||||비영리법인|||서초구 서초동 700|공익재단법인||||||코리안심포니오케스트라|예술의전당내 (우: 137-718)|||210104
한국문화재단||||비영리법인||||공익재단법인||||||한국문화재단||||210104
LG연암문화재단(공익)||||비영리법인|||영등포구 여의도동 20|공익재단법인||||||LG연암문화재단(공익)|LG트윈타워 (우: 150-721)|||210104
코리아문화수도조직위원회||||비영리법인||서울시 종로구 삼일대로 457||공익재단법인||||||코리아문화수도조직위원회|수운회관 610호|||210104
아시아미래재단||||비영리법인|||서울시 강남구 대치동 945-1홍우빌딩 14층 |공익재단법인||||||아시아미래재단||||210104
한러공연예술재단||||비영리법인|||서울시 종로구 원서동 158-3|공익재단법인||||||한러공연예술재단||||210104
대산문화재단(공익)||||비영리법인||||공익재단법인||||||대산문화재단(공익)||||210104
한무숙재단||||비영리법인||종로구 혜화로 9길 20||공익재단법인||||||한무숙재단|(우:03068)|||210104
방촌문화재단||||비영리법인|||광주시 남구서 2동 111-14|공익재단법인||||라인 문화재단||방촌문화재단(구, 라인 문화재단)|라인빌딩 (우: 503-012)|||210104
토지문화재단||||비영리법인||강원도 원주시 매지회촌길 79||공익재단법인||||||토지문화재단|(우: 26494)|||210104
한국현대문학관||||비영리법인|||중구 장충동 2가 186-210|공익재단법인||||||한국현대문학관|(우: 04617)|||210104
일신문화재단(공익)/서울교육청에서/이관(2002/8)||||비영리법인|||영등포구 여의도동 15-15|공익재단법인||||||일신문화재단(공익)서울교육청에서 이관(2002 . 8)|(우: 150-010)|||210104
한국예술종합학교발전재단(공익)||||비영리법인||서울시 성북구 화랑로 32||공익재단법인||||||한국예술종합학교발전재단(공익)|146-37한국예술종합학교 내|||210104
선화예술문화재단||||비영리법인||서울시 종로구 신문로 1가 226||공익재단법인||||||선화예술문화재단||||210104
예술경영지원센터||||비영리법인||서울 종로구 대학로 57||공익재단법인||||||(재)예술경영지원센터|홍익대학교 대학로 캠퍼스 교육동 12층|||210104
한국예술인복지재단||||비영리법인||서울 종로구 이화장길 70-15||공익재단법인||||||한국예술인복지재단|소호빌딩 1층|||210104
문화엑스포||||비영리법인||경북 경주시 경감로 614||공익재단법인||||||문화엑스포||||210104
지역문화교류호남재단||||비영리법인||광주광역시 중앙로 196번길 3||공익재단법인||||||지역문화교류호남재단|삼호별관 2층|||210104
향남문화재단||||비영리법인||전남 순천시 중앙로 413||공익재단법인||||||향남문화재단|순천대하교 70주년 기념관 내|||210104
표암문화재단||||비영리법인||경상북도 경주시 양정로 188-62층 ||공익재단법인||||||표암문화재단||||210104
한산대첩기념사업회||||비영리법인|||경남 통영시 도천동 27-1|공익재단법인||||||(재)한산대첩기념사업회||||210104
가락국사적개발연구원||||비영리법인||서울시 중구 퇴계로 182||공익재단법인||||||가락국사적개발연구원||||210104
가야문화연구원||||비영리법인|||서울시 관악구 남현동 1055-19|공익재단법인||||||가야문화연구원||||210104
대도문화재단||||비영리법인|||인천시 연수구 옥련동 신 84-3|공익재단법인||||||대도문화재단||||210104
백제문화개발연구원||||비영리법인||서울시 용산구 한강로 2가 201-1||공익재단법인||||||백제문화개발연구원|신원빌딩 401호|||210104
서계문화재단||||비영리법인||경기도 의정부시 동일로 128번길 36||공익재단법인||||||서계문화재단||||210104
우계문화재단||||비영리법인||서울시 양천구 월정로 143||공익재단법인||||||우계문화재단||||210104
청명문화재단||||비영리법인||서울시 종로구 삼일대로 30길 21||공익재단법인||||||청명문화재단|종로오피스텔 1411호|||210104
통일시대민족문화재단||||비영리법인||서울시 동대문구 왕산로 283||공익재단법인||||||통일시대민족문화재단||||210104
한국문화협회||||비영리법인|||서울시 중구 무교동 1|공익재단법인||||||한국문화협회|효령빌딩 1403호|||210104
명원문화재단||||비영리법인|||서울특별시 종로구 신문로2가 1-272|공익재단법인||||||명원문화재단||||210104
행복전통마을||||비영리법인||경상북도 안동시 민속촌길 190||공익재단법인||||||행복전통마을||||210104
아침편지문화재단||||비영리법인|||충청북도 충주시 노은면 문성리 119-2|공익재단법인||||||아침편지문화재단||||210104
우호문화재단(공익)||||비영리법인|||서울 강남구 역삼동 705-18|공익재단법인||||||우호문화재단(공익)|신도벤처타워 지하1층|||210104
화동문화재단(공익)||||비영리법인||중구 서소문로 100||공익재단법인||||||화동문화재단(공익)|(서소문동)|||210104
GS칼텍스재단(공익)||||비영리법인||강남구 논현로 508||공익재단법인||||||GS칼텍스재단(공익)|GS타워 (역삼동) (우: 06141)|||210104
네이버문화재단||||비영리법인||경기도 분당구 분당로 55||공익재단법인||||||네이버문화재단|(서현동) 분당퍼스트타워|||210104
벽산문화재단(공익)||||비영리법인||서울시 구로구 디지털로 31길 12||공익재단법인||||||벽산문화재단(공익)|(구로동) 태평양물산 IT센터 별관 212호|||210104
성안나/재단(공익)||||비영리법인||서울 서대문구이화여대길 79||공익재단법인||||||성안나 재단(공익)|(대현동)|||210104
OBS문화재단||||비영리법인||경기도 부천시 오정구 오정로 233||공익재단법인||||||(재)OBS문화재단|(오정동)|||210104
지앤엠글로벌문화재단||||비영리법인||서울특별시용산구 한남대로 20길 5호 ||공익재단법인||||||(재)지앤엠글로벌문화재단||||210104
한국영화아카데미발전기금||||비영리법인||서울시 마포구 와우산로 143||공익재단법인||||||한국영화아카데미발전기금|(서교동 337-8) (우: 121-836)|||210104
명필름문화재단||||비영리법인||경기도 파주시 회동길 530-20||공익재단법인||||||명필름문화재단|(문발동) (우: 413-120)|||210104
한국기원(정책과/소관)||||비영리법인|||서울시 성동구 홍익동 315|공익재단법인||||||한국기원(정책과 소관)||||210104
게임인재단||||비영리법인||경기도 성남시 분당구 운중로 267번길 3-5||공익재단법인||||||게임인재단|6층|||210104
SBS문화재단||||비영리법인||서울특별시 강서구 양천로 442||공익재단법인||||||(재)SBS문화재단|(등촌동)|||210104
국제방송교류재단||||비영리법인||서울특별시 서초구 남부순환로 2351||공익재단법인||||||국제방송교류재단||||210104
금성문화재단||||비영리법인||서울시 마포구 만리재옛길 23||공익재단법인||||||금성문화재단||||210104
백붕제기념출판문화진흥재단||||비영리법인||경기도 파주시 회동길 184||공익재단법인||||||백붕제기념출판문화진흥재단||||210104
한국출판문화진흥재단||||비영리법인||서울시 종로구 삼청로 6||공익재단법인||||||한국출판문화진흥재단|2층 (출판문화회관)|||210104
스포츠안전재단||||비영리법인||서울특별시 송파구 백제고분로 508||공익재단법인||||||스포츠안전재단|제일빌딩 4층|||210104
대한불교진흥원||||비영리법인||서울시 마포구 마포대로 20||공익재단법인||||||대한불교진흥원||||210104
서울오페라단||||비영리법인|||마포구 상수동 351-2|공익사단법인||||||서울오페라단||||210104
국민예술협회||||비영리법인|||종로구 세종로 157-4|공익사단법인||||||국민예술협회|삼보빌딩 602호|||210104
슬로푸드한국위원회||||비영리법인||서울시 중구 충무로 1가 25-5||공익사단법인||||||슬로푸드한국위원회||||210104
살기좋은나라아름다운손길||||비영리법인||영등포구 은행로 3||공익사단법인||||||살기좋은나라아름다운손길|(여의도동)익스콘벤처타워 708호 (우: 07237)|||210104
한국비림원||||비영리법인|||서울특별시 용산구 청파동3가 80-10|공익사단법인||||||한국비림원|302|||210104
문화시민운동중앙협의회||||비영리법인||서울특별시 마포구 마포대로 12||공익사단법인||||||문화시민운동중앙협의회|한실오피스텔 1116|||210104
민족사바로찾기연구원||||비영리법인|||서울시 종로구 도렴동 115|공익사단법인||||||민족사바로찾기연구원|삼육빌딩 307호|||210104
함석헌기념사업회||||비영리법인||서울 마포구 월드컵북로 5길 21||공익사단법인||||||함석헌기념사업회||||210104
대한장기협회||||비영리법인||서울시 용산구 한강대로 390||공익사단법인||||||대한장기협회||||210104
한복문화학회||||비영리법인||서울시 강북구 도봉로 76||공익사단법인||||||한복문화학회|가길 55|||210104
운석장면기념사업회||||비영리법인||서울시 종로구 혜화로 5길 49||공익사단법인||||||운석장면기념사업회|(명륜1가) 302호|||210104
동학무극사상연구회||||비영리법인|||서울시 종로구 경운동 88|공익사단법인||||||동학무극사상연구회||||210104
동방문화진흥회||||비영리법인|||서울시 종로구 숭인 2동 261|공익사단법인||||||동방문화진흥회||||210104
한국자연예술총연합회||||비영리법인|||경기 고양시 화정동 965|공익사단법인||||||한국자연예술총연합회|한화오벨리스크 204호|||210104
나눔문화연구소||||비영리법인||서울시 종로구 신문로 2가 1-103||공익사단법인||||||나눔문화연구소|진학기획빌딩 3층|||210104
미래가족문화연합||||비영리법인|||서울시 영등포구 여의도동 61-3|공익사단법인||||||미래가족문화연합|라이프오피스텔 725|||210104
우리민족음식문화보존협의회||||비영리법인|||서울시 동대문구 제기동 1016|공익사단법인||||||우리민족음식문화보존협의회|삼화빌딩 709|||210104
한국난연합회||||비영리법인|||광주시 북구 유동 40-10|공익사단법인||||||한국난연합회|노총회관 203호|||210104
민족정기회||||비영리법인|||서울시 종로구 당주동 100|공익사단법인||||||민족정기회|세종빌딩 507호|||210104
박약회||||비영리법인|||서울시 종로구 수송동 58|공익사단법인||||||박약회|두산위브파빌리온 1332호|||210104
한국역사문화연구원||||비영리법인||서울시 서초구 강남대로 365||공익사단법인||||||한국역사문화연구원||||210104
제정구기념사업회||||비영리법인||서울시 종로구 이화장길 32-8||공익사단법인||||||제정구기념사업회||||210104
한국꽃예술학회||||비영리법인||서울시 동대문구 이화여대길 52||공익사단법인||||||한국꽃예술학회||||210104
한문화진흥협회||||비영리법인||서울 양천구 남부순환로 603||공익사단법인||||||한문화진흥협회||||210104
고구려역사문화보존회||||비영리법인|||경기도 구리시 수택동 848|공익사단법인||||||고구려역사문화보존회|행정복지타운 509호|||210104
우리문화영토연구소||||비영리법인|||서울시 종로구 인사동 170|공익사단법인||||||우리문화영토연구소|동일빌딩 704호|||210104
한국연사랑모임||||비영리법인|||서울시 송파구 가락동 98-6|공익사단법인||||||한국연사랑모임||||210104
한국구들문화보전협회||||비영리법인|||강원도 원주시 지정면 판대리 124-2|공익사단법인||||||한국구들문화보전협회||||210104
대산신용호기념사업회||||비영리법인|||서울시 중구 정동 27-11|공익사단법인||||||대산신용호기념사업회|정경빌딩 10층|||210104
한국녹색문화진흥회||||비영리법인|||서울시 영등포구 당산동1가 53-1|공익사단법인||||||한국녹색문화진흥회|당산빌딩 6층|||210104
한국고전머리협회||||비영리법인||세종특별자치시 조치원읍 안터길 107||공익사단법인||||||한국고전머리협회||||210104
한복단체총연합회||||비영리법인|||서울시 강남구 신사동 665-10|공익사단법인||||||한복단체총연합회||||210104
한민족문화대로||||비영리법인|||서울시 영등포구 여의도동 44-35|공익사단법인||||||한민족문화대로|제일빌딩 905호|||210104
우리문화나눔||||비영리법인|||서울시 강동구 천호동 451-20|공익사단법인||||||우리문화나눔|트레벨 1109호|||210104
함께여는세상||||비영리법인||서울시 중구 충정로 1가 문화일보 9층 ||공익사단법인||||||함께여는세상||||210104
한국전통한복문화원||||비영리법인|||서울시 영등포구 양평동 4가 67-2|공익사단법인||||||한국전통한복문화원||||210104
생명과평화의길||||비영리법인|||서울시 종로구 평창동 474-35|공익사단법인||||||생명과평화의길||||210104
2020희망의역사공동체||||비영리법인|||서울 마포구 도화동 357|공익사단법인||||||2020희망의역사공동체|현대1차아파트 상가 12동 213호|||210104
한국한지공예협회||||비영리법인|||경기도 구리시 인창동 264-4|공익사단법인||||||한국한지공예협회|쌍용선스타워 615호|||210104
민족문화살리기운동본부||||비영리법인||서울시 마포구 마포대로 196||공익사단법인||||||민족문화살리기운동본부|고려아카데미텔 1517|||210104
한국한지문화산업발전연합회||||비영리법인|||서울특별시 동대문구 제기동 1036-405|공익사단법인||||||한국한지문화산업발전연합회||||210104
한국궁중복식연구원||||비영리법인|||서울시 종로구 연건동 206|공익사단법인||||||한국궁중복식연구원|대보마로니에텔 208호|||210104
한민족문화협회||||비영리법인|||서울시 종로구 당주동 100|공익사단법인||||||한민족문화협회|세종빌딩 302호|||210104
전국유림총연합회||||비영리법인||서울시 동작구 사당로 282-4304||공익사단법인||||||전국유림총연합회|(사당동,태평빌라)|||210104
한국민속문화진흥협회||||비영리법인|||서울시 강서구 화곡동 1117-15|공익사단법인||||||한국민속문화진흥협회|하나빌딩 3층|||210104
한국토속문화진흥협회||||비영리법인|||서울시 동대문구 전농 2동 597-6|공익사단법인||||||한국토속문화진흥협회|정우빌딩 3층 (서울시 마포구 공덕동 신영지웰A동 1607호)|||210104
한국민속학회||||비영리법인|||서울시 마포구 대흥동 375-250|공익사단법인||||||한국민속학회||||210104
한국생활문화연구원||||비영리법인|||서울시 종로구 내수동 75|공익사단법인||||||한국생활문화연구원|용비어천가 1603호|||210104
한국민속학술단체연합회||||비영리법인|||서울시 마포구 대흥동 337-25|공익사단법인||||||한국민속학술단체연합회|민속원건물 2층|||210104
한국음식문화연구원||||비영리법인|||서울시 광진구 자양동 7-1|공익사단법인||||||한국음식문화연구원|4층|||210104
한국뿌리문화보존회||||비영리법인||서울 영등포구 당산로47길 11||공익사단법인||||||(사)한국뿌리문화보존회|201|||210104
세계전통복식문화연구원||||비영리법인|||서울시 서초구 서초동 1600-9|공익사단법인||||||(사)세계전통복식문화연구원|우성쁘띠오피스텔 901호|||210104
한국공동체문화연구소||||비영리법인|||서울시 마포구 동교동 168-8|공익사단법인||||||(사)한국공동체문화연구소|LG팰리스 1818호|||210104
한국전통서당문화진흥회||||비영리법인|||전라북도 남원시 도통동 303|공익사단법인||||||한국전통서당문화진흥회||||210104
회재이언적기념사업회||||비영리법인|||서울특별시 종로구 적선동 156|공익사단법인||||||회재이언적기념사업회|광화문플레티늄 910호|||210104
예장문화법인/허브||||비영리법인|||서울시 종로구 연지동 136-46|공익사단법인||||||(사)예장문화법인 허브|한국기독교회관 903호|||210104
선비정신과풍류문화/연구소||||비영리법인||서울시 종로구 명륜길 80||공익사단법인||||||선비정신과풍류문화 연구소||||210104
장날||||비영리법인||서울시 관악구대학14길 77-34||공익사단법인||||||장날|(신림동 255-154)|||210104
대한민국역사문화원||||비영리법인||서울시 마포구 토정로 25길 41||공익사단법인||||||(사)대한민국역사문화원||||210104
지역문화소통연구원||||비영리법인|||서울시 종로구 평창동 446-13|공익사단법인||||||(사)지역문화소통연구원||||210104
광개토대제기념사업회||||비영리법인||서울시 종로구 성균관로 4길 48||공익사단법인||||||(사)광개토대제기념사업회|(명륜2가,2층)|||210104
대한사랑||||비영리법인|||서울시 용산구 갈월동 85-3|공익사단법인||||||(사)대한사랑|남영빌딩 307호|||210104
한국민족문화연구원||||비영리법인||서울특별시 마포구 토정로 12||공익사단법인||||||(사)한국민족문화연구원|럭키빌딩 2층|||210104
우리옷제대로입기협회||||비영리법인|||서울특별시 종로구 부암동 95-7|공익사단법인||||||우리옷제대로입기협회||||210104
인문학문화포럼||||비영리법인||서울시 강동구 양재대로 1603||공익사단법인||||||인문학문화포럼|약재빌딩 601호|||210104
한국문화기획학교||||비영리법인||서울시 용산구 한강대로 7길 22-6||공익사단법인||||||한국문화기획학교||||210104
장보고기념/사업회||||비영리법인|||서울시 서초구 서초동 1599-2|공익사단법인||||||장보고기념 사업회|엘지에클라트 530호|||210104
