##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@도서관
남양주시와부도서관||||도서관||경기도 남양주시 와부읍 월문천로 43||||||||남양주시와부도서관||||200101
남양주시진건도서관||||도서관||경기도 남양주시 진건읍 진건오남로 41-25||||||||남양주시진건도서관||||200101
남양주시진접도서관||||도서관||경기도 남양주시 진접읍 금강로 1554-11||||||||남양주시진접도서관||||200101
남양주시진접푸른숲도서관||||도서관||경기도 남양주시 진접읍 해밀예당2로 35||||||||남양주시진접푸른숲도서관||||200101
남양주시퇴계원도서관||||도서관||경기도 남양주시 퇴계원면 도제원로 12||||||||남양주시퇴계원도서관||||200101
남양주시평내도서관||||도서관||경기도 남양주시 의안로 134||||||||남양주시평내도서관||||200101
남양주시호평도서관||||도서관||경기도 남양주시 천마산로 67||||||||남양주시호평도서관||||200101
남양주시화도도서관||||도서관||경기도 남양주시 화도읍 수레로1260번길 33||||||||남양주시화도도서관||||200101
논골작은도서관||||도서관||경기도 성남시 수정구 논골로23번길 2||||||||논골작은도서관||||200101
다원이음터도서관||||도서관||경기도 화성시 동탄순환대로 754-14||||||||다원이음터도서관|(영천동)|||200101
동두천꿈나무정보도서관||||도서관||경기도 동두천시 지행로 38||||||||동두천꿈나무정보도서관||||200101
동두천시립도서관||||도서관||경기도 동두천시 상패로 60||||||||동두천시립도서관||||200101
동탄복합문화센터도서관||||도서관||경기도 화성시 노작로 134||||||||동탄복합문화센터도서관||||200101
별빛도서관||||도서관||경기도 남양주시 별내중앙로 102||||||||별빛도서관|(별내동)|||200101
부곡도서관||||도서관||경기도 안산시 상록구 성호로 333||||||||부곡도서관|(부곡동 709-2)|||200101
부천시립꿈빛도서관||||도서관||경기도 부천시 신흥로275번길 19||||||||부천시립꿈빛도서관||||200101
부천시립꿈여울도서관||||도서관||경기도 부천시 오정구 까치로 103||||||||부천시립꿈여울도서관|(작동)|||200101
부천시립도당도서관||||도서관||경기도 부천시 부천로 360||||||||부천시립도당도서관||||200101
부천시립동화도서관||||도서관||경기도 부천시 장말로 104||||||||부천시립동화도서관||||200101
부천시립북부도서관||||도서관||경기도 부천시 삼작로301번길 5||||||||부천시립북부도서관||||200101
부천시립상동도서관||||도서관||경기도 부천시 원미구 상이로 12||||||||부천시립상동도서관||||200101
부천시립송내도서관||||도서관||경기도 부천시 소사구 경인로92번길 33||||||||부천시립송내도서관|(송내동)|||200101
부천시립심곡도서관||||도서관||경기도 부천시 성무로 24||||||||부천시립심곡도서관|(심곡본동)|||200101
부천시립오정도서관||||도서관||경기도 부천시 성오로 172||||||||부천시립오정도서관|오정어울마당|||200101
부천시립원미도서관||||도서관||경기도 부천시 소사로 456||||||||부천시립원미도서관||||200101
부천시립책마루/분관||||도서관||경기도 부천시 심중로 121||||||||부천시립책마루 분관||||200101
부천시립한울빛도서관||||도서관||경기도 부천시 소사로 107||||||||부천시립한울빛도서관||||200101
서현도서관||||도서관||성남시 분당구 중앙공원로 77||||||||서현도서관||||200101
성남시구미도서관||||도서관||경기도 성남시 분당구 미금일로 105||||||||성남시구미도서관|(구미동 16번지)|||200101
성남시분당도서관||||도서관||경기도 성남시 분당구 불정로 110||||||||성남시분당도서관||||200101
성남시수정도서관||||도서관||경기도 성남시 수정구 수정로332번길 32||||||||성남시수정도서관||||200101
성남시중앙도서관||||도서관||경기도 성남시 분당구 판교로 546||||||||성남시중앙도서관|(야탑동)|||200101
성남시중원도서관||||도서관||경기도 성남시 중원구 원터로17번길 46||||||||성남시중원도서관||||200101
성남시중원어린이도서관||||도서관||경기도 성남시 중원구 산성대로 408번길 42||||||||성남시중원어린이도서관||||200101
성남시판교도서관||||도서관||경기도 성남시 운중로225번길 37||||||||성남시판교도서관|(판교동 553)|||200101
성남시판교어린이도서관||||도서관||경기도 성남시 분당구 판교익로 75||||||||성남시판교어린이도서관|(백현동)|||200101
세종도서관||||도서관||경기도 여주군 여주읍 영릉로 125||||||||세종도서관||||200101
수원시광교푸른숲도서관||||도서관||경기도 수원시 영통구 광교호수로 131||||||||수원시광교푸른숲도서관||||200101
수원시대추골도서관||||도서관||경기도 수원시 장안구 수일로 164||||||||수원시대추골도서관|(조원동)|||200101
수원시매여울도서관||||도서관||경기도 수원시 영통로 효원로 415||||||||수원시매여울도서관||||200101
수원시버드내도서관||||도서관||경기도 수원시 권선구 세권로102번길 ||||||||수원시버드내도서관||||200101
수원시북수원도서관||||도서관||경기도 수원시 장안구 만석로 65||||||||수원시북수원도서관||||200101
수원시서수원도서관||||도서관||경기도 수원시 권선구 탑동로57번길 35||||||||수원시서수원도서관|(탑동)|||200101
수원시선경도서관||||도서관||경기도 수원시 팔달구 신풍로 23길 68||||||||수원시선경도서관||||200101
수원시영통도서관||||도서관||경기도 수원시 영통구 청명로 ||||||||수원시영통도서관||||200101
수원시일월도서관||||도서관||경기도 수원시 장안구 일월천로 77||||||||수원시일월도서관|(천천동)|||200101
수원시중앙도서관||||도서관||경기도 수원시 팔달구 팔달산로 318||||||||수원시중앙도서관|(교동)|||200101
수원시창룡도서관||||도서관||경기도 수원시 팔달구 월드컵로 381번길 36||||||||수원시창룡도서관||||200101
수원시태장마루도서관||||도서관||경기도 수원시 영통구 태장로 46||||||||수원시태장마루도서관||||200101
수원시한림도서관||||도서관||경기도 수원시 권선구 동수원로 25번길 32-52||||||||수원시한림도서관||||200101
수원시화서다산도서관||||도서관||경기도 수원시 팔달구 화양로68번길 7-35||||||||수원시화서다산도서관|(화서동)|||200101
슬기샘어린이도서관||||도서관|||경기도 수원시 장안구 송죽동 417-23|||||||슬기샘어린이도서관||||200101
시흥시군자도서관||||도서관||경기도 시흥시 군자로 499||||||||시흥시군자도서관||||200101
시흥시능곡도서관||||도서관||경기도 시흥시 능곡중앙로 85||||||||시흥시능곡도서관||||200101
시흥시대야도서관||||도서관|||경기도 시흥시 대야동 571-3|||||||시흥시대야도서관||||200101
시흥시대야어린이도서관||||도서관||경기도 시흥시 비둘기공원로 25||||||||시흥시대야어린이도서관|(시흥시 대야동 562-4)|||200101
시흥시매화도서관||||도서관||경기도 시흥시 매화로 20||||||||시흥시매화도서관||||200101
시흥시신천도서관||||도서관||경기도 시흥시 신천로 89-18||||||||시흥시신천도서관||||200101
시흥시월곶도서관||||도서관||경기도 시흥시 월곶해안로 161번길 7||||||||시흥시월곶도서관||||200101
시흥시장곡도서관||||도서관||경기도 시흥시 인선길 52||||||||시흥시장곡도서관|(장곡문화체육센터 내)|||200101
시흥시정왕어린이도서관||||도서관||경기도 시흥시 정왕시장길 45||||||||시흥시정왕어린이도서관||||200101
시흥시중앙도서관||||도서관|||경기도 시흥시 정왕동 1845-2|||||||시흥시중앙도서관||||200101
안산미디어라이브러리||||도서관||경기도 안산시 단원구 광덕1로 198||||||||안산미디어라이브러리|(고잔동 782-1)|||200101
안산시/선부도서관||||도서관||경기도 안산시 단원구 선부로 100||||||||안산시 선부도서관||||200101
안산시감골도서관||||도서관||경기도 안산시 상록구 감골공원안길 16-1||||||||안산시감골도서관|(사동 산81-3)|||200101
안산시관산도서관||||도서관||경기도 안산시 단원구 관산길 29||||||||안산시관산도서관|(원곡동)|||200101
안산시단원어린이도서관||||도서관||경기도 안산시 단원구 화정로 30||||||||안산시단원어린이도서관|(초지동667-3)|||200101
안산시대부도서관||||도서관||경기도 안산시 단원구 대남로 30||||||||안산시대부도서관||||200101
안산시본오도서관||||도서관||경기도 안산시 상록구 각골로 49||||||||안산시본오도서관|(본오동)|||200101
안산시상록어린이도서관||||도서관||경기도 안산시 상록구 구룡체육관로 45||||||||안산시상록어린이도서관|(이동 산70-1)|||200101
안산시성포도서관||||도서관||경기도 안산시 상록구 충장로 528||||||||안산시성포도서관||||200101
안산시수암도서관||||도서관||경기도 안산시 상록구 원당골1길 23-3||||||||안산시수암도서관||||200101
안산시중앙도서관||||도서관||경기도 안산시 단원구 안산천남로 14||||||||안산시중앙도서관|(고잔동)|||200101
안성시립공도도서관||||도서관||경기도 안성시 공도읍 공도5로 26||||||||안성시립공도도서관||||200101
안성시립보개도서관||||도서관||경기도 안성시 보개면 종합운동장로 205||||||||안성시립보개도서관||||200101
안성시립일죽도서관||||도서관||경기도 안성시 일죽면 금일로 433||||||||안성시립일죽도서관||||200101
안성시립중앙도서관||||도서관||경기도 안성시 안성맞춤대로 1150||||||||안성시립중앙도서관||||200101
안성시립진사도서관||||도서관||경기도 안성시 공도읍 진사2길 70||||||||안성시립진사도서관||||200101
안양시립관양도서관||||도서관||경기도 안양시 동안구 동편로 124||||||||안양시립관양도서관||||200101
안양시립비산도서관||||도서관||경기도 안양시 동안구 관악대로 123호 (비산동) ||||||||안양시립비산도서관||||200101
안양시립삼덕도서관||||도서관||경기도 안양시 만안구 병목안로 58||||||||안양시립삼덕도서관||||200101
안양시만안도서관||||도서관||경기도 안양시 만안구 냉천로 51||||||||안양시만안도서관||||200101
안양시박달도서관||||도서관||경기도 안양시 만안구 박달로 459||||||||안양시박달도서관||||200101
안양시벌말도서관||||도서관||경기도 안양시 동안구 흥안대로 434번길 19-27||||||||안양시벌말도서관|(평촌동)|||200101
안양시석수도서관||||도서관||경기도 안양시 만안구 양화로217번길 34||||||||안양시석수도서관||||200101
안양시평촌도서관||||도서관||경기도 안양시 동안구 관평로 213||||||||안양시평촌도서관||||200101
안양시호계도서관||||도서관||경기도 안양시 동안구 경수대로685번길 26||||||||안양시호계도서관||||200101
안양어린이도서관||||도서관||경기도 안양시 동안구 동안로 66||||||||안양어린이도서관||||200101
양곡도서관||||도서관||경기도 김포시 양촌읍 양곡4로 197번길 40||||||||양곡도서관||||200101
양주덕정도서관||||도서관||경기도 양주시 화합로1371번길 11||||||||양주덕정도서관||||200101
양주시립꿈나무도서관||||도서관||경기도 양주시 백석읍 꿈나무로 199||||||||양주시립꿈나무도서관|(오산리 548-4)|||200101
양주희망도서관||||도서관||경기도 양주시 삼숭로 38번길 78-47||||||||양주희망도서관||||200101
양평군립도서관||||도서관||경기도 양평군 양평읍 양근로 240-9||||||||양평군립도서관||||200101
여주도서관||||도서관||경기도 여주시 여양로 190-17||||||||여주도서관||||200101
연천군중앙도서관||||도서관||경기도 연천군 전곡읍 전은길 9-26||||||||연천군중앙도서관||||200101
오산시중앙도서관||||도서관||경기도 오산시 운암로 87||||||||오산시중앙도서관||||200101
의왕시글로벌도서관||||도서관||경기도 의왕시 보식골로 30-10||||||||의왕시글로벌도서관||||200101
의왕시내손도서관||||도서관||경기도 의왕시 복지로 109||||||||의왕시내손도서관|(내손2동 849-2번지)|||200101
의왕시중앙도서관||||도서관||경기도 의왕시 골우물길 10||||||||의왕시중앙도서관|(고천동 159번지)|||200101
의정부시정보도서관||||도서관||경기도 의정부시 의정로 41||||||||의정부시정보도서관|(의정부동 326-7)|||200101
이천시립도서관||||도서관||경기도 이천시 설봉로81번길 50||||||||이천시립도서관||||200101
이천시립어린이도서관||||도서관|||경기도 이천시 중리동 187|||||||이천시립어린이도서관|종합복지타운 내|||200101
이천시립효양도서관||||도서관||경기도 이천시 부발읍 경충대로 2250번길 35||||||||이천시립효양도서관||||200101
이천시청미도서관||||도서관|||경기도 이천시 장호원읍 장호원3리 371|||||||이천시청미도서관||||200101
인창도서관||||도서관||경기도 구리시 건원대로 34번길 90||||||||인창도서관|(인창동)|||200101
장기도서관||||도서관||경기도 김포시 김포한강2로 42||||||||장기도서관|(장기동)|||200101
통진도서관||||도서관||경기도 김포시 통진읍 조강로 132||||||||통진도서관||||200101
파주시립중앙도서관/문산분관||||도서관|||경기도 파주시 문산읍 문산리 35-13|||||||파주시립중앙도서관 문산분관|(개포래길 62)|||200101
파주시립중앙도서관/법원도서관||||도서관||경기도 파주시 법원읍 사임당로 947||||||||파주시립중앙도서관 법원도서관||||200101
파주시중앙도서관||||도서관|||경기도 파주시 금촌동 995|||||||파주시중앙도서관|(파주시 쇠재로 78)|||200101
평택시립도서관||||도서관||경기도 평택시 비전로 27||||||||평택시립도서관|(비전동)|||200101
평택시립도서관/팽성분관||||도서관||경기도 평택시 팽성읍 안정로95번길 15-25||||||||평택시립도서관 팽성분관||||200101
평택시립도서관안중분관||||도서관||경기도 평택시 안중읍 서동대로 1531||||||||평택시립도서관안중분관|(학천리 산86-1)|||200101
평택시립배다리도서관||||도서관||경기도 평택시 죽백6로 20||||||||평택시립배다리도서관||||200101
평택시립장당도서관||||도서관||경기도 평택시 장당길 116||||||||평택시립장당도서관|(장당동)|||200101
평택시립지산초록도서관||||도서관|||경기도 평택시 지산동 1099-1|||||||평택시립지산초록도서관||||200101
풍무도서관||||도서관||경기도 김포시 풍무로 146번길 101||||||||풍무도서관||||200101
하남시나룰도서관||||도서관||경기도 하남시 덕풍북로 180||||||||하남시나룰도서관|(덕풍동 739)|||200101
하남시덕풍도서관||||도서관||경기도 하남시 역말로 14||||||||하남시덕풍도서관|(덕충동)|||200101
하남시신장도서관||||도서관||경기도 하남시 하남대로 740||||||||하남시신장도서관|(신장동)|||200101
한빛도서관||||도서관||경기도 파주시 와석순환로 94||||||||한빛도서관|(야당동)|||200101
한울도서관||||도서관||경기도 파주시 교하로 239||||||||한울도서관||||200101
해솔도서관||||도서관||경기도 파주시 해솔로 34||||||||해솔도서관||||200101
호매실도서관||||도서관||경기도 수원시 권선구 칠보로 169||||||||호매실도서관||||200101
화성시남양도서관||||도서관||경기도 화성시 대학길 27||||||||화성시남양도서관|(남양동 1584)|||200101
화성시동탄중앙이음터도서관||||도서관||경기도 화성시 동탄대로 시범길 117||||||||화성시동탄중앙이음터도서관||||200101
화성시립두빛나래도서관||||도서관||경기도 화성시 동탄숲속로 69-14||||||||화성시립두빛나래도서관||||200101
화성시립둥지나래어린이도서관||||도서관|||경기 화성시 향남읍 행정리 490|||||||화성시립둥지나래어린이도서관||||200101
화성시립봉담도서관||||도서관|||경기도 화성시 봉담읍 상리 27-49|||||||화성시립봉담도서관||||200101
화성시립삼괴도서관||||도서관||경기 화성시 우정읍 쌍봉로 109-26||||||||화성시립삼괴도서관||||200101
화성시병점도서관||||도서관||경기도 화성시 병점3로 (병점2동 823번지) ||||||||화성시병점도서관||||200101
화성시송산도서관||||도서관||경기도 화성시 송산면 사강리 상일공원로 87||||||||화성시송산도서관||||200101
화성시정남도서관||||도서관||경기도 화성시 정남면 만년로 527||||||||화성시정남도서관|(발산리 405-6)|||200101
화성시진안도서관||||도서관||경기도 화성시 진안동 병점중앙로 229||||||||화성시진안도서관||||200101
화성시태안도서관||||도서관||경기도 화성시 용주로 22||||||||화성시태안도서관|(태안읍 안녕리 20-1)|||200101
(정선)사북도서관||||도서관||강원도 정선군 사북읍 파랑새길 33||||||||(정선)사북도서관||||200101
강릉교육문화관||||도서관|||강원도 강릉시 노암동 351-2|||||||강릉교육문화관||||200101
강릉시립도서관||||도서관||강원도 강릉시 강릉대로 448||||||||강릉시립도서관|(포남동 1295-1)|||200101
고성교육도서관||||도서관||강원도 고성군 거진읍 거탄진로29번길 7||||||||고성교육도서관||||200101
고성군립간성도서관||||도서관|||강원도 고성군 간성읍 상리 210-1|||||||고성군립간성도서관||||200101
동해교육도서관||||도서관|||강원도 동해시 천곡동 829|||||||동해교육도서관||||200101
동해시립/발한도서관||||도서관||강원도 동해시 해안로 535||||||||동해시립 발한도서관||||200101
동해시립/북삼도서관||||도서관||강원도 동해시 효자로 649||||||||동해시립 북삼도서관||||200101
둔내태성도서관||||도서관||강원도 횡성군 둔내면 둔방로 4번길 38||||||||둔내태성도서관||||200101
명주교육도서관||||도서관|||강원도 강릉시 주문진읍 교항리 161|||||||명주교육도서관||||200101
문막교육도서관||||도서관|||강원도 원주시 문막읍 문막리 233-1|||||||문막교육도서관||||200101
삼척교육문화관||||도서관||강원도 삼척시 진주로 48-41||||||||삼척교육문화관||||200101
삼척도계도서관||||도서관|||강원도 삼척시 도계읍 도계리 287-5|||||||삼척도계도서관||||200101
삼척원덕도서관||||도서관|||강원도 삼척시 원덕읍 호산리 242|||||||삼척원덕도서관||||200101
속초교육도서관||||도서관|||강원도 속초시 교동 636-69|||||||속초교육도서관||||200101
속초교육문화관||||도서관|||강원도 속초시 금호동 488-2|||||||속초교육문화관||||200101
양구교육도서관||||도서관|||강원도 양구군 양구읍 정림리 2-2|||||||양구교육도서관||||200101
양양교육도서관||||도서관|||강원도 양양군 양양읍 군행리 13|||||||양양교육도서관||||200101
영월교육도서관||||도서관||강원도 영월군 영월읍 영월로 1914-7||||||||영월교육도서관|(하송6리 318)|||200101
원주교육문화관||||도서관||강원도 원주시 북원로 2312||||||||원주교육문화관|(단계동 산11-7)|||200101
원주시립도서관||||도서관|||강원도 원주시 단계동 909|||||||원주시립도서관||||200101
인제교육도서관||||도서관||강원도 인제군 인제읍 인제로193번길 15-1||||||||인제교육도서관||||200101
정선교육도서관||||도서관||강원도 정선군 정선읍 봉양4길 9||||||||정선교육도서관||||200101
중천철학도서관||||도서관||강원도 원주시 남원로 105||||||||중천철학도서관||||200101
철원갈말도서관||||도서관|||강원도 철원군 갈말읍 지포리 85|||||||철원갈말도서관||||200101
철원교육도서관||||도서관||강원도 철원군 철원읍 금학로273번길 21-14||||||||철원교육도서관||||200101
철원김화도서관||||도서관|||강원도 철원군 서면 와수리 1171-35|||||||철원김화도서관||||200101
춘성교육도서관||||도서관|||강원도 춘천시 신북읍 율문 5리 316|||||||춘성교육도서관||||200101
춘천교육문화관||||도서관|||강원도 춘천시 중앙로3가 26-1|||||||춘천교육문화관||||200101
춘천시립도서관||||도서관|||강원도 춘천시 삼천동 30|||||||춘천시립도서관||||200101
춘천시립청소년도서관||||도서관||강원도 춘천시 옛경춘로 830-24||||||||춘천시립청소년도서관|(삼천동)|||200101
태백/산소드림도서관||||도서관||강원도 태백시 장수길 33||||||||태백 산소드림도서관||||200101
태백교육도서관||||도서관|||강원도 태백시 황지동 211|||||||태백교육도서관||||200101
태백시립도서관||||도서관|||강원도 태백시 장성동 99-36|||||||태백시립도서관||||200101
토성공공도서관||||도서관|||강원도 고성군 토성면 천진리 145-1|||||||토성공공도서관||||200101
평창교육도서관||||도서관|||강원도 평창군 평창읍 하리 104-3|||||||평창교육도서관||||200101
평창군립대관령도서관||||도서관||강원 평창군 대관령면 대관령로 83-1||||||||평창군립대관령도서관||||200101
평창군립대화도서관||||도서관||강원도 평창군 대화면 남산2길 27||||||||평창군립대화도서관||||200101
평창군립봉평도서관||||도서관||강원도 평창군 봉평면 기풍4길 10||||||||평창군립봉평도서관||||200101
평창군립진부도서관||||도서관||강원도 평창군 봉평면 석두로 12-8||||||||평창군립진부도서관||||200101
홍천교육도서관||||도서관|||강원도 홍천군 홍천읍 신장대리 79-50|||||||홍천교육도서관||||200101
화천교육도서관||||도서관|||강원도 화천군 화천읍 하리 76|||||||화천교육도서관||||200101
횡성교육도서관||||도서관|||강원도 횡성군 횡성읍 읍하3리 176-1|||||||횡성교육도서관||||200101
횡성군립도서관||||도서관||강원도 횡성군 횡성읍 문예로 75||||||||횡성군립도서관|(문화체육공원 내 군립도서관)|||200101
괴산교육도서관||||도서관||충북 괴산군 괴산읍 읍내로12길 38||||||||괴산교육도서관||||200101
금왕교육도서관||||도서관||충북 음성군 응천서길27번길 33||||||||금왕교육도서관|(금왕읍 무극리 4리 53-3)|||200101
다누리도서관||||도서관||충북 단양군 단양읍 수변로 111||||||||다누리도서관||||200101
단양교육도서관||||도서관||충청북도 단양군 단양읍 상진12길 18||||||||단양교육도서관||||200101
대소도서관||||도서관||충북 음성군 대소면 오태로 80-14||||||||대소도서관||||200101
레인보우영동도서관||||도서관||충북 영동군 영동읍 계산로2길 25||||||||레인보우영동도서관||||200101
미원교육도서관||||도서관||충북 청주시 미원면 상당구 단재로 2494-1||||||||미원교육도서관||||200101
보은교육도서관||||도서관||충북 보은군 보은읍 삼산로 56-10||||||||보은교육도서관||||200101
영동교육도서관||||도서관|||충북 영동군 영동읍 부용리 20-3|||||||영동교육도서관||||200101
옥천교육도서관||||도서관||충북 옥천군 옥천읍 관성로 3길 (금구리 39-1) ||||||||옥천교육도서관||||200101
옥천군평생학습원(옥천군민도서관)||||도서관||충북 옥천군 옥천읍 관성로4길 10||||||||옥천군평생학습원(옥천군민도서관)||||200101
음성교육도서관||||도서관||충북 음성군 음성읍 시장로126번길 29||||||||음성교육도서관||||200101
제천기적의도서관||||도서관|||충북 제천시 고암동 1134|||||||제천기적의도서관||||200101
제천시립도서관||||도서관||충북 제천시 내제로 318||||||||제천시립도서관||||200101
제천학생회관||||도서관|||충북 제천시 청전동 470|||||||제천학생회관||||200101
중원교육도서관||||도서관||충북 충주시 주덕읍 창전길 221||||||||중원교육도서관||||200101
증평교육도서관||||도서관||충북 증평군 증평읍 광장로 154||||||||증평교육도서관||||200101
진천교육도서관||||도서관||충북 진천군 진천읍 상산1길 11||||||||진천교육도서관||||200101
진천군립광혜원도서관||||도서관||충북 진천군 광혜원면 광혜원리 화랑길 72||||||||진천군립광혜원도서관||||200101
청주강내도서관||||도서관||충북 청주시 흥덕구 강내면 가로수로 568||||||||청주강내도서관||||200101
청주기적의도서관||||도서관||충북 청주시 서원구 구룡산로 356||||||||청주기적의도서관|(수곡1동 97-2)|||200101
청주상당도서관||||도서관||충북 청주시 상당구 대성로 195||||||||청주상당도서관|(수동)|||200101
청주서원도서관||||도서관||충북 청주시 분평로 35||||||||청주서원도서관|(분평동)|||200101
청주시립도서관||||도서관||충북 청주시 상당구 용암로 55||||||||청주시립도서관|(용암동)|||200101
청주신율봉어린이도서관||||도서관||충북 청주시 흥덕구 신율로 153번길 16||||||||청주신율봉어린이도서관||||200101
청주오송도서관||||도서관||충북 청주시 흥덕구 오송읍 오송생명1로 180||||||||청주오송도서관||||200101
청주오창도서관||||도서관||충북 청주시 청원구 두릉유리로 1141-10||||||||청주오창도서관||||200101
청주오창호수도서관||||도서관||충북 청주시 청원구 오창읍 오창공원로 102||||||||청주오창호수도서관||||200101
청주옥산도서관||||도서관||충북 청주시 흥덕구 옥산면 옥산5길 10||||||||청주옥산도서관||||200101
청주청원도서관||||도서관||충북 청주시 청원구 사뜸로61번길 88-14||||||||청주청원도서관|(사천동)|||200101
청주흥덕도서관||||도서관||충북 청주시 흥덕구 증안로 90번길 34||||||||청주흥덕도서관|(복대동)|||200101
충주시립도서관||||도서관||충북 충주시 예성로 207||||||||충주시립도서관||||200101
충주시립호암도서관||||도서관||충북 충주시 중원대로 3324||||||||충주시립호암도서관|(호암동 562) 청소년수련원 2층|||200101
충청북도교육도서관||||도서관||충북 청주시 서원구 충렬로 19||||||||충청북도교육도서관|(사직동)|||200101
충청북도중원문화원||||도서관||충북 충주시 호암대로 50||||||||충청북도중원문화원||||200101
계룡도서관||||도서관||충남 계룡시 새터산길 27||||||||계룡도서관|(금암동)|||200101
공주시/강북도서관||||도서관||충남 공주시 월송동현로 51||||||||공주시 강북도서관||||200101
공주시/웅진도서관||||도서관||충청남도 공주시 고마나루길 17||||||||공주시 웅진도서관||||200101
공주유구도서관||||도서관||충남 공주시 유구읍 중앙 1길 49-17||||||||공주유구도서관|(백교리 145-2)|||200101
광천공공도서관||||도서관|||충남 홍성군 광천읍 신진리 411-2|||||||광천공공도서관|5층 사무실 (내포로 164)|||200101
국립세종도서관||||도서관||세종특별자치시 다솜3로 48||||||||국립세종도서관||||200101
금산기적의도서관||||도서관||충남 금산군 금산읍 비단로 296-13||||||||금산기적의도서관||||200101
금산인삼고을도서관||||도서관||충남 금산군 금산읍 금산로 1543||||||||금산인삼고을도서관||||200101
논산강경도서관||||도서관||충남 논산시 강경읍 계백로 173||||||||논산강경도서관||||200101
논산연무도서관||||도서관||충남 논산시 연무읍 안심로47번길 6-15||||||||논산연무도서관||||200101
당진시립송악도서관||||도서관||충남 당진시 송악읍 틀모시로 840||||||||당진시립송악도서관||||200101
당진시립중앙도서관||||도서관||충남 당진시 당진중앙2로 132-30||||||||당진시립중앙도서관||||200101
당진시립합덕도서관||||도서관||충남 당진시 합덕읍 면천로 1578-1||||||||당진시립합덕도서관||||200101
보령공공도서관||||도서관||충남 보령시 천변북길 121||||||||보령공공도서관||||200101
삽교공공도서관||||도서관||충남 예산군 삽교읍 두리별리길 34||||||||삽교공공도서관|(두리 722-5)|||200101
서산시립대산도서관||||도서관||충남 서산시 대산1로 78-22||||||||서산시립대산도서관|(대산리 91-7)|||200101
서산시립도서관||||도서관||충남 서산시 부춘공원2로 26||||||||서산시립도서관||||200101
서산어린이도서관||||도서관||충남 서산시 서령로 136||||||||서산어린이도서관||||200101
세종특별자치시평생교육학습관||||도서관||세종특별자치시 조치원읍 문화2길 25||||||||세종특별자치시평생교육학습관||||200101
아산시둔포도서관||||도서관||충남 아산시 둔포면 둔포중앙로 161번길 27-6||||||||아산시둔포도서관||||200101
아산시배방도서관||||도서관||충남 아산시 배방읍 모산로 140-12||||||||아산시배방도서관||||200101
아산시송곡도서관||||도서관||충남 아산시 염치읍 송곡남길 82-4||||||||아산시송곡도서관||||200101
아산시어린이도서관||||도서관||충남 아산시 시민로 500||||||||아산시어린이도서관||||200101
아산시중앙도서관||||도서관||충남 아산시 남부로 229||||||||아산시중앙도서관||||200101
아산시탕정온샘도서관||||도서관||충남 아산시 탕정면 한내로 209||||||||아산시탕정온샘도서관||||200101
엄사도서관||||도서관||충남 계룡시 엄사면 번영7길 17||||||||엄사도서관||||200101
예산군립도서관||||도서관||충남 예산군 예산읍 벛꽃로 214||||||||예산군립도서관||||200101
장항공공도서관||||도서관||충남 서천군 장항읍 성화로 26-2||||||||장항공공도서관||||200101
정산도서관||||도서관||충남 청양군 정산면 역말길 5-5||||||||정산도서관||||200101
죽정도서관||||도서관||충남 보령시 체육관길 17||||||||죽정도서관||||200101
진산도서관||||도서관||충남 금산군 진산면 읍내로 63||||||||진산도서관||||200101
천안시문화도서관사업소도솔분관||||도서관||충남 천안시 서북구 번영로 156||||||||천안시문화도서관사업소도솔분관||||200101
천안시문화도서관사업소두정분관||||도서관||충남 천안시 서북구 부성3길 9||||||||천안시문화도서관사업소두정분관||||200101
천안시문화도서관사업소성거분관||||도서관||충남 천안시 서북구 성거읍 천흥3길 3||||||||천안시문화도서관사업소성거분관|(천흥리 434)|||200101
천안시문화도서관사업소신방분관||||도서관||충남 천안시 동남구 통정4로 7||||||||천안시문화도서관사업소신방분관|(신방동)|||200101
천안시문화도서관사업소쌍용도서관||||도서관||충남 천안시 서북구 월봉4로 153||||||||천안시문화도서관사업소쌍용도서관|(쌍용동 121-2)|||200101
천안시문화도서관사업소아우내분관||||도서관||충남 천안시 동남구 병천면 병천2로 57||||||||천안시문화도서관사업소아우내분관|(병천리 360-1)|||200101
천안시문화도서관사업소중앙도서관||||도서관||충남 천안시 동남구 중앙로 118||||||||천안시문화도서관사업소중앙도서관|(원성동 261-38)|||200101
천안시문화도서관사업소청수도서관||||도서관||충남 천안시 동남구 청수 16로 5-10||||||||천안시문화도서관사업소청수도서관||||200101
천안아산상생협력센터도서관||||도서관||충청남도 천안시 서북구 공원로 109||||||||천안아산상생협력센터도서관||||200101
추부도서관||||도서관||충남 금산군 추부면 하마전로 31||||||||추부도서관||||200101
충남도서관||||도서관||충남 홍성군 홍북읍 도청대로 585||||||||충남도서관||||200101
충청남도공주교육지원청공주도서관||||도서관||충남 공주시 영명학당2길 24-5||||||||충청남도공주교육지원청공주도서관||||200101
충청남도교육청남부평생교육원||||도서관|||충남 논산시 부창동 77|||||||충청남도교육청남부평생교육원||||200101
충청남도교육청서부평생교육원||||도서관||충남 서산시 동서1로 41-4||||||||충청남도교육청서부평생교육원|(석림동 457-15)|||200101
